year,hommes_NOUN ouverts_ADJ,hommes_NOUN couverts_ADJ
1800,0.0,1.4148740490327327e-07
1801,0.0,1.4763331535050384e-07
1802,0.0,1.5888664961494214e-07
1803,0.0,1.014176405078615e-07
1804,0.0,4.69651695311768e-08
1805,0.0,2.04687196969644e-07
1806,0.0,5.76333825108577e-08
1807,0.0,1.1672516109229036e-07
1808,0.0,1.6089124699192325e-07
1809,0.0,1.1069249694628525e-07
1810,0.0,3.978215445954447e-08
1811,0.0,7.270522672797597e-08
1812,0.0,3.7340914360584065e-08
1813,0.0,5.7514832008109806e-08
1814,0.0,1.2901375612273114e-07
1815,0.0,1.9959453823048534e-07
1816,0.0,8.806894413737609e-08
1817,0.0,1.4167548556542897e-07
1818,0.0,1.5378319062619994e-07
1819,0.0,8.280839836061205e-08
1820,0.0,2.0291682290007884e-07
1821,0.0,1.2918549430196435e-07
1822,0.0,1.513867999847207e-07
1823,0.0,1.0673301886754416e-07
1824,0.0,1.5242214601585147e-07
1825,0.0,1.7786994988000515e-07
1826,0.0,1.3652375230321923e-07
1827,0.0,9.493790997794349e-08
1828,0.0,8.255071293206129e-08
1829,0.0,1.423147182322282e-07
1830,0.0,1.0019362406410437e-07
1831,0.0,4.365537620287796e-08
1832,0.0,8.794479811058409e-08
1833,0.0,1.1120283716081758e-07
1834,0.0,1.2881652367013885e-07
1835,0.0,1.4521128832711838e-07
1836,0.0,9.543465040451338e-08
1837,0.0,1.2802519222532283e-07
1838,0.0,1.3444905277992802e-07
1839,0.0,1.0766871838541192e-07
1840,0.0,1.1083258044664035e-07
1841,0.0,1.0208672307499e-07
1842,1.2745703159566801e-08,1.2879868904747127e-07
1843,5.906911071384968e-10,6.911086103400521e-08
1844,0.0,7.025358428336403e-08
1845,0.0,9.542189616240648e-08
1846,0.0,7.318126904465316e-08
1847,5.393223645455691e-10,1.089431194145618e-07
1848,0.0,9.49336182998195e-08
1849,0.0,4.1897074254393374e-08
1850,0.0,6.381656447729256e-08
1851,0.0,8.964720166204643e-08
1852,0.0,7.0313888045348e-08
1853,2.9859659189668264e-09,7.285756709052293e-08
1854,0.0,6.598494195486637e-08
1855,0.0,6.845948519185185e-08
1856,0.0,5.1254172461767666e-08
1857,4.881509085841174e-10,4.881509241272397e-08
1858,0.0,8.172438725750908e-08
1859,0.0,9.318677030023537e-08
1860,0.0,5.126446112058147e-08
1861,0.0,8.300096254743039e-08
1862,0.0,1.1114246234456004e-07
1863,0.0,8.191177869321109e-08
1864,1.4384183844029508e-09,6.13725177345259e-08
1865,0.0,4.89511826629041e-08
1866,4.865612912574591e-10,8.417510599656453e-08
1867,0.0,7.133633062039735e-08
1868,0.0,5.5820578381826635e-08
1869,0.0,4.248661511496721e-08
1870,0.0,7.568944226932217e-08
1871,0.0,8.284518315804235e-08
1872,0.0,4.5959779981785687e-08
1873,0.0,5.7465641134513135e-08
1874,0.0,4.301718448118663e-08
1875,0.0,5.8359578503086595e-08
1876,0.0,3.808989390563511e-08
1877,0.0,4.2056747417973384e-08
1878,0.0,4.5293166550663955e-08
1879,0.0,4.7041805117942204e-08
1880,0.0,2.5029599726167362e-08
1881,0.0,3.2770785196589713e-08
1882,0.0,4.2594464844114555e-08
1883,0.0,2.7805091562527195e-08
1884,0.0,4.15906917794473e-08
1885,1.933690763067375e-09,3.287274097374393e-08
1886,0.0,4.969167122226281e-08
1887,0.0,1.4363633837888301e-08
1888,0.0,3.4873380627686856e-08
1889,0.0,2.8193115397812107e-08
1890,1.3108772956016423e-09,2.6872983838188702e-08
1891,0.0,2.103492668936724e-08
1892,1.2537024751679837e-09,2.3193495124473884e-08
1893,0.0,4.0645549148621285e-08
1894,0.0,3.150769600779313e-08
1895,0.0,3.611168608586013e-08
1896,5.89702897624278e-10,2.358811634906033e-08
1897,0.0,2.855089675790623e-08
1898,0.0,3.168678830434146e-08
1899,0.0,2.3215829259015663e-08
1900,0.0,2.9589003247565415e-08
1901,0.0,3.017919070202879e-08
1902,0.0,1.7677022512430085e-08
1903,0.0,3.67214987306852e-08
1904,0.0,2.579820090886642e-08
1905,0.0,3.096455358786443e-08
1906,0.0,3.600929332492342e-08
1907,0.0,2.0571373937627868e-08
1908,0.0,2.701263923654551e-08
1909,0.0,3.025541062129378e-08
1910,0.0,3.4202564336283103e-08
1911,5.320374141248863e-10,1.0640748726586935e-08
1912,0.0,1.3544495303108306e-08
1913,0.0,1.6969567084856862e-08
1914,1.3393487430235496e-09,1.7411533548283842e-08
1915,0.0,2.0027295377644805e-08
1916,1.0987462051303964e-09,1.0987461607214755e-08
1917,0.0,2.7416060532914344e-08
1918,2.2972752589112133e-09,2.8715941624568586e-08
1919,0.0,2.4861190439651182e-08
1920,0.0,2.0445025228355007e-08
1921,0.0,1.6660044011018726e-08
1922,0.0,2.1396012073182646e-08
1923,0.0,1.5923921736771263e-08
1924,0.0,2.836157442231979e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,2.0063049888108253e-08
1927,0.0,2.7873062080630007e-08
1928,0.0,2.5137291359556002e-08
1929,0.0,1.893869061575515e-08
1930,0.0,1.1553964007759987e-08
1931,1.1405356659111021e-09,9.124285327288817e-09
1932,2.1919073223131136e-09,1.53433514782364e-08
1933,1.1470662197865522e-09,2.523545639121494e-08
1934,2.3963160344919743e-09,1.1981580172459871e-08
1935,0.0,1.196828414151696e-08
1936,0.0,2.3036957230715416e-08
1937,0.0,2.7700460591972842e-08
1938,0.0,2.463390735840676e-08
1939,0.0,4.588215141154706e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,1.5249527862692958e-08
1946,2.7842208538686464e-09,2.3665876369705074e-08
1947,0.0,2.8610090296865565e-08
1948,0.0,2.174377655705939e-08
1949,1.9634016634739737e-09,2.3560819073509265e-08
1950,1.0635361480382244e-09,2.7651939404904624e-08
1951,0.0,2.4521224162299404e-08
1952,2.1089607837865287e-09,2.1089608281954497e-08
1953,1.0773827385790469e-09,2.0470272588113403e-08
1954,1.9545072227344917e-09,1.172704333640695e-08
1955,9.385607846468247e-10,1.5016972554349195e-08
1956,0.0,1.4825940475304833e-08
1957,0.0,1.0602045463770082e-08
1958,1.6544486891589827e-09,2.4816730004317833e-08
1959,1.5501495642666896e-09,1.1626121398933265e-08
1960,2.076250060767393e-09,1.5225833038812198e-08
1961,0.0,1.945484662257968e-08
1962,6.341956404476434e-10,2.663621678777872e-08
1963,1.939815863494232e-09,2.392439668597035e-08
1964,0.0,2.251068309533366e-08
1965,5.472043373977442e-10,2.0793764932136583e-08
1966,1.1078149508847446e-09,1.0524241922382771e-08
1967,4.437302081328198e-09,2.9582013283402375e-08
1968,5.3896989093971115e-09,1.527081394669949e-08
1969,4.5417578031781147e-10,2.4071315607443466e-08
1970,2.2993624781975086e-09,1.7015283404475667e-08
1971,1.541519245584766e-09,2.4664307929356255e-08
1972,1.0260293725750103e-09,1.846852804021637e-08
1973,2.7566018356850464e-09,2.4258095976392724e-08
1974,1.1251143350321513e-09,1.6314157136321228e-08
1975,1.1422960355389478e-09,9.709516746170266e-09
1976,2.856763492431469e-09,1.2569759455516305e-08
1977,0.0,1.5279633558407113e-08
1978,5.940591352171509e-10,1.841583241457556e-08
1979,2.925986564150662e-09,1.8726314721106974e-08
1980,3.411090521154847e-09,1.3644362084619388e-08
1981,1.8976649140967083e-09,1.2018544381930951e-08
1982,3.7245013739806154e-09,1.8622506203769262e-08
1983,6.315316047889041e-10,1.7682884490000106e-08
1984,1.739702604197646e-09,1.739702604197646e-08
1985,2.4062232206745193e-09,1.0226449020933615e-08
1986,3.5966913891627428e-09,9.591176741707841e-09
1987,1.2221633705067347e-09,1.4665960890170027e-08
1988,6.596209356501959e-09,2.0987938498251424e-08
1989,3.841685636274406e-09,1.3171493229435782e-08
1990,5.448650863826288e-09,1.8525414091641323e-08
1991,2.344586080837985e-09,8.20605094986604e-09
1992,2.7549720282848966e-09,1.8733810946969243e-08
1993,3.323524566667402e-09,2.3818591543545153e-08
1994,2.1099706426497278e-09,1.318731612798274e-08
1995,4.337960657352369e-09,1.9520822291951845e-08
1996,5.338092190498855e-10,1.1743802375008272e-08
1997,5.753873377756236e-09,1.6782131240233866e-08
1998,2.3840645013706308e-09,1.859570453177639e-08
1999,2.7421207526856506e-09,1.6452723627935484e-08
2000,2.2090156370779823e-09,1.2370488633450805e-08
2001,3.943090742808408e-09,1.1829271784336015e-08
2002,2.6287327870022636e-09,2.1467984723244626e-08
2003,4.583615265119079e-09,1.2084076850271686e-08
2004,4.845270407116686e-09,1.6297727611913615e-08
2005,2.251874686720612e-09,1.7114247796712334e-08
2006,8.235779835885637e-10,1.8942293067425453e-08
2007,3.1955835755326234e-09,2.836080348345149e-08
2008,1.7029758714315335e-09,1.4901038625225738e-08
2009,2.384096253749135e-09,1.6211854969583328e-08
2010,4.2514138876015295e-09,1.6533276081531767e-08
2011,3.059177577924288e-09,1.644307978665438e-08
2012,6.808505426114664e-10,2.144679278615058e-08
2013,1.3945624655065103e-09,2.7612337305527035e-08
2014,1.0827225782605865e-09,2.3170263929728208e-08
2015,2.2165753954528356e-10,2.7485535625260127e-08
2016,1.6570720351438695e-09,3.9355459335865817e-08
2017,1.0062445321423752e-09,1.9370206771895937e-08
2018,1.0325866828253538e-09,2.478208038780849e-08
2019,1.7856913725466939e-09,2.4744581494928752e-08
