year,bras_NOUN ouverts_ADJ,bras_NOUN couverts_ADJ
1868,2.9342851348701515e-07,1.778354707937524e-08
1869,3.369628132077196e-07,1.4650557211837167e-08
1870,3.514971922413679e-07,1.77755516972411e-08
1871,2.931444953446771e-07,1.6993883633631413e-08
1872,3.1325217264566163e-07,1.2094679036067646e-08
1873,3.244414301661891e-07,1.496501056408306e-08
1874,3.2083650580716494e-07,2.0313670745508716e-08
1875,3.764764926472708e-07,1.7736734747586524e-08
1876,2.454682146435516e-07,1.9951848173604958e-08
1877,3.104777590579033e-07,2.4739264858908427e-08
1878,3.200717060281022e-07,1.7513357875031943e-08
1879,3.3051449577214953e-07,2.443730195977878e-08
1880,3.1383268606077763e-07,1.7969970400599777e-08
1881,3.284050933416438e-07,2.649552932609822e-08
1882,3.2212062706094e-07,1.6638463051776853e-08
1883,3.4693169936872437e-07,2.8437025179073316e-08
1884,3.518704545513174e-07,1.0562715146988921e-08
1885,3.6095559607929317e-07,1.2246707647989297e-08
1886,3.56876540763551e-07,1.1616235084943582e-08
1887,3.506032442146534e-07,8.48760173255414e-09
1888,2.9610671958835155e-07,2.6630582183884144e-08
1889,3.239075567762484e-07,3.132568426877924e-09
1890,3.8670879121127655e-07,2.1629475099871343e-08
1891,2.594307488834602e-07,1.784781566982474e-08
1892,3.3787281950026227e-07,1.6298132621272998e-08
1893,2.7589706519393076e-07,1.1700991287000306e-08
1894,2.873501898648101e-07,1.5123694296903523e-08
1895,3.328293871618371e-07,1.6852119699706236e-08
1896,2.4590610792074585e-07,1.4152869098893461e-08
1897,2.7502088073561026e-07,1.7480140002135158e-08
1898,2.970636217014544e-07,1.2448380992680086e-08
1899,2.8467027846090787e-07,2.04520400615138e-08
1900,3.1457781801691453e-07,2.387884379118077e-08
1901,2.60994113432389e-07,1.1736351446245408e-08
1902,2.396218405920081e-07,2.8479647085077886e-08
1903,2.727111336753296e-07,1.4040573148577096e-08
1904,2.5529470804031007e-07,9.674325340824907e-09
1905,2.4771642870291544e-07,1.4966200723165457e-08
1906,2.5000736059155315e-07,1.2346042410626978e-08
1907,2.7514212774804037e-07,1.2857108266928208e-08
1908,2.8436943466658704e-07,1.4734167663732478e-08
1909,3.080550925460557e-07,1.925344328412848e-08
1910,2.7629258170236426e-07,1.2291546447329438e-08
1911,2.6761480853565445e-07,1.5429085564733214e-08
1912,2.4380091190323583e-07,6.772247651554153e-09
1913,2.1158929541797988e-07,1.3787773589513108e-08
1914,2.3840406981889828e-07,3.3483718020477227e-09
1915,3.0512174475916254e-07,1.6493066468115103e-08
1916,2.6809408382177935e-07,4.394984820521586e-09
1917,2.544210531141289e-07,1.0966424435210342e-09
1918,3.962799723922217e-07,5.743188147278033e-09
1919,3.655515854461555e-07,1.6574126959767455e-08
1920,2.619992187646858e-07,6.057785384427916e-09
1921,2.529297660203156e-07,9.087297137000405e-09
1922,3.032331505892216e-07,1.4018077365562931e-08
1923,2.66460290276882e-07,1.5923921736771263e-08
1924,2.861940515686001e-07,1.2891624656674594e-08
1925,2.5185826757478935e-07,1.3197813508725176e-08
1926,2.4855887659214204e-07,1.0031524944054127e-08
1927,3.389364451322763e-07,2.5643217327342427e-08
1928,2.616563392621174e-07,1.82816659588525e-08
1929,2.7405400260249735e-07,1.7824650200282122e-08
1930,2.814965682773618e-07,1.3654684494213143e-08
1931,2.474962457199581e-07,2.2810713318222042e-08
1932,2.301502632917618e-07,1.53433514782364e-08
1933,2.397368348283635e-07,1.261772819560747e-08
1934,2.588021175142785e-07,2.2765002327673756e-08
1935,2.561212681939651e-07,7.180970484910176e-09
1936,1.9278296292668529e-07,1.091224355320719e-08
1937,1.9768054926316836e-07,1.7627565185307503e-08
1938,2.0355386709525192e-07,6.482607339819424e-09
1939,2.0799907929358596e-07,7.647025235257843e-09
1940,1.6482589160204952e-07,1.2678914806940611e-08
1941,2.3316870567668957e-07,2.9515025978810172e-09
1942,2.5183956608998415e-07,6.068423541449874e-09
1943,2.670976471108588e-07,2.9032352077962287e-09
1944,2.538417049890995e-07,3.2131861615880553e-09
1945,2.853840328498336e-07,2.3963544037997053e-08
1946,2.0464023009481025e-07,1.2528993842408909e-08
1947,2.431857808460336e-07,9.536696765621855e-09
1948,1.9678117268995265e-07,1.195907639583993e-08
1949,2.2873629745845392e-07,1.47255123650325e-08
1950,2.446133180455945e-07,2.3397795700930146e-08
1951,2.612043488170457e-07,1.9190522948520083e-08
1952,2.1511399950213672e-07,2.2144087452602434e-08
1953,2.0685749291260436e-07,2.1547654327491728e-08
1954,2.1988206810874544e-07,6.840775057526116e-09
1955,2.1023761576088873e-07,2.5341140741375057e-08
1956,2.1454007992360857e-07,1.744228228517386e-08
1957,2.0055536253948958e-07,7.951533653738352e-09
1958,2.1094220414852316e-07,8.272243334772611e-09
1959,2.0229451536124543e-07,1.3176271629333769e-08
1960,2.553787510350958e-07,1.4533750203327145e-08
1961,2.1817220385855762e-07,1.667558180429296e-08
1962,2.1182134446462442e-07,1.9025868880362395e-08
1963,2.4312359414579987e-07,9.69907976156037e-09
1964,2.567434762568155e-07,1.3993127545575135e-08
1965,2.2161775348195079e-07,1.586892572902343e-08
1966,2.6919903461930517e-07,1.606331601067268e-08
1967,2.8595945877896156e-07,1.1339771788243524e-08
1968,2.6229869831695396e-07,1.7516521566562915e-08
1969,2.2708789515490935e-07,1.4987801222332564e-08
1970,2.2763688889426703e-07,1.5175793066646293e-08
1971,2.6257211516167445e-07,2.209510974182649e-08
1972,2.0828396429806162e-07,5.130146973897354e-09
1973,2.26041350970263e-07,1.8193572870472963e-08
1974,1.997077987425655e-07,6.1881286761433785e-09
1975,1.9875950840742007e-07,1.3707552426467373e-08
1976,1.851182673817675e-07,6.2848797277581525e-09
1977,2.3154520079060603e-07,1.645498848290572e-08
1978,2.2039593261524715e-07,1.485147826940647e-08
1979,2.2296018187262234e-07,1.345953837272873e-08
1980,2.3763929846154497e-07,1.6486936260662333e-08
1981,2.561847622928326e-07,1.0753434587229549e-08
1982,2.5016234417307714e-07,1.3035754697909852e-08
1983,2.5513875812066544e-07,1.4525227243211702e-08
1984,2.441382491724653e-07,1.1598016769198694e-08
1985,2.5505966050332063e-07,1.7445119127046382e-08
1986,2.673540393516305e-07,2.577628777089558e-08
1987,2.010458786116942e-07,2.0776777631681398e-08
1988,2.55453187492094e-07,1.6190695006912392e-08
1989,2.853823559689772e-07,2.469655058234821e-08
1990,2.457341565786919e-07,2.0704874259536155e-08
1991,2.420784994683345e-07,1.2895223555631219e-08
1992,2.363766071766804e-07,1.1570882918476855e-08
1993,2.60342744695663e-07,1.4955860550003308e-08
1994,2.584714025033463e-07,1.6879765141197822e-08
1995,2.581086562258861e-07,2.8196744494835002e-08
1996,2.7384413670006325e-07,1.0676184380997711e-08
1997,2.4693707700862433e-07,1.8220598363427598e-08
1998,2.7035292760047014e-07,2.0979769033147022e-08
1999,3.1305879133469716e-07,1.3253583119876566e-08
2000,2.6508189421292627e-07,2.164835422036049e-08
2001,2.895980912853702e-07,2.2782300490575835e-08
2002,2.6462578261998715e-07,1.5772396722013582e-08
2003,3.121025144992018e-07,1.9584538435424292e-08
2004,3.012877130004199e-07,2.5988267537968568e-08
2005,3.1481209816774935e-07,2.657212228029948e-08
2006,3.146067797388241e-07,1.93540827808647e-08
2007,3.674921060792258e-07,2.7162460725094206e-08
2008,4.0999142925102205e-07,3.405951787271988e-08
2009,4.482101019220863e-07,3.6715082529781284e-08
2010,5.172553301235894e-07,5.763027388638875e-08
2011,5.785669827673701e-07,5.812437464669529e-08
2012,6.862973691568186e-07,9.634035080807735e-08
2013,6.791519240323396e-07,1.1044934922210814e-07
2014,7.24774508853443e-07,9.354722863008647e-08
2015,7.511973763030255e-07,9.220953955946243e-08
2016,7.670172408325016e-07,1.0688114571166807e-07
2017,7.257538641169958e-07,1.0917753456851642e-07
2018,8.30715976007923e-07,1.241685509967283e-07
2019,7.726941930741305e-07,1.1249856157746763e-07
