year,volets_NOUN ouverts_ADJ,volets_NOUN couverts_ADJ
1881,4.8807553554297556e-09,6.972507571312292e-10
1882,7.320923423037584e-09,0.0
1883,1.7694148368718743e-08,2.5277355764075082e-09
1884,4.621187876807653e-09,0.0
1885,2.1915161241281567e-08,6.445635691854079e-10
1886,6.453463763378409e-09,6.453463874400711e-10
1887,9.140494694470647e-09,6.528924623161458e-10
1888,1.2047167707862627e-08,1.268122939990235e-09
1889,6.891650361495749e-09,8.771191772893872e-09
1890,1.9007721618891082e-08,0.0
1891,5.736798147637501e-09,0.0
1892,4.387958441043338e-09,1.1283322720601063e-08
1893,5.542574843531156e-09,6.158416554491453e-10
1894,1.3863386882917439e-08,0.0
1895,1.2639090662958097e-08,0.0
1896,1.7101383420481397e-08,0.0
1897,1.4566784223291052e-08,5.826713556089658e-10
1898,1.867257104493092e-08,3.3950129374460403e-09
1899,2.4874102777516782e-08,0.0
1900,1.764958135197503e-08,0.0
1901,1.5089595351014395e-08,1.1177477832191585e-09
1902,2.356936201763915e-08,0.0
1903,2.214090244478939e-08,5.400220270956879e-10
1904,5.374625189347171e-09,5.374625189347171e-10
1905,2.0126959654476195e-08,0.0
1906,7.201858220895474e-09,5.144184522798412e-10
1907,9.771402353919711e-09,0.0
1908,8.840499887696751e-09,0.0
1909,1.4302557360679202e-08,5.500983557560346e-10
1910,1.4963621453034648e-08,1.068830135508847e-09
1911,1.3300935464144459e-08,0.0
1912,1.354449502555255e-08,4.167536982180309e-09
1913,1.0075680734189518e-08,0.0
1914,1.6072185360371805e-08,0.0
1915,2.3561523843085297e-09,0.0
1916,1.8678685265172135e-08,0.0
1917,7.676496771580332e-09,0.0
1918,1.8378202071289707e-08,0.0
1919,2.025726569820918e-08,0.0
1920,3.48322650722821e-08,1.514446346106979e-09
1921,1.6660044011018726e-08,0.0
1922,8.853522359686394e-09,0.0
1923,2.229349149729387e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,9.898360353588487e-09,0.0
1926,2.5636118672345276e-08,0.0
1927,3.1217830098739796e-08,3.3447675740205796e-09
1928,1.9424270192303084e-08,2.2852082448565625e-09
1929,2.5622934884950155e-08,0.0
1930,2.2057568216382606e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,8.02946331646126e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.8187070960351548e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,1.8151300906765755e-08,1.2965214457594243e-09
1939,3.5176316970364496e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.730790527039062e-08,0.0
1943,5.516146828199453e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.178504132643866e-08,2.178504043826024e-09
1946,3.201854070766785e-08,0.0
1947,2.8610090296865565e-08,0.0
1948,1.848220954059343e-08,0.0
1949,1.5707213085747185e-08,0.0
1950,2.8715476219076663e-08,0.0
1951,3.4116484748381026e-08,0.0
1952,2.8470971358274255e-08,0.0
1953,1.939289007157896e-08,0.0
1954,1.6613311171198575e-08,0.0
1955,2.2525457943345373e-08,0.0
1956,1.744228228517386e-08,0.0
1957,1.3252556385623393e-08,0.0
1958,2.3162280982091943e-08,0.0
1959,2.40273188012452e-08,0.0
1960,1.9378332827280076e-08,0.0
1961,2.36237411854745e-08,2.779263708063695e-09
1962,2.346523936269662e-08,6.341956404476434e-10
1963,2.9743845608720676e-08,6.466053248388448e-10
1964,2.2510682873289056e-08,0.0
1965,2.2982582947861374e-08,0.0
1966,1.9940669560014612e-08,5.539074754423723e-10
1967,2.0214376728056038e-08,1.9721342336964653e-09
1968,2.2457078391324714e-08,0.0
1969,1.3625273354023193e-08,1.8167031212712459e-09
1970,9.197449912790034e-09,4.5987250119061684e-10
1971,2.4664307929356255e-08,2.0553589941130213e-09
1972,1.5390440699647456e-08,0.0
1973,1.9296213293884534e-08,0.0
1974,1.3501371631807757e-08,1.1251143350321513e-09
1975,2.056132863970106e-08,0.0
1976,3.313845553520878e-08,5.713526873840635e-10
1977,1.2928920156696222e-08,0.0
1978,1.9009891549792712e-08,1.1881182704343018e-09
1979,6.437170796402825e-09,5.851973350345929e-10
1980,1.9329513156751688e-08,0.0
1981,2.656730757610859e-08,0.0
1982,1.6760255405756652e-08,6.207502289967692e-10
1983,2.5892795463278162e-08,0.0
1984,1.5077421977593986e-08,1.1598016991243298e-09
1985,2.105445384703586e-08,0.0
1986,1.4386765556650971e-08,0.0
1987,1.5277041853778428e-08,1.2221633705067347e-09
1988,1.559103945947271e-08,0.0
1989,1.5366742545097622e-08,5.488122178931576e-10
1990,1.5801088049105516e-08,5.44865097484859e-10
1991,1.9342835777536038e-08,5.861465202094962e-10
1992,1.8182816141631974e-08,5.509944167592096e-10
1993,2.492643363938285e-08,5.539207426075166e-10
1994,1.2659823411809157e-08,0.0
1995,1.7351842629409475e-08,0.0
1996,1.7081894565507127e-08,0.0
1997,1.5823151788829648e-08,0.0
1998,1.3350761940422728e-08,4.768129224785866e-10
1999,1.7366764692994252e-08,9.140402323914998e-10
2000,1.8555731506886275e-08,8.836062992401139e-10
2001,1.927733150886013e-08,8.762423564512289e-10
2002,1.3143664268078226e-08,0.0
2003,2.2918075437416974e-08,4.166922806803086e-09
2004,2.2464434756841456e-08,0.0
2005,1.9366122372410643e-08,1.3511248786457486e-09
2006,1.93540827808647e-08,4.1178899179428186e-10
2007,1.8774053978098948e-08,0.0
2008,2.5118893631770334e-08,4.257439678578834e-10
2009,2.86091541568112e-08,9.53638501499654e-10
2010,3.4956068928337913e-08,4.723793023408973e-10
2011,4.321088453718147e-08,7.64794394481072e-10
2012,4.459570984716166e-08,2.0425516833455504e-09
2013,5.5224676609455514e-08,2.5102124823206395e-09
2014,6.214827874551077e-08,2.3819897165822113e-09
2015,4.1449958493311456e-08,2.438232948875907e-09
2016,4.7847955375601714e-08,1.2428040818690533e-09
2017,6.389652762450737e-08,5.031222660711876e-10
2018,6.092261317647285e-08,1.290733298020541e-09
2019,5.204015129933737e-08,1.53059265262101e-09
