year,lits_NOUN ouverts_ADJ,lits_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,1.6668277424969347e-08
1802,0.0,0.0
1803,0.0,2.145373123596528e-08
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,1.5862518409903714e-08
1809,0.0,4.518061036407062e-09
1810,0.0,1.1700633351097167e-08
1811,0.0,2.5070768572277302e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,1.1588019432906549e-08,6.952811659743929e-09
1817,0.0,2.1796227045456362e-08
1818,0.0,3.5763532135746345e-09
1819,0.0,2.3807414706311647e-08
1820,0.0,2.3732962262101864e-08
1821,0.0,1.972297702934611e-08
1822,0.0,3.408709403629473e-08
1823,0.0,1.7788837070042973e-08
1824,0.0,5.052667617633233e-09
1825,0.0,1.7610886082763955e-09
1826,0.0,4.403992281964975e-09
1827,0.0,9.217273166939322e-09
1828,0.0,1.1006761724274838e-08
1829,0.0,2.571952872898464e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,4.058990921151917e-09
1833,0.0,2.20088942626262e-08
1834,9.334530925997342e-10,8.401078055442213e-09
1835,0.0,1.739510224751939e-08
1836,0.0,2.419469957715137e-08
1837,0.0,1.2524203896191466e-08
1838,0.0,1.199310784016916e-08
1839,6.9914751765765e-10,6.9914749545318955e-09
1840,6.369688665408546e-10,7.64362617644565e-09
1841,0.0,3.852329122366882e-09
1842,0.0,1.7441490030023488e-08
1843,0.0,1.1223130869097986e-08
1844,0.0,5.488561161115513e-09
1845,0.0,4.464182357111213e-09
1846,0.0,8.781752214304106e-09
1847,0.0,1.3483059113639229e-08
1848,0.0,4.82713291560799e-09
1849,1.6758829879393033e-09,5.02764896381791e-09
1850,0.0,4.752297222410107e-09
1851,0.0,8.384270167027807e-09
1852,0.0,1.1067927019325907e-08
1853,0.0,7.166318205520383e-09
1854,0.0,7.27393034694046e-09
1855,0.0,6.368324534378189e-09
1856,0.0,3.1063134287023786e-09
1857,0.0,2.4407544874094356e-09
1858,4.893676019968041e-10,8.808616946964776e-09
1859,0.0,4.073738679721828e-09
1860,0.0,1.8308735638683515e-09
1861,0.0,6.13075279431996e-09
1862,5.421583626485926e-09,6.325180823552046e-09
1863,0.0,1.2486552236623538e-08
1864,9.589455896019672e-10,3.835782358407869e-09
1865,0.0,2.8241067262513297e-09
1866,0.0,3.4059290943133647e-09
1867,0.0,5.82337378318698e-09
1868,0.0,3.457911734727759e-09
1869,0.0,2.9301114867763545e-09
1870,0.0,2.2936195165357276e-09
1871,0.0,2.0180236148803488e-08
1872,0.0,1.6327815544059376e-08
1873,0.0,1.1972009161809183e-08
1874,0.0,6.572069999322139e-09
1875,0.0,5.721527251978387e-09
1876,0.0,7.255217759905008e-09
1877,0.0,7.421779191219002e-09
1878,6.039088673581716e-10,1.1474268646338714e-08
1879,0.0,1.7717043832021773e-08
1880,0.0,7.701415505323439e-09
1881,0.0,2.7890030285249168e-09
1882,0.0,1.9966155395678697e-09
1883,0.0,5.0554711528150165e-09
1884,6.601696966868076e-10,1.9805090900604227e-09
1885,0.0,3.86738152613475e-09
1886,0.0,6.453463874400711e-10
1887,0.0,6.528924512139156e-09
1888,0.0,6.340614699951175e-10
1889,6.265136742733546e-10,1.1277245803853475e-08
1890,0.0,1.3108772956016423e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,0.0,4.387958441043338e-09
1893,0.0,6.774258043407144e-09
1894,0.0,1.1342770278588432e-08
1895,0.0,1.8055843487019274e-09
1896,0.0,5.89702897624278e-10
1897,0.0,6.409385022720926e-09
1898,0.0,2.8291773368493978e-09
1899,0.0,2.7637891975018647e-09
1900,0.0,4.671947717582725e-09
1901,0.0,1.4530721514915967e-08
1902,0.0,8.347482705062248e-09
1903,0.0,4.860198465905796e-09
1904,0.0,5.374625189347171e-09
1905,0.0,5.160759042333041e-10
1906,0.0,1.0802787109298606e-08
1907,0.0,1.028568674676933e-09
1908,0.0,4.911389073214423e-09
1909,0.0,1.0451868703853506e-08
1910,0.0,1.068830135508847e-09
1911,0.0,5.3203743632934675e-09
1912,5.209421227725386e-10,1.5628263128064646e-09
1913,0.0,1.590896969716482e-09
1914,0.0,3.3483718020477227e-09
1915,1.1780761921542648e-09,1.0602685840410686e-08
1916,1.0987462051303964e-09,5.493730803607377e-09
1917,0.0,4.386569774084137e-09
1918,0.0,1.2635013924011673e-08
1919,0.0,1.1049418269237776e-08
1920,0.0,9.086678076641874e-09
1921,0.0,0.0
1922,0.0,1.4755870969551665e-09
1923,0.0,5.307974060286824e-09
1924,0.0,2.578324886925998e-09
1925,0.0,4.399271169575059e-09
1926,0.0,1.1146138456652466e-09
1927,0.0,1.1149224876660924e-09
