year,lits_NOUN ouverts_ADJ,lits_NOUN couverts_ADJ
1928,0.0,5.713020723163709e-09
1929,0.0,0.0
1930,0.0,2.100720708497761e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,0.0,3.287861094491973e-09
1933,0.0,1.1470662197865522e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,0.0
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,3.8895642262559704e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,0.0,1.1920870957027319e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,0.0,3.190608444114673e-09
1951,0.0,4.264560704569931e-09
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,0.0,2.1547654771580937e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,0.0,1.8771215692936494e-09
1956,0.0,1.744228317335228e-09
1957,0.0,3.534015080575159e-09
1958,0.0,2.4816730892496253e-09
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,2.7683333403416555e-09,0.0
1961,0.0,1.3896318540318475e-09
1962,0.0,5.7077609305622445e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,0.0,1.2167936658258327e-09
1965,5.472043373977442e-10,3.830430195250756e-09
1966,1.1078149508847446e-09,1.6617224263271169e-09
1967,4.930335584241163e-10,2.9582012395223956e-09
1968,2.6948494546985557e-09,0.0
1969,4.087581828571274e-09,1.8167031212712459e-09
1970,1.3796175313274261e-09,3.6789800095249348e-09
1971,2.569198631618974e-09,2.0553589941130213e-09
1972,1.0260293725750103e-09,1.5390440033513642e-09
1973,5.513203782392395e-10,2.7566018356850464e-09
1974,1.1251143350321513e-09,1.6876715580593782e-09
1975,5.711480177694739e-10,0.0
1976,5.713526873840635e-10,2.285410749536254e-09
1977,2.938390863960194e-09,0.0
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,5.851973350345929e-10,2.925986564150662e-09
1980,1.1370301367108482e-09,5.685150683554241e-10
1981,0.0,5.69299452024552e-09
1982,6.207502289967692e-10,1.8622506869903077e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,5.994485463567401e-10,1.1988970927134801e-09
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,2.398621523624911e-09,3.597932174415064e-09
1989,0.0,1.0976244357863152e-09
1990,1.6345953479657283e-09,1.6345953479657283e-09
1991,5.861465202094962e-10,4.68917216167597e-09
1992,1.65298330578878e-09,2.2039776670368383e-09
1993,1.661762283333701e-09,3.877445031719162e-09
1994,1.5824779264761446e-09,5.274926717646622e-09
1995,2.7112254663563817e-09,0.0
1996,1.067618438099771e-09,4.270473752399084e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,0.0,2.3840645013706308e-09
1999,4.570201161957499e-10,2.285100553223174e-09
2000,1.7672125984802278e-09,3.092622158362701e-09
2001,4.3812117822561447e-10,1.3143635069212678e-09
2002,4.38122149670761e-10,3.504977197366088e-09
2003,4.1669229178253886e-10,1.2500769308587678e-09
2004,1.3214374039449694e-09,4.404791198453495e-09
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,8.235779835885637e-10,2.0589450144825605e-09
2007,1.1983438685803094e-09,1.997239706952314e-09
2008,0.0,5.108927503272298e-09
2009,0.0,5.245011536203492e-09
2010,4.723793023408973e-10,2.3618964561933353e-09
2011,3.82397197240536e-10,3.823971805871906e-09
2012,3.404252713057332e-10,3.744677901096338e-09
2013,8.367375126105969e-10,4.741512515948898e-09
2014,1.5158115873603606e-09,6.279790909502481e-09
2015,0.0,3.768178213903184e-09
2016,4.1426800878596737e-10,7.45682449121432e-09
2017,2.515611330355938e-10,4.528100561174142e-09
2018,5.162933414126769e-10,4.64663996169179e-09
2019,2.55098775436835e-10,3.826481798085979e-09
