year,pieds_NOUN ouverts_ADJ,pieds_NOUN couverts_ADJ
1800,0.0,1.634965487440354e-07
1801,0.0,7.619784492263193e-08
1802,0.0,1.4993528907325526e-07
1803,3.900678446910888e-09,2.9060055339868995e-07
1804,1.730295728918918e-08,1.1617699224863998e-07
1805,0.0,2.55858996212055e-08
1806,0.0,6.627838899930794e-08
1807,0.0,2.8469551160981155e-09
1808,9.064295980465431e-09,6.798221763304468e-08
1809,0.0,3.840352036377226e-08
1810,9.360507036149102e-09,4.680253518074551e-09
1811,0.0,4.011322829455821e-08
1812,0.0,1.8670457180292033e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,0.0
1815,0.0,6.74305908887618e-08
1816,1.1588019788177917e-07,5.7940098940889584e-08
1817,0.0,1.370048607896024e-07
1818,1.1921177378582115e-09,1.1563542301473717e-07
1819,0.0,3.726378139390363e-08
1820,0.0,9.8491796052258e-08
1821,9.86148829262845e-10,2.6626018723163725e-08
1822,3.0076847679083585e-09,5.213320264374488e-08
1823,4.941343334508019e-09,6.127265805844218e-08
1824,3.3684450784221553e-09,3.873711751367637e-08
1825,0.0,4.226612659863349e-08
1826,0.0,6.077509340229881e-08
1827,2.7651818612639545e-09,4.147772969531616e-08
1828,0.0,4.035812395386529e-08
1829,0.0,3.257806824308318e-08
1830,0.0,8.55820516676431e-08
1831,0.0,1.091384405071949e-08
1832,0.0,1.488296641483089e-08
1833,8.108539617524002e-09,5.3284690437749305e-08
1834,0.0,5.320682450182801e-08
1835,4.5378527602224494e-09,7.865611451052246e-08
1836,1.3441500135158435e-09,2.7555075554630548e-08
1837,6.957891152126194e-09,5.4967337348443834e-08
1838,1.8936485712828244e-09,4.1029051267571504e-08
1839,2.0974425751774106e-08,4.754203253298783e-08
1840,1.0828470564661075e-08,3.758116162710934e-08
1841,1.926164561183441e-09,3.0818632978935057e-08
1842,0.0,2.3478928579123703e-08
1843,0.0,1.4176587015413133e-08
1844,8.781698035420504e-09,4.610391357573462e-08
1845,8.37034175305007e-09,2.2878934136105755e-08
1846,1.7563503984519002e-09,1.2879903366069811e-08
1847,4.314578916364553e-09,3.235934187273415e-08
1848,0.0,1.206783295515379e-08
1849,1.256912263158938e-08,2.3462362719328667e-08
1850,7.467895635215882e-09,3.258718184184772e-08
1851,6.449438760824933e-10,2.0638204034639784e-08
1852,2.278690836021724e-08,3.2552726736412296e-08
1853,5.3747388761848924e-09,3.3442816516071616e-08
1854,4.1565315633818045e-09,2.8576154775805662e-08
1855,5.306937111981824e-10,3.661786607267459e-08
1856,5.177189232874468e-10,2.2261913201759853e-08
1857,4.881509085841174e-10,1.3668225662399891e-08
1858,5.872411001917044e-09,1.9085335978274998e-08
1859,2.5460866748261424e-09,2.800695320104296e-08
1860,5.950338888283113e-09,3.066713299970658e-08
1861,8.960331143725853e-09,4.433005784676425e-08
1862,1.9427341513278407e-08,1.9879140111811466e-08
1863,4.994620717013731e-09,2.1976330977224734e-08
1864,4.315255264231155e-09,1.8699438775193755e-08
1865,1.882737743486018e-09,2.9182434246877165e-08
1866,4.865612801552288e-09,1.8002767276925624e-08
1867,7.76449837758264e-09,2.135237053835226e-08
1868,9.87974813071446e-10,1.5807597009143137e-08
1869,3.4184632902167778e-09,1.6115613288292252e-08
1870,1.1468097582678638e-09,2.2936195165357276e-08
1871,4.248470908407853e-09,3.504988654867702e-08
1872,3.0236697590169115e-09,2.8422494580127022e-08
1873,1.1972008939764578e-09,2.3944018323618366e-08
1874,4.182226565063729e-09,1.3741600746186577e-08
1875,2.2886108563824337e-09,3.547346949517305e-08
1876,3.02300739996042e-09,1.5115036333668286e-08
1877,3.5253449937044934e-08,2.1646855863366454e-08
1878,9.058632954861423e-09,1.3285995414946683e-08
1879,1.0996785704264767e-08,8.55305515301552e-09
1880,3.8507077526617195e-09,2.5671385017744797e-08
1881,4.8807553554297556e-09,2.370652651961791e-08
1882,6.655385131892899e-10,1.8635077481121698e-08
1883,6.319338829996468e-09,2.4645421980995508e-08
1884,1.9805090900604227e-09,1.8484751507230612e-08
1885,6.445635691854079e-10,1.2891271161663553e-08
1886,2.5813855497602844e-09,1.355227396970804e-08
1887,1.3057849246322917e-09,2.7421483750345033e-08
1888,1.268122939990235e-09,2.2192152115962926e-08
1889,1.2530273485467092e-09,1.566284169030041e-08
1890,4.5880703680722945e-09,1.6385966361553983e-08
1891,5.736798147637501e-09,6.3742202627281586e-09
1892,6.268512375839919e-10,1.2537024751679837e-08
1893,4.310891643655168e-09,9.23762488724833e-09
1894,1.2603078580752936e-09,6.9316934414587195e-09
1895,1.8055843487019274e-09,2.1065151400989635e-08
1896,5.89702897624278e-10,2.2998413173880294e-08
1897,3.4960281336537946e-09,3.4960281336537946e-09
1898,1.6975064687230201e-09,2.093591255913907e-08
1899,1.6582735185011188e-09,1.9899282222013426e-08
1900,6.748368974740515e-09,3.633737311048435e-09
1901,1.676621730339889e-09,1.5089595351014395e-08
1902,0.0,1.915010727771005e-08
1903,2.1600881083827517e-09,1.1340462791054051e-08
1904,2.1498500757388683e-09,7.524475265086039e-09
1905,6.192911072844254e-09,1.0321517862621477e-08
1906,3.0865106026567446e-09,1.0802787109298606e-08
1907,1.028568674676933e-09,1.3885677496716653e-08
1908,2.4556945366072114e-09,2.4556945366072114e-09
1909,1.1001967115120692e-09,9.351672325408344e-09
1910,3.740905363258662e-09,1.6566866656297918e-08
1911,1.0640748282497725e-09,1.3300935464144459e-08
1912,2.6047106693738442e-09,8.856016364688912e-09
1913,2.6514948014977335e-09,1.2196876397752021e-08
1914,1.3393487430235496e-09,6.696743604095445e-09
1915,4.712304768617059e-09,2.3561523843085297e-09
1916,2.197492410260793e-09,8.789969641043172e-09
1917,1.0966424435210342e-09,8.773139548168274e-09
1918,0.0,1.4932290071101306e-08
1919,0.0,2.762354567309444e-09
1920,2.2716695191604686e-09,1.0601124422748853e-08
1921,7.572747429129834e-10,7.572747762196741e-09
1922,7.377935484775833e-10,1.1066902949607993e-08
1923,2.1231896241147297e-09,1.1677542488541803e-08
1924,5.156649773851996e-09,6.445812328337297e-09
1925,2.1996355847875293e-09,6.598906754362588e-09
1926,2.229227691330493e-09,1.7833821530643945e-08
1927,4.4596899506643695e-09,1.2264147031260109e-08
1928,1.4853853258500749e-08,1.1426041446327417e-08
1929,0.0,2.2280811862174232e-08
1930,3.1510811737689437e-09,9.453243521306831e-09
1931,0.0,5.7026783295555106e-09
1932,8.767629289252454e-09,9.863582839386709e-09
1933,1.1470662197865522e-09,2.408838994938378e-08
1934,3.9539216345474415e-08,7.188948103475923e-09
1935,2.393656828303392e-09,8.377798899061872e-09
1936,0.0,1.2124714565686645e-08
1937,2.5182236296217297e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.1668692678767911e-08
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,0.0,2.2822046474857416e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,0.0,1.2136847082899749e-08
1943,3.193558839598154e-08,8.709705845433291e-09
1944,0.0,0.0
1945,0.0,6.535512131478072e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,1.6689218895749036e-08
1948,0.0,1.195907639583993e-08
1949,6.8719057111366055e-09,1.3743811422273211e-08
1950,0.0,1.595304155443955e-08
1951,1.0661401761424827e-09,1.0661401539380222e-08
1952,5.272402070488624e-09,1.1599284199803606e-08
1953,6.464296653518886e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,3.754243138587299e-09,1.220129064449793e-08
1956,8.72114158667614e-10,1.0465369904011368e-08
1957,8.835037701437898e-10,1.767007518083119e-08
1958,4.9633461784992505e-09,1.7371711180658167e-08
1959,6.200598257066758e-09,1.3951345856355601e-08
1960,6.920833239831836e-09,1.4533750203327145e-08
1961,3.47407969059077e-09,9.03260666262895e-09
1962,3.170978146727066e-09,1.0147130247162295e-08
1963,7.759263453976928e-09,1.5518526907953856e-08
1964,1.2167936658258327e-09,1.3384730657151067e-08
1965,3.830430195250756e-09,9.849678406226303e-09
1966,4.985167390003653e-09,1.3293779410616935e-08
1967,2.465167847631733e-09,1.0846738618397467e-08
1968,4.042274071025531e-09,1.3474247828604291e-08
1969,3.1792304344691047e-09,8.629339909305145e-09
1970,2.7592350626548523e-09,1.1496812390987543e-08
1971,4.932861585871251e-08,9.762954888969944e-09
1972,1.2825367434743384e-08,1.0260293947794707e-08
1973,1.102640756478479e-09,4.410563025913916e-09
1974,3.3753431161187564e-09,1.012602890426706e-08
