year,tuyaux_NOUN ouverts_ADJ,tuyaux_NOUN couverts_ADJ
1800,0.0,3.144164484325529e-09
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,1.3652374342143503e-08,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,0.0
1810,9.594519667643908e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,2.1337665856435706e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,5.0987285504788815e-08,0.0
1817,2.3353100786493997e-08,0.0
1818,3.5763532135746345e-09,0.0
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,1.972297702934611e-08,0.0
1822,3.0076847679083585e-09,0.0
1823,1.9765373338032077e-08,0.0
1824,1.51580028528997e-08,1.6842225392110777e-09
1825,2.905796137042671e-08,6.163809906922779e-09
1826,0.0,0.0
1827,1.1982455028203276e-08,0.0
1828,2.109629271274116e-08,0.0
1829,3.429270378774163e-08,0.0
1830,1.3567886369969528e-08,0.0
1831,9.666548095310645e-08,0.0
1832,5.141388470519814e-08,0.0
1833,1.2741991461950875e-08,2.3167257001688313e-09
1834,9.334531370086552e-09,0.0
1835,7.563087933704082e-09,0.0
1836,2.016225053580456e-08,0.0
1837,2.0873671680021744e-08,0.0
1838,1.3255539776935166e-08,0.0
1839,2.23727205650448e-08,0.0
1840,1.3376346252869098e-08,3.1848443882154243e-09
1841,4.494383976094696e-09,0.0
1842,1.2074877542289641e-08,0.0
1843,9.451057714215949e-09,5.906911071384968e-10
1844,5.214133219633155e-08,0.0
1845,1.6182660544927785e-08,2.7901139176833567e-09
1846,1.4636253098387897e-08,0.0
1847,1.7258315665458213e-08,0.0
1848,1.263099846937621e-07,1.6090443422100975e-09
1849,2.76520690789539e-08,3.3517659758786067e-09
1850,1.765138968323754e-08,6.788996032014438e-10
1851,9.222697161526128e-08,5.159551008659946e-09
1852,1.6927417689771573e-08,0.0
1853,8.480143387501471e-08,0.0
1854,1.6989822881896544e-07,0.0
1855,6.474463276617826e-08,4.2455496895854594e-09
1856,5.021873406008126e-08,0.0
1857,4.393358121745905e-09,0.0
1858,4.404308473482388e-09,0.0
1859,7.638259802433822e-09,0.0
1860,2.2885920047954755e-08,0.0
1861,7.073945784696889e-08,2.357981809808507e-09
1862,6.776979422085105e-09,2.2589932147099034e-09
1863,2.8469337998160427e-08,0.0
1864,9.109982990196386e-09,1.9178911792039344e-09
1865,4.047886248415011e-08,0.0
1866,2.238181906477621e-08,0.0
1867,8.249779526181555e-08,0.0
1868,8.150792496497417e-08,4.44588676984381e-09
1869,1.1085588091930276e-07,0.0
1870,1.6628741050794815e-08,0.0
1871,4.142259069084275e-08,0.0
1872,4.233137484987992e-08,0.0
1873,2.095101514498765e-08,0.0
1874,1.1471249505845549e-07,0.0
1875,3.1468400663037244e-08,0.0
1876,3.3253080289341597e-08,0.0
1877,7.978412375209132e-08,0.0
1878,3.804625758885294e-08,1.8117265465633636e-09
1879,1.2829582729523281e-08,2.443730107160036e-09
1880,5.134277003548959e-09,6.417846254436199e-10
1881,5.5780059682319916e-08,6.972507571312292e-10
1882,7.986462158271479e-09,0.0
1883,6.951272724098345e-09,0.0
1884,2.178560087884307e-08,1.9805090900604227e-09
1885,7.734762663691441e-09,0.0
1886,1.5488312854472497e-08,0.0
1887,2.480991301290203e-08,0.0
1888,2.2192151227784507e-08,1.268122939990235e-09
1889,1.50363277384713e-08,1.8795409673089125e-09
1890,3.604912635069013e-08,0.0
1891,1.2748440303411712e-08,5.099376032546843e-09
1892,3.94916286339253e-08,3.761107425503951e-09
1893,4.618812354806323e-08,1.847525021858587e-09
1894,5.671385139294216e-09,0.0
1895,9.629783193076946e-09,1.8055843487019274e-09
1896,2.4767522477375792e-08,0.0
1897,1.806281213490024e-08,0.0
1898,1.640922953072277e-08,0.0
1899,3.703477524652499e-08,0.0
1900,2.803168674958556e-08,0.0
1901,5.029864968975062e-09,0.0
1902,1.3257766440233354e-08,4.910283846193408e-10
1903,5.940242076007962e-09,5.400220270956879e-10
1904,8.599400302955473e-09,3.2247751136083025e-09
1905,8.257214467732865e-09,0.0
1906,2.520650477233488e-08,0.0
1907,1.3885677219160897e-08,0.0
1908,1.6698722182795223e-08,0.0
1909,1.2102163438054703e-08,0.0
1910,1.3894791983659616e-08,0.0
1911,7.980561100850991e-09,0.0
1912,8.856016087133156e-09,1.0418842455450772e-09
1913,1.0605979205990934e-08,0.0
1914,2.8126322881849575e-08,6.696743715117748e-10
1915,0.0,0.0
1916,4.394984820521586e-09,0.0
1917,9.8697816586224e-09,0.0
1918,1.1486376294556067e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.5145494858259667e-09,0.0
1922,8.853522970309058e-09,0.0
1923,7.431163684401554e-09,0.0
1924,5.156649773851996e-09,0.0
1925,3.629398848126186e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,2.2298449753321847e-09,0.0
1928,4.5704163786908225e-09,0.0
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,4.201441528017824e-09,0.0
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,7.671675850140502e-09,0.0
1933,1.7205993074753678e-08,0.0
1934,5.990790086229936e-09,0.0
1935,3.590485242455088e-09,0.0
1936,2.5461901032031165e-08,0.0
1937,0.0,0.0
1938,1.1668692678767911e-08,0.0
1939,4.588215141154706e-09,0.0
1940,3.296517903095264e-08,0.0
1941,2.066051907334554e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,2.178504043826024e-09,0.0
1946,6.960552134671616e-09,0.0
1947,9.536696765621855e-09,0.0
1948,3.2615663503321457e-09,0.0
1949,2.945102384188658e-09,0.0
1950,1.2762433332369483e-08,0.0
1951,0.0,0.0
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,2.815682353940474e-09,0.0
1956,3.488456634670456e-09,0.0
1957,5.301022731885041e-09,0.0
1958,8.272243445794913e-10,0.0
1959,7.750747821333448e-10,0.0
1960,4.152499955001332e-09,0.0
1961,4.16889545107324e-09,0.0
1962,7.610347907416326e-09,0.0
1963,4.526237384894216e-09,0.0
1964,5.475571551727398e-09,1.8251904432275978e-09
1965,1.2585699593614663e-08,5.472043373977442e-10
1966,3.8773522170743036e-09,0.0
1967,9.860671168482327e-10,0.0
1968,1.3025106326836067e-08,4.4914158503495116e-10
1969,6.358460868938209e-09,4.5417578031781147e-10
1970,1.0117195442527205e-08,4.5987250119061684e-10
1971,1.8498230613950284e-08,0.0
1972,1.487742551375959e-08,0.0
1973,8.269805285010534e-09,0.0
1974,1.6876715580593782e-09,0.0
1975,1.313640396460869e-08,0.0
1976,6.2848797277581525e-09,0.0
1977,3.526069214387917e-09,5.876781838942691e-10
1978,2.79207795772507e-08,0.0
1979,4.681578680276743e-09,0.0
1980,1.7055452605774235e-09,0.0
1981,5.060439622894819e-09,0.0
1982,1.0552754226011984e-08,6.207502289967692e-10
1983,1.89459470334441e-09,0.0
1984,1.8556827185989277e-08,0.0
1985,2.8874678648094232e-08,0.0
1986,5.994485463567401e-10,0.0
1987,1.8332451112712533e-09,6.110816852533674e-10
1988,1.8589316697070757e-08,0.0
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,1.7435682897470883e-08,0.0
1991,1.3481369798284959e-08,0.0
1992,7.713922056673539e-09,0.0
1993,7.20096987594232e-09,0.0
1994,1.5824779708850656e-08,1.0549853213248639e-09
1995,2.331653803366862e-08,5.422450821690461e-10
1996,1.6014276571496566e-09,0.0
1997,1.3905194329311144e-08,4.79489448146353e-10
1998,8.105819682135973e-09,0.0
1999,1.782378400427831e-08,0.0
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,3.5049694258049158e-09,0.0
2002,5.257465574004527e-09,0.0
2003,3.75023062604285e-09,4.1669229178253886e-10
2004,8.809582507929292e-10,4.404791253964646e-10
2005,7.656374201303606e-09,0.0
2006,1.6471559671771274e-09,0.0
2007,7.988958938831558e-10,0.0
2008,4.257439678578834e-10,0.0
2009,9.53638501499654e-10,0.0
2010,4.723793023408973e-10,9.447586046817946e-10
2011,6.118355155848576e-09,3.82397197240536e-10
2012,1.0212758416727752e-09,2.0425516833455504e-09
2013,5.578250084070646e-10,2.789125042035323e-10
