year,six_DET ans_NOUN,six_DET camps_NOUN
1800,6.759953720347767e-06,0.0
1801,7.886476510066132e-06,0.0
1802,7.107380127990837e-06,0.0
1803,7.389835104731901e-06,1.3652374342143503e-08
1804,7.1930861622604425e-06,2.4718509461507665e-09
1805,7.68145565643863e-06,2.842877711017877e-09
1806,6.962112436781354e-06,0.0
1807,6.9693459607833574e-06,0.0
1808,8.413932434336857e-06,0.0
1809,9.476632953919761e-06,0.0
1810,7.1186657208954784e-06,0.0
1811,9.504328119191996e-06,0.0
1812,7.758908907362638e-06,1.3336041604361526e-08
1813,8.233248465217002e-06,0.0
1814,8.341840668890654e-06,0.0
1815,8.078184919213527e-06,5.394447111228828e-09
1816,7.103455928358926e-06,2.0858434979231788e-08
1817,7.508800294431239e-06,3.113746815941454e-09
1818,9.274676045833985e-06,0.0
1819,8.741461670069839e-06,9.315945348475907e-09
1820,9.78510053073478e-06,1.0679833017945839e-08
1821,9.401943003695123e-06,0.0
1822,8.174887526024577e-06,0.0
1823,8.049448595670583e-06,0.0
1824,8.182794758226919e-06,0.0
1825,8.92431688725992e-06,2.641632912414593e-09
1826,8.252200728975367e-06,9.688782887096181e-09
1827,8.277110993049064e-06,7.373818444733615e-09
1828,8.341290694602321e-06,3.668920500743411e-09
1829,8.215674355938063e-06,0.0
1830,7.826583114933783e-06,0.0
1831,8.09495422515738e-06,0.0
1832,8.316872239788609e-06,0.0
1833,8.112014782568622e-06,3.4750886612755494e-09
1834,8.397344146260366e-06,2.8003592777992026e-09
1835,7.983595736504867e-06,1.5126175867408165e-09
1836,9.062259721304144e-06,2.016224964762614e-09
1837,9.680513755938591e-06,7.653680356156656e-09
1838,8.56118555248031e-06,6.312161904276081e-10
1839,8.098225379171708e-06,2.0974426639952526e-09
1840,8.282506257728528e-06,5.095750932326837e-09
1841,8.23692136009413e-06,1.219904177673925e-08
1842,8.677811962343185e-06,4.024959032733477e-09
1843,9.178749195370983e-06,0.0
1844,8.18783567524406e-06,0.0
1845,8.483620376864565e-06,6.41726245476093e-08
1846,8.659393159859974e-06,0.0
1847,8.745651399522103e-06,4.314578916364553e-09
1848,9.116845689050024e-06,0.0
1849,7.959606250551587e-06,5.865590679832167e-09
1850,8.359969399407419e-06,6.1100964288129944e-09
1851,7.934099699014041e-06,8.384270167027807e-09
1852,8.295086217913195e-06,7.812654745364966e-09
1853,8.6885632697431e-06,2.9859659189668264e-09
1854,8.29332003604577e-06,1.558699391779328e-09
1855,8.936351576949164e-06,1.3798036491152743e-08
1856,8.318707813259607e-06,3.624032518523279e-09
1857,8.520673929979239e-06,1.2691923956253959e-08
1858,8.792957231662513e-06,8.808616946964776e-09
1859,8.425509747667093e-06,3.055304009791371e-09
1860,8.256781939053326e-06,5.034902272882391e-09
1861,8.391113908601255e-06,2.3108222002576895e-08
1862,8.504657046159991e-06,7.6805766469068e-09
1863,9.00729875752404e-06,1.39849385405455e-08
1864,8.913879014471604e-06,7.671564716815737e-09
1865,8.438900920282322e-06,1.0355057256106193e-08
1866,8.401940647217998e-06,2.432806400776144e-09
1867,9.219371634117124e-06,7.76449837758264e-09
1868,8.474848101513999e-06,4.44588676984381e-09
1869,8.290750784567535e-06,5.860222973552709e-09
1870,9.004749870200612e-06,5.734048791339319e-10
1871,7.561216136764415e-06,8.496941816815706e-09
1872,8.254617711145329e-06,5.442605477412599e-09
1873,8.536042628293217e-06,5.9860045809045914e-09
1874,8.848395907534723e-06,1.3741600746186577e-08
1875,9.37243396492704e-06,1.1443054281912168e-09
1876,1.0109541591418747e-05,2.418405919968336e-09
1877,8.723682753952744e-06,3.710889595609501e-09
1878,9.005488635693837e-06,1.2078177347163432e-09
1879,9.308778459171663e-06,2.443730107160036e-09
1880,9.038252812842984e-06,2.5671385017744797e-09
1881,8.993837383286518e-06,0.0
1882,9.235012072394966e-06,8.652000893505374e-09
1883,9.712824123653263e-06,2.5277355764075082e-09
1884,9.60612931066862e-06,2.6406787867472303e-09
1885,9.295251317098518e-06,1.1602144356359645e-08
1886,8.962570746007259e-06,0.0
1887,9.25409787555509e-06,5.223139698529167e-09
1888,9.33401850033988e-06,3.804368819970705e-09
1889,8.90589154778354e-06,6.265136742733546e-10
1890,8.727821324328033e-06,0.0
1891,8.660015652139919e-06,1.912266012205066e-09
1892,9.039194992510602e-06,3.1342561879199593e-09
1893,8.597765742024421e-06,6.15841644346915e-09
1894,8.841059724318256e-06,6.301539290376468e-09
1895,8.795001605221842e-06,1.2037228991346183e-09
1896,8.83846732335769e-06,5.89702897624278e-10
1897,8.67306337681839e-06,8.740070001067579e-09
1898,8.799873086218213e-06,0.0
1899,9.519595380425017e-06,8.291367592505594e-09
1900,9.252533004655561e-06,8.824790675987515e-09
1901,8.830207377741317e-06,1.676621730339889e-09
1902,7.725840589500876e-06,7.365426046845869e-09
1903,8.553949015777107e-06,9.720396931811592e-09
1904,9.039582124614753e-06,5.912087708281888e-09
1905,9.115964360262296e-06,3.096455536422127e-09
1906,9.140701195065049e-06,1.0288369045596824e-09
1907,9.28437549418959e-06,1.1828539925318182e-08
1908,9.266317562151016e-06,5.893666887857307e-09
1909,9.199295163853094e-06,3.850688656825696e-09
1910,8.924197516080312e-06,0.0
1911,9.115396665038134e-06,4.788336838146279e-09
1912,9.872894793261366e-06,8.335073964360618e-09
1913,9.067052019418043e-06,0.0
1914,9.057345749852175e-06,4.018046229070649e-09
1915,6.9506495208315755e-06,7.068456930880984e-09
1916,6.81881874697865e-06,2.197492410260793e-09
1917,6.603980949648758e-06,5.483212106582869e-09
1918,6.936622725106645e-06,1.1486376294556067e-09
1919,7.513604458608825e-06,4.603924352863942e-09
1920,8.302195169562765e-06,6.057785384427916e-09
1921,7.881715504254316e-06,6.058197943303867e-09
1922,7.11675654940791e-06,0.0
1923,7.289971534873985e-06,5.307974060286824e-09
1924,7.915457615581545e-06,3.867487219366694e-09
1925,8.166147040356009e-06,0.0
1926,7.673001761077103e-06,0.0
1927,8.101026736540007e-06,1.1149224876660924e-09
1928,7.646306698916305e-06,1.1426041224282812e-09
1929,8.35307687907516e-06,0.0
1930,8.281041317559357e-06,6.302162347537887e-09
1931,8.560860919715196e-06,1.1405356659111021e-09
1932,8.659129548505007e-06,5.4797684168050864e-09
1933,7.585548985389323e-06,3.4411986593596566e-09
1934,7.029593177776405e-06,5.990790086229936e-09
1935,7.556774704653435e-06,1.196828414151696e-09
1936,7.696768733467252e-06,2.424942913137329e-09
1937,7.2235244488183525e-06,1.2591118148108649e-09
1938,6.880639119799525e-06,2.5930428915188486e-09
1939,6.9832632618727075e-06,3.058810094103137e-09
1940,6.937902242043492e-06,1.0143131667916805e-08
1941,6.726474225615675e-06,5.9030051957620344e-09
1942,6.9089000476196816e-06,6.068423541449874e-09
1943,6.662924818101601e-06,5.806470415592457e-09
1944,6.410306468751514e-06,1.6065930807940276e-08
1945,7.78161637526864e-06,6.535512131478072e-09
1946,7.978184697776669e-06,2.7842208538686464e-09
1947,7.5077644510201935e-06,1.0728784083369192e-08
1948,7.035198734683945e-06,5.435944139264848e-09
1949,7.725003882796955e-06,1.2762110479513922e-08
1950,7.0055124865575635e-06,5.317680740191122e-09
1951,7.440592469265539e-06,3.1984206394497505e-09
1952,7.144104500866888e-06,1.0544804140977249e-08
1953,7.245399046951206e-06,1.0773827385790469e-09
1954,6.996158447236667e-06,5.863521668203475e-09
1955,6.984769157725168e-06,2.815682353940474e-09
1956,7.222849291110833e-06,2.616342476002842e-09
1957,6.597122762741492e-06,1.236905244894615e-08
1958,7.1645901016381686e-06,5.790570245522986e-09
1959,7.522875876020407e-06,1.3176271629333769e-08
1960,7.4025233516294975e-06,6.2287499602575735e-09
1961,7.574883341021632e-06,8.33779090214648e-09
1962,7.210804341184485e-06,3.805173953708163e-09
1963,7.304053582402048e-06,1.939815863494232e-09
1964,7.651806782860149e-06,4.867174552281028e-09
1965,7.128431093406107e-06,3.830430417295361e-09
1966,7.239016696303224e-06,3.8773522170743036e-09
1967,7.428536520137641e-06,1.9721342336964653e-09
1968,7.658313080582957e-06,8.982831700699023e-10
1969,7.3544682663850836e-06,4.541757636644661e-09
1970,7.620087359327954e-06,1.8394900047624674e-09
1971,7.716331481333327e-06,2.0553589941130213e-09
1972,7.689064261739986e-06,1.0260293725750103e-09
1973,7.4979571991207195e-06,3.3079223804577396e-09
1974,7.482572868866555e-06,4.500457340128605e-09
1975,7.6202567811378685e-06,2.8557400888473694e-09
1976,7.636699990598572e-06,3.4281160132820787e-09
1977,7.18083981610107e-06,3.526069214387917e-09
1978,7.406729224612718e-06,3.5643548113029055e-09
1979,7.044020520652339e-06,4.0963813452421505e-09
1980,7.2963225079547556e-06,5.116635559687666e-09
1981,7.269321571357068e-06,5.0604397339171214e-09
1982,7.458934646820126e-06,6.828252296919857e-09
1983,7.215879918476276e-06,6.94684787472255e-09
1984,7.240641991757002e-06,4.639206796497319e-09
1985,7.67284419112002e-06,6.015557940663996e-09
1986,7.674140249491757e-06,5.994485352545098e-09
1987,7.637909988034153e-06,1.0999470001493705e-08
1988,7.595834659923639e-06,2.3986214681137596e-09
1989,8.255782063315564e-06,1.372030544732894e-08
1990,8.078714387238506e-06,2.724325431913144e-09
1991,7.856121783333947e-06,1.1136783606424672e-08
1992,7.919993919358603e-06,7.713921945651236e-09
1993,7.532214397087955e-06,6.09312805766038e-09
1994,7.59694933094579e-06,5.802419378309054e-09
1995,7.62396564368828e-06,9.76041147904283e-09
1996,8.184897012597503e-06,1.0676184603042316e-08
1997,7.957606953823415e-06,6.233362936924891e-09
1998,8.393814994178683e-06,8.10582001520288e-09
1999,7.698960786228781e-06,8.226361730701015e-09
2000,7.680305770918494e-06,7.952456582138723e-09
2001,7.92561212392684e-06,1.2705513752209185e-08
2002,7.602295653441615e-06,1.1391176002462089e-08
2003,7.675888923586172e-06,1.50009225041714e-08
2004,7.529990540433573e-06,9.690541036277978e-09
2005,7.52756716337899e-06,9.457874039497938e-09
2006,8.04553349098569e-06,5.353256948836815e-09
2007,8.097608827029035e-06,9.18730291843417e-09
2008,8.237293855017924e-06,3.831695793987677e-09
2009,8.09448346217323e-06,7.152288761247405e-09
2010,8.470233694879425e-06,8.975206577943595e-09
2011,7.940860314192832e-06,7.265546830836911e-09
2012,8.63386549099232e-06,7.148930780687124e-09
