year,sans_ADP analyser_VERB,sans_ADP canaliser_VERB
1894,2.14252340313692e-08,0.0
1895,3.370424206394773e-08,0.0
1896,2.0639601139293973e-08,0.0
1897,1.7480140002135158e-08,0.0
1898,1.867257104493092e-08,0.0
1899,2.65323762960179e-08,0.0
1900,4.775768758236154e-08,0.0
1901,3.912117207960364e-08,0.0
1902,3.928226988136885e-08,0.0
1903,4.968202738098171e-08,0.0
1904,2.6873125058557434e-08,0.0
1905,2.115911179600971e-08,0.0
1906,4.3211150213551264e-08,1.0288369045596824e-09
1907,3.4971334272881904e-08,0.0
1908,2.9468333551108117e-08,1.964555629285769e-09
1909,3.4656197023252844e-08,0.0
1910,2.7255168788542505e-08,3.740905363258662e-09
1911,4.0966881442727754e-08,0.0
1912,3.6986889995205274e-08,1.0418842455450772e-09
1913,4.6136012343822586e-08,1.590896969716482e-09
1914,4.687720611684654e-08,6.696743715117748e-10
1915,6.479419134564068e-08,0.0
1916,3.625862454725848e-08,0.0
1917,2.3029490314740997e-08,0.0
1918,3.10132168834798e-08,0.0
1919,4.4197672188772685e-08,0.0
1920,2.7260033785836413e-08,0.0
1921,3.180553864723379e-08,0.0
1922,5.090775445637519e-08,0.0
1923,2.866306125781648e-08,1.0615948120573648e-09
1924,4.769901007506405e-08,0.0
1925,2.639562701745035e-08,0.0
1926,3.009457394398396e-08,0.0
1927,3.0102908166185216e-08,2.2298449753321847e-09
1928,3.5420726796075996e-08,0.0
1929,3.0079097435020685e-08,0.0
1930,3.151081173768944e-08,0.0
1931,4.6761963190533606e-08,1.1405356659111021e-09
1932,3.397456271869714e-08,1.0959536611565568e-09
1933,3.5559052591338514e-08,0.0
1934,5.6313426810561396e-08,0.0
1935,2.154291145473053e-08,0.0
1936,3.758661470953939e-08,0.0
1937,4.910536155477985e-08,0.0
1938,3.24130358109187e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,2.789361186472661e-08,0.0
1941,4.132103725851266e-08,0.0
1942,1.2136846860855144e-08,0.0
1943,3.774205836748479e-08,0.0
1944,3.534504777746861e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,3.201853981948943e-08,1.3921104269343232e-09
1947,3.5762613315171166e-08,0.0
1948,7.066727114590776e-08,0.0
1949,6.184715140022945e-08,0.0
1950,3.722376451520404e-08,4.2541445921528975e-09
1951,3.7314905831919987e-08,1.0661401761424827e-09
1952,3.057993058774855e-08,0.0
1953,4.740483916521043e-08,0.0
1954,4.1044652121513536e-08,1.9545072227344917e-09
1955,4.5050917663047585e-08,0.0
1956,6.628067694691708e-08,0.0
1957,7.06803024996816e-08,0.0
1958,3.8052320405768114e-08,0.0
1959,7.905762622328893e-08,0.0
1960,6.990041612198183e-08,1.3841666701708277e-09
1961,5.350082687982649e-08,0.0
1962,5.390663027071696e-08,0.0
1963,5.560805860227447e-08,0.0
1964,5.293052396382336e-08,0.0
1965,4.268193798395714e-08,0.0
1966,5.871419261893607e-08,0.0
1967,6.90246988455101e-08,0.0
1968,5.434613292720769e-08,0.0
1969,6.494713566951305e-08,0.0
1970,6.162291388278618e-08,0.0
1971,5.806388969631371e-08,0.0
1972,7.182205585820611e-08,5.130146862875051e-10
1973,6.89150478905276e-08,0.0
1974,5.1755259633523565e-08,0.0
1975,5.768594846244923e-08,0.0
1976,5.942067993203182e-08,0.0
1977,6.464460078348111e-08,5.876781838942691e-10
1978,6.534650331957437e-08,0.0
1979,7.72460495568339e-08,3.5111840102075575e-09
1980,8.414023255909342e-08,5.685150683554241e-10
1981,6.95810467021829e-08,0.0
1982,6.76617730732687e-08,0.0
1983,6.504775562632403e-08,0.0
1984,5.33508792699422e-08,5.799008495621649e-10
1985,7.2186697508414e-08,0.0
1986,7.193382600689802e-08,0.0
1987,5.683059889349806e-08,1.2221633705067347e-09
1988,7.495692422310185e-08,1.798966087207532e-09
1989,7.463846074529101e-08,5.488122178931576e-10
1990,7.737084395387228e-08,5.44865097484859e-10
1991,5.9200798929737175e-08,0.0
1992,7.218027064936905e-08,0.0
1993,6.093128313011675e-08,5.539207426075166e-10
1994,6.118914974706513e-08,2.637463358823311e-09
1995,6.723838907873869e-08,5.422450821690461e-10
1996,5.5516158781188096e-08,0.0
1997,6.664903295927616e-08,9.58978896292706e-10
1998,6.389293361053205e-08,0.0
1999,5.210029474511657e-08,0.0
2000,5.522539314739561e-08,1.3254094488601709e-09
2001,6.922314632618054e-08,0.0
2002,6.528019902418691e-08,3.066854992184176e-09
2003,5.291992088984898e-08,4.1669229178253886e-10
2004,5.1976536852293975e-08,0.0
2005,6.845699296320618e-08,0.0
2006,6.259192808499847e-08,4.1178899179428186e-10
2007,6.311277456205744e-08,7.988958938831558e-10
2008,5.5346716543169805e-08,4.257439678578834e-10
2009,4.815874543595555e-08,0.0
2010,5.054458673825479e-08,4.723793023408973e-10
2011,4.168129308368407e-08,9.177532511728259e-09
2012,4.6978687162635424e-08,0.0
2013,4.490491445352518e-08,1.1156500168141292e-09
2014,3.9844192389892896e-08,2.1654451842767486e-10
2015,4.2779904507739275e-08,2.2165753954528356e-10
2016,5.178350193091319e-08,2.0713400439298368e-10
2017,4.7293494453981566e-08,0.0
2018,4.801528152853507e-08,2.5814667070633845e-10
2019,4.1581101228871375e-08,7.65296326310505e-10
