year,ses_DET ouverts_ADJ,ses_DET couverts_NOUN
1800,0.0,0.0
1801,0.0,1.4287095950749062e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,2.4849335034105025e-08
1810,0.0,0.0
1811,0.0,2.2563691359778204e-08
1812,0.0,2.6672083208723052e-08
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,8.091670444798638e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,3.113746815941454e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,0.0,2.3732962262101864e-09
1821,0.0,4.2404398215012407e-08
1822,0.0,1.1028177482330648e-08
1823,0.0,9.882686891060644e-10
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,6.452091305675367e-09
1828,0.0,9.172301140836225e-09
1829,8.57317605795771e-10,1.1145129263923081e-08
1830,1.0436835840010872e-09,4.174734336004349e-09
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,5.791814139399776e-09
1834,5.600718555598405e-09,3.733812548034621e-08
1835,0.0,1.285724948729694e-08
1836,0.0,9.409050427677812e-09
1837,0.0,7.653680356156656e-09
1838,0.0,7.574594285131298e-09
1839,6.9914751765765e-10,1.3982950353153e-09
1840,0.0,2.5478754661634184e-09
1841,0.0,6.420548537278137e-09
1842,0.0,2.683306021822318e-09
1843,0.0,2.953455480181333e-09
1844,0.0,1.097712254427563e-09
1845,0.0,1.1160455892778032e-09
1846,0.0,1.0538101946622191e-08
1847,0.0,3.235934187273415e-09
1848,0.0,1.6090443422100975e-09
1849,0.0,2.513824481908955e-09
1850,0.0,7.467895635215882e-09
1851,0.0,5.159551008659946e-09
1852,0.0,1.9531636308300904e-09
1853,1.7915795513800958e-09,2.9859659189668264e-09
1854,0.0,4.1565315633818045e-09
1855,0.0,3.714855978387277e-09
1856,0.0,9.836659486950339e-09
1857,0.0,7.322263684272912e-09
1858,0.0,9.787352039936081e-10
1859,0.0,1.2730433596175317e-08
1860,0.0,3.661747127736703e-09
1861,0.0,8.960331143725853e-09
1862,0.0,2.2138133104476765e-08
1863,0.0,1.897955925755923e-08
1864,4.794727948009836e-10,1.342523781033833e-08
1865,4.706844358715045e-10,5.6482134525026595e-09
1866,0.0,7.784980660119345e-09
1867,0.0,1.94112459439566e-09
1868,0.0,4.44588676984381e-09
1869,4.883519144627257e-10,1.4650557433881772e-09
1870,0.0,1.1468097582678638e-09
1871,0.0,2.1242354542039266e-09
1872,0.0,2.4189357183956872e-09
1873,0.0,8.380406590902112e-09
1874,5.974609140757536e-10,4.779687312606029e-09
1875,0.0,8.010138330405425e-09
1876,0.0,2.3579458385825092e-08
1877,0.0,1.2369632429454214e-08
1878,6.039088673581716e-10,1.2078177347163432e-09
1879,0.0,1.0385853066452455e-08
1880,0.0,9.626769603698904e-09
1881,0.0,1.3945015142624584e-09
1882,0.0,5.324308105514319e-09
1883,0.0,2.5277355764075082e-09
1884,0.0,3.9610181801208455e-09
1885,0.0,7.7347630522695e-09
1886,0.0,3.872078213618124e-09
1887,6.528924623161458e-10,5.876032105334161e-09
1888,0.0,1.7119660356001987e-08
1889,0.0,9.397704836544563e-09
1890,0.0,1.2453334363726754e-08
1891,0.0,3.059625441892422e-08
1892,0.0,5.641661360300532e-09
