year,plusieurs_DET ouvertures_NOUN,plusieurs_DET couvertures_NOUN
1800,3.04983969190431e-07,9.432493897065797e-09
1801,3.119349067937094e-07,1.4287095950749062e-08
1802,3.2672465977157117e-07,6.713520406265161e-09
1803,3.861671800109434e-07,0.0
1804,2.5212878540514794e-07,2.2246657849223084e-08
1805,1.3645813323748257e-07,1.421438877713399e-08
1806,1.3832011802605848e-07,0.0
1807,2.619198653519561e-07,1.7081731584767113e-08
1808,1.3823051547845466e-07,2.039466551195801e-08
1809,2.8689686359939515e-07,2.25903047379461e-08
1810,3.322979988951147e-07,2.3401267590372754e-09
1811,2.1811568284846317e-07,3.008491944456182e-08
1812,4.961007249448812e-07,8.00162425207418e-09
1813,3.7097068528169075e-07,2.8757416004054903e-08
1814,2.5488085553249107e-07,3.1466771410748606e-09
1815,4.828029953607427e-07,0.0
1816,5.260960573849616e-07,1.1588019432906549e-08
1817,2.0239354947548804e-07,1.556873407970727e-09
1818,2.7895554488566177e-07,0.0
1819,2.2461778659277343e-07,1.0351049795076506e-08
1820,3.5480778137753077e-07,2.3732962262101864e-08
1821,2.327311265926113e-07,9.861488514673056e-09
1822,3.0778639370510064e-07,9.023054303725075e-09
1823,2.1643083947253672e-07,2.569498569471307e-08
1824,3.0484428314991874e-07,3.789500624407083e-08
1825,2.2718043335423488e-07,2.0252519661312363e-08
1826,4.359952132659828e-07,2.6423952803611428e-08
1827,2.3227527456981534e-07,7.373818444733615e-09
1828,4.118363152727511e-07,2.2013523448549677e-08
1829,3.58358750673915e-07,6.858540846366168e-09
1830,3.057993014365934e-07,3.1310507520032616e-09
1831,2.447819349438163e-07,4.0537136092311243e-08
1832,2.841293600397421e-07,4.329590197471589e-08
1833,3.498255942702144e-07,1.50587169400751e-08
1834,2.707013964098337e-07,2.3336327314993355e-08
1835,2.518508352977733e-07,9.832014313815307e-09
1836,2.7823906378898755e-07,3.2259599436201825e-08
1837,3.0684300256211827e-07,1.3915782304252389e-08
1838,3.263387657881367e-07,2.019891809368346e-08
1839,3.0902321412895617e-07,7.690622472189546e-09
1840,2.5988328733461685e-07,1.1465439264668476e-08
1841,2.927770017535636e-07,2.1829865914924085e-08
1842,2.649764692108647e-07,3.085801836277824e-08
1843,2.1501155833547614e-07,3.4850774932593254e-08
1844,2.815631932606699e-07,1.2623690759383521e-08
1845,2.8347558700403397e-07,1.7298706023183286e-08
1846,2.851142140158913e-07,7.025401593807601e-09
1847,1.9577402010639844e-07,2.1572894581822766e-08
1848,2.3331142440241592e-07,1.689496542667257e-08
1849,2.2708214686417705e-07,2.5976186535103807e-08
1850,2.1792676818677137e-07,1.1541293254424545e-08
1851,2.4185395242071195e-07,2.1283148354811487e-08
1852,2.1940538719178448e-07,1.3672145193766028e-08
1853,2.5500149725132815e-07,1.4332636411040767e-08
1854,1.7457432477385737e-07,2.286092382064453e-08
1855,2.223606720974658e-07,1.539011762474729e-08
1856,1.4340813847546485e-07,1.9673318973900678e-08
1857,1.547438355231634e-07,9.763017949637742e-09
1858,2.114068013980841e-07,2.300027723833864e-08
1859,2.1896344826188852e-07,1.4767302713991626e-08
1860,2.1924710580378814e-07,1.0527522853465143e-08
1861,1.8345098296013163e-07,6.13075279431996e-09
1862,1.5270793385369075e-07,8.584174315817705e-09
1863,1.3885045557771036e-07,7.491931519609807e-09
1864,1.8459703010620387e-07,1.5343129433631475e-08
1865,1.3885191441076472e-07,1.1767110841276462e-08
1866,1.6348460007975518e-07,1.556996132023869e-08
1867,1.5674580744473587e-07,1.455843445796745e-08
1868,1.5659400209866448e-07,3.457911734727759e-09
1869,1.9680582497016985e-07,5.860222973552709e-09
1870,1.978246784162252e-07,1.6055336615750093e-08
1871,1.2639200974717824e-07,1.805600113868877e-08
1872,1.3364620077283007e-07,7.256807044164759e-09
1873,1.4246690360764092e-07,6.584604861359367e-09
1874,1.774458879832963e-07,5.377148060148329e-09
1875,1.9281545871052685e-07,1.1443054503956773e-08
1876,1.2575711272333479e-07,6.04601479992084e-09
1877,1.8430752035669684e-07,7.421779191219002e-09
1878,1.8298438320130117e-07,6.6429977074733415e-09
1879,1.2768489277004136e-07,1.4662380642960215e-08
1880,1.7520720363428666e-07,2.5671385017744797e-09
1881,2.2660650067507504e-07,6.9725074602899895e-09
1882,1.2844893615415742e-07,1.1979693681496428e-08
1883,1.396573960921188e-07,6.951272890631799e-09
1884,1.3665512099692023e-07,1.5183903911974994e-08
1885,1.1150949719151981e-07,7.7347630522695e-09
1886,1.4262155190181147e-07,1.0970888864036965e-08
1887,1.1556196316542255e-07,9.140494583448344e-09
1888,1.2617823230698377e-07,1.014498351992188e-08
1889,1.5976098133307914e-07,5.638623068460191e-09
1890,8.913965343637642e-08,1.1797895993481688e-08
1891,1.3258377506986108e-07,1.5935549768641977e-08
1892,1.0969896502288634e-07,6.2685125978845235e-09
1893,8.313862331910116e-08,9.23762488724833e-09
1894,9.200247097496117e-08,1.3233232287745977e-08
1895,6.861220458453943e-08,4.814891596538473e-09
1896,1.0437741554403246e-07,1.4152869765027276e-08
1897,9.614077001174337e-08,6.992056378329892e-09
1898,6.280773590106037e-08,1.6975064909274806e-08
1899,1.0502398595235718e-07,4.4220627160029835e-09
1900,8.669058404464636e-08,9.34389543516545e-09
1901,8.438996079718208e-08,1.2854099118442264e-08
1902,5.911981797446231e-07,1.4239823542538943e-08
1903,5.400220137730116e-08,5.400220270956879e-09
1904,7.954445102598129e-08,1.2361637935498493e-08
1905,7.534708101886167e-08,1.186974607492175e-08
1906,9.67106714711008e-08,7.716276506641861e-09
1907,5.091415067326466e-08,5.142843484406967e-09
1908,6.38480583958767e-08,1.5716445034286153e-08
1909,7.701376930624448e-08,6.60118004702781e-09
1910,7.695577108890461e-08,1.4963621453034648e-08
1911,5.5863929371291476e-08,7.448523575703803e-09
1912,6.720153322703482e-08,1.510732161591477e-08
1913,7.106006372215035e-08,1.1666577037772186e-08
1914,6.161004262317249e-08,1.339348720819089e-08
1915,8.01091806224008e-08,1.6493066468115103e-08
1916,2.6369909367218725e-08,5.493730803607377e-09
1917,3.61891991929042e-08,2.3029490536785602e-08
1918,2.986457836584577e-08,5.743188147278033e-09
1919,4.051453217357448e-08,0.0
1920,4.694783495295951e-08,7.572231730534895e-09
1921,8.557204567161136e-08,2.2718242842501013e-09
1922,6.04990697539165e-08,5.164555005876537e-09
1923,4.458698210640932e-08,7.431163684401554e-09
1924,4.898817329568317e-08,9.02413699321869e-09
1925,3.959344052617553e-08,2.0896537833436923e-08
1926,5.684530535177146e-08,3.343841648018042e-09
1927,3.7907363914513326e-08,1.8953683067479687e-08
1928,4.227635130860108e-08,4.570416489713125e-09
1929,5.1245868215588075e-08,3.342121912552898e-09
1930,5.2518018378577835e-08,6.302162347537887e-09
1931,7.299428617102421e-08,1.0264820993199919e-08
1932,5.4797683279872444e-08,1.2055489939655217e-08
1933,3.670611858908046e-08,8.02946331646126e-09
1934,2.3963160344919743e-08,8.38710612072191e-09
1935,4.0692166081157666e-08,5.98414207075848e-09
1936,3.758661559771781e-08,2.424942913137329e-09
1937,3.651424407280501e-08,1.0072894518486919e-08
1938,3.7599123259290934e-08,2.5930428915188486e-09
1939,2.4470479864646677e-08,4.588215141154706e-09
1940,6.846613898048304e-08,1.2678914806940611e-08
1941,6.493305448884712e-08,8.854508237732261e-09
1942,2.7307905936524435e-08,9.102635090130207e-09
1943,4.935499831049128e-08,2.0322646676618206e-08
1944,7.390328171652527e-08,0.0
1945,2.832055301382752e-08,1.089252066321933e-08
1946,2.5057987684817817e-08,1.5313215584455975e-08
1947,4.4107220986688844e-08,4.7683483828109274e-09
1948,4.892349636520521e-08,8.697510267552389e-09
1949,4.319483593029361e-08,5.890204768377316e-09
1950,3.296962214349719e-08,1.1698897850465073e-08
1951,2.6653505291740487e-08,1.1727541604500402e-08
1952,5.1669539313792257e-08,1.4762725597528004e-08
1953,3.986316299275927e-08,9.69644453618912e-09
1954,2.931760767488356e-08,9.772536557761669e-09
1955,3.9419553843345057e-08,1.407841132561316e-08
1956,5.319896345667985e-08,9.593255967388359e-09
1957,4.152467669715776e-08,1.3252556385623393e-08
1958,5.1287908142683136e-08,1.3235589957361071e-08
1959,2.9452842387200917e-08,8.525822714489095e-09
1960,4.221708188589801e-08,8.305000243069571e-09
1961,4.168895584300003e-08,7.64297514166401e-09
1962,5.3272432243289813e-08,1.3318108227355907e-08
1963,7.1126589062942e-08,8.40586911188268e-09
1964,6.26648719581624e-08,1.1559539991878864e-08
1965,5.0890002656345246e-08,7.1136563306595235e-09
1966,4.985167156856818e-08,9.970334780007306e-09
1967,3.254021452292477e-08,7.888536934785861e-09
1968,3.593132630319573e-08,6.287982134978165e-09
1969,3.6788237289808734e-08,3.1792304344691047e-09
1970,4.2308271774871287e-08,9.657322941336588e-09
1971,4.1107178994082005e-08,8.735275613958038e-09
1972,8.977756893457922e-08,8.208234980600082e-09
1973,3.969506834344827e-08,5.513203671370093e-09
1974,3.150320115885563e-08,1.0688586016271984e-08
1975,3.541117621352896e-08,1.4278700888326057e-08
1976,3.313845708952101e-08,1.199840671262109e-08
1977,3.937443748824876e-08,8.227494963097826e-09
1978,3.9801960394214575e-08,1.0099005187669263e-08
1979,2.5163485961599008e-08,1.8726314721106974e-08
1980,4.3775659763767294e-08,7.390696110665118e-09
1981,2.3404533033843933e-08,1.2018544381930951e-08
1982,3.0416761775953205e-08,5.586751949948621e-09
1983,3.978649010250024e-08,1.5156758848000607e-08
1984,2.5515637880335618e-08,9.278413870550395e-09
1985,3.789801628073519e-08,1.3234227602687554e-08
1986,3.416856708682303e-08,1.0190625288064581e-08
1987,2.322110398411681e-08,1.099947066762752e-08
1988,2.5785181934079304e-08,1.1393452348240629e-08
1989,3.4026356843241956e-08,8.780995708335126e-09
1990,3.8140555214116745e-08,9.80757164370516e-09
1991,2.2273567878983158e-08,1.1722930459701075e-08
1992,2.6998726809779328e-08,9.366905084906563e-09
1993,2.8249957595427588e-08,1.3848019009277124e-08
1994,2.795711173675386e-08,1.002236071911966e-08
1995,2.8196744217279246e-08,1.2471637056421514e-08
1996,3.843426332750255e-08,1.0676184380997711e-08
1997,2.7810388658622287e-08,1.2466725429760572e-08
1998,2.765514972580263e-08,8.58263260461456e-09
1999,4.433095046607605e-08,1.1882523326400829e-08
2000,2.960081157965533e-08,9.277866475088103e-09
2001,2.672539189951806e-08,1.3143635152479405e-08
2002,2.979230617761175e-08,9.200564754507923e-09
2003,3.166861262116072e-08,9.58392298855415e-09
2004,3.4357371170301576e-08,1.1011977829600283e-08
2005,2.1617998724465792e-08,1.170974872621855e-08
2006,2.5119128110873135e-08,1.853050440869808e-08
2007,2.9159700210001915e-08,1.517902231684687e-08
2008,2.8950589037179952e-08,1.7455501932772677e-08
2009,3.051643249207814e-08,2.2887324035991696e-08
2010,2.739799942474974e-08,2.7397999979861254e-08
2011,3.097417233810518e-08,2.7532597313140172e-08
2012,2.178721714152232e-08,3.7787204032468935e-08
2013,1.9802788187028852e-08,3.374841228698244e-08
2014,2.5985342766432495e-08,3.6379478651760166e-08
2015,2.7485534737081707e-08,3.369194773172879e-08
2016,3.252003843989826e-08,4.039112921905286e-08
2017,2.2388940479345365e-08,4.5784127267189945e-08
2018,2.917057440043891e-08,4.5175668095254196e-08
2019,2.8826161901918113e-08,4.158110100682677e-08
