year,faits_NOUN couverts_ADJ
1919,7.366278698128781e-09
1920,4.543339038320937e-09
1921,1.5145494858259667e-09
1922,8.853522359686394e-09
1923,2.1231896241147297e-09
1924,2.578324886925998e-09
1925,1.2097995494286806e-08
1926,2.229227691330493e-09
1927,2.2298449753321847e-09
1928,0.0
1929,1.1140406375176326e-09
1930,4.201441416995522e-09
1931,0.0
1932,8.767629289252454e-09
1933,1.1470662197865522e-09
1934,1.1981580172459871e-09
1935,5.98414207075848e-09
1936,6.0623572828433225e-09
1937,7.554670666820584e-09
1938,9.075650453382877e-09
1939,9.176430282309411e-09
1940,0.0
1941,5.9030051957620344e-09
1942,3.034211770724937e-09
1943,5.806470415592457e-09
1944,9.639558484764166e-09
1945,0.0
1946,5.568441707737293e-09
1947,3.5762612871081956e-09
1948,7.610321262063735e-09
1949,4.908504269707237e-09
1950,5.317680518146517e-09
1951,6.396841278899501e-09
1952,1.4762725264461096e-08
1953,2.1547654771580937e-09
1954,5.863521668203475e-09
1955,3.754243138587299e-09
1956,5.232684952005684e-09
1957,5.301022731885041e-09
1958,8.272243334772611e-09
1959,5.425523585955716e-09
1960,2.7683333403416555e-09
1961,6.25334317660986e-09
1962,1.1415521861124489e-08
1963,7.759263453976928e-09
1964,2.4335873316516654e-09
1965,7.1136563306595235e-09
1966,3.8773522170743036e-09
1967,6.902469706915326e-09
1968,2.245707841908029e-09
1969,1.3625273131978588e-09
1970,5.978342709767048e-09
1971,8.221435976452085e-09
1972,7.182205497002769e-09
1973,9.37244681864513e-09
1974,1.406392957647995e-08
1975,2.2845920710778955e-09
1976,7.998937512354587e-09
1977,2.938390863960194e-09
1978,3.5643548113029055e-09
1979,1.9311512389208474e-08
1980,1.3644362084619388e-08
1981,4.427884725544118e-09
1982,7.449002747961231e-09
1983,1.89459470334441e-09
1984,8.69851302098823e-09
1985,1.2031115659283387e-08
1986,5.395036861699509e-09
1987,8.555143260480236e-09
1988,1.0793796967334401e-08
1989,7.683371272548811e-09
1990,8.172976073694826e-09
1991,8.20605094986604e-09
1992,1.65298330578878e-09
1993,4.985286850001103e-09
1994,5.802419433820205e-09
1995,1.4098372247417501e-08
1996,1.4946657245218375e-08
1997,1.3425704992187093e-08
1998,7.629006759657386e-09
1999,1.96518641359944e-08
2000,1.2812291672048559e-08
2001,1.3143635513301888e-08
2002,7.009954394732176e-09
2003,1.1667384391955693e-08
2004,1.1011977996133737e-08
2005,1.0358624180639708e-08
2006,6.58862386870851e-09
2007,5.991719120856942e-09
2008,5.960415716543821e-09
2009,6.675469510497578e-09
2010,5.196172381261022e-09
2011,9.177532511728259e-09
2012,4.765953853791416e-09
2013,4.462600067256517e-09
2014,8.445236510112863e-09
2015,1.3964425171764105e-08
2016,1.4706514228635115e-08
2017,1.282961736848165e-08
2018,1.2649186587054828e-08
2019,9.183556137770665e-09
