year,autres_ADJ ans_NOUN,autres_ADJ camps_NOUN
1800,2.5153315874604232e-08,6.288328968651058e-09
1801,9.524730337773235e-09,5.714838380299625e-08
1802,4.475680270843441e-09,8.951360541686881e-09
1803,1.950339223455444e-09,9.751696339321825e-09
1804,2.4718509461507665e-09,4.2021465418429216e-08
1805,5.685755422035754e-09,1.421438877713399e-08
1806,8.645007376628655e-09,2.881669125542885e-09
1807,2.8469551160981155e-09,5.97860605466849e-08
1808,4.5321479902327155e-09,2.4926814390369145e-08
1809,6.7770917766551975e-09,2.710836710662079e-08
1810,0.0,2.3401266702194334e-08
1811,2.5070767684098882e-09,4.262030373070047e-08
1812,0.0,4.267533171287141e-08
1813,5.751483289628823e-09,8.627225156487839e-09
1814,6.293354282149721e-09,3.4613449884091096e-08
1815,5.394447111228828e-09,1.0788894222457657e-08
1816,0.0,1.8540831092650478e-08
1817,4.670620334934483e-09,4.670620334934483e-09
1818,4.768470951432846e-09,1.7881765401739358e-08
1819,1.3456364911235141e-08,4.864993385922389e-08
1820,1.4239777357261119e-08,3.678609061807947e-08
1821,1.3806083387635226e-08,1.676452932031225e-08
1822,2.105379337535851e-08,1.0025615893027862e-09
1823,4.941343334508019e-09,4.249555374258307e-08
1824,3.3684450784221553e-09,2.0210670470532932e-08
1825,1.6730341556581152e-08,2.905796137042671e-08
1826,4.403992281964975e-09,3.170874407487645e-08
1827,5.530363722527909e-09,1.935627302884768e-08
1828,2.2930752408001354e-08,8.530240336313e-08
1829,6.001223074036943e-09,2.6576845613135447e-08
1830,7.305785310052215e-09,5.740259823028282e-08
1831,2.182768810143898e-08,2.182768810143898e-08
1832,6.764984683549358e-09,6.764984572527055e-09
1833,4.6334514003376626e-09,1.1583628278799551e-08
1834,9.334531148041947e-09,2.5203233278148218e-08
1835,1.9664028627630614e-08,3.781543966852041e-08
1836,3.36037508930076e-09,4.704525213838906e-09
1837,3.4789454650407947e-09,2.0873672568200163e-08
1838,3.1560809521380406e-09,2.398621568033832e-08
1839,2.09744255297295e-09,2.3771015378315496e-08
1840,8.280595042986505e-09,3.248541347034006e-08
1841,5.1364388298225094e-09,7.0626033910059505e-09
1842,1.0062397137744483e-08,2.2137275124123335e-08
1843,1.1813822142769936e-09,7.088293507706567e-09
1844,1.6465684371524958e-09,3.2382512671347286e-08
1845,3.348136878855712e-09,3.4039391749729475e-08
1846,2.9272506640865004e-09,8.781752214304106e-09
1847,8.089835468183537e-09,1.1325769655456952e-08
1848,4.022610855525244e-09,2.333114323960217e-08
1849,8.379414495607307e-09,8.379414939696517e-10
1850,2.0366988096043315e-09,3.1229383523623255e-08
1851,1.096404611544699e-08,1.3543821175687754e-08
1852,1.2370036550635177e-08,2.799534470909748e-08
1853,2.9859659189668264e-09,2.508211416341055e-08
1854,9.352195906586758e-09,1.506742641765868e-08
1855,1.3798036491152743e-08,1.4859423913549108e-08
1856,3.624032518523279e-09,2.2779632402603056e-08
1857,7.322263795295214e-09,1.0251168802710708e-08
1858,1.468102750479261e-09,2.300027723833864e-08
1859,8.147477359443656e-09,6.619825576592575e-09
1860,8.238931398230065e-09,1.6935580049448618e-08
1861,7.545542080045209e-09,1.9807048445841247e-08
1862,1.445755604123633e-08,2.3493528900075944e-08
1863,6.493007298491449e-09,3.3963420520422005e-08
1864,9.109982990196386e-09,2.205574922697906e-08
1865,6.589581991178761e-09,1.4120533187167439e-08
1866,4.865612801552288e-09,3.6978658357611494e-08
1867,9.220341823379385e-09,1.2132028714972876e-08
1868,6.9158236915001225e-09,1.4819621974027086e-08
1869,9.767038733343725e-09,1.7580669364747337e-08
1870,4.013834153937523e-09,1.3188312664169644e-08
1871,3.18635318130589e-09,2.549082545044712e-08
1872,3.0236697590169115e-09,2.4794090336399677e-08
1873,4.1902030178953e-09,4.070482972906575e-08
1874,9.559374625212058e-09,4.839433387360259e-08
1875,5.149374426860476e-09,2.2886109007913547e-08
1876,9.06902175579205e-09,2.2370254981751714e-08
1877,1.0514186854493346e-08,4.9478527941460015e-09
1878,6.039088784604019e-09,1.1474268646338714e-08
1879,1.649517855639715e-08,3.1157558311178946e-08
1880,1.4761046163158653e-08,1.4119262203848848e-08
1881,6.275256869692214e-09,1.9523021421719022e-08
1882,5.324307883469714e-09,3.5939081044489285e-08
1883,6.319339107552224e-09,1.4534479397809719e-08
1884,3.9610181801208455e-09,1.1883054540362536e-08
1885,7.734762830224895e-09,2.5782542323327107e-08
1886,3.2267319372003556e-09,1.8069698626277386e-08
1887,5.223139754040318e-09,2.0892558794116667e-08
1888,2.53624587998047e-09,2.789870379160675e-08
1889,3.132568371366773e-09,2.8819629349641218e-08
1890,3.2771931834929546e-09,1.4419650362640368e-08
1891,3.1871101313640793e-09,1.466070642663908e-08
1892,1.0656470816883257e-08,1.3163876211308434e-08
1893,8.621783287310336e-09,1.7243566574620672e-08
1894,6.301539290376468e-09,3.276800342177921e-08
1895,3.611168697403855e-09,1.5046536461227333e-08
1896,4.717623180994224e-09,2.5946928161602045e-08
1897,5.244042311502994e-09,1.8645483379486905e-08
1898,2.26334195829736e-09,2.093591255913907e-08
1899,4.9748205555033564e-09,1.4371703827009696e-08
1900,3.6337372000261325e-09,1.7130474816440255e-08
1901,2.794369402536745e-09,3.129693837422565e-08
1902,1.178468167495339e-08,4.2228439411928775e-08
1903,4.860198243861191e-09,2.7001101798873606e-08
1904,7.524475265086039e-09,1.7736262236667244e-08
1905,6.708986810544104e-09,2.9932401446330914e-08
1906,5.144184633820714e-09,2.1605574218597212e-08
1907,4.6285588695127444e-09,2.8799922446864912e-08
1908,3.929111258571538e-09,3.929111258571538e-08
1909,5.5009836685826485e-09,2.8605114721358404e-08
1910,6.412980702030779e-09,2.6186338430989053e-08
1911,7.44852390877071e-09,1.8089272302290738e-08
1912,1.5107321338359014e-08,1.8753915753677575e-08
1913,9.015082513830208e-09,1.9090762748419365e-08
1914,5.357394972094198e-09,1.808120764223986e-08
1915,2.3561523843085297e-09,1.6610874808975495e-07
1916,1.0987462051303964e-09,1.42837009775576e-07
1917,6.579854550103903e-09,5.812205117194935e-08
1918,2.2972752589112133e-09,1.8263338574797672e-07
1919,5.524709134618888e-09,6.44549373873815e-08
1920,1.514446346106979e-09,4.0132828615924154e-08
1921,3.7863738810983705e-09,4.013556065274315e-08
1922,5.902348387820666e-09,1.9920426197472807e-08
1923,1.5923922180860473e-08,4.2463792482294593e-08
1924,3.867487330388997e-09,1.2891624656674594e-08
1925,8.798542117105512e-09,1.4297631523163545e-08
1926,4.458455382660986e-09,1.2260752413340015e-08
1927,4.4596899506643695e-09,1.7838759802657478e-08
1928,7.998228745975666e-09,2.6279895593006586e-08
1929,4.4561625500705304e-09,2.1166771446701205e-08
1930,3.1510810627466412e-09,2.941009036305786e-08
1931,3.4216069977333063e-09,3.763767608688795e-08
1932,6.575721966939341e-09,3.507051715700982e-08
1933,3.4411986593596566e-09,2.408838994938378e-08
1934,9.585264137967897e-09,2.995395220750652e-08
1935,3.590485242455088e-09,1.6755597798123745e-08
1936,6.0623572828433225e-09,2.5461901032031165e-08
1937,7.554670666820584e-09,2.2664012888640173e-08
1938,2.5930428915188486e-09,3.241303758727554e-08
1939,3.058810094103137e-09,3.211750509990452e-08
1940,3.0429395447839624e-08,4.81798743123818e-08
1941,0.0,1.3872062254449702e-07
1942,3.034211770724937e-09,1.365395263519531e-07
1943,5.806470415592457e-09,1.0451646659248581e-07
