year,autres_ADJ ans_NOUN,autres_ADJ camps_NOUN
1944,0.0,1.5423293575622665e-07
1945,6.535512131478072e-09,2.0695787839031254e-07
1946,6.960552134671616e-09,2.0881655871107796e-07
1947,1.0728784083369192e-08,1.3470584292463172e-07
1948,3.2615663503321457e-09,8.262635020628295e-08
1949,2.945102384188658e-09,1.0798709126902395e-07
1950,1.2762433776458693e-08,7.763814124928103e-08
1951,7.462981121975076e-09,7.996051465397613e-08
1952,1.2653764702719172e-08,6.221434034614504e-08
1953,8.619062019654677e-09,1.0989303689257213e-07
1954,9.772535891627854e-09,9.870261408195802e-08
1955,6.569925492527773e-09,5.0682281482750113e-08
1956,5.232684952005684e-09,5.5815306154727296e-08
1957,1.3252556385623393e-08,5.8311247386200193e-08
1958,3.3088974338291166e-09,5.046068451974861e-08
1959,2.3252243464000344e-09,7.595733109155844e-08
1960,8.305000021024966e-09,7.751333441774477e-08
1961,9.727423089245235e-09,7.712456806530099e-08
1962,3.170978202238217e-09,7.737186535905494e-08
1963,3.233026624194224e-09,5.948768944108451e-08
1964,3.0419841645645818e-09,5.901449284806404e-08
1965,9.84967779560364e-09,6.183409340110302e-08
1966,7.20079718075084e-09,6.369936045302893e-08
1967,7.395503320850594e-09,1.0057884480829671e-07
1968,1.2575964603023237e-08,9.072660134279431e-08
1969,9.991866833924945e-09,5.5863619508045304e-08
1970,7.81783243697376e-09,6.944074470993655e-08
1971,4.110718099248345e-09,8.27281994020268e-08
1972,5.643161493651405e-09,6.412683717371692e-08
1973,2.756601946707349e-09,1.1136671673739329e-07
1974,3.937900283634832e-09,8.775892013090925e-08
1975,4.569184142155791e-09,7.196464935077529e-08
1976,1.7140580066410394e-09,7.370449850441219e-08
1977,0.0,7.992423434188822e-08
1978,1.1881182704343018e-09,6.59405614555908e-08
1979,6.437170796402825e-09,1.1118749654315252e-07
1980,5.1166357817322705e-09,1.176826174287271e-07
1981,3.795329828193417e-09,9.488324081985411e-08
1982,4.345251602977385e-09,1.0676903627881984e-07
1983,6.315316269933646e-09,9.536127265619143e-08
1984,2.3196033982486597e-09,1.4497521760858945e-07
1985,4.210890747202711e-09,1.4317028274035692e-07
1986,4.196139880008332e-09,1.1329577631613574e-07
1987,1.2221633705067347e-09,1.0266172267847651e-07
1988,2.398621523624911e-09,1.4871453402065526e-07
1989,5.488122289953878e-09,1.3500780937647505e-07
1990,5.9935161278446e-09,1.06248691622568e-07
1991,1.1722930404189924e-09,1.5415653820127773e-07
1992,3.3059665005552574e-09,1.5042147083477175e-07
1993,3.323524566667402e-09,1.7060759205378417e-07
1994,1.5824779819872958e-09,1.5877529335739382e-07
1995,2.7112254663563817e-09,2.749182499428571e-07
1996,3.736664311304594e-09,2.0231370001511095e-07
1997,8.151320507465698e-09,1.4864173181194928e-07
1998,4.7681290027412615e-09,1.7546715014304937e-07
1999,3.1991408688814005e-09,2.175415687588611e-07
2000,3.97622823555821e-09,1.833483054269891e-07
2001,1.3143635069212678e-09,1.353794374381323e-07
2002,2.190610692842654e-09,1.4282781535257527e-07
2003,2.083461403401543e-09,1.8626145958933193e-07
2004,5.726228824443069e-09,1.757511682853874e-07
2005,9.007499190971657e-10,2.2969122426275135e-07
2006,4.11788997345397e-09,1.713042223627781e-07
2007,7.988958938831558e-10,1.6537144631456613e-07
2008,1.2772318758180745e-09,1.7285205444750318e-07
2009,9.53638501499654e-10,1.978799843982415e-07
2010,4.723793023408973e-10,1.5777469286604173e-07
2011,1.911985902935953e-09,1.4531093484038138e-07
2012,6.808505426114664e-10,1.4740413689651177e-07
2013,1.6734750252211938e-09,1.528440520814911e-07
2014,8.661780737106994e-10,1.3837194501320482e-07
2015,1.329945265027277e-09,1.3454612712848757e-07
2016,8.285360175719347e-10,1.0480980705551701e-07
2017,1.509366853724714e-09,1.3508832807929139e-07
2018,1.5488800242380307e-09,8.931874617701396e-08
2019,2.04079020349468e-09,1.0484559709311725e-07
