year,aurez_VERB ouvert_VERB,aurez_VERB couvert_VERB
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,4.797243047249822e-09,5.996553809062277e-10
1989,6.585746614717891e-09,0.0
1990,2.179460389939436e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,6.060938417817852e-09,0.0
1993,3.877445031719162e-09,0.0
1994,2.637463358823311e-09,0.0
1995,4.337960657352369e-09,1.626735190995987e-09
1996,1.6014276571496566e-09,0.0
1997,5.274384040632185e-09,0.0
1998,4.291316191284977e-09,1.43043876743576e-09
1999,5.484241505371301e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,8.762423564512289e-10
2002,4.381221607729913e-09,0.0
2003,2.5001538617175356e-09,8.333845835650777e-10
2004,3.0833537945085254e-09,0.0
2005,4.5037495954858286e-10,0.0
2006,3.294311934354255e-09,0.0
2007,4.393927444112933e-09,1.1983438685803094e-09
2008,5.960415716543821e-09,0.0
2009,3.814554005998616e-09,4.76819250749827e-10
2010,5.668551850135373e-09,0.0
2011,1.0707121411712706e-08,1.1471915639660324e-09
2012,1.0212757750593937e-08,1.7021263287730903e-09
2013,1.3945625099154313e-08,5.578250084070646e-10
2014,9.744502982300673e-09,1.0827225782605865e-09
2015,1.0639562120218216e-08,1.10828768384863e-09
2016,1.1806638333666797e-08,2.278474076078396e-09
2017,5.282783988036499e-09,1.509366853724714e-09
2018,7.486253394972664e-09,5.162933414126769e-10
2019,1.5305927192343916e-08,7.65296326310505e-10
