year,nos_DET ados_NOUN,nos_DET cadeaux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,1.5862518409903714e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,0.0
1820,0.0,5.933240565525466e-09
1821,0.0,9.861488514673056e-09
1822,0.0,0.0
1823,0.0,9.882686669016039e-09
1824,0.0,0.0
1825,0.0,7.044354433105582e-09
1826,0.0,7.927186018719112e-09
1827,0.0,9.217273055917019e-10
1828,0.0,1.8344602503717056e-09
1829,0.0,2.571952872898464e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,0.0
1832,0.0,2.3000948257134723e-08
1833,0.0,2.548398336799096e-08
1834,0.0,1.5868701908061666e-08
1835,0.0,3.781543966852041e-08
1836,0.0,1.4113575197427508e-08
1837,0.0,1.3915781860163179e-09
1838,0.0,5.049729523420865e-09
1839,0.0,1.0487212875887053e-08
1840,0.0,7.0066574764382494e-09
1841,0.0,5.778493683550323e-09
1842,0.0,2.683306021822318e-09
1843,2.3627644285539873e-09,1.4767278067040479e-08
1844,0.0,5.488561161115513e-09
1845,2.2320911785556063e-09,6.696273757711424e-09
1846,2.3418005312692003e-09,7.610851504580296e-09
1847,0.0,1.5101026207275936e-08
1848,0.0,3.218088684420195e-09
1849,0.0,2.262441967104678e-08
1850,0.0,6.1100964288129944e-09
1851,0.0,0.0
1852,0.0,1.9531636308300904e-09
1853,0.0,1.970737528722566e-08
1854,0.0,2.5978321716024766e-09
1855,0.0,9.021793090369101e-09
1856,0.0,8.801221973442352e-09
1857,0.0,2.4407544874094356e-09
1858,0.0,2.936205500958522e-09
1859,0.0,5.601390462572908e-09
1860,1.373155145145688e-09,1.373155145145688e-09
1861,0.0,1.2733102239259608e-08
1862,0.0,1.2198563492660242e-08
1863,0.0,6.493007020935693e-09
1864,0.0,1.5343129433631475e-08
1865,0.0,5.177528628053096e-09
1866,4.865612912574591e-10,5.352174259343201e-09
1867,3.396968040192405e-09,5.82337378318698e-09
1868,0.0,1.1361710128277025e-08
1869,0.0,9.278686263769487e-09
1870,0.0,8.601073631098188e-09
1871,0.0,4.248470908407853e-09
1872,0.0,4.8378714367913744e-09
1873,0.0,1.1972008939764578e-09
1874,0.0,1.0754296120296658e-08
1875,0.0,1.773673358185235e-08
1876,0.0,4.232210137899983e-09
1877,0.0,8.658742167710898e-09
1878,0.0,6.039088562559414e-09
1879,0.0,9.774920317617841e-09
1880,0.0,1.8611753915820373e-08
1881,0.0,2.370652651961791e-08
1882,0.0,5.989846840748214e-09
1883,1.8958017378167824e-09,6.951272724098345e-09
1884,0.0,1.5844072720483382e-08
1885,0.0,2.127059772760731e-08
1886,0.0,1.2906927970846027e-08
1887,0.0,1.0446279397058333e-08
1888,0.0,1.0779045211961602e-08
1889,0.0,8.14467782106476e-09
1890,0.0,8.520702365899524e-09
1891,0.0,3.314594376746527e-08
1892,0.0,1.5044429702015805e-08
1893,0.0,7.390099865389743e-09
1894,0.0,2.142523314319078e-08
1895,0.0,1.0833506536300774e-08
1896,0.0,1.533227589334274e-08
1897,0.0,8.157399200570126e-09
1898,0.0,2.0370077402631637e-08
1899,0.0,8.291367592505594e-09
1900,0.0,1.4534949022149135e-08
1901,0.0,8.941982265753268e-09
1902,0.0,5.4013122863239005e-09
1903,0.0,8.640352433531007e-09
1904,0.0,6.449550227216605e-09
1905,0.0,6.1929109063108e-09
1906,0.0,2.572092316910357e-09
1907,0.0,5.142843206851211e-09
1908,0.0,8.349361202419914e-09
1909,0.0,1.1552065082298668e-08
1910,0.0,1.2825961626106164e-08
1911,0.0,1.2236860413850081e-08
1912,0.0,2.6047105583515417e-09
1913,0.0,5.302989602995467e-09
1914,0.0,0.0
1915,0.0,1.0602685729388384e-08
1916,0.0,1.4283700444650549e-08
1917,0.0,9.869782324756216e-09
1918,0.0,9.189101035644853e-09
1919,9.207848372660976e-10,6.445494027396137e-09
1920,0.0,1.4387239843927091e-08
1921,0.0,4.543648568500203e-09
1922,0.0,6.640141769764796e-09
1923,0.0,1.6985516992917837e-08
1924,0.0,3.867487219366694e-09
1925,0.0,7.698724324711748e-09
1926,0.0,1.4489979882625903e-08
1927,0.0,1.6723837648058293e-08
1928,0.0,1.1426041224282812e-09
1929,0.0,1.2254447234738564e-08
1930,0.0,1.05036033204442e-08
1931,0.0,1.3686427990933225e-08
1932,0.0,3.287861094491973e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,7.188948103475923e-09
1935,0.0,1.0771455727365264e-08
1936,0.0,6.0623572828433225e-09
1937,0.0,1.0072894296442314e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,1.988226561167039e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,2.2492303131116387e-08
1945,0.0,1.3071024262956144e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,3.5762612871081956e-09
1948,0.0,6.523132922708896e-09
1949,0.0,2.945102384188658e-09
1950,0.0,1.9143651330821854e-08
1951,0.0,1.4925962688039363e-08
1952,0.0,5.272402070488624e-09
1953,0.0,1.8315506555843797e-08
1954,0.0,3.9090144454689835e-09
1955,0.0,1.595553333899602e-08
1956,0.0,1.3081712602058815e-08
1957,0.0,1.236905244894615e-08
1958,0.0,9.926692190465047e-09
1959,0.0,6.200598257066758e-09
1960,0.0,6.2287499602575735e-09
1961,0.0,9.032606829162404e-09
1962,0.0,8.87873907728931e-09
1963,0.0,1.0992290633282664e-08
1964,0.0,1.64267148772268e-08
1965,0.0,7.660860390501512e-09
1966,0.0,9.416427193542631e-09
1967,0.0,7.395503320850594e-09
1968,0.0,8.084548558384697e-09
1969,0.0,6.358460868938209e-09
1970,0.0,4.598724956395017e-09
1971,0.0,9.24911525146399e-09
1972,0.0,3.0780880067027283e-09
1973,0.0,1.8193572093316845e-08
1974,0.0,8.438357623763437e-09
1975,0.0,7.4249242310031605e-09
1976,0.0,9.141642998145016e-09
1977,0.0,5.876782005476144e-09
1978,0.0,7.72276909088987e-09
1979,0.0,1.2289143924704149e-08
1980,0.0,1.364436125195212e-08
1981,0.0,1.8976649196478235e-08
1982,0.0,8.690503427999374e-09
1983,0.0,3.78918940668882e-09
1984,0.0,1.0438215625185876e-08
1985,6.015558051686298e-10,1.2632672019563529e-08
1986,4.795588481876223e-09,1.0190625343575732e-08
1987,3.0554083707556856e-09,1.5277041853778428e-08
1988,0.0,1.0793796967334401e-08
1989,1.0976244357863152e-09,1.0427432250992297e-08
1990,0.0,1.3076762117592011e-08
1991,5.861465202094962e-10,1.3481370075840715e-08
1992,5.509944056569793e-09,8.264916362410446e-09
1993,2.769603768548734e-09,1.661762283333701e-08
1994,3.164956019485743e-09,1.1604838645595805e-08
1995,4.5006340432252046e-08,1.2471636778865758e-08
1996,0.0,2.6690461174538882e-08
1997,2.876936688878118e-09,1.0069277966984203e-08
1998,2.3840646123929332e-09,1.1920323395031573e-08
1999,3.656160929565999e-09,1.6452724072024694e-08
2000,7.068850282898609e-09,1.1045078629479121e-08
2001,6.133696300869573e-09,1.2267393101339508e-08
2002,2.1906108038649563e-09,1.664864135442201e-08
2003,8.333846057695382e-09,1.750107614384433e-08
2004,9.690541175055856e-09,1.629772833355858e-08
2005,1.6663872948186054e-08,2.8373623450761443e-08
2006,6.58862386870851e-09,2.3883761801624104e-08
2007,9.586750421286538e-09,2.9159699321823496e-08
2008,1.788124590063056e-08,2.043571098453434e-08
2009,2.479460170512482e-08,3.290052918991648e-08
2010,2.4563724387860475e-08,4.251413765476997e-08
2011,3.250376101604502e-08,4.550526527813403e-08
2012,3.6425505778314715e-08,5.242549216966097e-08
2013,2.3428650797185924e-08,6.05240152440345e-08
2014,4.937214859168648e-08,6.517989969978544e-08
2015,2.150078093343666e-08,6.649725969865017e-08
2016,3.231290546246157e-08,7.249690048283242e-08
2017,5.232471744776035e-08,8.930420181130216e-08
2018,4.181976143158295e-08,8.725357791838917e-08
2019,4.642797790666009e-08,7.346844554945164e-08
