year,pouvez_VERB oser_VERB,pouvez_VERB causer_VERB
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,4.680253518074551e-09
1811,1.2535384286138651e-08,1.504245972228091e-08
1812,0.0,2.400487453257938e-08
1813,0.0,0.0
1814,0.0,3.1466772298927026e-08
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,5.933240565525466e-09,1.1866481131050932e-09
1821,0.0,1.676452932031225e-08
1822,6.015369535816717e-09,6.015369535816717e-09
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,2.7516904310687096e-09
1829,0.0,9.430493719264632e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,1.0425265983826648e-08
1834,0.0,1.4001796166951408e-08
1835,0.0,1.5126175867408165e-09
1836,0.0,9.409050427677812e-09
1837,0.0,6.957890930081589e-10
1838,0.0,1.1361890983607736e-08
1839,2.0974426639952526e-09,4.894032734625853e-09
1840,0.0,9.554533164646273e-09
1841,1.2841097074556274e-09,1.926164561183441e-09
1842,0.0,4.695785538189057e-09
1843,1.7720733769266417e-09,1.7720733769266417e-09
1844,2.7442805805577564e-09,7.1351298203126134e-09
1845,0.0,1.674068439427856e-09
1846,0.0,1.1709002656346001e-09
1847,5.393223645455691e-10,2.6966118227278457e-09
1848,0.0,4.02261068899179e-09
1849,0.0,4.1897072478036534e-09
1850,0.0,1.5614691761811628e-08
1851,0.0,8.384270167027807e-09
1852,0.0,5.859490670445666e-09
1853,5.971931837933653e-10,5.971931837933653e-09
1854,0.0,7.79349651480743e-09
1855,2.1227748447927297e-09,8.491099379170919e-09
1856,0.0,7.765783571755946e-09
1857,0.0,5.369659827891837e-09
1858,0.0,5.3830437884982985e-09
1859,0.0,1.2730433596175317e-08
1860,1.373155145145688e-09,1.0985241161165504e-08
1861,4.715963730639317e-10,1.4619487842537637e-08
1862,9.035972525772706e-10,3.6143890103090826e-09
1863,4.994620828036034e-10,9.489779628779615e-09
1864,0.0,4.794728170054441e-09
1865,0.0,5.6482134525026595e-09
1866,0.0,1.3623716377253459e-08
1867,4.85281148598915e-10,1.5043715606566366e-08
1868,0.0,4.939874287401835e-09
1869,0.0,8.790334682373668e-09
1870,0.0,6.880858549607183e-09
1871,0.0,1.274541272522356e-08
1872,0.0,1.2094679036067646e-08
1873,5.986004469882289e-10,8.979006871356887e-09
1874,5.974609140757536e-10,8.961913877669758e-09
1875,0.0,8.010138330405425e-09
1876,0.0,8.464420275799966e-09
1877,0.0,9.27722432209066e-09
1878,0.0,3.0195443923020093e-09
1879,4.27652757650776e-09,1.649517855639715e-08
1880,0.0,7.059631101924424e-09
1881,0.0,7.669758161910067e-09
1882,6.655385131892899e-10,3.9932310791357395e-09
1883,0.0,3.791603475633565e-09
1884,0.0,1.9805090900604227e-09
1885,0.0,4.511945039809007e-09
1886,0.0,1.677900662855336e-08
1887,0.0,5.876032105334161e-09
1888,6.340614699951175e-10,6.974675947901687e-09
1889,1.8795409673089125e-09,2.5060546970934183e-09
1890,0.0,1.1797895993481688e-08
1891,0.0,4.461953917456185e-09
1892,0.0,6.8953633913793055e-09
1893,0.0,9.23762488724833e-09
1894,0.0,2.520615716150587e-09
1895,3.0093072478365457e-09,5.416753268150387e-09
1896,0.0,1.0614652268259306e-08
1897,0.0,5.826713334045053e-09
1898,0.0,1.1882545614128048e-08
1899,0.0,2.2110313580014918e-08
1900,0.0,1.7130474816440255e-08
1901,0.0,5.58873880507349e-09
1902,0.0,1.9641135384773634e-09
1903,2.1600881083827517e-09,1.674068350610014e-08
1904,0.0,8.599400302955473e-09
1905,0.0,7.741138396966107e-09
1906,1.0288369045596824e-09,3.600929110447737e-09
1907,1.028568674676933e-09,2.057137349353866e-09
1908,0.0,9.822778146428846e-09
1909,5.500983557560346e-10,7.701377313651392e-09
1910,2.67207544979442e-09,4.275320542035388e-09
1911,0.0,3.1922244847493175e-09
1912,0.0,4.167536982180309e-09
1913,0.0,1.3257474229533273e-08
1914,2.678697486047099e-09,8.036092680185902e-09
1915,0.0,1.1780762143587253e-08
1916,0.0,3.2962386153911893e-09
1917,0.0,1.973956464951243e-08
1918,0.0,5.743188147278033e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,1.514446346106979e-09,0.0
1921,0.0,1.2873671018098776e-08
1922,0.0,2.951174193910333e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,2.578324886925998e-09
1925,0.0,4.399271169575059e-09
1926,0.0,8.916910765321973e-09
1927,0.0,1.4493992672726108e-08
1928,1.1426041224282812e-09,7.998228745975666e-09
1929,3.342121912552898e-09,1.1140405931087116e-08
1930,1.0503603542488804e-09,7.352522590764465e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,0.0,0.0
1934,0.0,3.5944740517379614e-09
1935,0.0,5.98414207075848e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,6.295559185076627e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,1.517105907566929e-08
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,5.568441707737293e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,7.610321262063735e-09
1949,0.0,9.817008317369869e-10
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,0.0,2.1322803522849654e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,0.0,7.54167928107563e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,0.0,2.616342476002842e-09
1957,0.0,3.534015080575159e-09
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,7.750747821333448e-10,4.650448914844674e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,0.0,2.779263708063695e-09
1962,1.2683912808952869e-09,1.1415521861124489e-08
1963,0.0,4.526237162849611e-09
1964,6.083968329129164e-10,6.083968329129164e-10
1965,1.0944086747954884e-09,2.188817349590977e-09
1966,5.539074754423723e-10,9.416426749453422e-09
1967,0.0,4.437302081328198e-09
1968,4.4914158503495116e-10,1.7965663401398047e-09
1969,0.0,6.8126366770115965e-09
1970,1.3796175313274261e-09,5.058597540852361e-09
1971,1.541519245584766e-09,3.5968783507200897e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,2.205281512956958e-09,4.410563025913916e-09
1974,0.0,5.06301445213353e-09
1975,0.0,3.4268881066168433e-09
1976,5.713526873840635e-10,2.856763492431469e-09
1977,0.0,4.11374712072643e-09
1978,0.0,3.5643548113029055e-09
1979,0.0,2.925986564150662e-09
1980,0.0,3.411090521154847e-09
1981,1.2651099057237047e-09,3.1627747087981106e-09
1982,0.0,6.207502289967692e-10
1983,0.0,2.5261264191556165e-09
1984,0.0,2.3196033982486597e-09
1985,0.0,0.0
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,5.996553809062277e-10,2.398621523624911e-09
1989,5.488122178931576e-10,5.488122178931576e-10
1990,0.0,5.44865097484859e-10
1991,5.861465202094962e-10,4.10302547493302e-09
1992,5.509944167592096e-10,2.7549720282848966e-09
1993,5.539207426075166e-10,2.2156829704300662e-09
1994,0.0,1.0549853213248639e-09
1995,5.422450821690461e-10,2.1689803286761844e-09
1996,1.6014276571496566e-09,3.2028553142993132e-09
1997,4.79489448146353e-10,1.917957792585412e-09
1998,0.0,9.536258449571733e-10
1999,1.3710603763428253e-09,3.656160929565999e-09
2000,0.0,1.7672125984802278e-09
2001,0.0,3.5049694258049158e-09
2002,0.0,8.76244299341522e-10
2003,0.0,3.333538334260311e-09
2004,8.809582507929292e-10,3.523833003171717e-09
2005,4.5037495954858286e-10,3.602999676388663e-09
2006,3.294311934354255e-09,1.2353669198716943e-09
2007,5.592271090648637e-09,5.991719120856942e-09
2008,4.257439678578834e-10,3.8316958494988285e-09
2009,9.53638501499654e-10,1.907277002999308e-09
2010,9.447586046817946e-10,2.3618964561933353e-09
2011,3.4415748029203996e-09,5.7359579308524644e-09
2012,4.425528388196653e-09,7.148930780687124e-09
2013,8.08846234434668e-09,8.925200134513034e-09
2014,4.547434873103384e-09,7.145969149746634e-09
2015,3.32486305154589e-09,1.10828768384863e-08
2016,4.142679976837371e-09,1.0770968117412849e-08
2017,4.024978128569501e-09,4.2765391228272165e-09
2018,3.0977600484760615e-09,7.228107001822082e-09
2019,4.3366790158927415e-09,6.12237061048404e-09
