year,tels_ADJ anneaux_NOUN,tels_ADJ canaux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,0.0,0.0
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,2.8469551160981155e-09
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,4.518061036407062e-09
1810,9.360507036149102e-09,1.1700633351097167e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,4.000812481308458e-08
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,3.9399267848239106e-08,0.0
1817,4.670620334934483e-09,0.0
1818,4.768470951432846e-09,4.768470951432846e-09
1819,1.6561680027393777e-08,0.0
1820,5.933240565525466e-09,0.0
1821,9.86148829262845e-10,0.0
1822,3.0076847679083585e-09,0.0
1823,2.9648061783404955e-09,1.680056804787e-08
1824,7.57900142644985e-09,2.5263338088166165e-09
1825,8.805443041381977e-10,0.0
1826,0.0,0.0
1827,9.217273055917019e-10,0.0
1828,1.7427371545863934e-08,3.668920500743411e-09
1829,2.571952872898464e-09,1.714635211591542e-09
1830,8.349468672008697e-09,7.305785310052215e-09
1831,1.5591206103948707e-09,6.236482441579483e-09
1832,9.470978667991403e-09,1.3529969367098715e-09
1833,4.6334514003376626e-09,1.50587169400751e-08
1834,1.8669061851994684e-09,1.8669061851994684e-09
1835,0.0,0.0
1836,6.72075017860152e-09,0.0
1837,4.174734336004349e-09,2.7831563720326358e-09
1838,1.2624323808552163e-09,1.2624323808552163e-09
1839,2.0974426639952526e-09,2.0974426639952526e-09
1840,0.0,1.1465439264668476e-08
1841,1.2841097074556274e-09,0.0
1842,0.0,8.049918065466954e-09
1843,5.906911071384968e-10,4.7255288571079745e-09
1844,0.0,0.0
1845,0.0,1.4508592549589139e-08
1846,0.0,5.854501328173001e-10
1847,0.0,0.0
1848,0.0,3.218088684420195e-09
1849,0.0,8.379414495607307e-09
1850,2.0366988096043315e-09,0.0
1851,6.449438760824933e-10,0.0
1852,0.0,1.3021090872200602e-09
1853,4.180352064508952e-09,0.0
1854,1.0391328908454511e-09,6.234797567117312e-09
1855,2.653468555990912e-09,0.0
1856,0.0,4.141751386299575e-09
1857,0.0,7.322263684272912e-09
1858,1.468102750479261e-09,0.0
1859,1.018434669930457e-09,5.092173349652285e-09
1860,1.373155145145688e-09,9.612086238064421e-09
1861,0.0,4.715963730639317e-10
1862,3.6143890103090826e-09,0.0
1863,4.994620828036034e-10,0.0
1864,1.9178911792039344e-09,2.3973640850272204e-09
1865,0.0,0.0
1866,4.865612801552288e-09,6.3252967308358166e-09
1867,9.7056229719783e-10,9.7056229719783e-10
1868,6.421836395986702e-09,9.87974813071446e-10
1869,2.441759683335931e-09,7.325278605918584e-09
1870,3.4404292748035914e-09,2.8670243956696595e-09
1871,0.0,1.0621177271019633e-09
1872,6.047339518033823e-09,6.047339295989218e-10
1873,5.986004469882289e-10,2.3944017879529156e-09
1874,0.0,1.7923826867161097e-09
1875,0.0,1.716458086775674e-09
1876,0.0,6.04601479992084e-10
1877,9.895705588292003e-09,7.421779191219002e-09
1878,6.039088673581716e-10,0.0
1879,6.10932526790009e-10,6.720257683667796e-09
1880,0.0,0.0
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,1.9966155395678697e-09,6.655385131892899e-10
1883,0.0,9.479008689083912e-09
1884,1.3203393933736152e-09,2.6406787867472303e-09
1885,0.0,6.445635691854079e-10
1886,2.5813855497602844e-09,4.5174246565693466e-09
1887,0.0,1.1752064210668323e-08
1888,3.1703073499755874e-09,1.9021844099853524e-09
1889,5.6386229019267375e-09,5.012109394186837e-09
1890,0.0,5.243509182406569e-09
1891,0.0,0.0
1892,0.0,2.5074049503359674e-09
1893,1.2316833108982905e-09,3.079208221734575e-09
1894,0.0,1.2603078580752936e-09
1895,6.018614495673091e-10,0.0
1896,1.179405795248556e-09,3.5382172747233653e-09
1897,0.0,2.330685422435863e-09
1898,0.0,0.0
1899,1.1055156790007459e-09,6.633094074004475e-09
1900,2.07642125715779e-09,2.07642125715779e-09
1901,4.470991132876634e-09,1.1177477832191585e-09
1902,7.365425602756659e-09,3.437198747846537e-09
1903,1.6200660812870638e-09,4.320176216765503e-09
1904,0.0,1.6123875568041512e-09
1905,2.0643036169332163e-09,1.3417973399043603e-08
1906,0.0,0.0
1907,0.0,5.142843373384665e-10
1908,2.9468334439286537e-09,9.822778146428846e-10
1909,1.6502950117569526e-09,1.1552065082298668e-08
1910,5.344150677544235e-10,1.1222716089775986e-08
1911,4.25629931299909e-09,2.128149656499545e-09
1912,2.6047106693738442e-09,7.293189607793238e-09
1913,3.71209285532359e-09,5.833288518886093e-09
1914,8.036092680185902e-09,4.018046340092951e-09
1915,3.534228465440492e-09,0.0
1916,0.0,0.0
1917,0.0,1.315970976634162e-08
1918,0.0,0.0
1919,4.603924352863942e-09,7.366278698128781e-09
1920,4.543339038320937e-09,9.086678076641874e-09
1921,9.087297137000405e-09,3.0290989716519334e-09
1922,2.2133805899215986e-09,4.426761179843197e-09
1923,5.307974060286824e-09,6.369568872344189e-09
1924,7.734974438733389e-09,2.578324886925998e-09
1925,2.1996355847875293e-09,5.499089184013428e-09
1926,0.0,2.229227691330493e-09
1927,2.2298449753321847e-09,0.0
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,1.1140406375176326e-09,0.0
1930,5.2518016602221e-09,5.2518016602221e-09
1931,2.2810713318222042e-09,6.843213995466613e-09
1932,6.575722188983946e-09,1.8631212128639163e-08
1933,1.1470662197865522e-09,0.0
1934,9.585264137967897e-09,0.0
1935,0.0,5.98414207075848e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,0.0
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,1.7750480196809804e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,2.4273694165799498e-08,0.0
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,4.348755133776194e-09,6.523132700664291e-09
1949,6.8719057111366055e-09,4.908504269707237e-09
1950,8.508289184305795e-09,1.0635361036293034e-08
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,1.0773827163745864e-08,5.386913581872932e-09
1954,1.2704297169818801e-08,2.9317608341017376e-09
1955,8.447047505910632e-09,4.6928039232341234e-09
1956,1.1337483840634377e-08,7.849027205963921e-09
1957,8.835037590415595e-09,1.0602045463770082e-08
1958,1.1581140491045971e-08,8.272243334772611e-09
1959,5.425523585955716e-09,6.200598257066758e-09
1960,1.1073333361366622e-08,6.2287499602575735e-09
1961,1.111705483225478e-08,6.25334317660986e-09
1962,1.0147130247162295e-08,7.610347907416326e-09
1963,5.1728425987107585e-09,4.526237162849611e-09
1964,3.6503808864551957e-09,3.6503808864551957e-09
1965,5.47204326295514e-09,1.6416130677043839e-09
1966,8.862519607077957e-09,6.6468897053084675e-09
1967,6.409436092980059e-09,4.930335695263466e-09
1968,5.838840522187638e-09,2.6948494546985557e-09
1969,5.450109252791435e-09,4.995933444718048e-09
1970,1.7015283404475667e-08,1.8394900047624674e-09
1971,6.166076982339064e-09,6.166076982339064e-09
1972,7.69522046084603e-09,4.104117490300041e-09
1973,6.064523994098181e-09,2.205281512956958e-09
1974,2.2502286700643026e-09,6.750686232237513e-09
1975,7.996072248772634e-09,9.709516746170266e-09
1976,1.542652228181396e-08,1.7711933253394818e-08
1977,8.22749424145286e-09,5.876781727920388e-09
1978,2.3762365408686037e-09,5.940591352171509e-10
1979,5.266775904289034e-09,8.192762912528906e-09
1980,6.253665585376211e-09,4.548120546843393e-09
1981,8.223214109648325e-09,3.795329828193417e-09
1982,5.586751949948621e-09,3.1037510339615437e-09
1983,3.157658134966823e-09,8.209910973278056e-09
1984,1.739702604197646e-09,6.378909400694965e-09
1985,1.0828004270990732e-08,7.820225356169885e-09
1986,6.593933843390687e-09,4.196139880008332e-09
1987,5.49973533381376e-09,3.6664902225425067e-09
1988,1.0194141530917022e-08,1.798966087207532e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,5.993515905799995e-09,4.90378582185258e-09
1991,4.10302547493302e-09,3.5168792322792797e-09
1992,4.4079553340736766e-09,1.2672871640972971e-08
1993,4.4313659408601325e-09,9.416652346772025e-09
1994,1.5824779264761446e-09,3.164955852952289e-09
1995,3.253470381991974e-09,1.626735190995987e-09
1996,3.2028553142993132e-09,4.804283193493575e-09
1997,4.315404922294874e-09,2.876936688878118e-09
1998,9.536258449571733e-10,3.814503379828693e-09
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,3.092622158362701e-09,6.185244316725402e-09
2001,1.3143635069212678e-09,3.943090742808408e-09
2002,1.3143663935011318e-09,4.381221607729913e-09
2003,2.5001538617175356e-09,5.8336921959778465e-09
2004,1.3214374039449694e-09,4.845270407116686e-09
2005,9.007499190971657e-10,5.854874363109275e-09
2006,3.706100981659688e-09,2.8825228870488218e-09
2007,2.7961355453243186e-09,1.1983438685803094e-09
2008,2.9802078582719105e-09,5.108927503272298e-09
2009,1.907277002999308e-09,5.245011536203492e-09
2010,9.447586046817946e-10,3.7790344187271785e-09
2011,1.1471915639660324e-09,1.529588788962144e-09
2012,3.4042526575461807e-09,2.382976926895708e-09
2013,8.367375126105969e-10,8.367375126105969e-10
2014,1.2992671383216248e-09,1.7323561474213989e-09
2015,1.10828768384863e-09,2.659890530054554e-09
2016,2.0713400439298368e-10,1.2428040818690533e-09
2017,5.031222660711876e-10,3.2702947017071438e-09
2018,2.5814667070633845e-10,1.5488800242380307e-09
2019,1.02039510174734e-09,1.2754939326953263e-09
