year,volumes_NOUN ouverts_ADJ,volumes_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,6.227493631882908e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,2.070210003424222e-09,0.0
1820,0.0,0.0
1821,1.4792232327920374e-08,0.0
1822,4.010246357211145e-09,1.5038423839541792e-08
1823,0.0,1.2847492847356534e-08
1824,6.736890156844311e-09,5.052667617633233e-09
1825,1.7610886082763955e-09,0.0
1826,8.807984341885344e-10,0.0
1827,9.217273055917019e-10,3.6869092223668076e-09
1828,0.0,8.255071293206129e-09
1829,1.714635211591542e-09,1.0287811491593857e-08
1830,3.1310507520032616e-09,7.305785310052215e-09
1831,0.0,0.0
1832,1.3529969367098715e-09,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,7.563087933704082e-10,0.0
1836,6.720750067579218e-10,2.016224964762614e-09
1837,6.957890930081589e-10,1.3915781860163179e-09
1838,0.0,1.0730675015224733e-08
1839,6.9914751765765e-10,3.4957374772659477e-09
1840,0.0,1.1465439264668476e-08
1841,0.0,1.0272877659645019e-08
1842,2.0124795163667386e-09,1.0062397137744483e-08
1843,5.906911071384968e-10,0.0
1844,2.195424508855126e-09,0.0
1845,0.0,1.674068439427856e-09
1846,0.0,4.6836010625384006e-09
1847,0.0,1.0786447290911383e-09
1848,0.0,1.287235473768078e-08
1849,0.0,1.6758829879393033e-09
1850,3.394498016007219e-09,1.425689166723032e-08
1851,6.449438760824933e-10,7.094382858952031e-09
1852,6.510545436100301e-10,6.510545436100301e-10
1853,0.0,5.971931837933653e-09
1854,1.0391328908454511e-09,0.0
1855,4.2455496895854594e-09,0.0
1856,6.212626857404757e-09,6.212626857404757e-09
1857,2.9289055625270066e-09,1.4156376515472857e-08
1858,4.893676130990343e-09,2.4468380654951716e-09
1859,7.129042689513199e-09,9.165912473463322e-09
1860,2.288591982591015e-09,1.6020143434047895e-08
1861,1.0846716413936974e-08,6.13075279431996e-09
1862,9.035972525772706e-10,1.3553959066214816e-09
1863,4.994620828036034e-10,2.4973103585068657e-09
1864,9.589455896019672e-10,5.274200631788517e-09
1865,7.530950973944073e-09,4.706844247692743e-09
1866,5.838735717134114e-09,4.865612912574591e-10
1867,9.7056229719783e-10,1.455843445796745e-09
1868,3.457911734727759e-09,1.975949626142892e-09
1869,2.9301114867763545e-09,7.325278605918584e-09
1870,5.734048791339319e-10,5.734048791339319e-10
1871,1.0621177271019633e-09,0.0
1872,3.0236697590169115e-09,7.861540751719076e-09
1873,1.1972008939764578e-09,0.0
1874,1.7923826867161097e-09,0.0
1875,5.721527140956084e-10,0.0
1876,6.04601479992084e-10,4.232210137899983e-09
1877,4.9478527941460015e-09,0.0
1878,0.0,3.6234530931267273e-09
1879,6.10932526790009e-10,3.665595160740054e-09
1880,1.2835692508872398e-09,2.5671385017744797e-09
1881,6.972507571312292e-10,4.8807553554297556e-09
1882,3.9932310791357395e-09,8.652000893505374e-09
1883,0.0,1.0110942305630033e-08
1884,1.3203393933736152e-09,5.941527270181268e-09
1885,6.445635691854079e-10,9.66845359329227e-09
1886,0.0,3.2267319927115068e-09
1887,0.0,3.264462256069578e-09
1888,0.0,5.07249175996094e-09
1889,2.5060546970934183e-09,5.012109394186837e-09
1890,1.3108772956016423e-09,2.2940351840361473e-08
1891,1.2748440081367107e-09,2.5496880162734215e-09
1892,3.1342561879199593e-09,6.268512375839919e-10
1893,1.847525021858587e-09,6.15841644346915e-09
1894,0.0,7.561847148451761e-09
1895,0.0,4.213029924926559e-09
1896,1.179405795248556e-09,4.717623180994224e-09
1897,1.1653427112179315e-09,5.2440420894583895e-09
1898,0.0,0.0
1899,0.0,8.291367592505594e-09
1900,0.0,4.15284251431558e-09
1901,0.0,0.0
1902,1.9641135384773634e-09,0.0
1903,3.2401321625741275e-09,1.6200660812870638e-09
1904,5.374625189347171e-10,5.374625189347171e-10
1905,0.0,1.0321518084666081e-09
1906,5.144184522798412e-10,2.0576738091193647e-09
1907,0.0,5.65712765521198e-09
1908,3.437972351250096e-09,3.929111258571538e-09
1909,3.850688656825696e-09,4.950885035270858e-09
1910,0.0,5.344150677544235e-10
1911,2.128149656499545e-09,3.7242617878519013e-09
1912,0.0,3.125652625612929e-09
1913,1.590896969716482e-09,8.484783542428431e-09
1914,4.68772043404897e-09,4.68772043404897e-09
1915,0.0,0.0
1916,1.0987462051303964e-09,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,7.572231730534895e-10,3.786115865267448e-09
1921,0.0,3.7863738810983705e-09
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,0.0,2.578324886925998e-09
1925,0.0,0.0
1926,4.458455382660986e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,2.2280812750352652e-09,0.0
1930,0.0,1.0503603542488804e-09
1931,0.0,0.0
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,0.0
1938,0.0,5.186085783037697e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,2.945102384188658e-09,0.0
1950,0.0,0.0
1951,0.0,0.0
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,0.0,2.815682353940474e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,7.951533653738352e-09,5.301022731885041e-09
1958,0.0,1.6544486891589827e-09
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,0.0,7.612916519406099e-09
1961,0.0,1.3896318540318475e-09
1962,0.0,2.5367825617905737e-09
1963,0.0,3.879631726988464e-09
1964,1.8251904432275978e-09,3.6503808864551957e-09
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,1.1078149508847446e-09,6.6468897053084675e-09
1967,2.465167847631733e-09,4.437302081328198e-09
1968,3.5931326802796093e-09,4.491415683816058e-09
1969,9.083515606356229e-10,1.3625273131978588e-09
1970,9.197450023812337e-10,4.1388523719376735e-09
1971,2.0553589941130213e-09,2.0553589941130213e-09
1972,1.5390440033513642e-09,1.5390440033513642e-09
1973,4.410563025913916e-09,3.859242703185828e-09
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,0.0,5.711480177694739e-10
1976,1.142705374768127e-09,5.713526873840635e-10
1977,3.526069214387917e-09,2.938390863960194e-09
1978,2.3762365408686037e-09,2.3762365408686037e-09
1979,4.096381456264453e-09,1.1703946700691858e-09
1980,2.8425752862659692e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,2.5302198114474095e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,1.89459470334441e-09,3.78918940668882e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,6.015558051686298e-10,6.015557829641693e-09
1986,1.7983456945813714e-09,1.7983456945813714e-09
1987,1.8332451112712533e-09,6.721898593298192e-09
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,5.488122178931576e-10,1.6464366536794728e-09
1990,3.814055737905164e-09,1.089730194969718e-09
1991,2.344586080837985e-09,5.861465202094962e-10
1992,5.509944167592096e-10,1.65298330578878e-09
1993,4.985286850001103e-09,3.323524566667402e-09
1994,1.5824779264761446e-09,2.637463358823311e-09
1995,1.626735190995987e-09,2.1689803286761844e-09
1996,4.804283193493575e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,1.917957792585412e-09
1998,9.536258449571733e-10,2.3840645013706308e-09
1999,3.1991407301035224e-09,1.3710603763428253e-09
2000,1.3254094488601709e-09,1.7672125984802278e-09
2001,3.943090742808408e-09,3.5049694258049158e-09
2002,3.9430991805033955e-09,3.066854992184176e-09
2003,5.000307723435071e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,8.809582507929292e-10
2005,3.1526248278623825e-09,0.0
2006,5.353256948836815e-09,2.0589450144825605e-09
2007,1.5977917877663117e-09,4.7933754743212376e-09
2008,2.554463751636149e-09,2.554463751636149e-09
2009,2.384096253749135e-09,1.430457752249481e-09
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,3.059177577924288e-09,0.0
2012,3.063827413996023e-09,1.7021263287730903e-09
2013,2.7891249310130206e-09,2.789125042035323e-10
2014,1.7323561474213989e-09,6.496335691608124e-10
2015,2.659890530054554e-09,6.649726325136385e-10
2016,1.0356699942093428e-09,1.6570720351438695e-09
2017,2.5156112748447867e-09,1.2578056374223934e-09
2018,2.323319980845895e-09,2.0651733656507076e-09
2019,2.04079020349468e-09,2.04079020349468e-09
