year,deux_DET ans_NOUN,deux_DET camps_NOUN
1922,3.241569652345788e-05,6.662275975344301e-07
1923,3.0924257202968874e-05,6.70927938983823e-07
1924,3.166698650147737e-05,6.909910652552753e-07
1925,3.0753105420444626e-05,7.940684554341715e-07
1926,3.0308580107885064e-05,7.54593591167918e-07
1927,3.102717823821877e-05,7.581473067119759e-07
1928,3.161014262786921e-05,7.72400390758321e-07
1929,3.247651284254971e-05,6.895911521809239e-07
1930,3.192990504885529e-05,8.66547306799248e-07
1931,3.186314438607951e-05,7.960939072404472e-07
1932,3.183416583851795e-05,8.110056946009081e-07
1933,3.212588285350648e-05,7.85740386533007e-07
1934,3.025828209501924e-05,7.021206158697169e-07
1935,3.052989586649346e-05,8.294020901189469e-07
1936,2.985468540828151e-05,7.868939988497914e-07
1937,3.0250160534706083e-05,8.561960207487118e-07
1938,2.9403809890027333e-05,8.608902177797972e-07
1939,2.8419404770829715e-05,6.83644074683798e-07
1940,2.8238477625563974e-05,7.04947670016054e-07
1941,2.830786206686753e-05,6.257185312108504e-07
1942,2.9547154781539575e-05,5.613291973460832e-07
1943,2.72352497177053e-05,8.622608795860742e-07
1944,2.6357765818829648e-05,7.422460051031976e-07
1945,3.167109116475331e-05,8.409025511468826e-07
1946,2.8896035473735537e-05,8.464031289179275e-07
1947,3.090605014222092e-05,7.319414621065334e-07
1948,2.8923570425831713e-05,8.349609927904567e-07
1949,3.0817552215012256e-05,7.195866835729703e-07
1950,2.9563114708253124e-05,7.859532367149313e-07
1951,2.901074094552314e-05,6.588746046531924e-07
1952,2.819891517447104e-05,6.854122638344506e-07
1953,2.8738107403114554e-05,6.873701785536923e-07
1954,2.967430668832094e-05,6.664869438566257e-07
1955,3.0218841402529506e-05,6.710709357093947e-07
1956,2.8564355375237938e-05,6.148404878558722e-07
1957,2.7685474378813524e-05,5.504228273167655e-07
1958,2.8815533710258023e-05,5.815387069674216e-07
1959,3.0154283535921422e-05,6.138592070215054e-07
1960,2.7950478170168935e-05,6.817020583582689e-07
1961,2.8317917212916655e-05,6.489580570701037e-07
1962,2.8539438403640816e-05,6.7922353785832e-07
1963,2.8809499553972273e-05,6.550111848468987e-07
1964,2.898706770793069e-05,6.674113386395675e-07
1965,2.7918912564928178e-05,6.588340184521257e-07
1966,2.7853237270392128e-05,7.023546793050173e-07
1967,2.82567400518019e-05,6.705256492267608e-07
1968,2.878683199014631e-05,7.213213759627024e-07
1969,2.9208952128101373e-05,7.393981462655574e-07
1970,2.94916239909071e-05,6.635960350109826e-07
1971,2.9077164299451397e-05,6.361335813664937e-07
1972,2.9384454819592065e-05,6.530677101324045e-07
1973,2.9168707897042623e-05,6.362237208179522e-07
1974,3.0379213058040477e-05,5.788713242083077e-07
1975,3.079972702835221e-05,5.797152446973541e-07
1976,3.0367395879693504e-05,6.58198286984657e-07
1977,2.945560663647484e-05,7.005124196268753e-07
1978,2.9466521709764493e-05,7.990095554077925e-07
1979,2.8042656367688323e-05,7.513933617531166e-07
1980,2.771567733361735e-05,7.208771037880979e-07
1981,2.9305006364666042e-05,6.673455033023856e-07
1982,2.9563850603153696e-05,6.834460108962048e-07
1983,3.001859249707195e-05,7.231036747157304e-07
1984,3.0197757041605655e-05,6.663060769795948e-07
1985,2.9871455808461178e-05,7.393121066456843e-07
1986,3.0494546535919653e-05,7.475123595668265e-07
1987,2.9938114721517195e-05,7.253539813234511e-07
1988,3.1518486593995476e-05,7.411740448048931e-07
1989,3.1872269119048724e-05,7.474822183439755e-07
1990,3.098811225754616e-05,7.840608553522088e-07
1991,3.103704398199625e-05,7.514398525643173e-07
1992,3.092235738222371e-05,8.149207211261e-07
1993,3.151255145894538e-05,7.904449290663251e-07
1994,3.140796889056219e-05,7.769967105275555e-07
1995,3.1086910212252405e-05,8.068606547340096e-07
1996,3.155079343741818e-05,8.156604707210136e-07
1997,3.172781612192921e-05,8.616425333229927e-07
1998,3.189639960510249e-05,8.391907293514578e-07
1999,3.065827991122205e-05,8.729084477465676e-07
2000,3.055157048947876e-05,8.977440018043126e-07
2001,3.080167039115622e-05,8.836904079601027e-07
2002,3.058968832192477e-05,8.534619340139216e-07
2003,3.0203524147509597e-05,8.883879587529009e-07
2004,3.1639175404052367e-05,8.858035478453985e-07
2005,3.0624595638073515e-05,9.322761655994327e-07
2006,3.0840113595331786e-05,9.059357566343351e-07
2007,3.0767078897042666e-05,8.91168369321349e-07
2008,3.1596162898495095e-05,8.685176666745065e-07
2009,2.983982540172292e-05,8.697183417893939e-07
2010,2.999041703333205e-05,8.044619335123571e-07
2011,2.901056268456159e-05,7.005516593494576e-07
2012,2.9604743531308486e-05,6.7063780306853e-07
2013,2.9754664637948736e-05,6.596280996973292e-07
2014,3.193771794940403e-05,7.167623721215932e-07
2015,3.0203721735233557e-05,7.152888912287381e-07
2016,2.9458390372383292e-05,7.361542628814277e-07
2017,3.022280566256086e-05,6.877681357764232e-07
2018,2.9940882996015716e-05,6.234242029279358e-07
2019,2.963125416499679e-05,6.790729258909778e-07
