year,trois_DET arts_NOUN,trois_DET quarts_NOUN
1913,5.302989658506618e-09,4.248755480773525e-06
1914,7.366418142140674e-09,5.577718027893752e-06
1915,8.246533234057551e-09,4.104417470784938e-06
1916,3.2962386153911893e-09,3.8115506910685326e-06
1917,8.773139548168274e-09,3.7910928938345023e-06
1918,4.594550517822427e-09,3.7296264565611636e-06
1919,1.1049418269237776e-08,3.6656443853644305e-06
1920,9.843901249695364e-09,3.5771221718050583e-06
1921,1.2116395886607734e-08,3.6053849399309e-06
1922,1.475587119159627e-08,3.4322155784138886e-06
1923,1.2739137744688378e-08,3.1709837813309605e-06
1924,7.734974771800296e-09,4.196223692076728e-06
1925,1.2097995494286806e-08,3.3357472943862376e-06
1926,1.1146138456652466e-08,3.065188110440431e-06
1927,1.2264147031260109e-08,3.616808506023972e-06
1928,2.7422499715434867e-08,3.4598052849332817e-06
1929,7.798284462623428e-09,3.7554310097220878e-06
1930,1.260432402894196e-08,2.9966780275003657e-06
1931,2.167017765231094e-08,3.394234184384004e-06
1932,8.767629289252454e-09,3.7930956082732337e-06
1933,9.176529758292418e-09,2.791959236247976e-06
1934,1.677421224144382e-08,3.279358466556914e-06
1935,1.795242621227544e-08,3.3989926961908168e-06
1936,1.2124714565686645e-08,2.588626642818781e-06
1937,1.1332006444320086e-08,3.021868387520499e-06
1938,5.186085783037697e-09,2.8666088667250733e-06
1939,4.588215141154706e-09,2.3996366209644293e-06
1940,5.0715658339584024e-09,2.5915701868939323e-06
1941,2.9515025978810172e-08,2.278559975366079e-06
1942,6.068423541449874e-09,3.0675880964281532e-06
1943,1.161294105322952e-08,2.682589361313603e-06
1944,1.6065930807940276e-08,2.808324609304691e-06
1945,1.3071024262956144e-08,2.601133772373032e-06
1946,1.6705326011390298e-08,2.530856718863106e-06
1947,2.3841741914054637e-09,2.658354254947426e-06
1948,1.848220954059343e-08,2.662525261598603e-06
1949,1.4725512254010198e-08,2.4100755950939856e-06
1950,2.9779012589159493e-08,2.4684673007868696e-06
1951,1.3859822178829972e-08,2.697334551271524e-06
1952,1.1599284199803606e-08,2.5064999036317204e-06
1953,5.386913692895234e-09,2.646052003285604e-06
1954,1.074978994708431e-08,2.294591375573418e-06
1955,8.447047505910632e-09,2.493756042554196e-06
1956,4.36057079333807e-09,2.101795026021591e-06
1957,5.301022731885041e-09,2.2140604940545927e-06
1958,1.6544486503011768e-08,2.0870870827138788e-06
1959,1.5501495198577686e-08,2.1547079995798413e-06
1960,9.689166802218097e-09,2.0215754616970116e-06
1961,4.16889545107324e-09,2.17546863723328e-06
1962,8.878739188311613e-09,2.3877465551436217e-06
1963,1.6811738112743058e-08,2.1551355189330934e-06
1964,1.3384730657151067e-08,2.1500744651348214e-06
1965,1.1491291473930687e-08,2.352431557994805e-06
1966,1.21859649038214e-08,3.536145328553175e-06
1967,6.4094360374689074e-09,2.307890163422144e-06
1968,8.533690143419648e-09,2.069644345681354e-06
1969,9.537691469940768e-09,2.5034168231741205e-06
1970,9.657322275202773e-09,3.1561049027573063e-06
1971,1.1304474689666222e-08,2.0733433387931655e-06
1972,8.721249722398738e-09,2.0269211091772377e-06
1973,8.269805285010534e-09,2.370677570695534e-06
1974,8.438357623763437e-09,2.663708151828814e-06
1975,6.282628195464213e-09,1.916201561869002e-06
1976,1.0855700893763753e-08,2.0860087488472345e-06
1977,9.990529348247179e-09,2.124456621288573e-06
1978,1.4257419356233925e-08,2.2568307542769617e-06
1979,4.0963813452421505e-09,2.087984043441793e-06
1980,5.68515062804309e-09,1.9710417902274457e-06
1981,6.958104536991527e-09,2.112733653802934e-06
1982,1.3035754475865247e-08,1.867837383429105e-06
1983,1.1999100157922271e-08,2.0057442924326097e-06
1984,8.118612115914914e-09,2.0806842258025426e-06
1985,9.62489299372038e-09,1.970095262038285e-06
1986,1.3787316233138114e-08,1.926627575699058e-06
1987,1.9554613928107756e-08,1.7916915098226127e-06
1988,1.139345240375178e-08,2.12397925025698e-06
1989,1.426911733215519e-08,3.4706883766943974e-06
1990,8.717841726291198e-09,1.7490169099687591e-06
1991,1.2309076702354815e-08,1.7918499111146957e-06
1992,1.0468893751891528e-08,1.8959718417477234e-06
1993,1.7171543575944526e-08,2.174138998611852e-06
1994,1.582477948680605e-08,1.7940025855978092e-06
1995,2.2774293340077634e-08,1.8582739187422703e-06
1996,1.7081894343462523e-08,1.7791860926763547e-06
1997,2.3015493066935733e-08,2.2396951777636787e-06
1998,1.4781200707858488e-08,1.8242862154238537e-06
1999,2.102292517847104e-08,1.7874056368327729e-06
2000,1.0161472663305915e-08,1.780024938113911e-06
2001,1.5772362582655575e-08,2.0175480131001677e-06
2002,1.7086763726137377e-08,2.2861213864189267e-06
2003,1.2084076683738232e-08,2.387646752310957e-06
2004,1.4535810971549878e-08,2.2856460972775494e-06
2005,1.2610498645315715e-08,2.182517164328601e-06
2006,1.68833483860098e-08,2.0486501810523805e-06
2007,9.986198756806175e-09,2.0599530188292192e-06
2008,1.0217855395122655e-08,2.020580893713486e-06
2009,1.3350939243039761e-08,1.94303844125443e-06
2010,1.0392344540477438e-08,2.061463348468351e-06
2011,1.0707121356201554e-08,1.968198404256327e-06
2012,6.127654827992046e-09,2.3577854619816208e-06
2013,5.29933741333366e-09,3.664073517484212e-06
2014,7.57905826986871e-09,2.596585218839209e-06
2015,7.093041182182347e-09,2.7720491146965287e-06
2016,5.799751928714514e-09,2.4764941599642043e-06
2017,2.264050197320344e-09,2.4967442158185804e-06
2018,6.7118134383648e-09,2.147263927554377e-06
2019,6.887666825772243e-09,2.2249714390909503e-06
