year,mes_DET ouvertures_NOUN,mes_DET couvertures_NOUN
1864,2.5412058679563643e-08,2.7809422320501653e-08
1865,1.5061901947888146e-08,3.247722446531043e-08
1866,1.0217786894362035e-08,3.5518972651971126e-08
1867,7.279217228983725e-09,4.0278337110066786e-08
1868,4.445886658821507e-09,3.803702952609456e-08
1869,6.348574999037737e-09,4.3463320054115684e-08
1870,8.601073631098188e-09,2.408300403544672e-08
1871,3.18635318130589e-09,1.6993884077720622e-08
1872,1.2094678591978436e-09,2.660829245826335e-08
1873,8.380406590902112e-09,3.831042860724665e-08
1874,9.559374791745512e-09,3.2860349108432274e-08
1875,1.6020275495076675e-08,7.380769773135398e-08
1876,1.6928840551599933e-08,4.413590914964516e-08
1877,1.9791411176584006e-08,4.143826615177204e-08
1878,1.2078177569208037e-08,2.4156355138416075e-08
1879,6.720257683667796e-09,5.1318330918093125e-08
1880,2.3104245627791897e-08,2.888030792291829e-08
1881,4.880755410940907e-09,1.3945014920579979e-08
1882,9.983077475794744e-09,1.6638463051776853e-08
1883,6.319338941018771e-10,3.728409936343269e-08
1884,7.2618666635548834e-09,3.762967182296961e-08
1885,2.6427106281090573e-08,1.8047780159236027e-08
1886,1.22615813058502e-08,3.484870347847391e-08
1887,2.2198344495905076e-08,3.1991731541669566e-08
1888,2.028996703984376e-08,3.7409627395845746e-08
1889,1.0650732740202784e-08,3.571128076584884e-08
1890,1.2453334363726754e-08,2.818386235503567e-08
1891,4.461953917456185e-09,3.1871099537283953e-08
1892,2.1312942521944933e-08,2.2566645219157522e-08
1893,4.310891643655168e-09,3.202376680500052e-08
1894,5.041231432301174e-09,3.528862180246506e-08
1895,4.213029924926559e-09,4.393588426410133e-08
1896,1.0614651768658945e-08,3.184395680477792e-08
1897,4.078699600285063e-09,5.185775009408644e-08
1898,4.52668391659472e-09,2.9423445013776472e-08
1899,4.4220627160029835e-09,2.266307141951529e-08
1900,4.15284251431558e-09,2.4397950326715545e-08
1901,3.912117296778206e-09,3.912117207960364e-08
1902,1.0311596021495006e-08,2.406039173452612e-08
1903,8.100330406435319e-09,2.106085861264262e-08
1904,1.5048950530172078e-08,1.9348650681649815e-08
1905,8.257214301199411e-09,2.631987072732045e-08
1906,8.745113966313056e-09,1.4918134283448126e-08
1907,1.131425531042396e-08,1.7999951751335175e-08
1908,1.080505596107173e-08,2.6030361865991836e-08
1909,1.320236009405562e-08,4.015717891547865e-08
1910,1.6032452032632705e-09,2.4583092894658876e-08
1911,1.276889793899727e-08,5.213966502992662e-08
1912,7.293189607793238e-09,2.135862686714063e-08
1913,4.772690687104841e-09,3.712092677687906e-08
1914,2.678697486047099e-09,1.6072185360371805e-08
1915,8.246533234057551e-09,8.599955947374838e-08
1916,2.197492410260793e-09,1.9777431248257926e-08
1917,2.1932848870420685e-09,5.5928764952639654e-08
1918,1.1486376294556067e-08,8.959373332118048e-08
1919,1.3811772170413406e-08,5.340552139410093e-08
1920,1.590168707821249e-08,4.997673030970873e-08
1921,4.543648568500203e-09,3.862101038976107e-08
1922,1.0329110011753073e-08,3.172512208493572e-08
1923,3.1847844361720945e-09,5.4141336303104026e-08
1924,7.734974438733389e-09,3.9964035636330664e-08
1925,1.0998177923937646e-08,4.729216551702109e-08
1926,2.229227691330493e-09,4.681378129589575e-08
1927,8.919379901328739e-09,5.4631200896437804e-08
1928,3.4278122562625413e-09,4.6846767798314204e-08
1929,1.3368487650211591e-08,5.347394904653413e-08
1930,1.6805765667982087e-08,3.151081173768944e-08
1931,9.124285327288817e-09,2.167017765231094e-08
1932,4.383814644626227e-09,2.849479496802587e-08
1933,2.0647192178202545e-08,2.6382522833046096e-08
1934,4.7926320689839486e-09,3.354842448288764e-08
1935,4.787313656606784e-09,4.547948151412129e-08
1936,1.2124714565686645e-08,2.7886843056990074e-08
1937,1.2591118148108649e-09,2.7700460591972842e-08
1938,1.2965214679638848e-08,3.500607925754906e-08
1939,6.117620188206274e-09,2.2941076593951948e-08
1940,0.0,3.296517903095264e-08
1941,0.0,4.132103725851266e-08
1942,6.068423541449874e-09,5.461581054078124e-08
1943,0.0,4.354852856103264e-08
1944,0.0,8.996921252446555e-08
1945,0.0,1.5031677946808486e-07
1946,4.1763312808029696e-09,1.0440828113189582e-07
1947,4.7683483828109274e-09,7.629357434701944e-08
1948,4.348755133776194e-09,4.67491183542279e-08
1949,7.85360643185129e-09,3.1414427392739697e-08
1950,2.1270722960764488e-09,4.4668517773516214e-08
1951,0.0,7.996051387682002e-08
1952,1.0544803918932644e-09,3.3743371430361435e-08
1953,4.3095309543161875e-09,5.710128547775639e-08
1954,0.0,7.720303485392321e-08
1955,3.754243138587299e-09,4.5050916774869165e-08
1956,4.36057079333807e-09,4.534993536253751e-08
1957,1.7670075402875796e-09,2.5621609722747962e-08
1958,6.617794756635931e-09,3.639787121700877e-08
1959,3.8753740216890264e-09,4.340418924275724e-08
1960,4.152499955001332e-09,6.090333265484915e-08
1961,1.0422238516660798e-08,5.141637871020066e-08
1962,1.2683912586908264e-08,5.58092175251268e-08
1963,4.526237384894216e-09,5.1728427763464424e-08
1964,9.125952438182594e-09,3.9545792418493875e-08
1965,2.73602163147757e-09,2.3529786119524942e-08
1966,6.646889594286165e-09,5.926810153766837e-08
1967,5.423369198176431e-09,4.3386953085811086e-08
1968,5.3896989093971115e-09,3.59313258868621e-08
1969,8.175163990209455e-09,3.270065462857019e-08
1970,7.3579600190498695e-09,4.276814138948204e-08
1971,3.0830383801472294e-09,2.3636628876388954e-08
1972,4.617132121076395e-09,2.9754852082231054e-08
1973,1.6539611902288698e-09,3.804110448868414e-08
1974,6.188128787165681e-09,2.2502286256553816e-08
1975,3.998036124386317e-09,3.8838066984681063e-08
1976,2.8567633814091664e-09,3.199575004941835e-08
1977,1.7630345516828072e-09,3.526069036752233e-08
1978,5.346532216954358e-09,1.841583241457556e-08
1979,7.0223681314374176e-09,3.6867433550469286e-08
1980,2.8425752862659692e-09,4.036456857647863e-08
1981,5.69299452024552e-09,4.6809068232622764e-08
1982,6.828252629986764e-09,3.5382761609525915e-08
1983,6.315316158911344e-09,3.5365771422490866e-08
1984,8.118611560803402e-09,3.595385378307725e-08
1985,3.609334831011779e-09,3.06793449533771e-08
1986,5.395036861699509e-09,2.8174081734277934e-08
1987,1.2221633705067347e-09,3.849814689260711e-08
1988,5.99655392008458e-09,3.657897806874644e-08
1989,3.841685636274406e-09,3.183110985904847e-08
1990,9.262707045820662e-09,3.596109721115681e-08
1991,5.8614650910726596e-09,3.2238057834366174e-08
1992,2.7549720282848966e-09,3.305966345124034e-08
1993,2.2156830259412175e-09,4.4867579873653085e-08
1994,2.1099706426497278e-09,3.9034457444131476e-08
1995,1.0844901643380922e-09,3.687266669771816e-08
1996,5.338092190498855e-10,2.5622842514394506e-08
1997,5.274384040632185e-09,2.8769367332870388e-08
1998,5.2449422582867555e-09,3.337690301918883e-08
1999,4.113180906983871e-09,3.29054498371395e-08
2000,3.5344251969604557e-09,3.666966108539782e-08
2001,6.571817756650944e-09,2.891599848453552e-08
2002,3.0668551032064784e-09,3.63641378120505e-08
2003,1.2500769308587678e-09,4.375269019307737e-08
2004,2.2023955992267474e-09,2.6869226316117434e-08
2005,9.007499190971657e-10,3.873224585504431e-08
2006,7.000412693969338e-09,5.60033015517547e-08
2007,3.994479413904628e-09,4.353982707705484e-08
2008,6.386159684401704e-09,4.342588608152731e-08
2009,3.814554005998616e-09,4.2436911540377764e-08
2010,3.77903447423833e-09,5.668551461557314e-08
2011,1.529588788962144e-09,1.0439443154375283e-07
2012,4.425528388196653e-09,1.0485098156376438e-07
2013,1.1714325232059508e-08,1.2941540383781813e-07
2014,9.961047653384014e-09,1.260289033133688e-07
2015,6.206410940734486e-09,1.3764933870508145e-07
2016,1.0149565909944869e-08,1.611502624676575e-07
2017,5.0312227717341784e-09,1.3684925659340763e-07
2018,5.162933414126769e-09,1.7837935373243852e-07
2019,6.632568327891164e-09,1.6249792539335672e-07
