year,petits_ADJ ans_NOUN,petits_ADJ camps_NOUN
1800,0.0,3.144164395507687e-08
1801,4.7623651688866175e-09,5.476719877606229e-08
1802,0.0,3.5805442166747525e-08
1803,0.0,3.510610468993036e-08
1804,0.0,4.69651695311768e-08
1805,0.0,5.685755422035754e-09
1806,0.0,5.76333825108577e-09
1807,0.0,1.3380689267705748e-07
1808,0.0,6.345007363961486e-08
1809,0.0,6.09938268780752e-08
1810,2.3401267590372754e-09,2.3401266702194334e-08
1811,0.0,3.760615285841595e-08
1812,0.0,5.601137331723294e-08
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,0.0,2.697223555614414e-09
1816,0.0,4.1716869958463576e-08
1817,1.556873407970727e-09,2.9580593974287694e-08
1818,0.0,4.530047448270125e-08
1819,0.0,6.93520334493769e-08
1820,0.0,7.831877724129299e-08
1821,0.0,2.465372084259343e-08
1822,0.0,4.3110148340019805e-08
1823,0.0,4.941343334508019e-08
1824,0.0,1.6000115010683658e-08
1825,0.0,2.993850500843109e-08
1826,0.0,1.3211976401805714e-08
1827,0.0,6.452091305675367e-09
1828,0.0,2.5682442839070063e-08
1829,8.57317605795771e-10,1.0287811491593857e-08
1830,0.0,1.0436835395921662e-08
1831,0.0,1.091384405071949e-08
1832,0.0,1.7588959622116818e-08
1833,0.0,4.6334514003376626e-09
1834,0.0,1.9602515166639023e-08
1835,0.0,1.663879345414898e-08
1836,2.688300027031687e-09,1.9490174807401672e-08
1837,0.0,1.948209416013924e-08
1838,1.2624323808552163e-09,4.86036455527028e-08
1839,6.9914751765765e-10,1.6080392128969834e-08
1840,0.0,3.630722389402763e-08
1841,6.420548537278137e-10,4.494383976094696e-09
1842,6.708265054555795e-10,3.287049921141261e-08
1843,0.0,2.126487963494128e-08
1844,1.097712254427563e-09,9.330554107123135e-09
1845,5.580227946389016e-10,3.1807299905040054e-08
1846,0.0,3.102885770545072e-08
1847,0.0,3.235934187273415e-08
1848,0.0,1.287235473768078e-08
1849,8.379414939696517e-10,1.508294644736452e-08
1850,0.0,1.2899092460827433e-08
1851,0.0,1.6123596680017727e-08
1852,0.0,6.510545436100301e-09
1853,5.971931837933653e-10,1.4929829816878737e-08
1854,0.0,2.0263090760863633e-08
1855,0.0,2.4411910715116392e-08
1856,0.0,2.2261913201759853e-08
1857,0.0,1.3180074809326925e-08
1858,4.893676019968041e-10,2.1532175153993194e-08
1859,0.0,1.2730433596175317e-08
1860,0.0,1.6935580049448618e-08
1861,0.0,1.226150558863992e-08
1862,0.0,2.6656119089807362e-08
1863,0.0,2.946826249683454e-08
1864,9.589455896019672e-10,5.274200631788517e-09
1865,0.0,1.553258677233771e-08
1866,0.0,1.5083399418358567e-08
1867,4.85281148598915e-10,3.979305418511103e-08
1868,0.0,5.433861360870651e-09
1869,0.0,1.4650557211837167e-08
1870,0.0,1.9495765002375265e-08
1871,1.0621177271019633e-09,1.5931766128574054e-08
1872,0.0,6.047339518033823e-09
1873,0.0,3.23244258026989e-08
1874,0.0,1.3741600746186577e-08
1875,0.0,2.6319025181464895e-08
1876,6.04601479992084e-10,1.874264654588842e-08
1877,0.0,1.9172929910382663e-08
1878,0.0,3.32149880932775e-08
1879,0.0,1.4051448005147904e-08
1880,6.417846254436199e-10,4.492492600149944e-09
1881,0.0,1.045876096839038e-08
1882,0.0,3.9932310791357395e-09
1883,0.0,5.687405213450347e-09
1884,6.601696966868076e-10,6.601696966868076e-09
1885,0.0,1.4824961702686323e-08
1886,6.453463874400711e-10,1.4197620856748472e-08
1887,0.0,2.0239665943222462e-08
1888,0.0,2.4094335415725254e-08
1889,0.0,1.3156786771162388e-08
1890,6.554386478008212e-10,2.0974036729626278e-08
1891,6.374220040683554e-10,8.286486163910922e-09
1892,6.268512375839919e-10,1.1283322720601063e-08
1893,0.0,1.3548516086814288e-08
1894,0.0,6.9316934414587195e-09
1895,0.0,9.027921521465032e-09
1896,1.179405795248556e-09,2.0049897742069334e-08
1897,0.0,1.7480140668268973e-09
1898,5.6583548957434e-10,2.1501747937691107e-08
1899,0.0,1.1055156790007459e-08
1900,1.5573159428683425e-09,1.245852754294674e-08
1901,0.0,5.58873880507349e-09
1902,0.0,3.928227076954727e-09
1903,1.0800440541913758e-09,2.592105730059302e-08
1904,0.0,1.7198800605910947e-08
1905,0.0,3.509316215399849e-08
1906,5.144184522798412e-10,1.9033482345776065e-08
1907,5.142843373384665e-10,1.337139288182243e-08
1908,9.822778146428846e-10,2.4065807124884486e-08
1909,0.0,9.901770070541716e-09
1910,0.0,1.6566866989364826e-08
1911,0.0,1.276889793899727e-08
1912,1.5628263128064646e-09,8.856016364688912e-09
1913,5.30298971401777e-10,1.3787773589513108e-08
1914,0.0,3.549274296688054e-08
1915,0.0,4.2410743361642744e-08
1916,0.0,1.3184954461564757e-08
1917,1.0966424435210342e-09,5.483212106582869e-09
1918,0.0,1.1486376294556067e-08
1919,0.0,1.1049418269237776e-08
1920,7.572231730534895e-10,8.329454459499175e-09
1921,7.572747429129834e-10,8.330022005509363e-09
1922,0.0,1.549366501762961e-08
1923,0.0,5.307974060286824e-09
1924,0.0,1.289162443462999e-09
1925,0.0,0.0
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,0.0,1.7838759802657478e-08
1928,0.0,5.713020723163709e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,0.0,9.453243521306831e-09
1931,0.0,1.8248570654577634e-08
1932,0.0,1.2055489939655217e-08
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,1.1981580172459871e-08
1935,2.393656828303392e-09,8.377798899061872e-09
1936,0.0,1.2124714565686645e-08
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,0.0,1.1668692678767911e-08
1939,0.0,7.647025235257843e-09
1940,0.0,2.028626333583361e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,3.0499055725385915e-08
1946,0.0,2.7842208538686464e-08
1947,1.1920870957027319e-09,1.1920871401116528e-08
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,0.0,1.1780409536754632e-08
1950,0.0,1.701657836861159e-08
1951,0.0,4.264560704569931e-09
1952,0.0,4.2179215675730575e-09
1953,0.0,8.619061908632375e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,0.0,1.0324168187025862e-08
1956,0.0,1.0465369904011368e-08
1957,0.0,6.184526224473075e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,0.0,8.525822714489095e-09
1960,6.920833350854139e-10,8.305000243069571e-09
1961,0.0,1.250668635321972e-08
1962,1.2683912808952869e-09,1.3952304200870458e-08
1963,0.0,1.0345685197421517e-08
1964,0.0,1.2167936880302932e-08
1965,5.472043373977442e-10,6.0192477668863376e-09
1966,1.6617224263271169e-09,7.754704434148607e-09
1967,0.0,1.873527466500491e-08
1968,0.0,7.635406973349745e-09
1969,0.0,1.4987801222332564e-08
1970,0.0,9.197449912790034e-09
1971,0.0,9.24911525146399e-09
1972,0.0,5.130146973897354e-09
1973,0.0,2.3706776985932265e-08
1974,0.0,9.563471792262135e-09
