year,devons_VERB ouvrir_VERB,devons_VERB couvrir_VERB
1873,1.7958013742713774e-08,0.0
1874,7.766991494406739e-09,0.0
1875,2.0025344937835143e-08,2.8607636259891933e-09
1876,1.0278225381910033e-08,1.209202959984168e-09
1877,1.2988113695655557e-08,1.2369631985365004e-09
1878,1.3889904337816006e-08,0.0
1879,1.8327975581655664e-08,3.0546627449723474e-09
1880,5.776061406947974e-09,1.2835692508872398e-09
1881,9.064259565150223e-09,3.4862537301449947e-09
1882,2.861815673327328e-08,0.0
1883,1.0742875922176154e-08,3.791603475633565e-09
1884,1.1883054540362536e-08,1.9805090900604227e-09
1885,9.66845359329227e-09,0.0
1886,2.19417763958063e-08,2.5813855497602844e-09
1887,1.1099172247952538e-08,2.6115698492645834e-09
1888,8.876860135842435e-09,5.706553452000662e-09
1889,1.0024218788373673e-08,5.6386229019267375e-09
1890,5.898947996740844e-09,5.898947996740844e-09
1891,1.6572972327821844e-08,1.2748440081367107e-09
1892,1.1283322720601063e-08,6.268512375839919e-10
1893,2.0322774574310642e-08,0.0
1894,6.301539290376468e-09,6.301539290376468e-10
1895,1.444467478961542e-08,1.2037228991346183e-09
1896,1.533227589334274e-08,3.5382172747233653e-09
1897,4.078699600285063e-09,5.826713556089658e-10
1898,1.640922953072277e-08,2.8291773368493978e-09
1899,1.3818945987509323e-08,3.3165470370022376e-09
1900,1.038210584169974e-08,2.07642125715779e-09
1901,6.147612641171918e-09,5.588738916095792e-10
1902,1.3748794991386148e-08,0.0
1903,1.6200660368781428e-08,5.400220270956879e-09
1904,1.1286712897629059e-08,0.0
1905,1.7546581076999246e-08,0.0
1906,7.716276506641861e-09,2.0576738091193647e-09
1907,1.491424583832668e-08,1.5428529565042481e-09
1908,2.161011281032188e-08,0.0
1909,1.4302557360679202e-08,1.6502950117569526e-09
1910,1.2291546447329438e-08,1.6032452032632705e-09
1911,1.1172785363555704e-08,5.320374141248863e-10
1912,2.031674206648404e-08,2.0837684910901544e-09
1913,1.113627856597077e-08,0.0
1914,1.0045115850232378e-08,6.696743715117748e-10
1915,2.3561524287174507e-08,0.0
1916,1.8678685265172135e-08,4.394984820521586e-09
1917,2.8512703309502285e-08,1.0966424435210342e-09
1918,1.6080926812378493e-08,5.743188147278033e-09
1919,1.1049418269237776e-08,0.0
1920,2.4231141537711665e-08,7.572231730534895e-10
1921,1.741731914250977e-08,3.0290989716519334e-09
1922,1.9182632371439468e-08,1.4755870969551665e-09
1923,4.246379248229459e-09,0.0
1924,1.2891624656674594e-08,0.0
1925,1.3197813508725176e-08,2.1996355847875293e-09
1926,7.802296586589819e-09,2.229227691330493e-09
1927,7.804457524684949e-09,3.3447675740205796e-09
1928,1.0283437212876834e-08,0.0
1929,6.684243825105796e-09,3.342121912552898e-09
1930,1.1553964007759987e-08,0.0
1931,3.4216069977333063e-09,0.0
1932,1.0959536389520963e-08,0.0
1933,2.064719240024715e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,7.274828739411987e-09,2.424942913137329e-09
1937,1.888667711114067e-08,1.2591118148108649e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,2.066051862925633e-08,0.0
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,1.742803235060819e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,1.7881307101674793e-08,2.3841741914054637e-09
1948,2.391815279167986e-08,0.0
1949,1.0798709482173763e-08,1.9634016634739737e-09
1950,2.2334258886758107e-08,0.0
1951,8.529121409139861e-09,2.1322803522849654e-09
1952,1.8980646387944944e-08,3.1634410646574906e-09
1953,1.2928593307037772e-08,4.3095309543161875e-09
1954,1.2704297169818801e-08,0.0
1955,1.220129064449793e-08,4.6928039232341234e-09
1956,1.5698054411927842e-08,0.0
1957,1.501956425897788e-08,0.0
1958,1.2408365002158916e-08,8.272243445794913e-10
1959,1.705164542897819e-08,1.5501495642666896e-09
1960,1.1765417085030094e-08,2.076250060767393e-09
1961,1.250668635321972e-08,0.0
1962,1.4586500007851555e-08,1.9025869768540815e-09
1963,9.052474325699222e-09,2.5864212993553792e-09
1964,2.1902286206909594e-08,6.083968329129164e-10
1965,1.3680108601477059e-08,1.0944086747954884e-09
1966,1.4401594583546284e-08,1.6617224263271169e-09
1967,1.5284040699725665e-08,9.860671168482327e-10
1968,1.6169096284102125e-08,2.245707841908029e-09
1969,1.1808570121729645e-08,4.5417578031781147e-10
1970,1.2876429700270364e-08,2.2993624781975086e-09
1971,1.3359833239690033e-08,1.0276794970565106e-09
1972,8.208234980600082e-09,0.0
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,1.012602890426706e-08,4.500457340128605e-09
1975,1.5420996035686585e-08,5.140332159925265e-09
1976,6.2848797277581525e-09,1.7140580066410394e-09
1977,1.23412418062685e-08,2.938390863960194e-09
1978,5.940591130126904e-09,0.0
1979,1.462993370893173e-08,5.266775904289034e-09
1980,7.95921106799824e-09,3.411090521154847e-09
1981,6.325549417596221e-09,1.2651099057237047e-09
1982,1.0552754226011984e-08,2.483000915987077e-09
1983,6.315316269933646e-09,2.5261264191556165e-09
1984,7.538710988796993e-09,4.639206796497319e-09
1985,1.2632671797518924e-08,2.4062232206745193e-09
1986,7.792831269171074e-09,2.997242676272549e-09
1987,5.49973533381376e-09,3.0554083707556856e-09
1988,1.6190695006912392e-08,5.396898483667201e-09
1989,1.0976243913773942e-08,2.7440609784434855e-09
1990,1.0897301727652575e-08,4.358920779878872e-09
1991,1.3481369798284959e-08,2.9307325455363298e-09
1992,1.652983172562017e-08,1.1019888335184191e-09
1993,8.308811416668505e-09,1.1078414852150331e-09
1994,1.2132331583813993e-08,1.5824779264761446e-09
1995,1.626735190995987e-08,1.0844901643380922e-09
1996,1.2277611816102763e-08,5.338092190498855e-10
1997,1.6302641014931396e-08,1.438468344439059e-09
1998,1.4781200263769279e-08,9.536258449571733e-10
1999,1.279656292041409e-08,4.570201161957499e-10
2000,2.164835422036049e-08,1.7672125984802278e-09
2001,1.445799924226776e-08,2.6287270138425356e-09
2002,1.4896152755738967e-08,4.38122149670761e-10
2003,1.6250998768896352e-08,2.083461403401543e-09
2004,1.2333415178034102e-08,1.3214374039449694e-09
2005,1.261049931144953e-08,9.007499190971657e-10
2006,7.823991232669414e-09,2.0589450144825605e-09
2007,1.917350189728495e-08,1.997239706952314e-09
2008,2.2564430324223395e-08,2.9802078582719105e-09
2009,1.43045770784056e-08,9.53638501499654e-10
2010,1.4643758206034363e-08,2.8342759250676863e-09
2011,2.7532598423363197e-08,7.64794394481072e-10
2012,3.063827591631707e-08,3.744677901096338e-09
2013,2.370756213565528e-08,1.3945624655065103e-09
2014,2.0571729208995748e-08,3.897801192920269e-09
2015,1.4851055496478693e-08,3.546520632724537e-09
2016,2.1334802369210593e-08,4.556948152156792e-09
2017,2.9935776524325775e-08,5.282783988036499e-09
2018,2.1942467398616827e-08,3.872199894061623e-09
2019,2.5509876877549686e-08,4.08158040698936e-09
