year,longs_ADJ anneaux_NOUN,longs_ADJ canaux_NOUN
1800,1.2576657582030748e-07,8.174827570428533e-08
1801,2.3811825844433088e-09,7.857902772911984e-08
1802,6.265952379180817e-08,8.280008501060365e-08
1803,2.5354410126965377e-08,8.581492494386112e-08
1804,5.9324420931261557e-08,1.1617699158250616e-07
1805,1.194008660831969e-07,2.7291625315228885e-07
1806,7.492339904047185e-08,1.3832011802605848e-07
1807,3.4163463169534225e-08,4.839823830593559e-08
1808,6.571614363792833e-08,9.517511045942229e-08
1809,2.25903047379461e-08,4.969867006821005e-08
1810,3.978215445954447e-08,7.254392642153107e-08
1811,5.515568801683912e-08,9.526891631139733e-08
1812,5.601137331723294e-08,8.801787032552966e-08
1813,4.026038169513413e-08,1.2078115219082974e-07
1814,0.0,5.664018942752591e-08
1815,1.8880564667256294e-08,8.361393355471591e-08
1816,2.7811246638975717e-08,4.1716869958463576e-08
1817,6.85024303948012e-08,1.370048607896024e-07
1818,1.9073883805731384e-08,7.152706160695743e-08
1819,2.6912729822470283e-08,8.79839276990424e-08
1820,3.322614716694261e-08,6.526564533260171e-08
1821,2.5639868894700157e-08,4.339054981983281e-08
1822,4.3110148340019805e-08,4.712039469723095e-08
1823,1.680056804787e-08,1.4824030003524058e-08
1824,9.347434826167955e-08,1.0526390781251393e-07
1825,4.3146670236637874e-08,6.075755720758025e-08
1826,4.668231667892542e-08,3.082794464148719e-08
1827,4.3321183085254233e-08,8.111200600069424e-08
1828,3.5771975603893225e-08,7.246117661452445e-08
1829,4.9724420136953995e-08,4.2865881511033876e-08
1830,5.322786122974321e-08,4.383471008395645e-08
1831,8.886987501455224e-08,5.456922025359745e-08
1832,7.441482807735156e-08,4.8707889277466165e-08
1833,4.9809603552830595e-08,1.1004446776041732e-07
1834,5.694063887062839e-08,7.187588835222414e-08
1835,5.596685070941021e-08,3.2521278114927554e-08
1836,5.5782226837663984e-08,6.38471249203576e-08
1837,6.401259611266141e-08,8.001574514082677e-08
1838,3.5348108440302894e-08,3.3454458758797045e-08
1839,3.0063343814390464e-08,5.453350482298447e-08
1840,2.7389662093924017e-08,3.821813265858509e-08
1841,4.6227949468402585e-08,1.9903700021473014e-08
1842,4.762868144325694e-08,1.9453969102301016e-08
1843,3.2488010504039266e-08,3.1306630177141415e-08
1844,4.226192018563779e-08,3.567564732520623e-08
1845,6.194053270291988e-08,1.674068350610014e-08
1846,4.625055893825447e-08,2.5759806732139623e-08
1847,2.2112217834546755e-08,2.6966118227278457e-08
1848,2.413566591030758e-08,2.574470947536156e-08
1849,1.3407063903514427e-08,1.508294644736452e-08
1850,4.6844071732721204e-08,5.159636984330973e-08
1851,3.676180071465751e-08,5.095056465620473e-08
1852,2.929745512858517e-08,2.408901877970493e-08
1853,5.6136158832487126e-08,3.4637203327747557e-08
1854,2.961528799971802e-08,2.0782657372819813e-08
1855,4.4578271740647324e-08,1.751289246954002e-08
1856,4.0899795550330964e-08,4.038207634948776e-08
1857,3.3194261561675376e-08,1.2691923956253959e-08
1858,1.8106600663259087e-08,1.3702292633865909e-08
1859,2.7497735644033128e-08,2.4442432078330967e-08
1860,2.0597328287408345e-08,2.0597328287408345e-08
1861,4.715963797252698e-08,3.584132457490341e-08
1862,2.801151488540654e-08,5.46676339752139e-08
1863,1.8480097452311384e-08,2.597202808374277e-08
1864,3.9796240969280916e-08,2.828889478223573e-08
1865,3.718406915709238e-08,3.012380389577629e-08
1866,1.702964524952222e-08,2.3841502994059738e-08
1867,2.8631587767335986e-08,2.3778776281346836e-08
1868,2.5687345583946808e-08,3.6061081232219294e-08
1869,2.0999133099053324e-08,5.323035878745941e-08
1870,4.472558146062511e-08,2.5229814681893004e-08
1871,4.248470730772169e-08,1.4869648623516696e-08
1872,1.5118347462816928e-08,2.7817760539505798e-08
1873,3.5317427204972773e-08,3.23244258026989e-08
1874,1.9716210886144836e-08,4.361464789326419e-08
1875,2.4030413214859436e-08,2.4030413214859436e-08
1876,1.6324239737741664e-08,2.0556450763820067e-08
1877,2.2265338017746217e-08,3.401648740464225e-08
1878,7.2469061862534545e-09,2.8987624745013818e-08
1879,1.4051448005147904e-08,4.3376211067425174e-08
1880,1.3477476912271413e-08,3.401458670282409e-08
1881,1.4642266066289267e-08,2.649552932609822e-08
1882,2.728707926280549e-08,1.3976308999019693e-08
1883,2.0853818227806187e-08,3.917990198942789e-08
1884,2.9047466654219534e-08,1.9805090900604227e-08
1885,1.8047780159236027e-08,2.9649923405372647e-08
1886,1.097088819790315e-08,1.0325542199041138e-08
1887,1.3057849024278312e-08,3.003305337756501e-08
1888,1.521747527988282e-08,2.028996703984376e-08
1889,2.255449160770695e-08,1.566284169030041e-08
1890,1.8352281472289178e-08,1.5730527991308918e-08
1891,8.92390783491237e-09,2.039750413018737e-08
1892,1.2537024751679837e-08,4.0745330665004076e-08
1893,8.621783287310336e-09,3.571881634911733e-08
1894,1.0082462864602348e-08,3.591877373310126e-08
1895,7.22233739480771e-09,2.467631965430428e-08
1896,1.4152869098893461e-08,2.1229304536518612e-08
1897,1.2236098356765979e-08,4.486569338268964e-08
1898,3.3950129374460403e-09,1.4145887128336199e-08
1899,1.5477219506010442e-08,2.1557555740514545e-08
1900,1.038210584169974e-08,2.4397950326715545e-08
1901,1.3412973842719111e-08,3.353243371861936e-08
1902,1.4730851205513318e-08,2.7006560543441083e-08
1903,5.940242076007962e-09,2.8621167658116065e-08
1904,4.299700151477737e-09,3.117282432185675e-08
1905,1.5482276793932215e-08,2.115911179600971e-08
1906,1.7490227932626112e-08,1.7490227932626112e-08
1907,2.4171363577352167e-08,2.0057088434555226e-08
1908,9.331639461152008e-09,1.964555629285769e-08
1909,8.251475058784763e-09,3.6306492035009796e-08
1910,1.60324518105881e-08,2.2445432179551972e-08
1911,4.25629931299909e-09,1.4365010514438836e-08
1912,4.167536982180309e-09,1.3023552902780011e-08
1913,9.545381374209683e-09,1.590896836489719e-08
1914,1.0714789944188396e-08,1.339348720819089e-08
1915,1.1780761921542648e-09,1.1780762143587253e-08
1916,1.9777431248257926e-08,1.538244731591476e-08
1917,1.2063066989753679e-08,2.8512703309502285e-08
1918,3.44591288836682e-09,1.378365155346728e-08
1919,1.5653341733923298e-08,8.287063479883727e-09
1920,1.2115570768855832e-08,1.514446346106979e-08
1921,1.2873671018098776e-08,1.5145495524393482e-08
1922,6.640141769764796e-09,1.3280283539529592e-08
1923,2.1231896241147297e-08,2.9724654737606215e-08
1924,2.4494086758863887e-08,1.675911143195208e-08
1925,5.499089184013428e-09,1.6497267552040284e-08
1926,2.229227691330493e-09,2.229227646921572e-08
1927,2.1183527820767267e-08,1.4493992672726108e-08
1928,5.713020723163709e-09,3.5420729460611255e-08
1929,1.3368487650211591e-08,2.33948540540041e-08
1930,5.2518016602221e-09,2.10072066408884e-08
1931,7.983749661377715e-09,1.1405356659111021e-08
1932,2.520693342944469e-08,2.301502632917618e-08
1933,4.588264879146209e-09,2.064719240024715e-08
1934,0.0,2.156684431042777e-08
1935,5.98414207075848e-09,2.0346082152400413e-08
1936,7.274828739411987e-09,3.031178508194898e-08
1937,6.295559185076627e-09,1.7627565185307503e-08
1938,6.482607339819424e-09,1.1668692678767911e-08
1939,9.176430282309411e-09,1.6823456405745674e-08
1940,0.0,7.607348528892999e-09
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,3.6410540360520827e-08
1943,5.806470415592457e-09,2.322588166236983e-08
1944,2.5705489292704442e-08,1.927911696952833e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,1.3921104269343232e-08,6.960552134671616e-09
1947,5.960435700558264e-09,9.536696765621855e-09
1948,1.3046265401328583e-08,1.9569398546082084e-08
1949,8.835307596655184e-09,1.3743811422273211e-08
1950,7.444753258312176e-09,9.571825110299415e-09
1951,7.462981344019681e-09,1.3859822622919182e-08
1952,1.4762725264461096e-08,1.5817205323287453e-08
1953,5.386913581872932e-09,2.3702419582605216e-08
1954,4.886268278880834e-09,5.863521668203475e-09
1955,1.407841132561316e-08,3.191106756617046e-08
1956,8.72114114258693e-09,1.4825940475304833e-08
1957,7.068030161150318e-09,1.4136060322300636e-08
1958,1.8198935691771112e-08,8.272243334772611e-09
1959,5.425523585955716e-09,1.6276571201956358e-08
1960,7.612916519406099e-09,5.536666680683311e-09
1961,1.250668635321972e-08,2.153929301584867e-08
1962,6.976152100435229e-09,1.1415521861124489e-08
1963,1.0345685197421517e-08,1.2932106940866106e-08
1964,7.300761772910391e-09,1.1559539991878864e-08
1965,1.0396882466068291e-08,7.660860390501512e-09
1966,9.970334780007306e-09,1.0524241922382771e-08
1967,8.874604162656397e-09,1.035370456037299e-08
1968,1.4372530721118437e-08,1.122853987567396e-08
1969,1.2716921737876419e-08,1.4533624970169967e-08
1970,9.657322941336588e-09,8.7375777724219e-09
1971,1.1304474689666222e-08,5.652237344833111e-09
1972,1.0260293947794707e-08,2.565073486948677e-08
1973,1.1026407342740185e-08,9.923766697284009e-09
1974,4.500457340128605e-09,7.875800456247362e-09
1975,6.282628195464213e-09,1.1994108817248161e-08
1976,3.9994687561772935e-09,6.8562320265641574e-09
1977,4.11374712072643e-09,6.464460078348111e-09
1978,7.72276909088987e-09,6.534650598410963e-09
1979,4.681578680276743e-09,8.192762912528906e-09
1980,5.6851505725319385e-09,9.096241093686785e-09
1981,6.325549417596221e-09,6.958104314946922e-09
1982,6.2075020679230875e-09,8.690503427999374e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,5.219107812592938e-09,1.4497521405587577e-08
1985,4.210890747202711e-09,4.210890747202711e-09
1986,2.997242676272549e-09,8.392279760016663e-09
1987,4.888653482026939e-09,9.166225112267057e-09
1988,4.797243047249822e-09,7.195864348830128e-09
1989,7.683371272548811e-09,9.878619700032232e-09
1990,3.814055737905164e-09,5.993515905799995e-09
1991,1.7584396161396398e-09,1.2309077312977479e-08
1992,7.162927584403178e-09,9.91789939064347e-09
1993,5.539207315052863e-09,9.970573700002205e-09
1994,4.2199412852994556e-09,7.384897138251745e-09
1995,1.626735190995987e-09,3.795715741716776e-09
1996,3.2028553142993132e-09,4.270473752399084e-09
1997,7.192341833217597e-09,6.233362714880286e-09
1998,7.629006759657386e-09,8.582632382569955e-09
1999,2.7421207526856506e-09,9.140402212892695e-09
2000,2.6508188977203417e-09,8.83606254831193e-09
2001,2.190605918883648e-09,6.133696661692056e-09
2002,4.81934359086722e-09,4.81934359086722e-09
2003,2.083461403401543e-09,7.083769126836614e-09
2004,2.642874807889939e-09,8.369103632333008e-09
2005,3.602999676388663e-09,7.656374201303606e-09
2006,1.4824403926638752e-08,8.235780057930242e-09
2007,7.190063211481856e-09,8.787854888225866e-09
2008,5.960415716543821e-09,1.1920831433087642e-08
2009,4.291373478793048e-09,5.245011536203492e-09
2010,6.613310343794865e-09,4.2514138876015295e-09
2011,4.206369030868018e-09,7.265546830836911e-09
2012,1.0893608681783462e-08,1.1574459612972987e-08
2013,9.483025031897796e-09,7.530637446961919e-09
2014,8.012147389990787e-09,9.961047986450922e-09
2015,1.219116452233493e-08,1.1304534197620342e-08
2016,1.677785377296459e-08,1.118523584864306e-08
2017,6.037467414898856e-09,8.049956257139002e-09
2018,1.4972506789945328e-08,1.2391040193904246e-08
2019,9.94885240857002e-09,8.673358031785483e-09
