year,plus_ADV osé_VERB,plus_ADV causé_VERB
1876,1.1366508090304706e-07,1.1487427897804992e-08
1877,8.535045736834945e-08,1.793596560162314e-08
1878,1.008527803492143e-07,7.850815109122777e-09
1879,1.392926094467839e-07,6.109325489944695e-09
1880,9.1775198995947e-08,2.8238524407697696e-08
1881,1.0040410813871858e-07,1.3945015142624584e-09
1882,8.984770261122321e-08,1.0648616211028639e-08
1883,1.1817164136118663e-07,1.1374810426900694e-08
1884,1.0166613151341153e-07,3.300848483434038e-09
1885,1.1086493145739951e-07,7.7347630522695e-09
1886,8.970314979706018e-08,7.098810428374236e-09
1887,1.0903303859777225e-07,2.6115698492645834e-09
1888,8.24279879907408e-08,8.876860135842435e-09
1889,9.272402223814424e-08,6.891650361495749e-09
1890,8.717334054608727e-08,3.9326319978272295e-09
1891,9.68881437302116e-08,7.649063604731055e-09
1892,1.0969896635515397e-07,1.191017329205124e-08
1893,7.88277318974906e-08,7.390100087434348e-09
1894,7.813908808884662e-08,1.3863386882917439e-08
1895,7.884384700673763e-08,6.018614495673091e-09
1896,1.1086414275496281e-07,1.7691087705884456e-08
1897,9.322741334472084e-08,7.574727511894253e-09
1898,1.0581123888186994e-07,1.4145887128336199e-08
1899,7.904436927219649e-08,2.7637891975018647e-09
1900,1.0018732865546554e-07,1.245852754294674e-08
1901,8.774320292559423e-08,7.265360757457984e-09
1902,4.959386856739911e-08,9.329538919189417e-09
1903,8.532347806067264e-08,3.7801539676252105e-09
1904,6.557042553367864e-08,4.837162670412454e-09
1905,7.999176432349486e-08,9.805441791854719e-09
1906,8.333579160080262e-08,8.745113966313056e-09
1907,1.0697114305457944e-07,1.1828539925318182e-08
1908,8.545816854166333e-08,2.4556945366072114e-09
1909,9.956779933872895e-08,7.151278680339601e-09
1910,8.978172871820789e-08,9.085056262847502e-09
1911,1.0640748371315567e-07,9.576673676292558e-09
1912,6.824341625133457e-08,8.335073964360618e-09
1913,8.431753428794764e-08,1.2196876397752021e-08
1914,8.10305991194582e-08,9.37544086809794e-09
1915,8.599955947374838e-08,2.3561523843085297e-09
1916,6.812226160946011e-08,9.888715624128963e-09
1917,6.908847183240141e-08,6.57985488317081e-09
1918,1.3783650842924544e-07,1.378365155346728e-08
1919,1.243059557509696e-07,7.366278698128781e-09
1920,6.587841738792122e-08,1.3630017114962811e-08
1921,8.405749696294151e-08,1.1359120755116692e-08
1922,8.705963949751094e-08,2.8036154731125862e-08
1923,8.811237250938575e-08,4.246379248229459e-09
1924,9.153053071031536e-08,1.1602462102189293e-08
1925,1.0008341888578798e-07,9.898360353588487e-09
1926,9.251294841305935e-08,1.5604593173179637e-08
1927,8.919379723693055e-08,1.0034302277972529e-08
1928,9.826395341860916e-08,9.14083297942625e-09
1929,1.1363214724724457e-07,1.7824650200282122e-08
1930,1.2079144084964355e-07,7.352522590764465e-09
1931,9.58049923838189e-08,7.983749661377715e-09
1932,9.5347971296178e-08,1.3151444377967891e-08
1933,7.914756849913829e-08,1.0323596200123575e-08
1934,8.387105765450542e-08,1.5576054224197833e-08
1935,8.377799076697556e-08,1.196828414151696e-08
1936,9.578524640119213e-08,9.699771652549316e-09
1937,7.051026074123001e-08,3.777335333410292e-09
1938,8.038433207957496e-08,9.075650453382877e-09
1939,9.482311469355409e-08,0.0
1940,7.100192078723921e-08,0.0
1941,9.149658097840074e-08,5.9030051957620344e-09
1942,1.2136847260535433e-07,6.068423541449874e-09
1943,7.548411673496958e-08,2.9032352077962287e-09
1944,8.354284375400312e-08,3.2131861615880553e-09
1945,1.0456819410364915e-07,2.178504043826024e-09
1946,9.605562212300356e-08,1.1136883415474585e-08
1947,9.298279479708071e-08,7.152522574216391e-09
1948,9.567261116671943e-08,6.523132700664291e-09
1949,7.755436826073492e-08,1.0798709482173763e-08
1950,8.082874813908347e-08,7.444753258312176e-09
1951,1.2793681491984898e-07,1.1727541604500402e-08
1952,1.0544803785705881e-07,1.0544803918932644e-09
1953,7.433941107137798e-08,1.0773827385790469e-09
1954,1.1140691213995524e-07,5.863521668203475e-09
1955,7.790054468159724e-08,3.754243138587299e-09
1956,7.761816078755146e-08,6.976913269340912e-09
1957,6.184526313290917e-08,2.6505113659425206e-09
1958,1.0257581806172311e-07,1.1581140491045971e-08
1959,9.223389696444428e-08,7.750747821333448e-10
1960,9.135499823287319e-08,2.7683333403416555e-09
1961,6.392306772795564e-08,6.94815938118154e-09
1962,7.610347552144958e-08,5.7077609305622445e-09
1963,9.56975867438814e-08,6.466053470433053e-09
1964,9.795189015449068e-08,1.2776333768727e-08
1965,7.715581062939236e-08,5.47204326295514e-09
1966,5.649856404943421e-08,6.092982118843793e-09
1967,8.529480766128472e-08,8.381570104631919e-09
1968,1.0015857299094932e-07,8.084548142051062e-09
1969,7.085142073037787e-08,1.3625273131978588e-09
1970,7.03604925433865e-08,6.438214850135182e-09
1971,7.861748230197918e-08,5.652237344833111e-09
1972,6.720492251588439e-08,3.5911027485013847e-09
1973,6.505580785187703e-08,4.9618833486420044e-09
1974,5.963106275430619e-08,1.6876715580593782e-09
1975,6.111283568088766e-08,2.2845920710778955e-09
1976,5.027903782206522e-08,3.9994687561772935e-09
1977,5.465406971438824e-08,4.11374712072643e-09
1978,6.95049209298304e-08,5.940591130126904e-09
1979,5.734933949952392e-08,5.266775904289034e-09
1980,8.072913715295726e-08,9.096241093686785e-09
1981,6.388805218193738e-08,8.223214109648325e-09
1982,6.517877437772768e-08,5.586751949948621e-09
1983,7.1363068343544e-08,1.89459470334441e-09
1984,6.378909489512807e-08,6.378909400694965e-09
1985,4.992913105184016e-08,3.0077789148208467e-09
1986,8.032610310237942e-08,1.0790073723399018e-08
1987,6.233032934233051e-08,1.8332451112712533e-09
1988,6.416312459123219e-08,1.798966087207532e-09
1989,6.860152979015766e-08,4.390497743145261e-09
1990,6.48389431034957e-08,4.90378582185258e-09
1991,5.2753186707832356e-08,4.10302547493302e-09
1992,6.391535123384529e-08,2.7549720282848966e-09
1993,7.865674689355728e-08,3.877445031719162e-09
1994,8.070637846913087e-08,6.329911705904578e-09
1995,7.211859553990507e-08,5.964695848348356e-09
1996,6.56585328329129e-08,8.007138063703678e-09
1997,6.569005250867122e-08,4.315404922294874e-09
1998,6.24624902911819e-08,8.582632382569955e-09
1999,6.718195777466462e-08,3.656160929565999e-09
2000,5.787621404351739e-08,7.068850393920911e-09
2001,6.440381383754357e-08,5.257454027685071e-09
2002,6.966142507280892e-08,3.504977197366088e-09
2003,7.333784424190526e-08,4.583615265119079e-09
2004,6.166708033106261e-08,5.285749615779878e-09
2005,6.755624326615361e-08,4.053374524914943e-09
2006,8.565211118138905e-08,8.64756888319107e-09
2007,8.028903408785482e-08,3.1955835755326234e-09
2008,7.493093789889826e-08,5.108927503272298e-09
2009,8.34433677709967e-08,2.860915504498962e-09
2010,9.116920551832663e-08,4.723792912386671e-09
2011,8.565697129370164e-08,6.500752380844688e-09
2012,1.1506374164582667e-07,7.148930780687124e-09
2013,1.2076911559688597e-07,7.2517249982695375e-09
2014,1.4876609100156202e-07,9.744502982300673e-09
2015,1.3410280530479213e-07,1.0861219479352258e-08
2016,1.3691557398942678e-07,7.871092222444531e-09
2017,1.242711960003362e-07,5.534344982294215e-09
2018,1.5359727001396095e-07,7.486253394972664e-09
2019,1.3214116734161507e-07,8.673358031785483e-09
