year,animaux_NOUN ouverts_ADJ,animaux_NOUN couverts_ADJ
1800,0.0,1.2262241000371432e-07
1801,0.0,9.524730337773235e-09
1802,0.0,2.6854081625060644e-08
1803,1.950339223455444e-09,1.1702034896643454e-08
1804,0.0,1.4831105232815389e-08
1805,0.0,5.970043304159844e-08
1806,0.0,1.4408345627714425e-08
1807,0.0,0.0
1808,0.0,2.039466551195801e-08
1809,0.0,2.4849335034105025e-08
1810,0.0,1.6380887757350138e-08
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,1.3486118000116676e-08
1816,0.0,4.1716869958463576e-08
1817,1.556873407970727e-09,2.1796227045456362e-08
1818,0.0,3.695565098382758e-08
1819,2.070210003424222e-09,1.2421260464634543e-08
1820,0.0,3.5599443393152796e-09
1821,1.97229765852569e-09,6.903041693817613e-09
1822,0.0,4.3110148340019805e-08
1823,0.0,5.929612356680991e-09
1824,0.0,7.57900142644985e-09
1825,0.0,2.0252519661312363e-08
1826,1.7615968683770689e-09,1.4973572604048968e-08
1827,0.0,1.474763688946723e-08
1828,0.0,1.834460228167245e-08
1829,0.0,5.315369283609428e-08
1830,2.0873671680021744e-09,2.6092090266160994e-08
1831,0.0,1.247296466111436e-08
1832,0.0,1.3529969367098715e-09
1833,0.0,3.4750886612755494e-09
1834,1.8669061851994684e-09,2.42697808516823e-08
1835,6.050470346963266e-09,2.8739734148075513e-08
1836,2.016224964762614e-09,1.9490174807401672e-08
1837,2.7831563720326358e-09,2.1569462660409044e-08
1838,0.0,6.943378316748294e-09
1839,6.292327547896548e-09,1.8177836125232716e-08
1840,0.0,1.52872523528913e-08
1841,0.0,9.630822361827995e-09
1842,1.341653010911159e-09,4.695785538189057e-09
1843,3.5441467538532834e-09,2.3036953678001737e-08
1844,5.488561161115513e-09,6.586273748609983e-09
1845,1.1160455892778032e-09,1.2834524554250493e-08
1846,0.0,3.0443406462410394e-08
1847,0.0,8.089835468183537e-09
1848,0.0,2.494018680465615e-08
1849,0.0,6.703531951757213e-09
1850,1.3577992064028876e-09,6.788996032014438e-09
1851,1.2898877521649865e-09,1.870337307252612e-08
1852,0.0,1.1067927019325907e-08
1853,0.0,2.8665272822081533e-08
1854,4.676098175337984e-09,8.832629738719788e-09
1855,5.306937111981824e-10,1.963566731433275e-08
1856,1.1907535402144731e-08,1.1389816201301528e-08
1857,4.881509085841174e-10,5.369659827891837e-09
1858,0.0,2.4468380654951716e-09
1859,0.0,8.656694916453489e-09
1860,0.0,1.1900677776566226e-08
1861,6.13075279431996e-09,3.3011746669586728e-09
1862,1.2198563048571032e-08,8.584174260306554e-09
1863,4.994620717013731e-09,8.490855130105501e-09
1864,0.0,6.233146443435089e-09
1865,5.6482134525026595e-09,3.765475486972036e-09
1866,9.731225825149181e-10,1.3137154475373336e-08
1867,0.0,5.82337378318698e-09
1868,2.4699371437009177e-09,1.1361710683388537e-08
1869,0.0,6.8369265804335555e-09
1870,0.0,1.4335121534259088e-08
1871,0.0,8.496941816815706e-09
1872,0.0,5.442605477412599e-09
1873,8.380406590902112e-09,4.788803575905831e-09
1874,4.182226565063729e-09,4.182226565063729e-09
1875,0.0,6.293679799540541e-09
1876,0.0,6.04601479992084e-09
1877,0.0,7.421779191219002e-09
1878,1.8117265465633636e-09,4.22736201599605e-09
1879,0.0,8.55305515301552e-09
1880,1.9253538763308597e-09,1.2193908105473383e-08
1881,0.0,6.2752567586699115e-09
1882,1.3310770263785798e-09,1.5307385581309063e-08
1883,0.0,8.847074184359371e-09
1884,0.0,1.5183903911974994e-08
1885,0.0,1.353583467533781e-08
1886,0.0,3.872078380151578e-09
1887,0.0,9.140494583448344e-09
1888,3.804368819970705e-09,9.510921827882157e-09
1889,0.0,1.8168895721260014e-08
1890,0.0,0.0
1891,0.0,2.549687905251119e-09
1892,0.0,4.387958441043338e-09
1893,0.0,5.542574843531156e-09
1894,0.0,1.2603078580752936e-09
1895,1.2037228991346183e-09,3.0093072478365457e-09
1896,1.179405795248556e-09,5.307326134129653e-09
1897,1.6897470089816125e-08,1.1653427112179315e-09
1898,1.13167097914868e-09,2.8291773368493978e-09
1899,0.0,1.1055156790007459e-09
1900,1.5573159428683425e-09,1.038210584169974e-08
1901,0.0,5.029864968975062e-09
1902,0.0,5.4013122863239005e-09
1903,0.0,4.860198465905796e-09
1904,0.0,4.837162670412454e-09
1905,0.0,4.64468330463319e-09
1906,0.0,4.629765903985117e-09
1907,0.0,9.257117739025489e-09
1908,0.0,7.367083609821634e-09
1909,0.0,5.500983557560346e-10
1910,5.344150677544235e-10,8.550641084070776e-09
1911,0.0,3.7242618988742038e-09
1912,0.0,2.6047106693738442e-09
1913,0.0,5.833288518886093e-09
1914,0.0,7.366418142140674e-09
1915,0.0,0.0
1916,0.0,5.493730803607377e-09
1917,0.0,4.386569774084137e-09
1918,0.0,1.722956533001252e-08
1919,0.0,1.012863304339362e-08
1920,0.0,5.300562211374427e-09
1921,0.0,6.815472630705699e-09
1922,0.0,5.164554894854234e-09
1923,0.0,5.307974060286824e-09
1924,0.0,1.289162443462999e-09
1925,0.0,1.0998177923937646e-09
1926,0.0,2.229227691330493e-09
1927,0.0,5.574612327308159e-09
1928,0.0,7.998228745975666e-09
1929,0.0,2.2280812750352652e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,4.383814644626227e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,5.990790086229936e-09
1935,0.0,3.590485242455088e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,0.0,0.0
1938,0.0,1.2965214457594243e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,1.2136847082899749e-08
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,8.352662561605939e-09
1947,0.0,1.3112957830685446e-08
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,0.0,8.508289184305795e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,7.381362632230548e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,2.9317608341017376e-09
1955,0.0,1.8771215692936494e-09
1956,0.0,3.488456634670456e-09
1957,0.0,4.4175189062301e-09
1958,0.0,9.099467845885556e-09
1959,0.0,1.705164542897819e-08
1960,0.0,6.920833239831836e-09
1961,1.3896318540318475e-09,4.86371165564492e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,0.0,9.052474325699222e-09
1964,0.0,4.867174663303331e-09
1965,0.0,5.47204326295514e-09
1966,0.0,8.308612464702492e-09
1967,0.0,6.4094360374689074e-09
1968,4.4914158503495116e-10,8.982831700699023e-10
1969,0.0,3.6334062425424918e-09
1970,0.0,1.8394900047624674e-09
1971,0.0,2.569198631618974e-09
1972,0.0,4.104117490300041e-09
1973,1.102640756478479e-09,1.6539611902288698e-09
1974,0.0,2.812785782069227e-09
1975,5.711480177694739e-10,4.569184142155791e-09
1976,0.0,3.4281160132820787e-09
1977,0.0,5.876782005476144e-09
1978,0.0,3.5643548113029055e-09
1979,0.0,2.3407893401383717e-09
1980,0.0,1.1370301367108482e-09
1981,0.0,3.1627747087981106e-09
1982,0.0,2.483000915987077e-09
1983,0.0,1.2630632095778083e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,0.0,3.007779025843149e-09
