year,ayez_VERB ouvert_VERB,ayez_VERB couvert_VERB
1955,0.0,0.0
1956,8.72114158667614e-10,0.0
1957,2.6505113659425206e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,0.0,0.0
1960,1.3841666701708277e-09,0.0
1961,3.47407969059077e-09,0.0
1962,4.43936931660005e-09,0.0
1963,0.0,0.0
1964,1.8251904432275978e-09,0.0
1965,1.0944086747954884e-09,0.0
1966,5.539074754423723e-10,0.0
1967,9.860671168482327e-10,4.930335584241163e-10
1968,1.3474247273492779e-09,0.0
1969,1.8167031212712459e-09,4.5417578031781147e-10
1970,9.197450023812337e-10,0.0
1971,1.0276794970565106e-09,0.0
1972,1.5390440033513642e-09,2.565073486948677e-09
1973,6.064523994098181e-09,0.0
1974,1.6876715580593782e-09,0.0
1975,1.1422960355389478e-09,1.7134440533084216e-09
1976,5.713526873840635e-10,0.0
1977,5.876781838942691e-10,0.0
1978,2.3762365408686037e-09,0.0
1979,1.7555920051037788e-09,0.0
1980,2.2740602734216964e-09,0.0
1981,0.0,0.0
1982,6.207502289967692e-10,0.0
1983,1.2630632095778083e-09,0.0
1984,2.3196033982486597e-09,0.0
1985,6.015558051686298e-10,0.0
1986,5.994485463567401e-10,1.1988970927134801e-09
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,2.398621523624911e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,0.0
1990,1.089730194969718e-09,0.0
1991,4.10302547493302e-09,0.0
1992,4.4079553340736766e-09,0.0
1993,1.1078414852150331e-09,0.0
1994,2.637463358823311e-09,0.0
1995,1.626735190995987e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,0.0,0.0
1998,9.536258449571733e-10,0.0
1999,9.140402323914998e-10,0.0
2000,2.2090156370779823e-09,0.0
2001,2.6287270138425356e-09,8.762423564512289e-10
2002,1.752488598683044e-09,0.0
2003,1.6667691671301554e-09,0.0
2004,2.642874807889939e-09,0.0
2005,2.251874686720612e-09,0.0
2006,2.0589450144825605e-09,0.0
2007,2.3966877371606188e-09,7.988958938831558e-10
2008,4.257439734089985e-09,4.257439678578834e-10
2009,4.291373478793048e-09,0.0
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,8.030340836739924e-09,0.0
2012,1.1234034147378225e-08,0.0
2013,6.9728125495771565e-09,0.0
2014,6.712880029624557e-09,4.330890368553497e-10
2015,5.763096222466402e-09,1.10828768384863e-09
2016,5.799752234025846e-09,6.214020409345267e-10
2017,5.534344982294215e-09,5.031222660711876e-10
2018,4.904786798931582e-09,0.0
2019,6.12237061048404e-09,2.55098775436835e-10
