year,trois_DET anneaux_NOUN,trois_DET canaux_NOUN
1912,6.199211188828713e-08,5.3136097299955054e-08
1913,7.530245538234226e-08,4.560571298384275e-08
1914,9.643310949769557e-08,6.09403676965492e-08
1915,1.1073916139636708e-07,2.8273829055791566e-08
1916,7.141850177916353e-08,3.735737141852269e-08
1917,1.0418103180143135e-07,2.9609346086090227e-08
1918,8.270190843262526e-08,3.101321510712296e-08
1919,1.1049418224828855e-07,5.524709045801046e-08
1920,1.0525401972216741e-07,4.846228263133412e-08
1921,6.436835064960178e-08,4.619376015035925e-08
1922,6.27124551177971e-08,3.3938504784281065e-08
1923,1.1571383673469882e-07,3.078624954966358e-08
1924,1.250487571269332e-07,2.1915761649893284e-08
1925,7.368779209038223e-08,6.048997813756785e-08
1926,9.80860186405863e-08,3.232380052509143e-08
1927,1.705831440546035e-07,2.564321655018631e-08
1928,1.531089579565048e-07,4.4561559775502246e-08
1929,1.2922871350795617e-07,3.342121956961819e-08
1930,1.3969792611590037e-07,3.4661891690213054e-08
1931,1.0036713682382015e-07,3.649714042097685e-08
1932,1.0521155502374313e-07,4.274219422839565e-08
1933,8.717703536831323e-08,4.3588517240067404e-08
1934,7.788027112098916e-08,4.313368862085554e-08
1935,1.0532089689263557e-07,3.7101681726881e-08
1936,6.789840156784521e-08,2.7886842612900864e-08
1937,8.687871566603889e-08,5.288269544490021e-08
1938,6.612259539906518e-08,2.0744342577039276e-08
1939,6.576441791139587e-08,1.988226472349197e-08
1940,1.141102288215734e-07,4.057252667166722e-08
1941,1.3872062254449702e-07,2.9515025534720962e-08
1942,9.406056555860687e-08,2.123948195098535e-08
1943,7.83873519427658e-08,2.322588166236983e-08
1944,8.996921074810871e-08,6.105053529381621e-08
1945,6.099811278303946e-08,1.9606536838523425e-08
1946,5.0115973593278795e-08,3.48027615615365e-08
1947,8.702235509971956e-08,2.9802177392568296e-08
1948,1.5438081391039304e-07,5.2185063159626566e-08
1949,7.26458648792061e-08,6.184715273249708e-08
1950,8.18922800682742e-08,3.828730266164371e-08
1951,6.29022713916072e-08,5.757156795738183e-08
1952,7.065018614582641e-08,7.48681090456671e-08
1953,6.679773278950307e-08,4.740484182974569e-08
1954,6.352148629318322e-08,4.006739939832471e-08
1955,6.47606936965417e-08,4.8805159025278044e-08
1956,7.761815634665936e-08,2.3547082506070183e-08
1957,6.714628630888342e-08,4.947621112805223e-08
1958,8.685855812373688e-08,6.286904952190753e-08
1959,5.813060832693395e-08,5.03798602835559e-08
1960,7.751333686023543e-08,5.3290415857887297e-08
1961,7.851419914217672e-08,5.4195642418264356e-08
1962,6.151697889977825e-08,3.55149545328004e-08
1963,6.46605289311708e-08,6.336731828149311e-08
1964,4.1979383080814614e-08,4.988853929965842e-08
1965,5.964527360902139e-08,5.636204508663312e-08
1966,4.763604399826704e-08,5.206730424589523e-08
1967,5.3740658534362495e-08,6.064312874087818e-08
1968,5.479527231955217e-08,4.9854715911124003e-08
1969,7.130560053525414e-08,4.723428090325221e-08
1970,5.840380845612003e-08,5.4264955862137754e-08
1971,4.4704056456623675e-08,4.521789609412963e-08
1972,5.0788454775130276e-08,4.924940943951128e-08
1973,4.465695013777804e-08,4.5208269350283103e-08
1974,6.131873009351807e-08,4.6129686848139784e-08
1975,4.3407249794569225e-08,5.6543653315088704e-08
1976,7.656126199684365e-08,8.513155136391504e-08
1977,6.346924197320192e-08,4.760193450525918e-08
1978,6.772274163679981e-08,5.108908618378649e-08
1979,7.549045344390493e-08,4.6230589134665934e-08
1980,5.74200226255428e-08,6.310517552954309e-08
1981,6.388804785206759e-08,5.946016501390261e-08
1982,5.8350521303651703e-08,5.5867520276642324e-08
1983,6.315316181115804e-08,5.999550145574517e-08
1984,8.176601706821884e-08,7.016799941084173e-08
1985,5.835091165806716e-08,6.135869279333406e-08
1986,5.2751472079393125e-08,8.81189370915969e-08
1987,5.6219513488997563e-08,6.110817030169358e-08
1988,3.837794415595397e-08,5.996553631426593e-08
1989,7.354083919608456e-08,6.695509113807674e-08
1990,4.5223802591642936e-08,4.68583993828986e-08
1991,3.692723105075402e-08,5.6270067716468475e-08
1992,7.05272844570004e-08,4.628353122981821e-08
1993,5.539207537097468e-08,5.9269519625537725e-08
1994,4.800183317499318e-08,5.644171308105683e-08
1995,6.127369367447955e-08,4.663307651142645e-08
1996,4.4306164515006685e-08,5.177949269352666e-08
1997,5.322332929935669e-08,3.979762341899118e-08
1998,5.101898326032028e-08,5.8171175876253756e-08
1999,5.392837332252043e-08,3.930373049243485e-08
2000,5.124916580001582e-08,3.490244748771687e-08
2001,6.790878215312546e-08,5.301266225998802e-08
2002,4.950780141399491e-08,3.7678505648841565e-08
2003,5.4169998930930774e-08,5.416999915297538e-08
2004,5.5940847343283195e-08,4.4488390971153535e-08
2005,3.2877373157269574e-08,6.665549623363631e-08
2006,4.941467945940303e-08,6.629802484781067e-08
2007,5.2327679744834654e-08,3.754810729006408e-08
2008,3.320803121376059e-08,5.321799667612481e-08
2009,4.243691442695763e-08,4.05296365357799e-08
2010,4.818269072615067e-08,6.329882529243491e-08
2011,4.053410385118639e-08,7.227307330381905e-08
2012,4.731911285027479e-08,5.6851020113768413e-08
2013,4.518382379359309e-08,4.21157868579769e-08
2014,4.655707175338364e-08,3.962764705267574e-08
2015,5.075957631994754e-08,3.9455041456193385e-08
2016,6.669714824880657e-08,4.660514996146503e-08
2017,4.201071002185586e-08,3.7231048466424e-08
2018,6.06644681155899e-08,4.569195954928773e-08
2019,4.413208953835124e-08,3.877501253413129e-08
