year,chars_NOUN ouverts_ADJ,chars_NOUN couverts_ADJ
1800,0.0,6.288328968651058e-09
1801,0.0,7.143547975374531e-09
1802,0.0,3.3567602031325805e-08
1803,0.0,2.9255089017965474e-08
1804,0.0,2.4718509461507665e-09
1805,0.0,5.401467717547348e-08
1806,0.0,3.1698359492793315e-08
1807,0.0,0.0
1808,0.0,9.064295980465431e-09
1809,0.0,2.9367397402779716e-08
1810,0.0,5.3822915901946544e-08
1811,0.0,5.0141535368197765e-09
1812,0.0,5.067695596494559e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,0.0
1815,0.0,5.3944472000466703e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,2.1796227045456362e-08
1818,0.0,1.3113295338484932e-08
1819,0.0,5.2790355198339967e-08
1820,0.0,4.390598107306687e-08
1821,0.0,2.9584464655840748e-08
1822,0.0,1.9048670196752937e-08
1823,0.0,7.906149512848515e-09
1824,0.0,2.6947560627377243e-08
1825,0.0,3.6982861217893515e-08
1826,0.0,2.9947145208097936e-08
1827,0.0,1.7512819638909605e-08
1828,0.0,1.3758452155343548e-08
1829,0.0,3.429270423183084e-09
1830,0.0,5.218417697960831e-09
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,1.2176972319366541e-08,6.764984572527055e-09
1833,0.0,2.548398292390175e-08
1834,0.0,1.213489042584115e-08
1835,0.0,3.2521278114927554e-08
1836,0.0,1.0753200108126748e-08
1837,0.0,2.6439986200443855e-08
1838,0.0,2.2723781967215473e-08
1839,0.0,2.866504900111977e-08
1840,0.0,2.993753511759678e-08
1841,0.0,4.494383976094696e-09
1842,0.0,2.817471411731276e-08
1843,0.0,4.134837805480629e-09
1844,0.0,2.085653250105679e-08
1845,0.0,2.0646844234306627e-08
1846,0.0,1.4636253098387897e-08
1847,0.0,8.089835468183537e-09
1848,0.0,1.528592186161859e-08
1849,0.0,1.1731181359664333e-08
1850,0.0,1.2899092460827433e-08
1851,0.0,2.1283147688677673e-08
1852,0.0,1.5625309046640723e-08
1853,0.0,7.763511611358354e-09
1854,0.0,4.676098175337984e-09
1855,0.0,1.326734277995456e-08
1856,0.0,5.177189232874468e-10
1857,0.0,8.78671624349181e-09
1858,0.0,1.4191660291373864e-08
1859,0.0,7.638259802433822e-09
1860,0.0,7.323494255473406e-09
1861,0.0,1.9335450573976232e-08
1862,0.0,4.9697850279528666e-09
1863,0.0,0.0
1864,9.589455896019672e-10,9.589455896019672e-10
1865,0.0,1.7886009118228685e-08
1866,0.0,1.0217787504984699e-08
1867,0.0,7.279217228983725e-09
1868,0.0,1.9265508299781686e-08
1869,0.0,0.0
1870,5.734048791339319e-10,9.747882501187632e-09
1871,0.0,0.0
1872,0.0,1.2094679036067646e-08
1873,0.0,4.190203295451056e-09
1874,0.0,1.7923826867161097e-09
1875,0.0,1.830888685105947e-08
1876,0.0,1.4510435519810017e-08
1877,0.0,5.566334504436554e-09
1878,0.0,1.0266450800600069e-08
1879,0.0,3.665595160740054e-09
1880,0.0,8.343199908722454e-09
1881,0.0,1.3945014920579979e-08
1882,0.0,5.324308105514319e-09
1883,6.319338941018771e-10,4.423537092179686e-09
1884,1.3203393933736152e-09,3.300848483434038e-09
1885,0.0,5.156508553483263e-09
1886,0.0,5.808117542471791e-09
1887,0.0,1.5016526688782506e-08
1888,0.0,6.974675947901687e-09
1889,0.0,5.012109394186837e-09
1890,4.5880703680722945e-09,4.5880703680722945e-09
1891,0.0,1.9122659011827636e-09
1892,0.0,2.005923960268774e-08
1893,0.0,5.542574843531156e-09
1894,0.0,3.780923574225881e-09
1895,0.0,4.213029924926559e-09
1896,5.89702897624278e-10,5.897029087265082e-09
1897,0.0,3.4960281336537946e-09
1898,0.0,3.3950129374460403e-09
1899,0.0,1.1055156790007459e-09
1900,0.0,8.824790675987515e-09
1901,0.0,4.470991132876634e-09
1902,0.0,2.9461704187383475e-09
1903,0.0,1.0260418292773466e-08
1904,0.0,3.2247751136083025e-09
1905,0.0,7.2250627702885595e-09
1906,0.0,2.572092316910357e-09
1907,0.0,1.028568674676933e-09
1908,0.0,9.822778146428846e-10
1909,0.0,4.950885035270858e-09
1910,0.0,3.206490406526541e-09
1911,0.0,7.448523575703803e-09
1912,0.0,3.125652625612929e-09
1913,0.0,3.181793939432964e-09
1914,0.0,1.339348720819089e-08
1915,3.534228465440492e-09,5.890381071793627e-09
1916,0.0,1.0987461607214755e-08
1917,0.0,2.1932848870420685e-09
1918,0.0,3.44591288836682e-09
1919,0.0,1.1049418269237776e-08
1920,0.0,4.543339038320937e-09
1921,0.0,2.2718242842501013e-09
1922,7.377935484775833e-10,5.164555005876537e-09
1923,0.0,0.0
1924,0.0,3.867487219366694e-09
1925,0.0,1.0998177923937646e-09
1926,0.0,6.687683296036084e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,0.0
1929,0.0,1.1140405931087116e-08
1930,0.0,3.1510811737689437e-09
1931,0.0,1.1405356659111021e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,2.393656828303392e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,1.0072894518486919e-08
1938,0.0,5.186085783037697e-09
1939,0.0,4.588215141154706e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,8.344609447874518e-09
1948,0.0,7.610321262063735e-09
1949,0.0,4.908504269707237e-09
1950,0.0,7.444753258312176e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,1.0544804140977249e-08
1953,0.0,2.1547654771580937e-09
1954,0.0,2.9317608341017376e-09
1955,0.0,5.631364707880948e-09
1956,0.0,1.744228317335228e-09
1957,0.0,2.6505113659425206e-09
1958,0.0,8.272243445794913e-10
1959,0.0,6.200598257066758e-09
1960,0.0,0.0
1961,0.0,5.55852741612739e-09
1962,0.0,5.0735651235811474e-09
1963,0.0,9.052474325699222e-09
1964,0.0,4.867174663303331e-09
1965,5.472043373977442e-10,3.2832261354087677e-09
1966,1.1078149508847446e-09,6.6468897053084675e-09
1967,0.0,3.944268467392931e-09
1968,0.0,5.838840522187638e-09
1969,0.0,4.087581828571274e-09
1970,0.0,5.978342709767048e-09
1971,0.0,5.652237344833111e-09
1972,0.0,1.0260293725750103e-09
1973,0.0,4.410563025913916e-09
1974,0.0,1.6876715580593782e-09
1975,0.0,2.2845920710778955e-09
1976,0.0,2.285410749536254e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,0.0,0.0
1979,0.0,3.5111840102075575e-09
1980,0.0,5.685150683554241e-10
1981,0.0,1.2651099057237047e-09
1982,0.0,1.8622506869903077e-09
1983,0.0,6.315316047889041e-10
1984,0.0,4.059305780401701e-09
1985,0.0,2.4062232206745193e-09
1986,0.0,5.994485463567401e-10
1987,0.0,1.8332451112712533e-09
1988,0.0,5.99655392008458e-09
1989,0.0,5.488122178931576e-10
1990,0.0,1.6345953479657283e-09
1991,0.0,1.1722930404189924e-09
1992,0.0,2.7549720282848966e-09
1993,0.0,2.7696036575264316e-09
1994,0.0,2.637463358823311e-09
1995,0.0,2.1689803286761844e-09
1996,0.0,2.6690460952494277e-09
1997,0.0,1.917957792585412e-09
1998,9.536258449571733e-10,2.86087753487152e-09
1999,0.0,1.3710603763428253e-09
2000,0.0,2.2090156370779823e-09
2001,0.0,4.8193329327261836e-09
2002,0.0,4.381221607729913e-09
2003,0.0,3.333538334260311e-09
2004,4.404791253964646e-10,1.7619165015858584e-09
2005,0.0,2.702249757291497e-09
2006,0.0,1.2353669198716943e-09
2007,0.0,4.393927444112933e-09
