year,grands_ADJ ans_NOUN,grands_ADJ camps_NOUN
1800,0.0,3.144164484325529e-09
1801,9.524730337773235e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,1.5862518409903714e-08
1809,0.0,0.0
1810,2.3401267590372754e-09,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,9.341240669868967e-09
1818,2.384235475716423e-09,1.1921177378582115e-09
1819,0.0,1.035105001712111e-09
1820,0.0,1.0679833017945839e-08
1821,0.0,0.0
1822,0.0,1.0025615893027862e-09
1823,0.0,2.9648061783404955e-09
1824,0.0,0.0
1825,8.805443041381977e-10,8.805443041381977e-10
1826,0.0,3.699353356978463e-08
1827,9.217273055917019e-10,5.530363722527909e-09
1828,9.172301251858528e-10,2.4765213879618386e-08
1829,0.0,0.0
1830,0.0,1.0436835395921662e-08
1831,0.0,9.354723218280014e-09
1832,0.0,1.0823975493678972e-08
1833,1.1583628500844156e-09,1.1583628500844156e-09
1834,0.0,1.0267983796552471e-08
1835,0.0,2.2689263801112247e-08
1836,0.0,2.6210924986003192e-08
1837,0.0,6.262101948095733e-09
1838,0.0,3.787297142565649e-09
1839,0.0,4.194885327990505e-09
1840,0.0,4.267691267045848e-08
1841,6.420548537278137e-10,1.0914932957462042e-08
1842,0.0,1.1404051036834062e-08
1843,0.0,8.860366662588604e-09
1844,1.097712254427563e-09,1.4270259640625227e-08
1845,0.0,2.3436957263811564e-08
1846,0.0,1.3465353276842507e-08
1847,1.0786447290911383e-09,1.294373674909366e-08
1848,1.6090443422100975e-09,1.6090443422100975e-09
1849,8.379414939696517e-10,1.4245005175439474e-08
1850,0.0,2.1724787302446202e-08
1851,3.2247193804124663e-09,2.96674187438839e-08
1852,1.3021090872200602e-09,7.161600201754936e-09
1853,0.0,1.3735443005202796e-08
1854,1.558699391779328e-09,3.63696517347023e-09
1855,0.0,1.6982198758341838e-08
1856,0.0,3.468716869292621e-08
1857,4.881509085841174e-10,1.2203773103180993e-08
1858,0.0,1.1744822003834088e-08
1859,0.0,1.629495471888731e-08
1860,1.373155145145688e-09,8.238931314963338e-09
1861,9.431927461278633e-10,9.903524222920623e-09
1862,0.0,3.7951085829490694e-08
1863,0.0,8.990317823531768e-09
1864,0.0,1.2945765348604255e-08
1865,0.0,1.0825742080555756e-08
1866,0.0,1.1190909532388105e-08
1867,9.7056229719783e-10,1.649955905236311e-08
1868,4.93987406535723e-10,1.432563490055827e-08
1869,1.953407657850903e-09,1.660396442559886e-08
1870,5.734048791339319e-10,3.096386436141074e-08
1871,0.0,6.478918379571041e-08
1872,0.0,3.8702971494330995e-08
1873,5.986004469882289e-10,4.8486636927691507e-08
1874,5.974609140757536e-10,4.421210775262807e-08
1875,1.1443054281912168e-09,2.9751941355016243e-08
1876,6.04601479992084e-10,4.17175023414984e-08
1877,6.184815992682502e-10,1.9172929910382663e-08
1878,2.4156354694326865e-09,2.7779808675632012e-08
1879,6.10932526790009e-10,3.176849006081284e-08
1880,6.417846254436199e-10,2.2462462112571302e-08
1881,0.0,7.669758161910067e-09
1882,0.0,3.1945848633085916e-08
1883,0.0,3.854796659652493e-08
1884,6.601696966868076e-10,3.8289840631478e-08
1885,0.0,9.023890079618013e-09
1886,0.0,2.6459201052375647e-08
1887,0.0,2.9380160526670807e-08
1888,6.340614699951175e-10,3.4239320712003973e-08
1889,6.265136742733546e-10,3.3831739187917265e-08
1890,0.0,2.2284913470116408e-08
1891,6.374220040683554e-10,2.995883363610119e-08
1892,0.0,2.570090096298827e-08
1893,0.0,2.46336657738766e-08
1894,2.520615716150587e-09,1.449354058991048e-08
1895,0.0,1.745398137131815e-08
1896,0.0,1.7691087705884456e-08
1897,5.826713556089658e-10,3.437761009195128e-08
1898,0.0,3.055511754723739e-08
1899,0.0,2.65323762960179e-08
1900,5.191053142894475e-10,1.5054054003371675e-08
1901,0.0,2.5708198236884527e-08
1902,0.0,1.6694965410124496e-08
1903,5.400220270956879e-10,2.430099144135056e-08
1904,5.374625189347171e-10,3.654745128756076e-08
1905,0.0,3.4577084306874895e-08
1906,5.144184522798412e-10,4.3211148437194424e-08
1907,0.0,4.319988278211895e-08
1908,4.911389073214423e-10,3.929111258571538e-08
1909,5.500983557560346e-10,1.925344328412848e-08
1910,5.344150677544235e-10,3.099607326362275e-08
1911,0.0,3.830669470517023e-08
1912,0.0,3.64659484830554e-08
1913,0.0,3.1287640922528226e-08
1914,0.0,5.2234600644851525e-08
1915,1.1780761921542648e-09,9.89584023614043e-08
1916,0.0,5.0542325880087446e-08
1917,0.0,1.0747096013119517e-07
1918,2.2972752589112133e-09,1.1716103642811504e-07
1919,9.207848372660976e-10,5.985101125816072e-08
1920,0.0,4.619061400035207e-08
1921,0.0,3.7863738810983705e-08
1922,0.0,4.352981974875547e-08
1923,1.0615948120573648e-09,4.564857647437748e-08
1924,0.0,2.5783249313349188e-08
1925,0.0,3.629398648286042e-08
1926,0.0,3.4553028882555736e-08
1927,0.0,2.7873062080630007e-08
1928,1.1426041224282812e-09,4.1133748851507335e-08
1929,0.0,1.1140405931087116e-08
1930,0.0,1.6805765667982087e-08
1931,0.0,4.1059283972799676e-08
1932,0.0,2.9590749406338546e-08
1933,2.2941324395731044e-09,4.01473165823063e-08
1934,0.0,2.3963160344919743e-08
1935,1.196828414151696e-09,2.752705441366743e-08
1936,0.0,3.394919900756577e-08
1937,2.5182236296217297e-09,3.1477796369472344e-08
1938,0.0,2.5930429359277696e-08
1939,0.0,3.8235125288110794e-08
1940,0.0,3.0429394115571995e-08
1941,0.0,3.246652724442356e-08
1942,0.0,5.76500234217292e-08
1943,0.0,2.6129116648121453e-08
1944,0.0,7.390327994016843e-08
1945,0.0,8.931866801731303e-08
1946,0.0,8.909506732379668e-08
1947,0.0,5.722018059373113e-08
1948,0.0,5.0010683594337024e-08
1949,0.0,7.460926099156495e-08
1950,0.0,4.892266147749069e-08
1951,1.0661401761424827e-09,5.330700858507953e-08
1952,0.0,4.956057964022875e-08
1953,0.0,3.3398865895151175e-08
1954,0.0,3.127211556375187e-08
1955,0.0,3.0972504561077585e-08
1956,0.0,2.441919733087161e-08
1957,0.0,3.534015036166238e-08
1958,0.0,3.3088973339090444e-08
1959,0.0,4.727956337546857e-08
1960,6.920833350854139e-10,4.014083287984249e-08
1961,0.0,3.335116360858592e-08
1962,6.341956404476434e-10,4.693047728210331e-08
1963,0.0,2.909724017285953e-08
1964,0.0,2.7377858202726202e-08
1965,1.0944086747954884e-09,3.3926667697414814e-08
1966,3.3234448526542337e-09,2.76953731059848e-08
1967,0.0,3.5991448044114804e-08
1968,8.982831700699023e-10,3.5931325470528463e-08
1969,4.5417578031781147e-10,3.9967467557744385e-08
1970,2.2993624781975086e-09,3.49503110896876e-08
1971,0.0,3.494110245583215e-08
1972,5.130146862875051e-10,4.565830735714371e-08
1973,1.102640756478479e-09,4.3002987837326145e-08
1974,0.0,2.5877628928583363e-08
1975,0.0,3.541117621352896e-08
1976,0.0,2.628222439682304e-08
1977,1.1753563677885381e-09,4.407586473575975e-08
1978,0.0,6.059403290237242e-08
1979,1.7555920051037788e-09,4.9741775143274936e-08
1980,5.685150683554241e-10,4.377566042990111e-08
1981,2.5302198114474095e-09,3.7320742052315836e-08
1982,0.0,3.972801465579323e-08
1983,0.0,3.410270821291306e-08
1984,0.0,3.36342509399401e-08
1985,0.0,4.812446263713355e-08
1986,0.0,3.1770774455708306e-08
1987,0.0,4.522004459772688e-08
1988,0.0,3.1781734577407406e-08
1989,0.0,3.5123981945162086e-08
1990,5.44865097484859e-10,4.195461400513523e-08
1991,1.1722930404189924e-09,4.278869525364826e-08
1992,5.509944167592096e-10,4.903850481241534e-08
1993,0.0,4.3205819366676224e-08
1994,5.274926606624319e-10,4.483687732204089e-08
1995,0.0,8.4590233484505e-08
1996,0.0,6.245567618634595e-08
1997,0.0,4.890792482115103e-08
1998,4.768129224785866e-10,3.57609692969163e-08
1999,4.570201161957499e-10,6.626791559938283e-08
2000,4.4180314962005696e-10,7.113030875416371e-08
2001,0.0,5.695575211461801e-08
2002,4.38122149670761e-10,2.8477940006155222e-08
2003,4.1669229178253886e-10,4.5419458416517955e-08
2004,0.0,5.065509967039361e-08
