year,grands_ADJ ans_NOUN,grands_ADJ camps_NOUN
2005,0.0,6.845699118684934e-08
2006,8.235779835885637e-10,3.74727981977685e-08
2007,3.994479469415779e-10,4.513761808766503e-08
2008,0.0,4.640609319039868e-08
2009,0.0,6.150968090423703e-08
2010,0.0,3.873510223684207e-08
2011,0.0,4.8182048573153224e-08
2012,0.0,3.4042528795907856e-08
2013,0.0,3.765318723480959e-08
2014,0.0,5.608503172993551e-08
2015,6.649726325136385e-10,3.2805317573547654e-08
2016,0.0,2.982729796485728e-08
2017,5.031222660711876e-10,3.547011928617394e-08
2018,0.0,2.7621693377000156e-08
2019,0.0,2.6785372142512642e-08
