year,deux_DET ados_NOUN,deux_DET cadeaux_NOUN
1862,1.8071945051545413e-09,1.8071945051545413e-09
1863,0.0,9.989241656072068e-10
1864,0.0,9.589455896019672e-10
1865,0.0,3.294791106611683e-09
1866,0.0,4.865612912574591e-10
1867,0.0,4.85281148598915e-10
1868,0.0,0.0
1869,0.0,2.441759683335931e-09
1870,5.734048791339319e-10,2.8670243956696595e-09
1871,0.0,3.18635318130589e-09
1872,0.0,6.047339295989218e-10
1873,1.1972008939764578e-09,0.0
1874,1.7923826867161097e-09,8.364453130127458e-09
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,8.040260901509555e-09
1878,0.0,6.039088673581716e-10
1879,6.10932526790009e-10,6.109325489944695e-09
1880,1.9253538763308597e-09,2.5671385017744797e-09
1881,0.0,3.4862537301449947e-09
1882,0.0,2.6621540527571597e-09
1883,0.0,2.5277355764075082e-09
1884,6.601696966868076e-10,1.3203393933736152e-09
1885,0.0,3.867381359601296e-09
1886,0.0,1.2906927748801422e-09
1887,0.0,6.528924623161458e-10
1888,4.4384300679212174e-09,3.1703073499755874e-09
1889,4.385595886446936e-09,0.0
1890,0.0,0.0
1891,0.0,7.649063604731055e-09
1892,0.0,0.0
1893,0.0,6.15841644346915e-09
1894,0.0,6.301539290376468e-10
1895,0.0,6.018614495673091e-10
1896,0.0,3.5382172747233653e-09
1897,0.0,1.1653427112179315e-09
1898,5.6583548957434e-10,1.6975064687230201e-09
1899,5.527578395003729e-10,1.1055156790007459e-09
1900,0.0,4.15284251431558e-09
1901,0.0,7.824234593556412e-09
1902,0.0,1.9641135384773634e-09
1903,0.0,2.1600881083827517e-09
1904,5.374625189347171e-10,1.0749250378694342e-09
1905,2.0643036169332163e-09,8.257214467732865e-09
1906,3.0865106026567446e-09,3.0865106026567446e-09
1907,1.5428529565042481e-09,2.5714216866923323e-09
1908,0.0,1.4734167219643268e-09
1909,0.0,1.6502950117569526e-09
1910,1.068830135508847e-09,1.068830135508847e-09
1911,1.0640748282497725e-09,2.6601871816467337e-09
1912,1.0418842455450772e-09,5.209421227725386e-10
1913,2.121195885607108e-09,1.060597942803554e-09
1914,0.0,4.018046340092951e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,0.0,1.0987461607214755e-08
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,0.0,1.1486376294556067e-08
1919,0.0,5.524709134618888e-09
1920,7.572231730534895e-10,1.817335615328375e-08
1921,0.0,9.087297137000405e-09
1922,8.115729421831475e-09,7.377935595798135e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,2.578324886925998e-09
1925,2.1996355847875293e-09,1.0998177923937646e-08
1926,0.0,4.458455382660986e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,3.4278122562625413e-09
1929,0.0,0.0
1930,0.0,6.302162347537887e-09
1931,0.0,6.843213995466613e-09
1932,0.0,0.0
1933,1.1470662197865522e-09,1.261772819560747e-08
1934,0.0,3.5944740517379614e-09
1935,0.0,0.0
1936,0.0,6.0623572828433225e-09
1937,0.0,3.777335333410292e-09
1938,0.0,5.186085672015395e-09
1939,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,1.3921104269343232e-09
1947,0.0,7.152522796260996e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,0.0,1.079870937115146e-08
1950,0.0,8.508289184305795e-09
1951,0.0,2.1322803522849654e-09
1952,2.1089607837865287e-09,6.326882129314981e-09
1953,1.0773827385790469e-09,1.400597604561682e-08
1954,0.0,1.0749789725039705e-08
1955,1.8771215692936494e-09,1.5016972554349195e-08
1956,0.0,1.0465369904011368e-08
1957,8.835037701437898e-10,1.5019564092444426e-08
1958,2.4816730892496253e-09,1.1581141212690937e-08
1959,0.0,4.650448914844674e-09
1960,0.0,6.2287499602575735e-09
1961,3.47407969059077e-09,9.03260666262895e-09
1962,0.0,5.707760764028791e-09
1963,6.466053248388448e-10,6.466053248388448e-09
1964,0.0,6.083968440151466e-09
1965,2.73602163147757e-09,3.830430472806512e-09
1966,1.1078149508847446e-09,1.1632057428379028e-08
1967,0.0,8.381570493209978e-09
1968,0.0,8.982831367632116e-09
1969,4.5417578031781147e-10,7.2668124850849836e-09
1970,9.197450023812337e-10,3.678979926258208e-09
1971,1.541519245584766e-09,4.110718099248345e-09
1972,2.565073486948677e-09,9.747279039462597e-09
1973,0.0,6.0645241051204835e-09
1974,0.0,1.012602890426706e-08
1975,0.0,1.4849848462006321e-08
1976,0.0,1.3141111920855764e-08
1977,0.0,6.464460078348111e-09
1978,0.0,5.346532216954358e-09
1979,0.0,7.02236779837051e-09
1980,1.7055452050662723e-09,9.096241149197937e-09
1981,6.325549528618524e-10,1.3283654287654656e-08
1982,0.0,9.932003663948308e-09
1983,0.0,1.38936957494451e-08
1984,0.0,9.858314442556804e-09
1985,0.0,1.0828004493035337e-08
1986,1.1988970927134801e-09,1.1389522269755759e-08
1987,6.110816852533674e-10,1.5277042297867638e-08
1988,0.0,2.15875938236465e-08
1989,5.488122178931576e-10,1.3171492785346572e-08
1990,2.724325431913144e-09,1.1442167213715493e-08
1991,4.103025696977625e-09,2.227356843409467e-08
1992,5.509944167592096e-10,1.3774860085913332e-08
1993,0.0,1.6063700869484165e-08
1994,1.0549853213248639e-09,1.1604838645595805e-08
1995,4.3379608238858225e-09,1.5182862522777896e-08
1996,1.1743802597052877e-08,1.2277612038147367e-08
1997,1.917957792585412e-09,2.0618046159270875e-08
1998,4.291316191284977e-09,1.3827574418812105e-08
1999,8.683382235474824e-09,9.140402212892695e-09
2000,5.7434407230161355e-09,1.1486881890121481e-08
2001,1.664860516115141e-08,1.6210483427814282e-08
2002,1.0953053297679816e-08,7.009954283709874e-09
2003,9.58392298855415e-09,1.250076897552077e-08
2004,1.3654853248112886e-08,1.5416769111320505e-08
2005,1.3511248453390579e-08,1.4411998927599257e-08
2006,1.0706513453584421e-08,1.523619230781037e-08
2007,2.196963788669848e-08,1.8374606058912946e-08
2008,3.107931045853718e-08,1.9158478581360328e-08
2009,3.290052852378267e-08,1.4781396551200032e-08
2010,4.393127372992467e-08,3.023227490572822e-08
2011,4.206369341730465e-08,3.709252771599836e-08
2012,4.868081404652003e-08,2.7574446281874998e-08
2013,5.7177063972346787e-08,4.183687485337373e-08
2014,5.954974113819844e-08,3.421403338421669e-08
2015,6.49456595169795e-08,3.5021890720798865e-08
2016,8.409640805950858e-08,4.287674038039313e-08
2017,1.0716503950902734e-07,3.421231342670694e-08
2018,1.0738901146112312e-07,3.9238293947363445e-08
2019,1.0816188211748567e-07,4.6683074517162026e-08
