year,ports_NOUN ouverts_ADJ,ports_NOUN couverts_ADJ
1918,1.4702561657031765e-07,0.0
1919,6.44549373873815e-08,6.4454939163738345e-09
1920,8.783789029465083e-08,0.0
1921,8.102839488266511e-08,0.0
1922,5.681010301072931e-08,0.0
1923,6.794206619531451e-08,0.0
1924,5.801231139912488e-08,0.0
1925,9.788378463326808e-08,0.0
1926,9.808601897365321e-08,0.0
1927,6.912519268098549e-08,0.0
1928,8.455270394946979e-08,0.0
1929,1.0360577706869378e-07,0.0
1930,4.096405403775094e-08,0.0
1931,6.84321435073798e-08,0.0
1932,6.02774505864545e-08,3.287861094491973e-09
1933,7.226517340086502e-08,0.0
1934,6.589868917217245e-08,0.0
1935,2.5133395809007197e-08,0.0
1936,8.244806215529366e-08,2.424942913137329e-09
1937,1.1332006444320086e-08,0.0
1938,2.852347158466273e-08,0.0
1939,3.058810094103137e-08,0.0
1940,2.028626333583361e-08,0.0
1941,6.198155277914452e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,3.485606470121638e-08,0.0
1946,1.266820532919155e-07,1.3921104269343232e-09
1947,2.3841742802233057e-08,1.1920870957027319e-09
1948,5.327224994466917e-08,1.0871887834440486e-09
1949,1.0798709482173763e-08,0.0
1950,2.6588404367089424e-08,0.0
1951,1.3859822622919182e-08,0.0
1952,4.323369751091377e-08,0.0
1953,7.002987700843732e-08,1.0773827385790469e-09
1954,2.834035384147171e-08,0.0
1955,6.100645322248965e-08,9.385607846468247e-10
1956,4.883839466174322e-08,0.0
1957,4.50586910005768e-08,0.0
1958,1.8198935691771112e-08,0.0
1959,4.1854036680888385e-08,0.0
1960,2.7683333958528067e-08,0.0
1961,5.419564175213054e-08,6.948159270159238e-10
1962,5.961439131230151e-08,0.0
1963,2.8450633848819962e-08,0.0
1964,2.007709554163739e-08,0.0
1965,1.641613067704384e-08,0.0
1966,3.8773524835278295e-08,5.539074754423723e-10
1967,2.9088980113556318e-08,0.0
1968,7.096436901998793e-08,0.0
1969,1.5623646418272408e-07,3.6334062425424918e-09
1970,1.646343520400606e-07,1.8394900047624674e-09
1971,1.490135304038631e-08,5.138397485282553e-10
1972,3.642404422521395e-08,0.0
1973,2.536073712144926e-08,5.513203782392395e-10
1974,1.406392957647995e-08,0.0
1975,5.1974467396576074e-08,5.711480177694739e-10
1976,1.428381679602353e-08,2.856763492431469e-09
1977,1.5279633558407113e-08,1.1753563677885381e-09
1978,8.316828115084718e-09,5.940591352171509e-10
1979,4.271940667877061e-08,1.1703946700691858e-09
1980,2.6720208268216084e-08,1.1370301367108482e-09
1981,2.3404533033843933e-08,0.0
1982,3.600351305976801e-08,0.0
1983,3.410270821291306e-08,6.315316047889041e-10
1984,1.0438215625185876e-08,0.0
1985,1.5038894574104233e-08,0.0
1986,6.354154646892596e-08,1.1988970927134801e-09
1987,2.383218494772521e-08,1.8332451112712533e-09
1988,8.994830602571113e-09,0.0
1989,9.329808037250586e-09,5.488122178931576e-10
1990,2.179460345530515e-08,0.0
1991,1.4067516929117119e-08,5.861465202094962e-10
1992,2.589673719910479e-08,0.0
1993,2.8249957040316076e-08,0.0
1994,2.8484603120659813e-08,5.274926606624319e-10
1995,2.8196744494835002e-08,0.0
1996,1.6548085346457242e-08,0.0
1997,3.500272882650535e-08,0.0
1998,2.2410207023426665e-08,0.0
1999,2.3765045709112087e-08,4.570201161957499e-10
2000,2.3857369635393866e-08,4.4180314962005696e-10
2001,1.0076787404500465e-08,0.0
2002,4.249784674170698e-08,0.0
2003,2.5834921313361292e-08,0.0
2004,2.81906634980178e-08,4.404791253964646e-10
2005,2.2068373795036678e-08,0.0
2006,9.882935358973555e-09,4.1178899179428186e-10
2007,1.677681460421354e-08,0.0
2008,2.3415918093405708e-08,4.257439678578834e-10
2009,2.4794600150812585e-08,4.76819250749827e-10
2010,1.369900015646408e-08,0.0
2011,1.5295887223487625e-08,3.059177577924288e-09
2012,1.0212758444483327e-08,3.404252713057332e-10
2013,2.5659950608769577e-08,2.789125042035323e-10
2014,2.5985341878254076e-08,4.330890368553497e-10
2015,1.329945220618356e-08,4.433150790905671e-10
2016,2.092053477675826e-08,6.214020409345267e-10
2017,9.056200817036952e-09,0.0
2018,1.7553973052919503e-08,0.0
2019,1.198964216797549e-08,7.65296326310505e-10
