year,magasins_NOUN ouverts_ADJ,magasins_NOUN couverts_ADJ
1869,7.813630631403612e-09,4.883519366671862e-09
1870,9.17447806614291e-09,8.601073631098188e-09
1871,1.911811864374613e-08,8.496941816815706e-09
1872,1.2094679036067646e-08,6.652073114565837e-09
1873,2.9930022349411445e-09,2.3944017879529156e-09
1874,1.1949218281515073e-09,5.974609251779839e-09
1875,2.8607636259891933e-09,9.154443425529735e-09
1876,2.418405919968336e-08,1.3905833817773328e-08
1877,7.421779191219002e-09,2.4739263970730008e-09
1878,8.4547240319921e-09,1.8117265465633636e-09
1879,4.27652757650776e-09,3.0546627449723474e-09
1880,9.626769603698904e-09,1.9253538763308597e-09
1881,9.761510710859511e-09,1.3945015142624584e-09
1882,4.6587693702804245e-09,1.3310770263785798e-09
1883,6.319338829996468e-09,3.791603475633565e-09
1884,5.941527270181268e-09,1.9805090900604227e-09
1885,5.156508553483263e-09,1.2891271383708158e-09
1886,3.872078213618124e-09,5.808117542471791e-09
1887,1.9586774424595887e-09,6.528924512139156e-09
1888,9.510921605837552e-09,6.340614699951175e-10
1889,7.51816386923565e-09,0.0
1890,1.1142456735058204e-08,1.9663159989136147e-09
1891,7.0116419337296065e-09,6.374220040683554e-10
1892,6.8953633913793055e-09,2.5074049503359674e-09
1893,6.15841644346915e-09,3.695050043717174e-09
1894,1.3863386882917439e-08,8.822155450616265e-09
1895,3.611168697403855e-09,3.0093072478365457e-09
1896,7.66613794667137e-09,4.1279202278587945e-09
1897,3.4960281336537946e-09,5.826713556089658e-10
1898,1.0750874079867856e-08,5.6583546736987955e-09
1899,8.291367592505594e-09,2.7637891975018647e-09
1900,7.786579381274805e-09,1.5573159428683425e-09
1901,1.117747761014698e-08,1.1177477832191585e-09
1902,1.4730851205513318e-08,2.455141867585553e-09
1903,8.640352655575612e-09,8.640352433531007e-09
1904,1.5048950530172078e-08,5.912087708281888e-09
1905,1.186974607492175e-08,2.580379465655369e-09
1906,1.4403716441790948e-08,7.716276506641861e-09
1907,1.542852956504248e-08,4.6285588695127444e-09
1908,9.82277836847345e-09,5.40252820258047e-09
1909,6.0510818578052294e-09,2.7504918342913243e-09
1910,9.085056262847502e-09,3.740905363258662e-09
1911,1.8089271636156923e-08,4.788336838146279e-09
1912,7.2931897743266916e-09,2.6047106693738442e-09
1913,1.1136278843526526e-08,5.302989602995467e-09
1914,1.4732836561837104e-08,5.357394972094198e-09
1915,3.1808056522031336e-08,4.712304768617059e-09
1916,2.5271162940043723e-08,4.394984820521586e-09
1917,9.869782324756216e-09,5.483212106582869e-09
1918,4.594550517822427e-09,0.0
1919,1.749491218561161e-08,9.207848705727883e-09
1920,4.543339038320937e-09,7.572231730534895e-09
1921,1.6660044011018726e-08,6.058197943303867e-09
1922,8.853522359686394e-09,4.426761179843197e-09
1923,9.554353752605493e-09,3.1847844361720945e-09
1924,6.445812106292692e-09,3.867487219366694e-09
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,7.802296586589819e-09
1927,6.689535148041159e-09,4.4596899506643695e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,5.251801771244402e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,5.7026783295555106e-09
1932,1.2055490383744427e-08,6.575722188983946e-09
1933,5.735331098932761e-09,9.176529758292418e-09
1934,0.0,1.1981580172459871e-09
1935,1.196828414151696e-08,0.0
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,7.779128452511941e-09,5.186085783037697e-09
1939,6.117620188206274e-09,0.0
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,0.0,9.639558484764166e-09
1945,2.3963544037997053e-08,2.178504043826024e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,6.523132700664291e-09,2.174377566888097e-09
1949,9.817008095325264e-09,9.817008317369869e-10
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,6.396840945832594e-09,2.1322803522849654e-09
1952,1.0544803918932644e-08,1.5817205323287453e-08
1953,4.3095309543161875e-09,8.619061908632375e-09
1954,1.9545072227344917e-09,6.840775057526116e-09
1955,5.631364707880948e-09,7.508486277174597e-09
1956,5.232684729961079e-09,2.616342476002842e-09
1957,1.0602045019680872e-08,1.7670075402875796e-09
1958,3.3088974338291166e-09,4.9633461784992505e-09
1959,7.750748043378053e-09,5.425523585955716e-09
1960,1.6610000264094538e-08,2.7683333403416555e-09
1961,7.642975308197464e-09,5.55852741612739e-09
1962,2.219684791526788e-08,5.7077609305622445e-09
1963,1.1638895958121509e-08,1.939815863494232e-09
1964,1.4601524156443446e-08,3.6503808864551957e-09
1965,4.924839036579698e-09,4.924839203113152e-09
1966,9.970334557962701e-09,4.431259803538978e-09
1967,7.395503098805989e-09,3.451234853457663e-09
1968,8.98283133987654e-09,8.533690198930799e-09
1969,5.904285033109247e-09,4.995933444718048e-09
1970,1.471591959401053e-08,6.898087434592526e-09
1971,1.3873673432307498e-08,2.0553589941130213e-09
1972,1.3851396474251487e-08,6.669190977248718e-09
1973,8.821126051827832e-09,2.7566018356850464e-09
1974,8.438357679274588e-09,4.500457340128605e-09
1975,1.1422959911300268e-08,2.8557400888473694e-09
1976,6.284879505713548e-09,7.427584769459372e-09
1977,7.639816612670103e-09,1.1753563677885381e-09
1978,1.1881182704343018e-08,2.3762365408686037e-09
1979,4.681578680276743e-09,1.7555920051037788e-09
1980,6.253665585376211e-09,8.527726080842513e-09
1981,8.855769451088236e-09,6.325549528618524e-10
1982,7.449002747961231e-09,4.345251713999687e-09
1983,5.052252838311233e-09,2.5261264191556165e-09
1984,5.799008384599347e-09,1.739702604197646e-09
1985,4.210890747202711e-09,0.0
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,0.0
1988,2.398621523624911e-09,1.798966087207532e-09
1989,6.585746725740194e-09,0.0
1990,1.1442167435760098e-08,2.724325431913144e-09
1991,7.6199047072123e-09,1.1722930404189924e-09
1992,7.713921945651236e-09,1.65298330578878e-09
1993,1.3848018953765973e-08,5.539207426075166e-10
1994,6.329912094482637e-09,5.274926606624319e-10
1995,4.337960657352369e-09,3.795715741716776e-09
1996,7.473328622609188e-09,5.338092190498855e-10
1997,9.58978896292706e-09,2.3974471297094624e-09
1998,6.675380914700213e-09,1.43043876743576e-09
1999,1.3253583758254806e-08,9.140402323914998e-10
2000,7.510653321496363e-09,0.0
2001,8.762423675534592e-09,4.3812117822561447e-10
2002,5.695588056742196e-09,8.76244299341522e-10
2003,1.5417615462087753e-08,1.2500769308587678e-09
2004,1.0131019578807354e-08,1.3214374039449694e-09
2005,1.1259374099736874e-08,1.3511248786457486e-09
2006,5.765045940631097e-09,8.235779835885637e-10
2007,1.1583990489061335e-08,7.988958938831558e-10
2008,5.960415522254792e-09,1.7029758714315335e-09
2009,8.582746513496886e-09,0.0
2010,1.0392344762522043e-08,0.0
2011,1.0707121411712706e-08,1.911985902935953e-09
2012,1.7361688586792212e-08,6.808505426114664e-10
2013,1.0877587719448911e-08,1.3945624655065103e-09
2014,1.6457383816836924e-08,4.330890368553497e-10
2015,1.4407740250854673e-08,6.649726325136385e-10
2016,1.346371028554394e-08,0.0
2017,1.4087423644282282e-08,5.031222660711876e-10
2018,1.4972507067501084e-08,1.8070267504555204e-09
2019,1.3265135989648513e-08,5.1019755087367e-10
