year,trois_DET âges_NOUN,trois_DET ages_NOUN,trois_DET cages_NOUN
1862,9.126332445319463e-08,4.517986262886353e-10,5.1505043785482485e-08
1863,8.341016466406614e-08,4.994620828036034e-10,1.3984938207478592e-08
1864,1.1938872823691327e-07,1.4384183844029508e-09,1.9178911792039344e-09
1865,8.89593603781158e-08,1.4120533076145136e-09,9.41368871743009e-10
1866,1.2358656553690395e-07,9.731225825149181e-10,9.731225603104576e-09
1867,1.2180556296925715e-07,2.426405742994575e-09,2.0867089389753346e-08
1868,8.89177309559841e-08,0.0,1.4819622196071691e-09
1869,1.1671610922192599e-07,9.767038289254515e-10,9.767037956187608e-09
1870,9.23181886491875e-08,5.734048791339319e-10,4.013834153937523e-09
1871,7.22240054429335e-08,0.0,1.5931765684484844e-08
1872,7.861541273523898e-08,1.8142017887967654e-09,6.652073114565837e-09
1873,6.345164765830802e-08,5.986004469882289e-10,2.3944017324417644e-09
1874,1.1232265295646471e-07,0.0,8.961913433580548e-09
1875,9.726596306158797e-08,1.1443054281912168e-09,1.0870901512305409e-08
1876,1.0338685552113702e-07,0.0,1.209202959984168e-09
1877,7.29808320443226e-08,0.0,1.2369632429454214e-08
1878,9.66254205536643e-08,1.8117266020745149e-09,0.0
1879,7.636656895737559e-08,1.832797580370027e-09,4.887460214320072e-09
1880,9.177520343683909e-08,0.0,5.776061406947974e-09
1881,1.10862873159423e-07,1.3945015142624584e-09,9.064260064750584e-09
1882,7.187816208897857e-08,1.3310770263785798e-09,1.1979693237407218e-08
1883,8.973461484984568e-08,0.0,6.319338829996468e-09
1884,8.978308052576267e-08,0.0,6.601696966868076e-09
1885,4.640857836912815e-08,0.0,1.2246707647989297e-08
1886,6.259859780533006e-08,6.453463874400711e-10,1.4842966855610484e-08
1887,6.985949202453767e-08,0.0,5.876032105334161e-09
1888,7.672143609305238e-08,1.268122939990235e-09,1.9021844099853524e-09
1889,8.645888804892365e-08,6.265136742733546e-10,3.132568426877924e-09
1890,7.275368840709007e-08,0.0,1.7041405175888258e-08
1891,4.079500948162007e-08,0.0,3.187110020341777e-09
1892,5.955086734843462e-08,1.8805537127519756e-09,8.149066310636499e-09
1893,4.6188123659085534e-08,1.2316833108982905e-09,9.853466487186324e-09
1894,6.616616277099752e-08,6.301539290376468e-10,5.671385361338821e-09
1895,6.078800729447664e-08,0.0,4.213030146971164e-09
1896,3.0074846835148605e-08,1.179405795248556e-09,5.307326134129653e-09
1897,5.2440423559119154e-08,5.826713556089658e-10,8.740070001067579e-09
1898,4.9793524414809553e-08,1.13167097914868e-09,2.37650913392784e-08
1899,5.140647907353468e-08,0.0,9.949641111006713e-09
1900,7.838489946010441e-08,1.038210628578895e-09,1.0901211489056095e-08
1901,6.25938768594736e-08,0.0,6.147612641171918e-09
1902,3.7318156398402635e-08,1.9641135939885146e-09,9.329539640834383e-09
1903,3.888158772724637e-08,5.400220270956879e-10,2.3220946943069976e-08
1904,3.117282432185675e-08,0.0,1.1824175416563776e-08
1905,4.231822520184281e-08,5.160759042333041e-10,8.257214467732865e-09
1906,4.4754404626701216e-08,2.0576738091193647e-09,1.4403717052413612e-08
1907,4.16570322125942e-08,5.142843373384665e-10,2.879992366811024e-08
1908,6.384805750769829e-08,1.4734167219643268e-09,1.4243028090277221e-08
1909,3.6306492035009796e-08,1.1001967115120692e-09,7.701377313651392e-09
1910,4.382203400155049e-08,2.137660271017694e-09,9.619471441624228e-09
1911,5.3203741856577835e-08,5.320374141248863e-10,9.576673676292558e-09
1912,1.000208846302364e-07,5.209421227725386e-10,3.0214643897963356e-08
1913,4.8787506479186504e-08,5.30298971401777e-10,1.9090762748419365e-08
1914,4.085013571852869e-08,0.0,1.2054139020278853e-08
1915,2.3561524065129902e-08,0.0,1.1780762143587253e-08
1916,2.6369909367218725e-08,0.0,1.977743191439174e-08
1917,3.289927263949721e-08,0.0,4.386569774084137e-09
1918,1.4932290071101306e-08,1.1486376294556067e-09,0.0
1919,2.7623545728605592e-08,0.0,1.9336480860943084e-08
1920,6.73928637340282e-08,7.572231730534895e-10,2.8017257847068322e-08
1921,7.042655436606537e-08,1.5145494858259667e-09,1.741731914250977e-08
1922,1.9920425642361295e-08,1.4755870969551665e-09,2.8773948279603445e-08
1923,4.140219900250486e-08,1.0615948120573648e-09,9.554353752605493e-09
1924,4.769901096324247e-08,0.0,1.804827398643738e-08
1925,5.279125470103452e-08,0.0,7.698724546756353e-09
1926,5.015762383209221e-08,0.0,1.2260752080273107e-08
1927,6.020581289067906e-08,0.0,1.1149224765638621e-08
1928,4.6846768242403414e-08,0.0,1.9424270192303084e-08
1929,4.2333544891803854e-08,1.1140406375176326e-09,1.5596568925246856e-08
1930,3.886333144187404e-08,1.0503603542488804e-09,9.453243521306831e-09
1931,3.5356607419601005e-08,0.0,1.0264820993199919e-08
1932,5.808554437436442e-08,1.0959536611565568e-09,8.767629289252454e-09
1933,7.685343916818965e-08,0.0,5.735331320977366e-09
1934,6.949316855298093e-08,0.0,9.585264137967897e-09
1935,6.103825000991492e-08,0.0,1.6755597798123745e-08
1936,4.607391579369846e-08,2.424942913137329e-09,6.0623572828433225e-09
1937,6.169647903675468e-08,3.777335333410292e-09,1.3850230295986421e-08
1938,4.2785208265172514e-08,0.0,9.075650453382877e-09
1939,3.058810094103137e-08,0.0,2.141166977054354e-08
1940,6.339457314652464e-08,0.0,1.2678914806940611e-08
1941,5.017554371988808e-08,0.0,0.0
1942,3.3376331032286544e-08,0.0,0.0
1943,2.6129116648121453e-08,2.9032352077962287e-09,5.806470415592457e-09
1944,2.8918675454292497e-08,0.0,0.0
1945,4.1391575500426825e-08,0.0,1.089252021913012e-08
1946,5.290019533532586e-08,2.7842208538686464e-09,9.744772988540262e-09
1947,4.52993091926146e-08,0.0,3.5762612871081956e-09
1948,7.066726936955092e-08,0.0,2.174377566888097e-09
1949,5.006674363983166e-08,1.9634016634739737e-09,6.8719057111366055e-09
1950,8.082874680681584e-08,1.0635361480382244e-09,1.914365022059883e-08
1951,6.183612955013018e-08,1.0661401761424827e-09,1.4925962688039363e-08
1952,6.959570697517847e-08,0.0,8.435843135146115e-09
1953,3.44762476345295e-08,0.0,1.1851210013347213e-08
1954,5.570345606997762e-08,9.772536113672459e-10,1.2704296947774196e-08
1955,5.9129327656393116e-08,0.0,1.1262728971672686e-08
1956,7.3257590216258e-08,1.744228317335228e-09,1.3081712602058815e-08
1957,4.8592708079553404e-08,0.0,1.236905244894615e-08
1958,3.970676876186019e-08,0.0,1.8198935525237658e-08
1959,6.200598257066758e-08,0.0,5.4255236969780185e-09
1960,5.190625018691719e-08,6.920833350854139e-10,2.837541629441276e-08
1961,5.975417138870398e-08,0.0,1.3201502280235644e-08
1962,5.5175019220143895e-08,0.0,1.775747771048941e-08
1963,6.013429554307947e-08,0.0,1.5518527352043066e-08
1964,5.9014492737041735e-08,0.0,1.0951143103454797e-08
1965,5.6362045031121966e-08,5.472043373977442e-10,4.377634699181954e-09
1966,6.36993591207613e-08,2.215629901769489e-09,9.416426749453422e-09
1967,6.360133064653439e-08,4.930335584241163e-10,5.423369309198733e-09
1968,7.635406973349745e-08,4.4914158503495116e-10,1.0330256650092906e-08
1969,5.677197068010287e-08,0.0,9.083515273289322e-09
1970,5.74840612888039e-08,0.0,1.2876429700270364e-08
1971,6.885452741300924e-08,5.138397485282553e-10,1.1304474689666222e-08
1972,6.874396518696813e-08,1.5390440588625154e-09,1.7955514741707645e-08
1973,6.726108470189729e-08,1.102640756478479e-09,4.410563081425067e-09
1974,5.1755260965791194e-08,1.1251143350321513e-09,1.2376257352286757e-08
1975,7.025120840609134e-08,0.0,1.31364044086979e-08
1976,6.799097262977227e-08,0.0,5.7135269293517865e-09
1977,6.17062094754317e-08,2.3507127355770763e-09,4.7014254711541525e-09
1978,6.831679888463782e-08,2.3762365408686037e-09,4.1584139465200565e-09
1979,7.783124411631093e-08,1.7555920051037788e-09,8.192762579461998e-09
1980,6.765329052527136e-08,2.2740602734216964e-09,9.096241093686785e-09
1981,8.602747514352416e-08,6.325549528618524e-10,1.3916208629893845e-08
1982,8.938803386371319e-08,6.207502289967692e-10,3.1037510339615437e-09
1983,6.315316047889041e-08,1.8945948143667124e-09,1.0736036948344463e-08
1984,4.871166991993192e-08,1.7397025486864948e-09,1.4497521405587577e-08
1985,5.053068874438793e-08,2.4062232206745193e-09,1.0226448576844405e-08
1986,6.294209686785734e-08,5.994485463567401e-10,7.193382445258578e-09
1987,6.171924971098974e-08,6.110816852533674e-10,4.888653482026939e-09
1988,8.515106397766203e-08,5.996553809062277e-10,3.597932174415064e-09
1989,5.982053341568871e-08,0.0,1.2073869015694072e-08
1990,8.336436341238596e-08,0.0,5.993515961311147e-09
1991,5.978694606056933e-08,5.861465202094962e-10,9.378343990285032e-09
1992,8.705711485035295e-08,1.65298330578878e-09,8.264916362410446e-09
1993,6.81322518403249e-08,5.539207426075166e-10,1.1632335372713243e-08
1994,6.435410404570518e-08,0.0,1.6352272202979634e-08
1995,7.42875778669827e-08,5.422450821690461e-10,9.760411145975922e-09
1996,8.11390012955826e-08,2.135236876199542e-09,1.0676184380997711e-08
1997,8.247218641344034e-08,1.438468344439059e-09,7.671831059319345e-09
1998,8.058138689648331e-08,0.0,4.291316191284977e-09
1999,8.409170426659784e-08,9.140402323914998e-10,1.553868322901053e-08
2000,7.775735744175449e-08,8.836062992401139e-10,3.97622823555821e-09
2001,8.149053876138623e-08,4.3812117822561447e-10,7.009938629565227e-09
2002,8.149071906160543e-08,4.38122149670761e-10,7.886198361006791e-09
2003,8.792207317753764e-08,0.0,5.416999737661854e-09
2004,7.972671944855847e-08,4.404791253964646e-10,6.166707811061656e-09
2005,7.92659893278369e-08,0.0,4.503749373441224e-09
2006,8.153421759971025e-08,4.1178899179428186e-10,7.41220168576362e-09
2007,8.268572182501543e-08,1.1983438685803094e-09,7.190063211481856e-09
2008,7.280221758776406e-08,1.7029758714315335e-09,2.9802077194940324e-09
2009,8.105927240542599e-08,9.53638501499654e-10,8.582746513496886e-09
2010,9.116920285379138e-08,0.0,8.975207077543956e-09
2011,6.15659501157495e-08,0.0,1.0324724075694292e-08
2012,4.5276560389773124e-08,0.0,1.0212758527750054e-08
2013,4.4347087557738973e-08,5.578250084070646e-10,9.761937480590177e-09
2014,5.4136128024850905e-08,0.0,1.082722556056126e-08
2015,5.2976153241957036e-08,0.0,1.3964424838697198e-08
2016,6.276160546825338e-08,0.0,8.906762577476357e-09
2017,4.1256027261127315e-08,0.0,9.559322777796808e-09
2018,4.7498985633609436e-08,2.5814667070633845e-10,1.2649187031144038e-08
2019,4.030560507573e-08,2.55098775436835e-10,9.693753688644335e-09
