year,nouveaux_ADJ anneaux_NOUN,nouveaux_ADJ canaux_NOUN
1950,9.571825110299415e-09,3.509669355139522e-08
1951,5.330700769690111e-09,3.6248767543156646e-08
1952,1.5817205323287453e-08,6.010538555756284e-08
1953,1.0773827385790469e-09,4.955960619668076e-08
1954,6.840775057526116e-09,1.8567819282111486e-08
1955,9.385607846468247e-10,5.349796339260138e-08
1956,4.360570571293465e-09,4.0117249966442614e-08
1957,3.534015080575159e-09,3.6223653410161205e-08
1958,1.4890038535497752e-08,1.8198935691771112e-08
1959,8.525822381422188e-09,4.650448559573306e-08
1960,1.3841666479663672e-08,2.4914999841030294e-08
1961,1.459113452284555e-08,3.543561177821175e-08
1962,5.0735651235811474e-09,2.5367825173816527e-08
1963,7.759263898066138e-09,3.814971449855875e-08
1964,8.517555549758526e-09,3.346182708696688e-08
1965,1.3680108601477059e-08,3.447387442179206e-08
1966,6.6468897053084675e-09,3.1572724878969893e-08
1967,5.916402479044791e-09,3.5991448044114804e-08
1968,1.7965663401398047e-09,3.727875252934609e-08
1969,2.2708788183223305e-09,4.1329997202410595e-08
1970,2.2993625059530842e-09,3.311081897550139e-08
1971,2.569198631618974e-09,2.8261185391897925e-08
1972,7.69522046084603e-09,3.796308689629768e-08
1973,2.205281512956958e-09,2.6463379043661917e-08
1974,1.6876715580593782e-09,4.1629231617434925e-08
1975,5.140332159925265e-09,4.3407247574123176e-08
1976,6.8562320265641574e-09,3.313845553520878e-08
1977,5.876781838942691e-10,3.819908300783936e-08
1978,2.970295565063452e-09,3.6237608469491533e-08
1979,7.607565244427406e-09,3.3941446986318624e-08
1980,9.096241093686785e-09,3.240536017301565e-08
1981,1.2651098835192442e-08,4.364629191400127e-08
1982,6.2075020679230875e-09,5.338451813940992e-08
1983,1.89459470334441e-09,7.388919698314567e-08
1984,5.219107812592938e-09,5.97297855620127e-08
1985,7.218669662023558e-09,6.376491512583016e-08
1986,1.019062523255343e-08,4.016305155118971e-08
1987,3.6664902225425067e-09,6.294141030593892e-08
1988,6.596209356501959e-09,5.636760747051994e-08
1989,4.390497743145261e-09,7.573608939992482e-08
1990,2.179460389939436e-09,4.2499475938484466e-08
1991,5.861465202094962e-10,6.271767460930278e-08
1992,5.509944167592096e-10,5.289546578524096e-08
1993,2.7696036575264316e-09,6.979401234730176e-08
1994,1.0549853213248639e-09,5.274926451193096e-08
1995,3.795715630694474e-09,6.235818261757231e-08
1996,2.6690460952494277e-09,6.51247233918184e-08
1997,2.876936688878118e-09,6.664903651198983e-08
1998,9.536258449571733e-10,9.250170762697962e-08
1999,2.285100553223174e-09,7.129514045800533e-08
2000,2.2090156370779823e-09,6.84794869698635e-08
2001,3.066848330846028e-09,7.27281133094948e-08
2002,2.1906108038649563e-09,8.455757694036947e-08
2003,4.583615265119079e-09,8.292176545410257e-08
2004,1.3214374039449694e-09,6.783378836416887e-08
2005,9.007499190971657e-10,7.115924205436386e-08
2006,6.1768350434476815e-09,7.576917226970181e-08
2007,1.5977918155218873e-09,6.111553574328354e-08
2008,2.554463751636149e-09,7.5356680895311e-08
2009,4.76819250749827e-09,8.153609343253265e-08
2010,6.613310177261411e-09,9.164158143448731e-08
2011,2.2943831279320648e-09,9.101053422000405e-08
2012,5.7872298064864935e-09,9.123397148869117e-08
2013,1.9523875849358774e-09,8.785743688122238e-08
2014,3.0316233551319627e-09,7.514094590987952e-08
2015,4.654808538617772e-09,7.159538739642812e-08
2016,4.349814286541687e-09,7.249690270327847e-08
2017,6.792150397672003e-09,7.798394818792076e-08
2018,1.5488800242380307e-09,6.092261628509732e-08
2019,2.806086474294034e-09,6.505018745883717e-08
