year,leurs_DET oeufs_NOUN,leurs_DET queues_NOUN
1800,6.697070347172485e-07,3.018397833898234e-07
1801,1.050101520405633e-06,1.6668278135512082e-07
1802,9.60033418095918e-07,2.730164965214499e-07
1803,4.40191568773507e-06,5.187902161196689e-07
1804,1.1741291841005363e-06,3.658339293721724e-07
1805,3.7810272224270136e-07,2.3311596542008317e-07
1806,1.3832012424330742e-07,1.6137347635947208e-07
1807,3.046241943138739e-07,1.6797035051752118e-07
1808,1.3596443526608937e-07,1.971484362428555e-07
1809,9.713831361501946e-08,2.3945723826024334e-07
1810,2.1529165650235882e-07,1.9189039823785947e-07
1811,4.512738271955641e-08,1.0279014617253779e-07
1812,6.13457871168066e-08,9.868670769463961e-08
1813,7.476928232108548e-08,1.2653262615458516e-07
1814,1.541871768040437e-07,6.293354459785405e-08
1815,9.170560133497929e-08,2.45447349556116e-07
1816,2.410307988753857e-07,3.2446455122681073e-07
1817,3.3005717270384594e-07,2.413153655789202e-07
1818,2.873003861481038e-07,2.2888660744513345e-07
1819,3.1363681074481065e-07,1.6354659404527183e-07
1820,4.2719332071783356e-08,1.7087732828713342e-07
1821,3.944595405869222e-08,1.0650407566981102e-07
1822,3.709477880420309e-08,8.822541985864518e-08
1823,9.882686669016039e-08,1.4527549163645403e-07
1824,6.315834522041541e-08,1.044217965429084e-07
1825,1.2415675021415495e-07,1.4528980596395513e-07
1826,5.901349608983253e-08,1.9906044324002892e-07
1827,1.0415518819639757e-07,1.7236300453582487e-07
1828,9.997808075867809e-08,1.2290883449894707e-07
1829,5.915491319008481e-08,1.3202691739877537e-07
1830,8.453836830568662e-08,1.6072727859750557e-07
1831,6.704218602493484e-08,1.7306238531134e-07
1832,4.329590330698352e-08,2.6518740892100823e-07
1833,5.096796640291501e-08,1.807046077217933e-07
1834,6.627516802026889e-08,1.6428774962662374e-07
1835,1.096647750387092e-07,2.0571599179675104e-07
1836,8.736975087852983e-08,2.533722716080433e-07
1837,8.140732621342295e-08,1.3915782259843468e-07
1838,8.07956750392691e-08,1.836839080837649e-07
1839,6.571986876924285e-08,1.1186360115988947e-07
1840,2.802663096046487e-08,1.7134462915180393e-07
1841,5.393260860131477e-08,1.1300165336791679e-07
1842,1.4154439176294886e-07,1.4154439575975175e-07
1843,3.780423196708682e-08,1.399937885615543e-07
1844,7.080243868973213e-08,1.4380030988192516e-07
1845,7.868121487675239e-08,1.227650123780677e-07
1846,6.732676283149885e-08,1.2528633352992813e-07
1847,9.114547694366593e-08,8.089835734637063e-08
1848,6.597081636527946e-08,1.1665571353347559e-07
1849,1.1144621780978525e-07,1.4999153252759356e-07
1850,2.9192682049483665e-08,1.934863824715194e-07
1851,3.5471913850670944e-08,1.4769214362608807e-07
1852,6.445440137170522e-08,1.6927418600154454e-07
1853,5.912212475145395e-08,1.4571513773375955e-07
1854,3.1693552504652445e-08,1.3508727986222269e-07
1855,3.02495415382964e-08,1.4010314330903384e-07
1856,2.1744195222161977e-08,1.9259144057315325e-07
1857,3.1241656484048974e-08,2.016063245235955e-07
1858,2.4468380044329052e-08,1.389803920837096e-07
1859,3.208069188076479e-08,1.8026292991635273e-07
1860,1.4463901010230984e-07,1.6065915628415972e-07
1861,3.159695793897299e-08,1.3770614215591337e-07
1862,1.8975542942500923e-08,1.3463598969032375e-07
1863,1.1487628293060936e-08,1.023897295837628e-07
1864,2.685047595374357e-08,1.347318554500987e-07
1865,1.3649848362717876e-08,9.037141412981953e-08
1866,2.5301186923343266e-08,1.4645495483023296e-07
1867,1.9896527092555516e-08,1.227761305955255e-07
1868,2.2723421366777075e-08,2.030288253074275e-07
1869,1.465055732285947e-08,1.4308710571953043e-07
1870,2.9243647947652107e-08,8.601073497871425e-08
1871,2.6552942955504477e-08,1.1577083514069386e-07
1872,2.4794092001734214e-08,9.796689637298073e-08
1873,2.7535620006347017e-08,1.1852288794855781e-07
1874,4.421210775262807e-08,2.1448846654337217e-07
1875,2.1741803024610817e-08,1.5848629675296877e-07
1876,1.753344314181504e-08,1.21524893481606e-07
1877,3.030559980743419e-08,1.1380061559762567e-07
1878,8.273551443949145e-08,1.0628795843459216e-07
1879,1.649517855639715e-08,1.0019293639196292e-07
1880,2.4387814878679137e-08,1.0268554229142524e-07
1881,1.6734017838082593e-08,1.0389036453339884e-07
1882,3.926677294430192e-08,9.916524135178406e-08
1883,1.8326083761621703e-08,1.1564390511864531e-07
1884,2.1125430293977843e-08,1.2147122152583734e-07
1885,1.418039830003437e-08,9.990735549969543e-08
1886,2.774989382725579e-08,1.2197046883599683e-07
1887,4.8314041434238675e-08,9.66280850889234e-08
1888,2.2192152115962926e-08,9.193891337133664e-08
1889,1.7542383545787743e-08,6.453090806157746e-08
1890,1.2453334363726754e-08,1.0093755165030416e-07
1891,1.72103943318902e-08,7.58532188172012e-08
1892,4.2625885043889866e-08,8.149066421658802e-08
1893,2.5249507429325746e-08,1.1516238651587685e-07
1894,2.142523314319078e-08,1.2981170982584445e-07
1895,1.3240951446391591e-08,8.064943135543956e-08
1896,1.7101383420481397e-08,1.0378770987085062e-07
1897,2.505486840220783e-08,1.3110105645530723e-07
1898,1.0750873968845553e-08,8.091447423197451e-08
1899,3.2612712530522003e-08,8.236091630919873e-08
1900,2.4397948994447916e-08,8.149953223401951e-08
1901,1.7325090695408107e-08,9.612631091115986e-08
1902,2.4551420119145462e-08,1.1097241481294873e-07
1903,1.3500550899436803e-08,1.0044409770593177e-07
1904,2.9022976022474722e-08,7.416983027752622e-08
1905,2.631987072732045e-08,1.1250454967637324e-07
1906,1.388929860013377e-08,1.1317206172201111e-07
1907,2.6228502036929058e-08,9.771402531555395e-08
1908,2.2592390180875555e-08,1.3997459236136933e-07
1909,2.7504917177179067e-08,8.141455454246938e-08
1910,2.9927242906069296e-08,1.1650248499250893e-07
1911,2.6601869929088195e-08,1.1438804436991745e-07
1912,2.344239469209697e-08,6.876435731939523e-08
1913,3.2878535449754054e-08,1.1136278299517244e-07
1914,3.080502253283157e-08,1.0312985065930036e-07
1915,3.2986132825207903e-08,1.0013647511186718e-07
1916,2.0876177231343718e-08,8.240596516273513e-08
1917,2.3029491202919417e-08,1.206306698975368e-07
1918,2.412139110674616e-08,9.41882838390029e-08
1919,2.3940405213807026e-08,7.090043241397836e-08
1920,3.028892603396116e-08,1.044967952168463e-07
1921,3.862101355389669e-08,8.632931791652254e-08
1922,3.0987327981346624e-08,7.968170212535597e-08
1923,2.229349105320466e-08,6.794206619531451e-08
1924,3.480738541838946e-08,1.1215713469070465e-07
1925,2.1996356291964503e-08,1.0558250629344457e-07
1926,4.2355324580967135e-08,1.1146138412243545e-07
1927,1.0034302122541305e-07,1.1037732683405466e-07
1928,3.5420729460611255e-08,1.0283436813196545e-07
1929,1.8493074360748096e-07,1.3591295333625908e-07
1930,7.457558237611295e-08,8.823026687032609e-08
1931,7.413481739604322e-08,9.46644611587999e-08
1932,4.7126007984843454e-08,1.0630750413298529e-07
1933,6.76769036367375e-08,8.373583071374924e-08
1934,6.350237491403732e-08,8.506921744810825e-08
1935,5.146362180852293e-08,5.385727686046948e-08
1936,5.698615979099486e-08,8.972288556563512e-08
1937,4.1550688223424004e-08,9.569249836971494e-08
1938,4.148868626430158e-08,9.853563065487236e-08
1939,5.352917753498332e-08,8.258786898807102e-08
1940,4.3108308034334186e-08,4.057252667166722e-08
1941,7.673907065353092e-08,1.5938114650282387e-07
1942,6.978687139280737e-08,8.49579275818968e-08
1943,5.516146828199453e-08,1.2193587695108477e-07
1944,1.6065930807940276e-08,7.069009200222354e-08
1945,6.535512397931598e-08,9.367567477269745e-08
1946,3.480275978517966e-08,1.0580039155883014e-07
1947,3.933887415819015e-08,7.867774609593425e-08
1948,1.3698578360532565e-07,1.0654450122160597e-07
1949,6.97007607186606e-08,8.246287075408532e-08
1950,3.5096692885261405e-08,7.551106917524919e-08
1951,7.249753508631329e-08,8.102665338682868e-08
1952,8.752187419247548e-08,8.224947301016527e-08
1953,6.141081698718409e-08,5.602390118486511e-08
1954,5.863521579385633e-08,7.622578479526965e-08
1955,5.5375087182341076e-08,8.353190716903214e-08
1956,5.058262297907845e-08,9.244409771014261e-08
1957,5.919475187798895e-08,6.36122727826205e-08
1958,5.542403158642628e-08,7.941353441509591e-08
1959,4.030388878195623e-08,8.448315247377991e-08
1960,4.983000123637282e-08,6.228750137893257e-08
1961,2.91822690456911e-08,1.0213794321423109e-07
1962,5.517501905361044e-08,7.166410664893874e-08
1963,4.396916120086303e-08,8.470530055149084e-08
1964,3.285343014303166e-08,7.726639550398318e-08
1965,2.9001830270658502e-08,1.1546011879914886e-07
1966,2.8249282024717104e-08,8.087049119254175e-08
1967,5.127549090877537e-08,7.050379569051302e-08
1968,3.8177032979369585e-08,1.1857337955945013e-07
1969,3.1338128952951294e-08,9.810197054704872e-08
1970,4.138852394142134e-08,7.403946966633157e-08
1971,5.138397440873632e-08,7.399292600851481e-08
1972,4.3093233870195036e-08,5.386654033934235e-08
1973,3.914374602231874e-08,8.600597967145518e-08
1974,6.131872798409432e-08,5.1192700967206406e-08
1975,4.512069251561002e-08,5.882824627434502e-08
1976,4.8564979537868425e-08,7.199043805528049e-08
1977,4.348818549715361e-08,6.229388693768101e-08
1978,4.81187889533885e-08,6.594056500830447e-08
1979,4.506019379846293e-08,6.788289397263725e-08
1980,5.173487072074323e-08,4.946080922607621e-08
1981,4.42788482546419e-08,4.933928599015758e-08
1982,4.65562675078246e-08,5.586752016562002e-08
1983,5.3048656467602484e-08,5.9363969739933964e-08
1984,8.118612121466029e-08,6.958809928292453e-08
1985,6.256180606900585e-08,5.9554024822716656e-08
1986,7.433162185765951e-08,6.953603476356207e-08
1987,8.738467799362937e-08,6.966331289604e-08
1988,8.155313219182503e-08,3.897759937032674e-08
1989,7.079677866173029e-08,3.7319230372645507e-08
1990,6.919786660342098e-08,5.121731938562135e-08
1991,6.154538567670897e-08,4.2202550787351356e-08
1992,5.4548448535918226e-08,5.565043670330283e-08
1993,5.982344158939057e-08,5.262247215753746e-08
1994,6.277162606371789e-08,8.59813054088221e-08
1995,8.242124938107054e-08,6.886512249337784e-08
1996,5.9252822870448085e-08,5.658377832951089e-08
1997,5.5141285315585264e-08,6.904647764649496e-08
1998,6.532337304410163e-08,6.913787586881881e-08
1999,3.976074838818455e-08,5.575645478650415e-08
2000,5.434178618202168e-08,6.759588533356009e-08
2001,3.504969270373692e-08,7.579496208443004e-08
2002,2.7163573390609486e-08,5.739400243953696e-08
2003,2.2501383534212493e-08,5.7503537265191085e-08
2004,2.4666830356068203e-08,5.7262285135806223e-08
2005,2.612174831995162e-08,6.350286829714946e-08
2006,2.3471972809829822e-08,8.359316572281728e-08
2007,2.3167980256477705e-08,6.990339329604467e-08
2008,2.128719794880496e-08,6.215861936276212e-08
2009,1.8119132416671846e-08,7.772153853835562e-08
2010,1.5116137674908714e-08,9.731013950187162e-08
2011,8.030340836739924e-09,8.948094132321671e-08
2012,7.489355802192676e-09,1.446807438298947e-07
2013,1.4224538102958206e-08,1.4029299233442316e-07
2014,1.3209215943277286e-08,1.710701686974403e-07
2015,7.314698804994357e-09,1.6025840210431852e-07
2016,8.699627823682832e-09,1.657072061789222e-07
2017,1.0565567670761666e-08,1.7483498204740044e-07
2018,1.3939920606720335e-08,2.333645872099055e-07
2019,1.4030432538003623e-08,1.635183108916749e-07
