year,papiers_NOUN ouverts_ADJ,papiers_NOUN couverts_ADJ
2006,4.1178899179428186e-10,9.059357708451898e-09
2007,0.0,7.190063211481856e-09
2008,0.0,5.5346713878634546e-09
2009,0.0,8.105927484791664e-09
2010,0.0,1.4643758206034363e-08
2011,3.82397197240536e-10,1.1089518636708817e-08
2012,1.7021263287730903e-09,1.463828702696901e-08
2013,1.1156500168141292e-09,1.3666713094551142e-08
2014,2.1654451842767486e-10,1.667392801607548e-08
2015,1.5516027351836215e-09,1.7289288223309995e-08
2016,1.0356699942093428e-09,1.636358604173438e-08
2017,0.0,1.5345229087415646e-08
2018,2.581466596041082e-09,1.290733386838383e-08
2019,2.55098775436835e-10,1.5561024468979667e-08
