year,papiers_NOUN ouverts_ADJ,papiers_NOUN couverts_ADJ
1800,0.0,2.829747991484055e-08
1801,0.0,1.904946067554647e-08
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,8.645007376628655e-09,0.0
1807,1.7081731584767113e-08,0.0
1808,2.2660739951163578e-09,2.4926814390369145e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.757784400841956e-08
1812,0.0,4.800974906515876e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,4.768470951432846e-09
1819,0.0,2.070210003424222e-09
1820,0.0,1.1866481131050932e-09
1821,1.97229765852569e-09,4.930744257336528e-09
1822,0.0,7.017931125119503e-09
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,2.641632912414593e-09
1826,0.0,8.807984341885344e-10
1827,0.0,0.0
1828,0.0,7.337841001486822e-09
1829,0.0,2.571952872898464e-09
1830,0.0,8.349468672008697e-09
1831,0.0,0.0
1832,0.0,1.488296597074168e-08
1833,0.0,4.6334514003376626e-09
1834,1.8669061851994684e-09,6.534171426153534e-09
1835,7.563087933704082e-10,3.025235173481633e-09
1836,4.704525213838906e-09,4.704525213838906e-09
1837,0.0,1.0436836284100082e-08
1838,6.312161904276081e-09,0.0
1839,0.0,1.3982950353153e-09
1840,0.0,1.9109066329292546e-08
1841,0.0,7.0626033910059505e-09
1842,0.0,9.391571076378114e-09
1843,6.497602011990011e-09,7.088293507706567e-09
1844,2.7442805805577564e-09,5.488561161115513e-09
1845,5.580227835366713e-09,1.2834524554250493e-08
1846,0.0,2.86870562860031e-08
1847,0.0,1.5101026207275936e-08
1848,8.045221711050488e-10,5.63165514222419e-09
1849,1.6758829879393033e-09,4.1897072478036534e-09
1850,4.073397619208663e-09,6.788996032014438e-09
1851,1.2898877521649865e-09,4.514607354622058e-09
1852,0.0,1.1067927019325907e-08
1853,6.569124799682413e-09,5.971931837933653e-09
1854,2.5978321716024766e-09,4.676098175337984e-09
1855,6.368324534378189e-09,1.5920811335945473e-08
1856,6.212626857404757e-09,2.5885946719483854e-09
1857,3.4170564155999728e-09,6.345961978126979e-09
1858,1.468102750479261e-09,1.1255455234504552e-08
1859,1.5276520048956854e-09,5.092173349652285e-09
1860,4.577183909670879e-10,2.288591982591015e-09
1861,2.357981809808507e-09,4.2443675241088386e-09
1862,0.0,1.1294965851504912e-08
1863,0.0,1.048870412745373e-08
1864,0.0,9.589456340108882e-09
1865,4.706844358715045e-10,6.589582213223366e-09
1866,0.0,2.432806400776144e-09
1867,5.338092634588065e-09,1.552899675516528e-08
1868,4.44588676984381e-09,2.4699371437009177e-09
1869,1.4650557433881772e-09,4.395167341186834e-09
1870,0.0,5.160643912205387e-09
1871,2.1242354542039266e-09,0.0
1872,0.0,2.4189357183956872e-09
1873,0.0,1.4366410283628284e-08
1874,5.974609140757536e-10,6.572069999322139e-09
1875,3.432916173551348e-09,4.005069165202713e-09
1876,0.0,4.232210137899983e-09
1877,0.0,1.0514186854493346e-08
1878,4.22736201599605e-09,9.058632954861423e-09
1879,0.0,1.4051448005147904e-08
1880,2.5671385017744797e-09,1.2193908105473383e-08
1881,2.7890030285249168e-09,1.324776466304911e-08
1882,0.0,5.989846840748214e-09
1883,0.0,1.8326083761621703e-08
1884,1.3203393933736152e-09,3.9610181801208455e-09
1885,0.0,4.511945039809007e-09
1886,0.0,3.2267319927115068e-09
1887,6.528924623161458e-10,5.223139698529167e-09
1888,0.0,2.53624587998047e-09
1889,1.8795409673089125e-09,6.265136853755848e-09
1890,0.0,5.898947996740844e-09
1891,3.1871101313640793e-09,5.736798147637501e-09
1892,4.387958441043338e-09,1.002961980134387e-08
1893,0.0,8.005941687372342e-09
1894,0.0,8.192000855444803e-09
1895,6.018614495673091e-10,4.814891596538473e-09
1896,5.89702897624278e-10,1.2383760683576384e-08
1897,0.0,1.3401440845939305e-08
1898,0.0,3.3950129374460403e-09
1899,0.0,4.9748205555033564e-09
1900,0.0,3.114631885736685e-09
1901,0.0,1.117747761014698e-08
1902,0.0,7.856454153909453e-09
1903,0.0,1.0260418292773466e-08
1904,0.0,9.674325340824907e-09
1905,0.0,1.186974607492175e-08
1906,1.0288369045596824e-09,5.658602919567102e-09
1907,0.0,9.771402353919711e-09
1908,4.911389073214423e-10,7.367083831866239e-09
1909,1.6502950117569526e-09,8.251475058784763e-09
1910,0.0,6.412980813053082e-09
1911,5.320374141248863e-10,5.3203743632934675e-09
1912,0.0,3.125652625612929e-09
1913,5.30298971401777e-10,9.015082902408267e-09
1914,0.0,1.1384464038144415e-08
1915,0.0,1.1780761921542648e-09
1916,0.0,0.0
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,0.0,1.2635013924011673e-08
1919,0.0,9.207848372660976e-10
1920,0.0,1.2872794385998532e-08
1921,0.0,6.815472630705699e-09
1922,5.164555005876537e-09,2.951174193910333e-09
1923,3.1847844361720945e-09,1.3800733000834953e-08
1924,2.578324886925998e-09,6.445812328337297e-09
1925,0.0,7.698724324711748e-09
1926,5.57306911730393e-09,1.114613823460786e-08
1927,0.0,2.0068604555945058e-08
1928,0.0,1.4853853258500749e-08
1929,0.0,1.6710609784809094e-08
1930,0.0,1.1553964007759987e-08
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,2.1919073223131136e-09,9.863582839386709e-09
1933,0.0,4.588264879146209e-09
1934,0.0,5.990790086229936e-09
1935,0.0,1.196828414151696e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,1.2591118370153254e-08
1938,0.0,7.779128452511941e-09
1939,0.0,7.647025235257843e-09
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,0.0,3.6410540360520827e-08
1943,0.0,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,2.3841742802233057e-08
1948,0.0,8.697510267552389e-09
1949,0.0,4.908504269707237e-09
1950,0.0,9.571825110299415e-09
1951,0.0,9.595261474260042e-09
1952,0.0,5.272402070488624e-09
1953,0.0,1.1851209791302608e-08
1954,0.0,9.772536557761669e-09
1955,0.0,1.3139850985055546e-08
1956,0.0,2.616342476002842e-09
1957,0.0,5.301022731885041e-09
1958,0.0,1.4062814024384807e-08
1959,2.325224457422337e-09,6.975672928177801e-09
1960,0.0,1.038124963770315e-08
1961,0.0,1.3896318540318475e-09
1962,6.341956404476434e-10,8.8787386332001e-09
1963,0.0,1.2932106940866106e-08
1964,0.0,1.4601523545820783e-08
1965,5.472043373977442e-10,1.1491291473930687e-08
1966,5.539074754423723e-10,1.0524241922382771e-08
1967,0.0,5.423369309198733e-09
1968,0.0,9.431973424511852e-09
1969,9.083515606356229e-10,9.083515273289322e-09
1970,0.0,9.657322941336588e-09
1971,0.0,6.679916619845017e-09
1972,0.0,6.156176013405457e-09
1973,0.0,7.718485406371656e-09
1974,0.0,1.406392957647995e-08
1975,0.0,7.4249242310031605e-09
1976,0.0,6.8562320265641574e-09
1977,0.0,5.289103821581875e-09
1978,0.0,7.128709622605811e-09
1979,0.0,5.851973128301324e-09
1980,5.685150683554241e-10,5.116635559687666e-09
1981,1.2651099057237047e-09,6.325549417596221e-09
1982,0.0,6.2075020679230875e-09
1983,6.315316047889041e-10,3.78918940668882e-09
1984,0.0,9.278413592994639e-09
1985,0.0,4.812446441349039e-09
1986,0.0,6.593933843390687e-09
1987,0.0,1.0388388815840699e-08
1988,0.0,3.358070088665954e-08
1989,0.0,7.683371272548811e-09
1990,0.0,4.90378582185258e-09
1991,0.0,2.9307325455363298e-09
1992,0.0,1.0468894195980738e-08
1993,0.0,8.308811416668505e-09
1994,0.0,4.2199412852994556e-09
1995,1.626735190995987e-09,3.253470381991974e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,7.192341833217597e-09
1998,4.768129224785866e-10,7.152193948201102e-09
1999,0.0,4.113180906983871e-09
2000,0.0,9.277866475088103e-09
2001,0.0,1.0514908055370142e-08
2002,4.38122149670761e-10,3.9430991805033955e-09
2003,0.0,6.250384210204629e-09
2004,0.0,5.726228824443069e-09
2005,0.0,5.404499514582994e-09
