year,termes_NOUN ouverts_ADJ,termes_NOUN couverts_ADJ
1800,0.0,2.2009151834367913e-08
1801,0.0,7.143547975374531e-09
1802,0.0,1.3427040812530322e-08
1803,1.950339223455444e-09,3.90067853572873e-08
1804,0.0,3.213406074564773e-08
1805,0.0,2.842877755426798e-08
1806,0.0,3.1698359492793315e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,3.6257183921861724e-08
1809,0.0,1.581321384946932e-08
1810,0.0,3.2761775514700275e-08
1811,0.0,1.0028307073639553e-08
1812,0.0,1.600324850414836e-08
1813,0.0,2.300593315851529e-08
1814,0.0,0.0
1815,1.8880564667256294e-08,1.3486118000116676e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,2.6466848268569265e-08
1818,0.0,3.814776761146277e-08
1819,0.0,3.3123360054787554e-08
1820,0.0,2.0173018810965004e-08
1821,0.0,1.8736827200882544e-08
1822,0.0,1.9048670196752937e-08
1823,0.0,1.7788837070042973e-08
1824,0.0,6.989523626543814e-08
1825,0.0,2.993850500843109e-08
1826,0.0,1.6735169694470642e-08
1827,0.0,8.295545583791863e-09
1828,0.0,4.3109814384934e-08
1829,0.0,3.429270378774163e-08
1830,0.0,3.1310506187764986e-08
1831,1.5591206103948707e-09,1.5591206548037917e-08
1832,0.0,1.8941957335982806e-08
1833,0.0,1.6217079235048004e-08
1834,9.334530925997342e-10,3.173740381612333e-08
1835,0.0,2.8739734148075513e-08
1836,0.0,2.419469957715137e-08
1837,0.0,4.174734513640033e-08
1838,0.0,3.1560809077291196e-08
1839,2.7965900706306e-09,4.055055669027752e-08
1840,0.0,1.2739377552861697e-08
1841,0.0,3.146068650039524e-08
1842,0.0,1.6770663080478698e-08
1843,0.0,4.0757687003178944e-08
1844,0.0,2.7991662321369404e-08
1845,0.0,1.5066614622583074e-08
1846,0.0,2.2832555401919308e-08
1847,0.0,5.770749211819748e-08
1848,0.0,2.574470947536156e-08
1849,0.0,3.77073661184113e-08
1850,0.0,3.93761752093269e-08
1851,0.0,2.257303499675345e-08
1852,0.0,1.7578472011337e-08
1853,6.569124799682413e-09,3.4040009921909586e-08
1854,0.0,4.052618152172727e-08
1855,5.306937111981824e-10,3.02495415382964e-08
1856,5.177189232874468e-10,8.801221973442352e-09
1857,0.0,3.3194261561675376e-08
1858,4.893676019968041e-10,2.6425849952715907e-08
1859,0.0,2.64793023063703e-08
1860,0.0,3.066713105681629e-08
1861,0.0,3.6312922446768425e-08
1862,0.0,3.072230825296174e-08
1863,0.0,1.9479021062807078e-08
1864,4.794727948009836e-10,2.9247839705703882e-08
1865,0.0,2.4946274379544775e-08
1866,0.0,3.2113046444237625e-08
1867,0.0,3.154327288257264e-08
1868,0.0,1.333765986544222e-08
1869,0.0,1.7580669364747337e-08
1870,0.0,3.039045992636602e-08
1871,0.0,4.248470730772169e-08
1872,0.0,2.53988243770209e-08
1873,0.0,1.616221290134945e-08
1874,5.974609140757536e-10,1.3144139998644278e-08
1875,4.577221712764867e-09,1.7736734747586524e-08
1876,1.813804439976252e-09,1.1487427897804992e-08
1877,0.0,3.277952487223956e-08
1878,0.0,9.058632954861423e-09
1879,0.0,2.8102896010295808e-08
1880,6.417846254436199e-10,2.3104245627791897e-08
1881,6.972507571312292e-10,3.9046042843438045e-08
1882,1.3310770263785798e-09,1.7969540522244642e-08
1883,0.0,1.9589950994713945e-08
1884,0.0,4.027035060971684e-08
1885,0.0,9.66845359329227e-09
1886,0.0,1.4197620856748472e-08
1887,0.0,2.0892558794116667e-08
1888,0.0,1.775372027168487e-08
1889,0.0,2.255449160770695e-08
1890,0.0,2.8839300725280737e-08
1891,0.0,2.677172439291553e-08
1892,0.0,1.0656471260972467e-08
1893,0.0,8.621783287310336e-09
1894,0.0,8.192000855444803e-09
1895,0.0,4.814891596538473e-09
1896,0.0,1.1204354777305525e-08
1897,0.0,1.3401440845939305e-08
1898,0.0,6.7900258748920805e-09
1899,6.633094074004475e-09,1.713549302451156e-08
1900,1.5573159428683425e-09,8.824790675987515e-09
1901,0.0,7.265360757457984e-09
1902,0.0,7.856454153909453e-09
1903,0.0,8.640352433531007e-09
1904,0.0,4.837162670412454e-09
1905,0.0,6.192911072844254e-09
1906,0.0,8.230695236477459e-09
1907,0.0,1.337139288182243e-08
1908,0.0,4.911389073214423e-09
1909,1.1001967115120692e-09,6.0510818578052294e-09
1910,0.0,4.809735720812114e-09
1911,5.320374141248863e-10,9.576673676292558e-09
1912,0.0,7.814131564032323e-09
1913,0.0,3.71209285532359e-09
1914,0.0,6.027069510139427e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,1.2086208478478966e-08
1917,1.0966424435210342e-09,1.7546279096336548e-08
1918,0.0,4.594550517822427e-09
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,0.0,9.843901693784574e-09
1921,0.0,1.060184651180407e-08
1922,2.2133805899215986e-09,1.1804696775641332e-08
1923,0.0,0.0
1924,0.0,1.1602462102189293e-08
1925,0.0,7.698724324711748e-09
1926,0.0,1.4489979882625903e-08
1927,0.0,1.3379070296082318e-08
1928,0.0,4.570416489713125e-09
1929,0.0,1.5596569369336066e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,1.0264820993199919e-08
1932,0.0,4.383814644626227e-09
1933,0.0,1.261772819560747e-08
1934,0.0,7.188948103475923e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.1332006444320086e-08
1938,0.0,7.779128452511941e-09
1939,0.0,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,8.352662561605939e-09
1947,0.0,1.4305045148432782e-08
1948,0.0,4.348755133776194e-09
1949,0.0,6.8719057111366055e-09
1950,1.0635361480382244e-09,1.0635361036293034e-08
1951,0.0,1.2793682557799002e-08
1952,1.0544803918932644e-09,2.1089608281954497e-08
1953,0.0,4.3095309543161875e-09
1954,0.0,1.9545072227344917e-09
1955,0.0,4.6928039232341234e-09
1956,0.0,1.0465369904011368e-08
1957,0.0,7.068030161150318e-09
1958,0.0,9.926692356998501e-09
1959,0.0,1.5501495642666896e-09
1960,0.0,6.920833239831836e-09
1961,0.0,4.16889545107324e-09
1962,0.0,1.331810839388936e-08
1963,0.0,1.0345685197421517e-08
1964,0.0,4.867174663303331e-09
1965,3.2832261354087677e-09,4.377634699181954e-09
1966,0.0,7.754704434148607e-09
1967,9.860671168482327e-10,6.902469706915326e-09
1968,8.982831700699023e-10,6.287982134978165e-09
1969,1.3625273131978588e-09,4.541757636644661e-09
1970,4.5987250119061684e-10,3.6789800095249348e-09
1971,5.138397485282553e-10,6.166076982339064e-09
1972,0.0,6.156176013405457e-09
1973,0.0,8.821126051827832e-09
1974,1.1251143350321513e-09,6.1881286761433785e-09
1975,4.569184142155791e-09,8.567219822452898e-09
1976,5.713526873840635e-10,6.2848797277581525e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,5.346532105932056e-09
1979,0.0,3.5111840102075575e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,1.8976649140967083e-09,6.325549417596221e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,3.78918940668882e-09
1984,0.0,3.479405208395292e-09
1985,5.414002135495366e-09,9.624892882698077e-09
1986,5.994485463567401e-10,5.994485352545098e-09
1987,6.110816852533674e-10,3.0554083707556856e-09
1988,2.398621523624911e-09,3.597932174415064e-09
1989,1.0976244357863152e-09,4.939309850016116e-09
1990,0.0,2.179460389939436e-09
1991,5.2753188484189195e-09,1.1722930404189924e-09
1992,0.0,2.2039776670368383e-09
1993,0.0,4.985286850001103e-09
1994,0.0,4.747434001473039e-09
1995,0.0,7.591431483433553e-09
1996,0.0,2.6690460952494277e-09
1997,0.0,1.438468344439059e-09
1998,1.43043876743576e-09,3.814503379828693e-09
1999,1.8280804647829996e-09,1.8280804647829996e-09
2000,8.836062992401139e-10,7.068850393920911e-09
2001,0.0,6.133696661692056e-09
2002,1.3143663935011318e-09,8.76244299341522e-10
2003,1.2500769308587678e-09,2.9168460979889232e-09
2004,8.809582507929292e-10,3.523833003171717e-09
2005,9.007499190971657e-10,2.702249757291497e-09
2006,0.0,1.2353669198716943e-09
2007,1.1983438685803094e-09,2.7961355453243186e-09
2008,1.2772318758180745e-09,2.554463751636149e-09
2009,4.76819250749827e-10,2.384096253749135e-09
2010,1.4171379625338432e-09,3.7790344187271785e-09
2011,3.82397197240536e-10,7.64794394481072e-10
2012,2.0425516833455504e-09,5.1063788752969685e-09
2013,8.367375126105969e-10,4.741512515948898e-09
2014,2.1654451842767486e-10,3.2481677347817595e-09
2015,1.994917786518613e-09,4.211493376260478e-09
2016,1.4499380585064614e-09,4.349814286541687e-09
2017,1.0062445321423752e-09,2.5156112748447867e-09
2018,1.0325866828253538e-09,2.581466596041082e-09
2019,1.2754939326953263e-09,4.591778068885333e-09
