year,bureaux_NOUN ouverts_ADJ,bureaux_NOUN couverts_ADJ
1879,1.1607718342077078e-08,0.0
1880,2.1178893305773272e-08,0.0
1881,1.2550514016940184e-08,0.0
1882,1.3976308999019693e-08,0.0
1883,8.847074739470884e-09,0.0
1884,1.7824581810543805e-08,0.0
1885,9.66845359329227e-09,0.0
1886,1.4197620856748472e-08,0.0
1887,3.460330177951221e-08,0.0
1888,2.0289966817799154e-08,0.0
1889,1.628935564212952e-08,0.0
1890,2.7528423096612187e-08,4.5880703680722945e-09
1891,7.840290372485015e-08,6.374220040683554e-10
1892,3.008885940403161e-08,6.268512375839919e-10
1893,1.6011883374744684e-08,3.695050043717174e-09
1894,6.301539512421073e-09,0.0
1895,1.2639090662958097e-08,1.8055843487019274e-09
1896,1.47425724961181e-08,0.0
1897,3.204692478053772e-08,0.0
1898,2.8291774256672397e-08,0.0
1899,1.4371703827009696e-08,0.0
1900,1.2977633190303095e-08,0.0
1901,1.3412973842719111e-08,0.0
1902,4.2228439411928775e-08,0.0
1903,2.808114629715419e-08,0.0
1904,2.9022975134296303e-08,0.0
1905,2.7352022868853965e-08,0.0
1906,2.211999294843281e-08,0.0
1907,6.171411992550446e-09,0.0
1908,1.964555629285769e-08,0.0
1909,1.3752458505322807e-08,0.0
1910,1.6566867433454036e-08,0.0
1911,2.8730019807632345e-08,0.0
1912,3.4903122225760086e-08,0.0
1913,2.8105844762649212e-08,0.0
1914,2.8795997586428257e-08,0.0
1915,7.0684572639478915e-09,4.712304768617059e-09
1916,2.1974923436474114e-08,0.0
1917,1.3159709100207806e-08,0.0
1918,3.10132168834798e-08,0.0
1919,2.025726608678724e-08,0.0
1920,1.9687802943479937e-08,0.0
1921,1.1359121254717053e-08,0.0
1922,1.1066903560230656e-08,0.0
1923,1.3800732556745743e-08,0.0
1924,2.4494086314774677e-08,0.0
1925,2.859526215814867e-08,0.0
1926,2.3406891203059388e-08,0.0
1927,2.2298449531277242e-08,0.0
1928,1.599645782501824e-08,0.0
1929,2.1166772334879624e-08,0.0
1930,2.1007207529066818e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.6439305139392957e-08,0.0
1933,3.211785326584504e-08,0.0
1934,1.9170528275935794e-08,0.0
1935,1.555876938397205e-08,0.0
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,2.5182236296217297e-08,0.0
1938,2.3337386023669637e-08,0.0
1939,1.070583532936098e-08,0.0
1940,2.282204625281281e-08,0.0
1941,2.3612021671226557e-08,0.0
1942,1.517105907566929e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.927911696952833e-08,0.0
1945,1.089252021913012e-08,0.0
1946,2.3665877257883494e-08,1.3921104269343232e-09
1947,1.311295849681926e-08,0.0
1948,6.523132922708896e-09,0.0
1949,1.0798709260129158e-08,0.0
1950,7.444753036267571e-09,0.0
1951,1.5992102753159543e-08,0.0
1952,7.381362854275153e-09,2.1089607837865287e-09
1953,1.4005975268460702e-08,2.1547654771580937e-09
1954,7.818028890937967e-09,0.0
1955,1.2201290200408721e-08,0.0
1956,8.721141808720745e-09,0.0
1957,1.1485549067380418e-08,0.0
1958,1.2408365113181219e-08,0.0
1959,1.2401196403111214e-08,0.0
1960,1.3149583033555956e-08,6.920833350854139e-10
1961,1.1117054998788234e-08,1.3896318540318475e-09
1962,1.2049717001971771e-08,6.341956404476434e-10
1963,1.4871922360271128e-08,1.939815863494232e-09
1964,2.981144486824405e-08,0.0
1965,2.7360217424998723e-08,0.0
1966,9.970334557962701e-09,0.0
1967,1.7749207881223583e-08,1.9721342336964653e-09
1968,4.042274237558985e-09,0.0
1969,1.862120679874124e-08,0.0
1970,2.2993625503620052e-08,2.2993624781975086e-09
1971,2.3636628987411257e-08,0.0
1972,7.69522046084603e-09,0.0
1973,1.4885650267970618e-08,0.0
1974,1.1813700684371042e-08,0.0
1975,7.996072248772634e-09,0.0
1976,1.3141111643300007e-08,1.142705374768127e-09
1977,1.5867311020656416e-08,5.876781838942691e-10
1978,1.6039596761885377e-08,5.940591352171509e-10
1979,1.3459538927840242e-08,0.0
1980,9.096241093686785e-09,1.1370301367108482e-09
1981,1.2651099057237047e-08,0.0
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,1.1999100268944574e-08,0.0
1984,9.278413592994639e-09,0.0
1985,9.023337299574052e-09,6.015558051686298e-10
1986,8.392279482460907e-09,0.0
1987,6.721898426764739e-09,6.110816852533674e-10
1988,1.8589317196671118e-08,0.0
1989,8.232183379419666e-09,0.0
1990,3.814055737905164e-09,1.6345953479657283e-09
1991,5.275318681885466e-09,0.0
1992,3.30596661157756e-09,5.509944167592096e-10
1993,4.985286683467649e-09,0.0
1994,1.1077345929422222e-08,5.274926606624319e-10
1995,1.626735235404908e-08,1.0844901643380922e-09
1996,1.2811421257197253e-08,2.6690460952494277e-09
1997,1.006927830005111e-08,9.58978896292706e-10
1998,1.7642078020685403e-08,4.768129224785866e-10
1999,2.3308025287605005e-08,4.570201161957499e-10
2000,1.9881142176991773e-08,0.0
2001,2.672539176074018e-08,0.0
2002,1.9277374141424275e-08,4.38122149670761e-10
2003,1.3750845351268026e-08,4.1669229178253886e-10
2004,1.7178686473329208e-08,4.404791253964646e-10
2005,1.3961623857028371e-08,9.007499190971657e-10
2006,1.5647982021249618e-08,0.0
2007,3.595031605740928e-09,7.988958938831558e-10
2008,7.237647453584017e-09,4.257439678578834e-10
2009,7.629107789952627e-09,9.53638501499654e-10
2010,5.668551850135373e-09,2.8342759250676863e-09
2011,8.795135508776752e-09,3.82397197240536e-10
2012,1.0553183438233305e-08,1.3617010852229328e-09
2013,1.4782363111365271e-08,3.0680376017500066e-09
2014,7.795602607885144e-09,2.165445156521173e-09
2015,1.1969507607290097e-08,2.659890530054554e-09
2016,1.5742184444889062e-08,1.86420612280358e-09
2017,9.307762116606e-09,2.5156112748447867e-09
2018,1.5746946913086646e-08,2.8396134332808742e-09
2019,1.0969247732361964e-08,3.06118530524202e-09
