year,six_DET heures_NOUN,six_DET coeurs_NOUN
1892,8.45434267660039e-06,0.0
1893,8.252894204474615e-06,0.0
1894,8.245564600883881e-06,0.0
1895,9.12722867951743e-06,0.0
1896,8.37614030047007e-06,0.0
1897,8.777360932299416e-06,0.0
1898,7.955081031241207e-06,0.0
1899,7.894487538351314e-06,0.0
1900,7.395174364432933e-06,0.0
1901,7.303922899382087e-06,0.0
1902,7.355114306051291e-06,0.0
1903,7.330258995352779e-06,0.0
1904,7.317014762975305e-06,0.0
1905,7.324149180476525e-06,0.0
1906,7.058850044927567e-06,0.0
1907,6.919695678675453e-06,0.0
1908,7.314040516348541e-06,0.0
1909,7.212339625084496e-06,0.0
1910,7.480741942345048e-06,0.0
1911,7.235708793018603e-06,0.0
1912,7.079082337213549e-06,0.0
1913,6.798962971288347e-06,0.0
1914,6.880234380446382e-06,0.0
1915,8.625873419987329e-06,0.0
1916,7.556077491699398e-06,0.0
1917,7.027284624427921e-06,0.0
1918,6.938919909771357e-06,0.0
1919,6.628730204738531e-06,0.0
1920,5.5254574249374855e-06,0.0
1921,6.05819786869688e-06,0.0
1922,6.044004777550072e-06,0.0
1923,5.0574378462897585e-06,0.0
1924,5.9636653872985335e-06,1.289162443462999e-09
1925,5.271426900321785e-06,0.0
1926,5.4092208472411585e-06,0.0
1927,6.152142134396854e-06,0.0
1928,5.724446708654796e-06,0.0
1929,5.345167053860678e-06,1.1140406375176326e-09
1930,4.6951107890436106e-06,0.0
1931,4.868946959390996e-06,0.0
1932,4.998644854481427e-06,1.0959536611565568e-09
1933,4.9989147044016136e-06,0.0
1934,4.79622664784074e-06,0.0
1935,4.57068786374748e-06,0.0
1936,4.495844336815935e-06,0.0
1937,5.455731525216834e-06,0.0
1938,4.843804219945014e-06,0.0
1939,4.6126854584827015e-06,0.0
1940,4.047109641192037e-06,0.0
1941,5.147420694129323e-06,0.0
1942,4.654480989074727e-06,0.0
1943,4.9296935884513005e-06,0.0
1944,4.71374423227644e-06,0.0
1945,5.404868574032662e-06,0.0
1946,5.102084827512954e-06,0.0
1947,5.390617985767676e-06,0.0
1948,4.618377744236568e-06,0.0
1949,4.438269584738919e-06,0.0
1950,4.5976668019420686e-06,0.0
1951,5.33709766159518e-06,0.0
1952,4.469942581408759e-06,0.0
1953,4.614430267224634e-06,0.0
1954,4.663454404862932e-06,0.0
1955,4.69374262479505e-06,0.0
1956,5.034715115925792e-06,0.0
1957,4.0049226441851715e-06,0.0
1958,4.284195028958493e-06,0.0
1959,4.140449505030119e-06,0.0
1960,4.555984759235798e-06,0.0
1961,4.456549504538998e-06,0.0
1962,4.717781365570772e-06,0.0
1963,4.433126179037572e-06,0.0
1964,4.172385260403644e-06,0.0
1965,4.00389407673174e-06,0.0
1966,4.399687128398e-06,0.0
1967,4.488084584863827e-06,0.0
1968,4.3827236169136086e-06,0.0
1969,5.212575530322283e-06,4.5417578031781147e-10
1970,3.848672861295199e-06,0.0
1971,3.89696063507472e-06,5.138397485282553e-10
1972,3.5280018977346117e-06,0.0
1973,4.1790086839910145e-06,0.0
1974,3.5531110995634663e-06,5.625571675160757e-10
1975,3.2955239674947734e-06,0.0
1976,3.3081319799066478e-06,0.0
1977,3.031244148132828e-06,0.0
1978,3.1170283705250768e-06,0.0
1979,3.2162444938421686e-06,5.851973350345929e-10
1980,3.3462797830452473e-06,5.685150683554241e-10
1981,3.568875101223057e-06,6.325549528618524e-10
1982,3.3241174293152653e-06,0.0
1983,3.347748986470833e-06,6.315316047889041e-10
1984,3.1766968362489933e-06,0.0
1985,3.3368300336178436e-06,4.210890747202711e-09
1986,3.3257404936648527e-06,0.0
1987,3.169680638848149e-06,0.0
1988,3.212353831827386e-06,0.0
1989,4.8279012361263085e-06,0.0
1990,3.2550241968465343e-06,0.0
1991,3.3340014198302015e-06,0.0
1992,3.5136914959821297e-06,5.509944167592096e-10
1993,3.4969017264074864e-06,0.0
1994,3.1269765514707615e-06,5.274926606624319e-10
1995,3.0620579991591512e-06,3.253470381991974e-09
1996,2.9178011899944067e-06,0.0
1997,2.925365137684821e-06,0.0
1998,3.1593623219805522e-06,0.0
1999,3.1081937805765847e-06,0.0
2000,3.2697851821694712e-06,0.0
2001,2.962137386930408e-06,0.0
2002,3.4348775557191402e-06,0.0
2003,3.3331215263388003e-06,0.0
2004,3.339712620231694e-06,4.404791253964646e-10
2005,3.426452693133797e-06,0.0
2006,3.5043242121446383e-06,0.0
2007,3.7404304862320714e-06,0.0
2008,3.6873685473892692e-06,0.0
2009,3.7187134154237356e-06,0.0
2010,4.276449686813066e-06,0.0
2011,4.6162988951437e-06,0.0
2012,7.037951831989631e-06,3.404252713057332e-10
2013,6.7120292328581854e-06,0.0
2014,7.344323847746637e-06,2.1654451842767486e-10
2015,7.4844883783953264e-06,0.0
2016,7.903405133902197e-06,0.0
2017,5.640252169314408e-06,2.515611330355938e-10
2018,6.873154944742055e-06,0.0
2019,6.9598599452547205e-06,2.55098775436835e-10
