year,les_DET ouverts_ADJ,les_DET couverts_NOUN
1962,1.1288682610910428e-07,2.663621572196462e-07
1963,1.0410345474554106e-07,2.0626709584803393e-07
1964,8.578395016556328e-08,2.6586941359596494e-07
1965,4.4323551495750735e-08,1.98087965586069e-07
1966,8.419393715541901e-08,2.149161026920865e-07
1967,8.233660331313786e-08,2.627868926907695e-07
1968,8.937917250761984e-08,2.0795255650796207e-07
1969,9.03809800334443e-08,2.1391679716487033e-07
1970,7.174011029675853e-08,1.7567129084739008e-07
1971,8.067283863155694e-08,1.8395463641240895e-07
1972,7.643918698008179e-08,2.123880786797372e-07
1973,9.317314653145559e-08,2.5360736799484584e-07
1974,9.057170080595256e-08,2.0364569230935103e-07
1975,1.1765649254869004e-07,1.9990180710749428e-07
1976,9.313048554560055e-08,2.1025779339822748e-07
1977,8.873940426923355e-08,1.8923237021795103e-07
1978,9.148511015411032e-08,2.376236558632172e-07
1979,1.1469868077540468e-07,2.32323337456819e-07
1980,8.527725769980066e-08,2.2285791168030755e-07
1981,7.147871183832422e-08,2.4416620902911745e-07
1982,9.994078720154675e-08,2.6940560893251586e-07
1983,3.536577075635705e-08,2.55770288504209e-07
1984,4.9871473173368486e-08,2.55736276599805e-07
1985,6.075713443465247e-08,2.3580986940885396e-07
1986,3.2969670105131854e-08,2.4877114590537985e-07
1987,3.299841111470414e-08,2.425994303223433e-07
1988,2.6384837314985532e-08,3.0762322289490385e-07
1989,4.390497887474254e-08,2.6891797411110474e-07
1990,3.1602175765144125e-08,2.5281740789750984e-07
1991,4.220254778974919e-08,2.795918891962401e-07
1992,4.2426568702680356e-08,2.9368001541740796e-07
1993,2.4372512896775334e-08,2.7308293581995713e-07
1994,3.534200831989409e-08,2.8062609480628e-07
1995,3.1992459681440266e-08,3.025727686178925e-07
1996,2.882569871687224e-08,2.4982271895623853e-07
1997,2.637191998111632e-08,2.6228073224388027e-07
1998,2.765514928171342e-08,2.736906257183591e-07
1999,2.5593126506961994e-08,2.440487465449337e-07
2000,1.3254094488601709e-08,2.5094418987237077e-07
2001,3.8116543032984396e-08,2.5936773617729614e-07
2002,1.1829297874577094e-08,2.7163573257382723e-07
2003,2.708499824422006e-08,2.816839863584164e-07
2004,1.013102030045232e-08,2.766208773152812e-07
2005,4.323599500644093e-08,3.0175121423781093e-07
2006,8.400495254967666e-08,3.203718375033304e-07
2007,2.95591473520318e-08,4.258115247068872e-07
2008,2.000996679463185e-08,4.5128861358989525e-07
2009,1.2397300519495502e-08,4.844483676436084e-07
2010,2.503610363469022e-08,6.594415218330596e-07
2011,1.6443079675632077e-08,7.169947267016141e-07
2012,2.4851045443696762e-08,8.05786605440062e-07
2013,6.693900211907078e-09,7.43580759632323e-07
2014,8.012146904268214e-09,8.562170066284125e-07
2015,1.5072713036023977e-08,8.145914378587804e-07
2016,1.0563834029753139e-08,7.539677788770405e-07
2017,8.301517390174595e-09,8.452454025587031e-07
2018,9.035133807788753e-09,9.218417389433853e-07
2019,1.0459050236999445e-08,8.336627956850862e-07
