year,les_DET ouverts_ADJ,les_DET couverts_NOUN
1800,1.8864987794131594e-08,6.288328791015374e-08
1801,4.7623651688866175e-09,8.334139067756041e-08
1802,8.951360541686881e-09,6.937304419807333e-08
1803,1.950339223455444e-09,5.26591594773862e-08
1804,0.0,8.15710812229753e-08
1805,0.0,7.960057679667898e-08
1806,2.881669125542885e-09,1.1238509678435094e-07
1807,0.0,4.270432762965015e-08
1808,0.0,2.4926814390369145e-08
1809,0.0,1.26505712794156e-07
1810,0.0,5.3822914125589705e-08
1811,0.0,5.0141534924108555e-08
1812,2.6672082320544632e-09,8.535066342574282e-08
1813,0.0,5.463909147351842e-08
1814,3.1466771410748606e-09,3.776012702516596e-08
1815,2.697223555614414e-09,5.3944472000466703e-08
1816,0.0,9.270415368689555e-08
1817,1.556873407970727e-09,6.538868291272593e-08
1818,0.0,7.391130174561056e-08
1819,1.0351049795076506e-08,3.1053151161586356e-08
1820,0.0,5.577245953958254e-08
1821,0.0,5.3252038223483567e-08
1822,0.0,1.2732532184145384e-07
1823,2.9648061783404955e-09,1.0179167730939298e-07
1824,3.3684450784221553e-09,3.452656294200551e-08
1825,2.641632912414593e-09,6.780190897615057e-08
1826,8.807984341885344e-10,3.4351140376642775e-08
1827,9.217273055917019e-10,7.742509033903389e-08
1828,9.172301251858528e-10,1.0364700142595495e-07
1829,0.0,6.344150094150791e-08
1830,1.0436835840010872e-09,7.827626991030456e-08
1831,0.0,8.263339346115117e-08
1832,1.3529969367098715e-09,6.223785753434186e-08
1833,1.1583628500844156e-09,8.224376069065897e-08
1834,1.8669061851994684e-09,7.841006066655609e-08
1835,4.5378527602224494e-09,7.563087933704082e-08
1836,3.36037508930076e-09,1.0551577478423724e-07
1837,3.478945576063097e-09,9.671468204075495e-08
1838,0.0,8.142688923129526e-08
1839,5.5931801412612e-09,7.900366760793531e-08
1840,1.9109065441114126e-09,6.114901029974362e-08
1841,3.2102742686390684e-09,1.1300165603245205e-07
1842,2.0124795163667386e-09,7.781587463284723e-08
1843,1.7720733769266417e-09,8.387813910104569e-08
1844,1.097712254427563e-09,9.495211106269608e-08
1845,5.580227946389016e-10,1.3113535501929618e-07
1846,0.0,1.13577325322467e-07
1847,1.0786447290911383e-09,7.874106344729626e-08
1848,2.413566457803995e-09,6.516629547093089e-08
1849,1.6758829879393033e-09,6.033178934217176e-08
1850,3.394498016007219e-09,7.875235130683222e-08
1851,2.579775504329973e-09,1.0706068342969388e-07
1852,1.9531636308300904e-09,1.3216407079852388e-07
1853,5.3747388761848924e-09,8.778739601922325e-08
1854,4.67609800880453e-09,1.382046743714227e-07
1855,5.306937111981824e-10,1.5549325738106745e-07
1856,5.177189232874468e-10,6.316171008435845e-08
1857,0.0,9.763018393726952e-08
1858,1.4681028059904122e-09,8.563933073801877e-08
1859,2.036869339860914e-09,1.0031581787472987e-07
1860,3.204028820036342e-09,1.1626047413670904e-07
1861,1.8863854922557266e-09,1.4572328055351136e-07
1862,1.3553959066214816e-09,1.1294965696073689e-07
1863,1.9978483312144135e-09,1.3235745255357756e-07
1864,4.794727948009836e-10,1.1075821859662938e-07
1865,9.88437331983505e-09,1.2190727005645385e-07
1866,4.865612912574591e-10,1.0704348474277481e-07
1867,2.426405742994575e-09,1.756717740164504e-07
1868,0.0,1.3782248586835522e-07
1869,0.0,9.571697412447122e-08
1870,4.587239033071455e-09,1.181214064338576e-07
1871,0.0,2.2410684508145096e-07
1872,6.047339518033823e-09,1.6448763107135278e-07
1873,2.3944017879529156e-09,1.664109223753485e-07
1874,5.974609140757536e-10,1.4159823447101871e-07
1875,5.721527140956084e-10,1.1957992063216238e-07
1876,2.418405919968336e-09,1.1547888290053265e-07
1877,6.184815992682502e-10,1.775042228757684e-07
1878,2.4156354694326865e-09,9.239805853766825e-08
1879,0.0,1.9549840679644603e-07
1880,6.417846254436199e-10,1.2129729043408588e-07
1881,2.091752326904839e-09,1.7082643744004145e-07
1882,0.0,1.683812413943997e-07
1883,3.159669414998234e-09,1.605112105451667e-07
1884,1.9805090900604227e-09,1.3863563808058643e-07
1885,1.2891271383708158e-09,1.1859969806238269e-07
1886,1.2906927748801422e-09,1.2197046972417525e-07
1887,3.264462256069578e-09,1.5930575436584604e-07
1888,1.268122939990235e-09,1.249101071465475e-07
1889,1.2530273485467092e-09,1.4660420344370095e-07
1890,2.6217545912032847e-09,1.7631299087383923e-07
1891,1.2748440081367107e-09,2.2182285341898478e-07
1892,1.8805537127519756e-09,1.4166838502305268e-07
1893,5.542574843531156e-09,1.4780199997233012e-07
1894,9.452309157609307e-09,1.7770340221545666e-07
1895,1.2037228991346183e-09,1.643081715130279e-07
1896,4.717623180994224e-09,1.8988433936328875e-07
1897,1.7480140668268973e-09,1.9169887277570297e-07
1898,1.527755821850718e-08,1.7484316838789482e-07
1899,1.1055156790007459e-09,1.6029976990239447e-07
1900,1.038210628578895e-09,1.76495800197074e-07
1901,5.588738916095792e-10,1.805162601620225e-07
1902,1.9641135939885146e-09,2.1261529514760014e-07
1903,1.0800440541913758e-09,1.609265591895337e-07
1904,1.0749250378694342e-09,1.4081518706632323e-07
1905,3.0964554253998244e-09,1.7185327827462515e-07
1906,7.201858220895474e-09,1.934213385013095e-07
1907,5.142843373384665e-10,1.5942813824665336e-07
1908,9.822778146428846e-10,1.6551381598617354e-07
1909,1.6502950117569526e-09,1.4797645420117078e-07
1910,7.481810726517324e-09,1.6246217793280948e-07
1911,1.0640748282497725e-09,1.2875304999937498e-07
1912,2.0837684910901544e-09,1.5419886434386854e-07
1913,0.0,1.9249853266956052e-07
1914,6.696743715117748e-10,1.4531934189321305e-07
1915,0.0,1.5550605381164928e-07
1916,1.0987462051303964e-09,2.2084798478871903e-07
1917,4.386569774084137e-09,2.1823184415126207e-07
1918,2.2972752589112133e-09,2.6303801803351234e-07
1919,1.8415696745321952e-09,1.988895295124138e-07
1920,3.028892692213958e-09,1.3478572524761034e-07
1921,3.0290989716519334e-09,1.9083323188340273e-07
1922,6.640141769764796e-09,1.6895472310096693e-07
1923,5.307974060286824e-09,1.5286964982763607e-07
1924,0.0,1.9982018084618858e-07
1925,2.1996355847875293e-09,1.627730394915261e-07
1926,2.229227691330493e-09,1.571605539041343e-07
1927,4.4596899506643695e-09,1.6612344566624415e-07
1928,0.0,1.9538530882101668e-07
1929,1.1140406375176326e-09,1.9272902918032742e-07
1930,3.1510811737689437e-09,1.57554049806663e-07
1931,1.1405356659111021e-09,1.7222088199986274e-07
1932,1.534335103414719e-08,1.490497014700054e-07
1933,2.638252394326912e-08,2.110601844407256e-07
1934,1.1981580172459871e-09,1.4857159058578873e-07
1935,3.590485242455088e-09,2.0465765615540477e-07
1936,3.6374143697059935e-09,2.000577969951678e-07
1937,0.0,2.140490122926053e-07
1938,2.5930428915188486e-09,1.6206518083095034e-07
1939,3.058810094103137e-09,2.0188146532262863e-07
1940,5.0715658339584024e-09,1.0650288295721566e-07
1941,1.4757512545315876e-08,2.272657031454628e-07
1942,6.068423541449874e-09,1.8812113466992741e-07
1943,2.9032352077962287e-09,2.2935557986158983e-07
1944,0.0,2.6669445496452227e-07
1945,1.089252066321933e-08,2.505279752540446e-07
1946,4.1763312808029696e-09,2.018560181227258e-07
1947,1.1920870957027319e-08,2.1695985807923535e-07
1948,2.174377566888097e-09,2.0221711949375276e-07
1949,1.47255123650325e-08,2.493520074864364e-07
1950,5.317680740191122e-09,2.5950282811493253e-07
1951,1.3859822733941485e-08,2.889240011683114e-07
1952,1.7926166662185494e-08,1.6660789547984223e-07
1953,1.2928592529881655e-08,2.564170937802146e-07
1954,2.052232517257835e-08,2.64835728458479e-07
1955,3.9419553843345057e-08,2.1117618231869528e-07
1956,4.273359266449006e-08,2.450640774753765e-07
1957,6.184526402108759e-08,1.9702133435828273e-07
1958,7.941353485918512e-08,1.977066235170355e-07
1959,5.813060877102316e-08,2.2864706128444823e-07
1960,7.68212506940813e-08,2.200824997800055e-07
1961,1.2784612524185945e-07,2.1191886112603697e-07
