year,les_DET ados_NOUN,les_DET cadeaux_NOUN
1936,8.487300195980652e-09,5.831987479609779e-07
1937,1.3850230184964119e-08,8.045724371186225e-07
1938,1.555825723809079e-08,7.493894145227387e-07
1939,3.058810094103137e-09,7.371732380079266e-07
1940,7.607348750937604e-09,6.161952370575818e-07
1941,1.4757512545315876e-08,7.142636491153098e-07
1942,2.7307905936524435e-08,7.91929252841328e-07
1943,2.9032352077962287e-08,1.007422632426369e-06
1944,0.0,6.651295336723706e-07
1945,6.535512131478072e-09,6.33944651440288e-07
1946,4.1763312808029696e-09,6.361944855370893e-07
1947,9.53669654357725e-09,6.56839979740198e-07
1948,8.697510045507784e-09,6.620979533522586e-07
1949,7.853606653895895e-09,7.814338616185523e-07
1950,1.2762433998503298e-08,6.16850961421278e-07
1951,7.462981344019681e-09,6.684698803383071e-07
1952,1.265376459169687e-08,6.516688983992935e-07
1953,1.4005975934594517e-08,8.32816880347309e-07
1954,9.772536335717064e-09,6.59646197220809e-07
1955,1.8771215692936494e-09,6.935963980936322e-07
1956,4.36057079333807e-09,7.552508378694256e-07
1957,2.8272120644601273e-08,7.695317734146556e-07
1958,1.7371711180658167e-08,6.501983591533644e-07
1959,6.975673150222406e-09,6.704396966483728e-07
1960,1.5225833482901407e-08,6.851625329318267e-07
1961,1.598076693198891e-08,7.441478686587288e-07
1962,1.2049717335038679e-08,7.927445579980485e-07
1963,2.263118559220345e-08,7.649341000615095e-07
1964,6.083968218106861e-09,6.400334484624182e-07
1965,2.73602163147757e-09,6.883830749870867e-07
1966,2.215629901769489e-09,7.001390756045112e-07
1967,5.423369253687582e-09,7.134195314506542e-07
1968,4.042274071025531e-09,7.581509748888493e-07
1969,4.9959335557403506e-09,6.117747552991659e-07
1970,6.438214850135182e-09,7.003858186749312e-07
1971,7.1937562573509695e-09,6.356197630452698e-07
1972,3.07808809552057e-08,6.905177443172761e-07
1973,9.37244681864513e-09,6.566225678739102e-07
1974,7.31324301117553e-09,7.178229708415529e-07
1975,3.998036124386317e-09,7.242156669917676e-07
1976,5.713526984862938e-09,7.107627553182283e-07
1977,6.464460078348111e-09,7.016877603405192e-07
1978,1.0099005187669263e-08,7.015838292545595e-07
1979,1.053355236368958e-08,6.753177288487677e-07
1980,2.2740602734216964e-09,7.282678211595339e-07
1981,9.488324570483542e-09,9.077163412030131e-07
1982,1.4898005162855554e-08,8.106997810841676e-07
1983,1.4525226799122493e-08,7.104730457285768e-07
1984,1.8556827463545034e-08,8.367969144273957e-07
1985,1.2632672241608134e-08,9.269974867720521e-07
1986,4.1961397023726477e-08,8.763937557887402e-07
1987,1.5277042297867638e-08,9.361771589055934e-07
1988,2.4585870894711093e-08,8.029385654140242e-07
1989,3.128229586479847e-08,7.430917605688592e-07
1990,8.118489880359903e-08,8.913993099213258e-07
1991,8.968041598222953e-08,8.850812562855026e-07
1992,1.2893269385472195e-07,9.152017383939892e-07
1993,5.262246816073457e-08,9.41665263098912e-07
1994,9.231121644859286e-08,8.371308268806388e-07
1995,1.5942005404667725e-07,9.576048114467994e-07
1996,1.3291849754182294e-07,9.202870785429695e-07
1997,9.925431587731737e-08,9.431557543848612e-07
1998,1.3064673964890972e-07,8.186877664684289e-07
1999,1.1059887050635098e-07,9.017007016609568e-07
2000,1.634671669137333e-07,1.0073111553765557e-06
2001,1.5728549840332562e-07,9.559804396985783e-07
2002,2.1424172658157659e-07,9.502869176003514e-07
2003,1.8084445230215351e-07,1.1442370748682151e-06
2004,1.9337033307920137e-07,1.010459101280503e-06
2005,2.337446041167368e-07,1.0232518832253845e-06
2006,3.496088467613845e-07,1.0900054405738047e-06
2007,3.203572376264674e-07,1.1703824753794834e-06
2008,4.257439698562848e-07,1.2023009787753836e-06
2009,3.0182659216393404e-07,1.3384316588371803e-06
2010,5.219791319177602e-07,1.5673545590288995e-06
2011,5.280905384097423e-07,1.5984202548224857e-06
2012,5.46722993988169e-07,1.7753177701251843e-06
2013,5.846006274623505e-07,1.728420784274931e-06
2014,5.09529265002584e-07,1.882204927028397e-06
2015,5.047142295211415e-07,1.6950151859873586e-06
2016,5.594689582721912e-07,1.7034700050544416e-06
2017,6.726744956608854e-07,1.7885996186350894e-06
2018,7.024170685099307e-07,1.819933999058776e-06
2019,6.275429811353206e-07,1.8339050598115136e-06
