year,ses_DET arrières_NOUN,ses_DET carrières_NOUN
1913,7.954484737560108e-09,6.045408440513711e-08
1914,1.2723813114234872e-08,7.500353005340799e-08
1915,1.5314990164938536e-08,6.832842192050492e-08
1916,9.888715624128963e-09,4.1752354462687435e-08
1917,8.773139548168274e-09,3.947912929902486e-08
1918,4.479686666059024e-08,5.2837331843136326e-08
1919,2.2098836538475553e-08,3.591060959706738e-08
1920,4.240449769099541e-08,4.694783672931635e-08
1921,5.300923078266351e-08,5.9067428281878165e-08
1922,4.2054233595489876e-08,5.312113715572053e-08
1923,3.290944050604594e-08,5.307973927060061e-08
1924,2.5783249091304583e-08,3.996403541428606e-08
1925,2.5295809891190402e-08,5.829034321891413e-08
1926,3.901148470930593e-08,3.678225690695314e-08
1927,4.125213159955621e-08,5.017151338826409e-08
1928,2.5137291359556002e-08,5.255979118601317e-08
1929,3.007909676888687e-08,4.790374585894597e-08
1930,2.3107928015519974e-08,3.571225093423891e-08
1931,6.272946251328904e-08,3.5356604755065746e-08
1932,5.2605777511871565e-08,6.356530946050043e-08
1933,5.850037720911416e-08,3.555905436769535e-08
1934,9.824896096688462e-08,5.391711077606942e-08
1935,5.984141893122796e-08,4.188899271895252e-08
1936,4.122403041151301e-08,3.152425653851765e-08
1937,5.5400921183945684e-08,5.162358529542388e-08
1938,5.575042061334301e-08,4.926781471681352e-08
1939,9.023489866422096e-08,4.282334220562234e-08
1940,1.8257637179885933e-07,3.2965177032551196e-08
1941,1.5052663115966425e-07,7.083605924051994e-08
1942,1.3047110769548453e-07,2.1239483061208375e-08
1943,1.6548440862074187e-07,3.193558706371391e-08
1944,2.763340205547138e-07,4.819779064746399e-08
1945,2.418139501969563e-07,4.1391578164962084e-08
1946,2.143850119651347e-07,3.2018538931311014e-08
1947,3.6120238178227737e-07,3.814678839475505e-08
1948,1.978683519254787e-07,3.8051606310318675e-08
1949,1.9437676712641405e-07,4.319483792869505e-08
1950,1.9250003635562507e-07,4.573205258928681e-08
1951,2.1216188939021663e-07,5.543928827123068e-08
1952,2.1511399728169067e-07,3.901577616538532e-08
1953,1.896193597694662e-07,3.0166716347146405e-08
1954,1.895872006052457e-07,3.127211511966266e-08
1955,2.0648337795137195e-07,3.9419553843345057e-08
1956,1.6482957665431286e-07,4.8838393329475593e-08
1957,1.9260382377872531e-07,3.3573144264664734e-08
1958,2.1011498585465915e-07,3.722509589465517e-08
1959,1.875680908369759e-07,2.9452841943111707e-08
1960,2.1454583687408046e-07,2.2838749558218296e-08
1961,1.9037956988654514e-07,2.5708189688167238e-08
1962,2.9934034562195677e-07,3.170978291056059e-08
1963,2.2889827855365752e-07,2.780402907909263e-08
1964,2.8533811535780274e-07,3.346182686492227e-08
1965,2.155985079355105e-07,2.4076990456922687e-08
1966,2.686451330280448e-07,2.5479743426259915e-08
1967,2.8300127258296115e-07,2.613077793034435e-08
1968,3.022722943057943e-07,3.3236478874654196e-08
1969,2.815889831309093e-07,3.6334062758491825e-08
1970,2.653464412638584e-07,3.311082041879132e-08
1971,2.3893548473097326e-07,2.209510974182649e-08
1972,2.4676007503998676e-07,2.7702792948502974e-08
1973,2.4313228008665533e-07,4.575959128283458e-08
1974,2.576511799468051e-07,2.4752514704573514e-08
1975,2.438801920412459e-07,3.0270843609514486e-08
1976,2.565373580232233e-07,2.7424929827102318e-08
1977,2.0921343768520728e-07,4.290050875654927e-08
1978,2.3227712730999883e-07,3.267325099365337e-08
1979,2.264713743205249e-07,3.101545975603415e-08
1980,2.3024860462683705e-07,2.615169236719339e-08
1981,2.49226654425172e-07,2.9730082895529364e-08
1982,2.4209258331353567e-07,3.7865762636535294e-08
1983,2.55770296941904e-07,3.5997300584789116e-08
1984,2.800920975154497e-07,3.073474630355122e-08
1985,2.4784098018315603e-07,4.030423994549892e-08
1986,2.7634578669832877e-07,4.196139724577108e-08
1987,2.7376459410533016e-07,3.1776246356418625e-08
1988,2.638483773687028e-07,3.2981045450242163e-08
1989,2.4806311405001225e-07,3.622160671401531e-08
1990,2.9858607830668404e-07,3.814055604678401e-08
1991,2.6728282015442417e-07,2.813503263698891e-08
1992,2.688852640542194e-07,2.754972094898278e-08
1993,2.3541632199197693e-07,3.378916524354736e-08
1994,2.806260961385476e-07,3.956195004928276e-08
1995,2.331653892184704e-07,2.711225349782964e-08
1996,2.412817674546375e-07,3.416378935305886e-08
1997,2.315934088947813e-07,2.013855748828064e-08
1998,2.3983690233819743e-07,3.242327828445468e-08
1999,2.618725354341933e-07,4.66160501311208e-08
2000,2.209015756982069e-07,3.799507242163713e-08
2001,2.273848893619146e-07,3.5487813909718113e-08
2002,2.2256604681469838e-07,2.9354184305496744e-08
2003,2.470985203117948e-07,2.7501691146625262e-08
2004,2.801447149813896e-07,3.479784971283095e-08
2005,2.522099897817043e-07,3.512924706683407e-08
2006,2.511912884362033e-07,4.4473210003559416e-08
2007,2.828091389961429e-07,3.754810862233171e-08
2008,3.3420902845193723e-07,3.363377229503861e-08
2009,2.7226378085387637e-07,3.6715081641602865e-08
2010,3.613701675675429e-07,3.967986084152386e-08
2011,4.1566576269858047e-07,3.2886158463085735e-08
2012,4.721698600995694e-07,4.425528454810035e-08
2013,4.950697101158141e-07,3.095928757801403e-08
2014,5.487238101675729e-07,2.750115402072595e-08
2015,4.688057093638065e-07,3.2805315131057e-08
2016,4.192392122348565e-07,3.831979134005792e-08
2017,5.109206542286415e-07,2.867796899952424e-08
2018,5.204237103484388e-07,3.097760026271601e-08
2019,4.91320260476158e-07,2.984655733673236e-08
