year,plateaux_NOUN ouverts_ADJ,plateaux_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,5.851017448321727e-09
1804,7.4155526164076946e-09,4.943701892301533e-09
1805,0.0,1.7057265822018053e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,1.4040760554223652e-08
1811,2.5070767684098882e-09,3.760615285841595e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,6.608021863030444e-08
1815,0.0,3.236668177919455e-08
1816,0.0,1.8540831092650478e-08
1817,0.0,0.0
1818,0.0,4.768470951432846e-09
1819,0.0,3.1053151161586356e-09
1820,0.0,5.933240565525466e-09
1821,0.0,8.875339574387908e-09
1822,0.0,1.303330066093622e-08
1823,0.0,0.0
1824,0.0,2.0210670470532932e-08
1825,0.0,3.522177216552791e-09
1826,0.0,5.284790383086602e-09
1827,0.0,0.0
1828,5.503380862137419e-09,3.944089499441361e-08
1829,0.0,1.1145129263923081e-08
1830,0.0,6.053365098068753e-08
1831,0.0,9.666548095310645e-08
1832,0.0,2.0294953273491956e-08
1833,0.0,2.0850531967653296e-08
1834,0.0,5.600718555598405e-09
1835,0.0,1.1344631900556124e-08
1836,0.0,3.36037508930076e-09
1837,0.0,1.3915782304252389e-08
1838,0.0,2.1461350030449466e-08
1839,0.0,1.957613093850341e-08
1840,0.0,1.7835128929277744e-08
1841,0.0,1.0272877659645019e-08
1842,0.0,8.049918065466954e-09
1843,5.906911071384968e-10,6.497602011990011e-09
1844,2.7442805805577564e-09,2.030767731753258e-08
1845,1.1160455892778032e-09,1.2276501593078137e-08
1846,5.854501328173001e-10,3.5127008857216424e-08
1847,0.0,9.168480197274675e-09
1848,0.0,3.137636639394259e-08
1849,0.0,7.54147322368226e-09
1850,6.788996032014438e-10,1.8330290174617403e-08
1851,6.449438760824933e-10,1.1608989325395669e-08
1852,0.0,9.114764054629632e-09
1853,1.1943863675867306e-09,2.8068079416243563e-08
1854,0.0,1.9743524148907454e-08
1855,5.306937111981824e-10,3.874064091746732e-08
1856,0.0,6.212626857404757e-09
1857,1.4644527812635033e-09,8.78671624349181e-09
1858,9.787352039936081e-10,2.9851424443450014e-08
1859,1.5276520048956854e-09,2.34239969643113e-08
1860,9.154367819341758e-10,2.1055045706930287e-08
1861,0.0,1.6034276129062164e-08
1862,0.0,2.0782737308877586e-08
1863,0.0,3.8958042125614156e-08
1864,4.794727948009836e-10,2.685047562067666e-08
1865,0.0,2.6358328852893465e-08
1866,0.0,1.8489329178805747e-08
1867,0.0,1.94112459439566e-08
1868,1.975949626142892e-09,2.865126980111654e-08
1869,0.0,2.490594752657671e-08
1870,0.0,1.548193218070537e-08
1871,0.0,1.911811864374613e-08
1872,1.8142017887967654e-09,2.1770421909650395e-08
1873,0.0,1.2570609442263958e-08
1874,2.3898436563030145e-09,1.6131444624534197e-08
1875,1.1443054281912168e-09,3.6045619822289154e-08
1876,1.209202959984168e-09,3.567148709748835e-08
1877,6.184815992682502e-10,2.2265338017746217e-08
1878,2.4156354694326865e-09,1.3889904337816006e-08
1879,0.0,4.032154521382836e-08
1880,0.0,4.428314070992201e-08
1881,0.0,2.998178416646624e-08
1882,0.0,2.3959387362992857e-08
1883,4.423537092179686e-09,4.613117354779206e-08
1884,0.0,2.178559910248623e-08
1885,1.933690763067375e-09,1.6758653131887513e-08
1886,0.0,3.0976625708944994e-08
1887,0.0,3.133883907935342e-08
1888,0.0,3.297119732792453e-08
1889,0.0,3.4458253139746375e-08
1890,0.0,2.4906668727453507e-08
1891,0.0,2.039750413018737e-08
1892,6.268512375839919e-10,2.005923960268774e-08
1893,0.0,3.87980243488073e-08
1894,0.0,2.3945849747519787e-08
1895,0.0,2.6481902892783182e-08
1896,0.0,2.94851449922362e-08
1897,0.0,1.1653426668090106e-08
1898,5.6583548957434e-10,2.3765091228256097e-08
1899,0.0,1.9899282222013426e-08
1900,0.0,2.28406342728249e-08
1901,0.0,2.51493244007861e-08
1902,0.0,3.093478895266344e-08
1903,0.0,2.592105730059302e-08
1904,1.0749250378694342e-09,1.0211787859759625e-08
1905,5.160758931310738e-09,1.909480928929952e-08
1906,5.144184522798412e-10,2.006231980544726e-08
1907,0.0,8.742834012309686e-09
1908,0.0,1.4734167663732478e-08
1909,0.0,2.2003934674330594e-08
1910,0.0,1.870452770447173e-08
1911,0.0,2.4473720827700163e-08
1912,0.0,2.9693701719679666e-08
1913,0.0,2.1211958411981868e-08
1914,6.696743715117748e-10,2.209925398233281e-08
1915,1.1780761921542648e-09,1.0602685840410686e-08
1916,0.0,1.8678685265172135e-08
1917,0.0,3.180263163926611e-08
1918,0.0,1.2635013924011673e-08
1919,0.0,1.1049418269237776e-08
1920,0.0,2.6502810612782923e-08
1921,0.0,8.330022005509363e-09
1922,0.0,1.3280283539529592e-08
1923,0.0,8.492758496458919e-09
1924,6.445812328337297e-09,1.804827398643738e-08
1925,1.0998177923937646e-09,2.859526304632709e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,5.574612327308159e-09
1928,0.0,1.7139061725401916e-08
1929,0.0,1.7824650200282122e-08
1930,0.0,8.402882833991043e-09
1931,0.0,1.710803587684495e-08
1932,3.287861094491973e-09,1.53433514782364e-08
1933,1.1470662197865522e-09,1.9500125958415992e-08
1934,0.0,2.7557634396657704e-08
1935,0.0,1.0771455727365264e-08
1936,1.2124714565686645e-09,1.4549657478823974e-08
1937,0.0,1.1332006444320086e-08
1938,0.0,1.5558256905023882e-08
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,0.0,9.102635090130207e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,3.213186161588055e-08
1945,0.0,1.3071024262956144e-08
1946,1.3921104269343232e-09,2.3665876369705074e-08
1947,0.0,2.7418003867296648e-08
1948,0.0,1.7395020535104777e-08
1949,0.0,1.8652315247891238e-08
1950,1.0635361480382244e-09,1.808011518278363e-08
1951,0.0,8.529121409139861e-09
1952,1.0544803918932644e-09,2.741649041126948e-08
1953,0.0,1.723812381726475e-08
1954,0.0,2.34540866728139e-08
1955,0.0,2.2525458831523792e-08
1956,8.72114158667614e-10,2.52913103793162e-08
1957,0.0,1.8553580005686854e-08
1958,2.4816730892496253e-09,2.1507833736222892e-08
1959,0.0,2.712761748568937e-08
1960,0.0,1.2457499920515147e-08
1961,3.47407969059077e-09,1.250668635321972e-08
1962,1.9025869768540815e-09,6.976152100435229e-09
1963,1.939815863494232e-09,1.2932106940866106e-08
1964,1.2167936658258327e-09,1.2776333768727e-08
1965,1.0944086747954884e-09,1.586892572902343e-08
1966,0.0,1.1078149952936656e-08
1967,1.4791006197611978e-09,1.9721342781053863e-08
1968,4.4914158503495116e-10,1.4372530721118437e-08
1969,0.0,8.629339909305145e-09
1970,1.3796175313274261e-09,1.1956685419534097e-08
1971,5.138397485282553e-10,9.24911525146399e-09
1972,5.130146862875051e-10,1.6416469961200164e-08
1973,0.0,1.3783009400469837e-08
1974,5.625571675160757e-10,7.313243344242437e-09
1975,0.0,6.8537762132336866e-09
1976,0.0,6.2848797277581525e-09
1977,0.0,4.7014254711541525e-09
1978,2.3762365408686037e-09,1.900989232694883e-08
1979,0.0,7.022368020415115e-09
1980,1.1370301367108482e-09,1.193881615790815e-08
1981,0.0,5.060439622894819e-09
1982,1.2415004579935385e-09,8.069752865935698e-09
1983,0.0,8.841442245000053e-09
1984,0.0,6.958810416790584e-09
1985,6.015558051686298e-10,8.421781494405423e-09
1986,3.5966913891627428e-09,5.395036861699509e-09
1987,1.8332451112712533e-09,9.166225112267057e-09
1988,2.398621523624911e-09,1.3192418713003917e-08
1989,1.6464366536794728e-09,1.1525056464734007e-08
1990,1.089730194969718e-09,9.262707045820662e-09
1991,1.7584396161396398e-09,5.8614650910726596e-09
1992,2.2039776670368383e-09,7.713921945651236e-09
1993,5.539207426075166e-10,7.200969598386564e-09
1994,3.164955852952289e-09,5.802419433820205e-09
1995,2.1689803286761844e-09,1.138714633697191e-08
1996,2.6690460952494277e-09,7.473328622609188e-09
1997,4.315404922294874e-09,8.151320507465698e-09
1998,2.86087753487152e-09,6.198567881199324e-09
1999,4.570201161957499e-10,4.570201106446348e-09
2000,2.6508188977203417e-09,3.97622823555821e-09
2001,5.257454027685071e-09,6.133696661692056e-09
2002,8.76244299341522e-10,7.448076377869484e-09
2003,2.5001538617175356e-09,1.2917460878725251e-08
2004,4.404791253964646e-10,7.488145215006625e-09
2005,2.251874686720612e-09,8.106749049829887e-09
2006,1.2353669198716943e-09,1.070651389767363e-08
2007,1.997239706952314e-09,9.586750948642475e-09
2008,8.514879357157668e-10,1.2346575317678798e-08
2009,4.76819250749827e-10,8.105927484791664e-09
2010,2.3618964561933353e-09,1.2754241218715379e-08
2011,0.0,1.2236710311697152e-08
2012,1.0212758416727752e-09,2.008509092377153e-08
2013,8.367375126105969e-10,2.2034088331679413e-08
2014,8.661780737106994e-10,2.165445245339015e-08
2015,1.10828768384863e-09,1.4851055496478693e-08
2016,8.285360175719347e-10,2.092053463798038e-08
2017,0.0,1.4087423672037858e-08
2018,1.5488800242380307e-09,2.0135439982027492e-08
2019,1.7856913725466939e-09,2.1938495464723928e-08
