year,mieux_ADV ouverts_ADJ,mieux_ADV couverts_ADJ
1979,5.851973350345929e-10,3.5111840102075575e-09
1980,0.0,3.97960553399912e-09
1981,0.0,4.427884725544118e-09
1982,1.2415004579935385e-09,6.828252629986764e-09
1983,6.315316047889041e-10,5.052252838311233e-09
1984,2.3196033982486597e-09,8.69851302098823e-09
1985,0.0,7.218669662023558e-09
1986,0.0,6.593933843390687e-09
1987,6.110816852533674e-10,9.777306964053878e-09
1988,0.0,7.795519785247507e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,6.538381391862913e-09
1991,0.0,7.6199047072123e-09
1992,5.509944167592096e-10,1.8182815253453555e-08
1993,0.0,1.2186256448387667e-08
1994,1.0549853213248639e-09,6.857404422078162e-09
1995,0.0,1.1929391696696712e-08
1996,2.135236876199542e-09,7.473328622609188e-09
1997,1.438468344439059e-09,7.671831170341648e-09
1998,4.768129224785866e-10,7.629006759657386e-09
1999,0.0,1.1882523409667556e-08
2000,4.4180314962005696e-10,1.2370488633450805e-08
2001,4.3812117822561447e-10,9.638665865452367e-09
2002,8.76244299341522e-10,8.762443215459825e-09
2003,0.0,7.91715315529018e-09
2004,0.0,3.9643119897903034e-09
2005,0.0,1.1259373877692269e-08
2006,0.0,1.070651389767363e-08
2007,3.994479469415779e-10,4.393927444112933e-09
2008,0.0,5.108927503272298e-09
2009,1.907277002999308e-09,6.675469510497578e-09
2010,0.0,3.3066551718974324e-09
2011,3.82397197240536e-10,6.500752380844688e-09
2012,0.0,4.085103366691101e-09
2013,5.578250084070646e-10,1.9523875849358774e-09
2014,2.1654451842767486e-10,3.2481677347817595e-09
2015,2.2165753954528356e-10,4.876465897751814e-09
2016,6.214020409345267e-10,6.8354220061905835e-09
2017,0.0,1.2578056374223934e-09
2018,0.0,3.872199894061623e-09
2019,0.0,2.5509878653906526e-09
