year,anciens_ADJ ans_NOUN,anciens_ADJ camps_NOUN
1896,0.0,1.0024949648190784e-08
1897,0.0,3.4960281336537946e-09
1898,0.0,1.640922953072277e-08
1899,0.0,1.326618814800895e-08
1900,0.0,1.661137005726232e-08
1901,0.0,8.941982265753268e-09
1902,0.0,8.347482705062248e-09
1903,0.0,9.1803746826713e-09
1904,0.0,1.0211787859759625e-08
1905,0.0,1.4966200723165457e-08
1906,0.0,1.0802787109298606e-08
1907,5.142843373384665e-10,8.228549397415463e-09
1908,9.822778146428846e-10,3.045061092166179e-08
1909,0.0,1.1001966782053785e-08
1910,0.0,8.550641084070776e-09
1911,5.320374141248863e-10,1.0640748726586935e-08
1912,0.0,1.3023552902780011e-08
1913,1.060597942803554e-09,1.6439267724877027e-08
1914,6.696743715117748e-10,1.7411533548283842e-08
1915,0.0,3.416420923940677e-08
1916,1.0987462051303964e-09,1.7579939282086343e-08
1917,0.0,2.0836205649743533e-08
1918,1.1486376294556067e-09,4.020231614276781e-08
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,0.0,1.9687803387569147e-08
1921,0.0,2.9533714140939082e-08
1922,0.0,4.426761179843197e-09
1923,4.246379248229459e-09,9.554353752605493e-09
1924,0.0,3.867487219366694e-09
1925,0.0,1.2097995494286806e-08
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,0.0,1.3379070296082318e-08
1928,0.0,1.5996457491951332e-08
1929,0.0,1.0026365515614089e-08
1930,0.0,1.05036033204442e-08
1931,0.0,5.2464642408267537e-08
1932,0.0,1.753525857850491e-08
1933,0.0,2.7529589274877253e-08
1934,0.0,1.4377896206951846e-08
1935,0.0,9.574627313213568e-09
1936,0.0,8.487299751891442e-09
1937,0.0,1.510934133364117e-08
1938,0.0,7.779128452511941e-09
1939,0.0,1.6823456405745674e-08
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,2.0322646676618206e-08
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,1.3921104269343232e-09,5.568441707737293e-09
1947,0.0,1.3112957830685446e-08
1948,0.0,1.4133454406817236e-08
1949,0.0,2.1597418964347526e-08
1950,0.0,1.3825969702452312e-08
1951,0.0,2.0256663901818683e-08
1952,2.1089607837865287e-09,2.741649041126948e-08
1953,0.0,1.6160740301529586e-08
1954,0.0,3.615838450876652e-08
1955,0.0,3.0972505893345215e-08
1956,0.0,1.3081712602058815e-08
1957,8.835037701437898e-10,1.767007518083119e-08
1958,0.0,5.790570245522986e-09
1959,0.0,2.7127616819555556e-08
1960,0.0,9.689166802218097e-09
1961,0.0,1.181187059273725e-08
1962,0.0,1.2049716779927166e-08
1963,0.0,9.69907976156037e-09
1964,0.0,1.3993127434552832e-08
1965,1.6416130677043839e-09,1.8057743744748223e-08
1966,5.539074754423723e-10,1.0524241922382771e-08
1967,0.0,1.824224188373691e-08
1968,4.4914158503495116e-10,1.4821671889819754e-08
1969,4.5417578031781147e-10,1.544197658631674e-08
1970,4.5987250119061684e-10,7.357959852516416e-09
1971,0.0,9.762954888969944e-09
1972,2.0520587451500205e-09,1.9494558856081312e-08
1973,1.102640756478479e-09,9.923766697284009e-09
1974,0.0,1.0688586016271984e-08
1975,0.0,1.1422960355389478e-08
1976,0.0,1.3712464053128315e-08
1977,0.0,9.990529292736028e-09
1978,0.0,7.128709622605811e-09
1979,0.0,7.607565244427406e-09
1980,0.0,2.1035058139773355e-08
1981,0.0,1.0120879245789638e-08
1982,6.207502289967692e-10,7.449002747961231e-09
1983,0.0,1.515675762675528e-08
1984,0.0,1.275781880138993e-08
1985,0.0,1.6242006850575308e-08
1986,0.0,2.577628688271716e-08
1987,0.0,1.2832715334809564e-08
1988,5.996553809062277e-10,1.2592763276586538e-08
1989,5.488122178931576e-10,2.250130037850795e-08
1990,0.0,1.7435683119515488e-08
1991,0.0,2.9307326343541718e-08
1992,5.509944167592096e-10,1.597883780846132e-08
1993,0.0,3.157348160698348e-08
1994,0.0,1.3714808844156323e-08
1995,5.422450821690461e-10,2.982348029645365e-08
1996,5.338092190498855e-10,2.2953797085278893e-08
1997,0.0,2.1577025610675094e-08
1998,0.0,2.3840646790063147e-08
1999,0.0,2.559312584082818e-08
2000,4.4180314962005696e-10,2.4299172451947015e-08
2001,0.0,1.1829271784336015e-08
2002,0.0,1.4019908789464353e-08
2003,0.0,1.6667691227212345e-08
2004,0.0,2.6869227065517975e-08
2005,0.0,1.9816498664226856e-08
2006,0.0,2.3060183096390574e-08
2007,0.0,2.676301313897511e-08
2008,0.0,2.5970382372397793e-08
2009,0.0,3.147006921722095e-08
2010,0.0,1.6060896612657416e-08
2011,0.0,1.7972668686638826e-08
2012,2.0425516833455504e-09,2.11063664323774e-08
2013,0.0,1.7571487376244477e-08
2014,0.0,1.4508482415465096e-08
2015,2.2165753954528356e-10,1.9062549233561654e-08
2016,6.214020409345267e-10,1.1392370602436586e-08
2017,0.0,1.509366853724714e-08
2018,0.0,1.6779534206534663e-08
2019,5.1019755087367e-10,1.632632162795744e-08
