year,vêtements_NOUN ouverts_ADJ,vêtements_NOUN couverts_ADJ
1921,1.5145494858259667e-09,2.0446417892117097e-08
1922,3.6889677978990676e-09,8.115729421831475e-09
1923,4.246379248229459e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,0.0,1.6497267552040284e-08
1926,4.458455382660986e-09,7.802296586589819e-09
1927,0.0,1.5608915049369898e-08
1928,1.1426041224282812e-09,7.998228745975666e-09
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,1.0503603542488804e-09,7.352522590764465e-09
1931,2.2810713318222042e-09,6.843213995466613e-09
1932,0.0,7.6716757391182e-09
1933,4.588264879146209e-09,9.176529758292418e-09
1934,4.7926320689839486e-09,1.5576054224197833e-08
1935,2.393656828303392e-09,9.574627313213568e-09
1936,1.2124714565686645e-09,1.4549657478823974e-08
1937,0.0,8.813782592653752e-09
1938,5.186085783037697e-09,1.1668692678767911e-08
1939,6.117620188206274e-09,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,8.714016175304096e-09,6.535512131478072e-09
1946,0.0,8.352662561605939e-09
1947,0.0,1.3112957830685446e-08
1948,3.2615663503321457e-09,1.3046265401328583e-08
1949,9.817008317369869e-10,7.853606653895895e-09
1950,4.2541445921528975e-09,1.1698897850465073e-08
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,1.1599284199803606e-08
1953,0.0,7.54167928107563e-09
1954,0.0,1.4658803948464083e-08
1955,9.385607846468247e-10,8.447047505910632e-09
1956,1.744228317335228e-09,9.593255967388359e-09
1957,8.835037701437898e-10,1.236905244894615e-08
1958,0.0,1.9026160202884057e-08
1959,0.0,1.5501495198577686e-08
1960,6.920833350854139e-10,8.305000243069571e-09
1961,1.3896318540318475e-09,1.528595028332802e-08
1962,1.2683912808952869e-09,1.3952304200870458e-08
1963,6.466053248388448e-10,9.69907976156037e-09
1964,3.041984220075733e-09,1.034274621503073e-08
1965,5.472043373977442e-10,3.2832261354087677e-09
1966,5.539074754423723e-10,1.38476865529924e-08
1967,4.930335584241163e-10,1.1832804958089582e-08
1968,1.3474247273492779e-09,9.88111459321317e-09
1969,2.2708788183223305e-09,8.175163657142548e-09
1970,0.0,8.277704743875347e-09
1971,4.1107179882260425e-09,7.707596338946132e-09
1972,0.0,7.182205497002769e-09
1973,5.513203782392395e-10,1.0475087464101307e-08
1974,5.625571675160757e-10,5.06301445213353e-09
1975,1.1422960355389478e-09,7.996072248772634e-09
1976,5.713526873840635e-10,5.142174241967723e-09
1977,2.938390863960194e-09,5.289103821581875e-09
1978,1.7821774056514528e-09,1.0693064211864112e-08
1979,1.1703946700691858e-09,8.777959692451986e-09
1980,6.253665585376211e-09,6.822181042309694e-09
1981,0.0,9.488323904349727e-09
1982,4.345251713999687e-09,5.586751949948621e-09
1983,0.0,1.3893695083311286e-08
1984,1.739702604197646e-09,1.1598016769198694e-08
1985,6.015558051686298e-10,1.2031115659283387e-08
1986,2.3977941854269602e-09,9.591176741707841e-09
1987,3.6664902225425067e-09,1.2221633483022742e-08
1988,1.1993107618124554e-09,7.795519785247507e-09
1989,1.6464366536794728e-09,1.0427432250992297e-08
1990,5.44865097484859e-10,9.262707045820662e-09
1991,5.861465202094962e-10,7.033758464558559e-09
1992,6.61193322315512e-09,8.815910668147353e-09
1993,2.2156829704300662e-09,1.1078414630105726e-08
1994,6.329911705904578e-09,8.967375286772494e-09
1995,1.626735190995987e-09,3.253470381991974e-09
1996,1.067618438099771e-09,8.540947504798169e-09
1997,4.79489448146353e-10,1.054876808126437e-08
1998,3.337690568372409e-09,1.1920323395031573e-08
1999,1.3710603763428253e-09,8.226361813967742e-09
2000,0.0,7.068850393920911e-09
2001,3.943090742808408e-09,9.20054432640427e-09
2002,0.0,1.3581786362237835e-08
2003,1.2500769308587678e-09,1.0833999475323708e-08
2004,4.404791253964646e-10,5.726228824443069e-09
2005,9.007499190971657e-10,1.0808999029165989e-08
2006,1.2353669198716943e-09,1.1118302722934459e-08
2007,7.988958938831558e-10,1.5977917655618512e-08
2008,2.554463751636149e-09,2.5118893631770334e-08
2009,4.76819250749827e-10,2.2887324035991696e-08
2010,3.7790344187271785e-09,3.164941375644048e-08
2011,2.2943831279320648e-09,3.288615957330876e-08
2012,6.808505426114664e-10,5.310634065835984e-08
2013,1.6734750252211938e-09,5.4387939485422976e-08
2014,1.9489005964601347e-09,4.612398285530617e-08
2015,2.659890530054554e-09,5.031626315599169e-08
2016,2.4856081637381067e-09,5.323343899021893e-08
2017,2.264050280587071e-09,5.157003357680878e-08
2018,2.581466596041082e-09,5.421080118139798e-08
2019,1.7856913725466939e-09,5.459113694428197e-08
