year,corps_NOUN ouverts_ADJ,corps_NOUN couverts_ADJ
1908,4.911389073214423e-10,1.4243028090277221e-08
1909,1.1001967115120692e-09,7.151278680339601e-09
1910,0.0,1.9238942883248455e-08
1911,3.1922244847493175e-09,1.276889793899727e-08
1912,5.2094213387476884e-09,1.40654377034366e-08
1913,0.0,6.363587878865928e-09
1914,8.036092680185902e-09,2.678697486047099e-09
1915,0.0,3.534228465440492e-09
1916,4.394984820521586e-09,8.789969641043172e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,9.189101035644853e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,0.0,6.815008557481406e-09
1921,0.0,1.060184651180407e-08
1922,0.0,1.4018077365562931e-08
1923,0.0,1.4862327368803108e-08
1924,1.289162443462999e-09,3.867487219366694e-09
1925,1.0998177923937646e-09,7.698724324711748e-09
1926,0.0,6.687683296036084e-09
1927,0.0,3.3447675740205796e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,0.0,7.352522590764465e-09
1931,0.0,3.4216069977333063e-09
1932,0.0,1.0959536389520963e-08
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,0.0,1.5576054224197833e-08
1935,0.0,4.787313656606784e-09
1936,0.0,1.091224355320719e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,0.0,1.8151300906765755e-08
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,8.854508237732261e-09
1942,0.0,1.8205270180260413e-08
1943,0.0,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,0.0,2.7842208538686464e-09
1947,4.7683483828109274e-09,8.344609447874518e-09
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,0.0,4.908504269707237e-09
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,1.0661401539380222e-08
1952,2.1089607837865287e-09,1.5817205323287453e-08
1953,0.0,1.0773827163745864e-08
1954,1.9545072227344917e-09,8.795282724349818e-09
1955,4.6928039232341234e-09,7.508486277174597e-09
1956,0.0,2.0930739808022736e-08
1957,8.835037701437898e-10,1.6786572132332367e-08
1958,0.0,1.0753916868111446e-08
1959,1.5501495642666896e-09,1.1626121398933265e-08
1960,1.3841666701708277e-09,7.612916519406099e-09
1961,0.0,1.181187059273725e-08
1962,1.9025869768540815e-09,8.244543714397423e-09
1963,1.2932106496776896e-09,5.1728425987107585e-09
1964,6.083968329129164e-10,3.6503808864551957e-09
1965,1.6416130677043839e-09,5.47204326295514e-09
1966,3.8773522170743036e-09,4.985167390003653e-09
1967,9.860671168482327e-10,6.902469706915326e-09
1968,2.6948494546985557e-09,1.0330256650092906e-08
1969,9.083515606356229e-10,8.629339909305145e-09
1970,1.8394900047624674e-09,5.518470125309705e-09
1971,3.5968783507200897e-09,2.569198631618974e-09
1972,3.5911027485013847e-09,7.182205497002769e-09
1973,2.7566018356850464e-09,8.269805285010534e-09
1974,1.1251143350321513e-09,5.06301445213353e-09
1975,5.711480177694739e-10,6.8537762132336866e-09
1976,1.142705374768127e-09,6.2848797277581525e-09
1977,1.7630346071939584e-09,4.11374712072643e-09
1978,2.3762365408686037e-09,8.910887139279566e-09
1979,1.7555920051037788e-09,9.948355028654987e-09
1980,2.2740602734216964e-09,6.822181042309694e-09
1981,1.8976649140967083e-09,8.855769451088236e-09
1982,1.2415004579935385e-09,8.069752865935698e-09
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,5.799008495621649e-10,1.9716628330002095e-08
1985,2.4062232206745193e-09,1.142956040922627e-08
1986,1.7983456945813714e-09,1.7384007122700496e-08
1987,1.8332451112712533e-09,1.649920555735207e-08
1988,2.99827696004229e-09,9.594486094499644e-09
1989,4.390497743145261e-09,7.134558721588746e-09
1990,1.6345953479657283e-09,1.198703181159999e-08
1991,1.7584396161396398e-09,4.68917216167597e-09
1992,3.30596661157756e-09,9.366905473484621e-09
1993,0.0,1.1078414630105726e-08
1994,1.0549853213248639e-09,1.318731612798274e-08
1995,5.422450821690461e-10,8.675921314704738e-09
1996,5.338092190498855e-10,1.2277611816102763e-08
1997,2.397447240731765e-09,8.630809844589749e-09
1998,1.0966697328029795e-08,6.675381136744818e-09
1999,3.656160929565999e-09,1.5995704316651427e-08
2000,3.0926220473403987e-09,1.0603275590881367e-08
2001,2.6287270971092624e-09,6.133696661692056e-09
2002,4.3812213301741565e-09,1.4019908789464353e-08
2003,1.2500769308587678e-09,1.3750845795357236e-08
2004,4.404791253964646e-10,1.4095332012686868e-08
2005,3.602999676388663e-09,8.106749049829887e-09
2006,3.2943118233319524e-09,1.1941880373456115e-08
2007,5.991719342901547e-09,1.3581230362547103e-08
2008,5.5346716099080595e-09,1.2346575317678798e-08
2009,3.814554005998616e-09,1.3827758493789588e-08
2010,5.196172492283324e-09,1.8895171649546683e-08
2011,1.529588788962144e-09,2.5238215073386527e-08
2012,2.7234021704458655e-09,6.195740098746683e-08
2013,4.183687507541833e-09,2.8449075983871808e-08
2014,5.197068553286499e-09,2.425298539776577e-08
2015,3.768178213903184e-09,2.327404224899965e-08
2016,2.6927420293532123e-09,2.4856079861024227e-08
2017,1.0062445598979508e-09,2.9935776524325775e-08
2018,2.323320036357046e-09,3.278462656908232e-08
2019,2.295888923420364e-09,2.2958889900337454e-08
