year,corps_NOUN ouverts_ADJ,corps_NOUN couverts_ADJ
1800,0.0,3.144164395507687e-08
1801,0.0,3.809892135109294e-08
1802,0.0,6.713520406265161e-09
1803,0.0,1.0531832117521844e-07
1804,0.0,2.7190360185613827e-08
1805,0.0,2.842877755426798e-08
1806,0.0,3.1698359492793315e-08
1807,0.0,8.540865792383556e-09
1808,0.0,9.064295980465431e-09
1809,0.0,1.3554183553310395e-08
1810,0.0,7.020380277111826e-09
1811,0.0,3.008491944456182e-08
1812,0.0,3.467370746079723e-08
1813,0.0,3.163315653864629e-08
1814,0.0,2.2026739543434815e-08
1815,0.0,1.6183340889597275e-08
1816,0.0,4.6352077731626196e-08
1817,0.0,8.407116069975018e-08
1818,0.0,3.814776761146277e-08
1819,0.0,1.0351049795076506e-08
1820,0.0,3.9159388620646496e-08
1821,0.0,1.8736827200882544e-08
1822,0.0,2.8071724500478012e-08
1823,0.0,2.174191138237802e-08
1824,0.0,1.1789557774477544e-08
1825,0.0,4.138558296062911e-08
1826,0.0,2.025836387531399e-08
1827,0.0,3.133872894522938e-08
1828,0.0,3.210305266065916e-08
1829,0.0,1.800366966620004e-08
1830,0.0,1.2524203008013046e-08
1831,0.0,1.7150327380477393e-08
1832,0.0,1.488296597074168e-08
1833,0.0,2.3167256557599103e-08
1834,0.0,4.667265329771908e-08
1835,0.0,2.3445572594482655e-08
1836,6.720750067579218e-10,1.2769425516978572e-08
1837,0.0,1.6003149028165353e-08
1838,0.0,8.837027110075724e-09
1839,0.0,3.2859933440931854e-08
1840,6.369688665408546e-10,2.6115722917552375e-08
1841,0.0,1.9903700021473014e-08
1842,2.0124795163667386e-09,1.0062397137744483e-08
1843,0.0,2.4809025944705354e-08
1844,0.0,1.6465683927435748e-08
1845,0.0,2.1204865419122143e-08
1846,0.0,2.3418005312692003e-09
1847,0.0,1.833696039454935e-08
1848,0.0,1.448139919091318e-08
1849,0.0,3.3517659758786067e-09
1850,0.0,2.1724787302446202e-08
1851,0.0,4.514607354622058e-09
1852,0.0,2.018269107395554e-08
1853,0.0,3.1651239851271384e-08
1854,0.0,1.506742641765868e-08
1855,5.306937111981824e-10,1.6982198758341838e-08
1856,6.212626857404757e-09,2.2779632402603056e-08
1857,9.763018171682347e-10,1.0739319655783675e-08
1858,0.0,1.8106600663259087e-08
1859,0.0,1.2221216039165483e-08
1860,2.288591982591015e-09,1.2816115280145368e-08
1861,4.715963730639317e-10,1.3204698667834691e-08
1862,1.3553959066214816e-09,9.487771457372673e-09
1863,0.0,5.494082966350788e-09
1864,0.0,9.589456340108882e-09
1865,0.0,2.2592853810010638e-08
1866,0.0,5.838735717134114e-09
1867,0.0,9.220341823379385e-09
1868,0.0,1.2349684830326169e-08
1869,4.883519144627257e-10,1.7580669364747337e-08
1870,1.7202146374017957e-09,1.3188312664169644e-08
1871,0.0,2.2304472935275044e-08
1872,0.0,7.256807155187062e-09
1873,0.0,9.577607151811662e-09
1874,1.1949218281515073e-09,1.9716210886144836e-08
1875,0.0,8.010138330405425e-09
1876,6.04601479992084e-10,2.5997863417615008e-08
1877,1.2369631985365004e-09,9.895705588292003e-09
1878,6.039088673581716e-10,1.7513357875031943e-08
1879,8.55305515301552e-09,3.176849006081284e-08
1880,0.0,2.8238524407697696e-08
1881,0.0,1.1853263259808955e-08
1882,0.0,7.320923423037584e-09
1883,0.0,1.0742875922176154e-08
1884,6.601696966868076e-10,9.902545450302114e-09
1885,0.0,1.0313017106966527e-08
1886,0.0,2.6459201052375647e-08
1887,0.0,1.4363633837888301e-08
1888,0.0,7.60873763994141e-09
1889,1.2530273485467092e-09,7.51816386923565e-09
1890,0.0,1.1797895993481688e-08
1891,1.9122659011827636e-09,1.4023283867459213e-08
1892,0.0,1.9432388143059143e-08
1893,6.158416554491453e-10,1.970693297437265e-08
1894,1.2603078580752936e-09,1.449354058991048e-08
1895,0.0,8.426059849853118e-09
1896,0.0,2.948514543632541e-09
1897,0.0,1.1653426668090106e-08
1898,2.8291773368493978e-09,3.960848538042683e-09
1899,0.0,6.633094074004475e-09
1900,1.038210628578895e-09,6.748368974740515e-09
1901,0.0,8.941982265753268e-09
1902,4.910283846193408e-10,1.1293653123800595e-08
1903,0.0,2.7001101354784396e-09
1904,5.374625189347171e-10,1.1286712897629059e-08
1905,0.0,8.257214467732865e-09
1906,1.5432553013283723e-09,3.600929110447737e-09
1907,0.0,8.228549397415463e-09
