year,des_DET hôtes_NOUN,des_DET côtes_NOUN
1931,4.0374962928524383e-07,1.6286849708890827e-06
1932,4.460531526362388e-07,1.6209154480861798e-06
1933,4.599735472510247e-07,2.022277774571535e-06
1934,5.068208146497e-07,1.939817844132108e-06
1935,4.5958210037611025e-07,1.499625955858619e-06
1936,7.990186658979326e-07,2.016340040711384e-06
1937,5.590456684245737e-07,1.7023191869469656e-06
1938,5.65283331255273e-07,1.628430946531978e-06
1939,6.071737859159043e-07,2.5051653764762705e-06
1940,3.6261695068873223e-07,2.299955042417423e-06
1941,5.696400298127458e-07,2.0335853889719147e-06
1942,6.887660695120701e-07,1.9236902311092763e-06
1943,8.970996967505585e-07,2.0525872104215637e-06
1944,6.297844876712588e-07,1.4748524446162037e-06
1945,6.535511936078819e-07,1.250461357571453e-06
1946,6.01391684007524e-07,1.2041755681480026e-06
1947,5.018686888291768e-07,1.2183130380094553e-06
1948,6.490517012736063e-07,1.7786408914588492e-06
1949,5.654596533233303e-07,1.3675092915832465e-06
1950,5.009254979704281e-07,1.5336191090398188e-06
1951,5.106811631350183e-07,1.8742744476440976e-06
1952,4.52372074022378e-07,2.1616847227790004e-06
1953,4.3634001212211615e-07,1.643008681995184e-06
1954,5.306487365075441e-07,1.8059646258450357e-06
1955,5.002529164244152e-07,1.7325831720427232e-06
1956,4.6919742358042527e-07,1.4154412681932627e-06
1957,4.965291413583373e-07,1.8323868165026624e-06
1958,4.09476042406709e-07,1.4559148571180458e-06
1959,3.945130728766344e-07,1.3819583930541057e-06
1960,4.955316552646138e-07,1.4748296024436058e-06
1961,6.281135993546627e-07,1.3194554568940475e-06
1962,4.198375109787378e-07,1.5150934098429047e-06
1963,5.845312118779589e-07,1.4994777828292172e-06
1964,4.118846681500088e-07,1.3208295710498419e-06
1965,4.0602561668379167e-07,1.3477642601955608e-06
1966,3.68348467283397e-07,1.7869055266572786e-06
1967,4.368277428667966e-07,1.3528840696608313e-06
1968,4.136594009551686e-07,1.1268962172295005e-06
1969,3.2746073808098686e-07,1.287588357712366e-06
1970,3.738763565408476e-07,1.3768582949325037e-06
1971,4.0850260840663566e-07,1.2481167592781617e-06
1972,3.4064176190895523e-07,1.3738533546359122e-06
1973,3.820650196217912e-07,1.2007757757004356e-06
1974,3.6509959788766366e-07,1.1313024064207866e-06
1975,3.512560295959588e-07,1.1611438992531475e-06
1976,2.9081852570556066e-07,1.1821287220215027e-06
1977,3.5260691433336433e-07,9.831855933839506e-07
1978,3.6297013217279073e-07,1.0413856585955727e-06
1979,2.8674668950401383e-07,9.562124727580112e-07
1980,3.35423904207488e-07,1.274610754720129e-06
1981,3.365192240423198e-07,1.0791387854425238e-06
1982,3.395503727077198e-07,1.377444700523256e-06
1983,3.6691985183523457e-07,9.201415567261506e-07
1984,3.259042777870036e-07,1.0241048862269508e-06
1985,3.3867592108549616e-07,1.1122767356042118e-06
1986,3.596691398044527e-07,9.159573508554786e-07
1987,3.568717015234313e-07,9.593982452926753e-07
1988,2.944307904151344e-07,1.0038231526010577e-06
1989,3.0733483313838406e-07,9.856667166907584e-07
1990,3.454444854611438e-07,9.714944830818695e-07
1991,3.4524029324245475e-07,8.616353799340004e-07
1992,3.4161654305364664e-07,8.617552920142657e-07
1993,3.6614162191028754e-07,8.419595154407489e-07
1994,2.959233702526376e-07,9.864112886504017e-07
1995,2.9986152672023536e-07,9.467599078050171e-07
1996,3.053388768492482e-07,8.781161886517452e-07
1997,3.289297731967622e-07,8.688348858143513e-07
1998,3.1326609661874727e-07,8.787662020282028e-07
1999,3.3271065014162104e-07,8.596548637385126e-07
2000,3.2030728647214346e-07,8.191030529403065e-07
2001,3.5925937957870246e-07,8.078954421009144e-07
2002,3.325347077698382e-07,8.788730259112754e-07
2003,3.500215282059571e-07,8.371348148017432e-07
2004,3.585499976921369e-07,8.395531896354669e-07
2005,3.5804809517259173e-07,8.030185556506808e-07
2006,3.0142955154133233e-07,9.84587485319821e-07
2007,3.48718056208952e-07,8.699976090653649e-07
2008,4.4575393598478286e-07,9.941121845713496e-07
2009,3.914686192985073e-07,9.40764396162308e-07
2010,3.7884820880407233e-07,1.0028613122159413e-06
2011,4.4893430661829825e-07,1.109334220927849e-06
2012,4.5855284724893863e-07,1.2524245267542256e-06
2013,4.540695712762499e-07,1.0420171250302701e-06
2014,4.7423250038036713e-07,1.0417956648467452e-06
2015,4.5151641803187204e-07,1.130675101990164e-06
2016,4.902861885369703e-07,1.1510437172290722e-06
2017,3.6828549987433234e-07,1.0022195784387122e-06
2018,4.4530300513656584e-07,1.1198403129242251e-06
2019,4.594328979479201e-07,1.0823840632667725e-06
