year,derniers_ADJ ans_NOUN,derniers_ADJ camps_NOUN
1992,5.509944056569793e-09,3.30596661157756e-09
1993,4.4313659408601325e-09,3.323524566667402e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,8.675921314704738e-09,6.506940763983948e-09
1996,4.804283193493575e-09,1.6014276571496566e-09
1997,3.3564262480467733e-09,6.7128524960935465e-09
1998,1.2873949017944142e-08,5.72175506974304e-09
1999,1.1882523409667556e-08,5.941261704833778e-09
2000,3.97622823555821e-09,4.859834756842929e-09
2001,9.20054432640427e-09,1.1391150245287918e-08
2002,7.009954394732176e-09,5.6955880012310445e-09
2003,1.4584229823810801e-08,6.250384210204629e-09
2004,7.047666006343434e-09,6.166707589017051e-09
2005,1.216012357474483e-08,5.854874363109275e-09
2006,8.64756888319107e-09,8.235780057930242e-09
2007,5.192823504529542e-09,2.7961355453243186e-09
2008,6.3861596011349775e-09,4.257439734089985e-09
2009,7.629108011997232e-09,3.337734755248789e-09
2010,5.668551850135373e-09,9.447586046817946e-10
2011,1.529588788962144e-09,2.2943831279320648e-09
2012,2.382976926895708e-09,7.829781267787439e-09
2013,6.9728125495771565e-09,3.6258624991347688e-09
2014,6.712880029624557e-09,3.681256854903836e-09
2015,8.201329393386914e-09,2.21657536769726e-09
2016,9.942432654952427e-09,5.3854840587064245e-09
2017,4.024978128569501e-09,4.2765391228272165e-09
2018,7.744399788123246e-09,3.3559066636712487e-09
2019,6.12237061048404e-09,5.3570743396846865e-09
