year,derniers_ADJ ans_NOUN,derniers_ADJ camps_NOUN
1800,4.087413785214267e-08,0.0
1801,6.667310969987739e-08,4.7623651688866175e-09
1802,3.1329761895904085e-08,0.0
1803,4.290746247193056e-08,0.0
1804,4.449331569844617e-08,0.0
1805,3.4114531644036106e-08,1.7057265822018053e-08
1806,2.881669125542885e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,5.6651849433819734e-08,6.798221985349073e-09
1809,2.4849335034105025e-08,0.0
1810,3.978215445954447e-08,0.0
1811,4.763445815569867e-08,0.0
1812,5.601137331723294e-08,0.0
1813,5.176335093892703e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,3.776112933451259e-08,0.0
1816,1.0429217667251578e-07,0.0
1817,2.1796227045456362e-08,0.0
1818,3.337929754820834e-08,0.0
1819,1.8631890696951814e-08,0.0
1820,8.662531314485022e-08,0.0
1821,4.536284592404627e-08,0.0
1822,3.0076847679083585e-08,0.0
1823,4.644862983127496e-08,0.0
1824,7.157945702829238e-08,0.0
1825,4.490776106536032e-08,0.0
1826,3.699353356978463e-08,4.403992281964975e-09
1827,4.977327350275118e-08,0.0
1828,2.2930752408001354e-08,0.0
1829,5.1439055681612444e-08,3.429270423183084e-09
1830,2.7135772739939057e-08,1.0436835840010872e-09
1831,2.9623292263636358e-08,0.0
1832,2.0294953273491956e-08,1.2176972319366541e-08
1833,2.20088942626262e-08,3.4750886612755494e-09
1834,2.0535967593104942e-08,0.0
1835,1.3613558280667348e-08,9.832014313815307e-09
1836,3.8980349614803345e-08,1.3441500135158435e-09
1837,1.948209416013924e-08,6.957890930081589e-10
1838,1.5780404538645598e-08,7.574594285131298e-09
1839,1.11863602825224e-08,0.0
1840,3.121147429396842e-08,1.9109065441114126e-09
1841,1.7977535904378783e-08,7.0626033910059505e-09
1842,2.817471411731276e-08,1.341653010911159e-09
1843,3.307870244384503e-08,2.3627644285539873e-09
1844,1.811225303072206e-08,2.7442805805577564e-09
1845,1.6182660544927785e-08,2.2320911785556063e-09
1846,2.9272506196775794e-08,1.1709002656346001e-09
1847,2.8044762956369595e-08,0.0
1848,2.735375304041554e-08,8.045221711050488e-10
1849,1.9272654583346593e-08,8.379414939696517e-10
1850,2.0366988096043315e-08,2.0366988096043315e-09
1851,2.192809134271556e-08,0.0
1852,1.6927417689771573e-08,0.0
1853,1.1346670270029335e-08,4.777545470346922e-09
1854,5.5593609715742787e-08,0.0
1855,2.5473298137512757e-08,0.0
1856,2.329735160344626e-08,5.177189232874468e-10
1857,1.757343248698362e-08,4.881509085841174e-10
1858,2.1532175153993194e-08,4.893676019968041e-10
1859,2.5460867192350634e-08,8.147477359443656e-09
1860,3.4786598490654796e-08,0.0
1861,2.4051415081771665e-08,1.8863854922557266e-09
1862,2.3493528900075944e-08,0.0
1863,2.1976331865403154e-08,3.995696662428827e-09
1864,2.7809422320501653e-08,4.315255264231155e-09
1865,1.4591217123438582e-08,4.706844358715045e-10
1866,1.9949013108089275e-08,0.0
1867,2.6690463172940326e-08,1.94112459439566e-09
1868,2.2723421366777075e-08,2.4699371437009177e-09
1869,1.5627261262807224e-08,3.4184632902167778e-09
1870,6.422134646300037e-08,2.8670243956696595e-09
1871,7.116188527334089e-08,5.3105884134652115e-09
1872,2.53988243770209e-08,1.8142017887967654e-09
1873,3.95076291681562e-08,0.0
1874,2.4495896866483235e-08,1.7923826867161097e-09
1875,2.7463329388410784e-08,0.0
1876,2.478866001354163e-08,3.02300739996042e-09
1877,2.535774612510977e-08,0.0
1878,2.6571990829893366e-08,0.0
1879,1.588424503040642e-08,0.0
1880,2.2462462112571302e-08,6.417846254436199e-10
1881,1.045876096839038e-08,1.3945015142624584e-09
1882,1.7304001787010748e-08,0.0
1883,1.3270612164717477e-08,6.319338941018771e-10
1884,2.0465261485469455e-08,1.3203393933736152e-09
1885,1.6114089618213256e-08,3.86738152613475e-09
1886,1.2906927970846027e-08,6.453463874400711e-10
1887,2.0892558794116667e-08,1.9586774424595887e-09
1888,1.4583413587843097e-08,0.0
1889,1.4409814674820609e-08,6.265136742733546e-10
1890,1.3108772733971819e-08,0.0
1891,2.995883363610119e-08,0.0
1892,1.5044429702015805e-08,0.0
1893,1.7243566574620672e-08,0.0
1894,2.3315696040526745e-08,0.0
1895,2.2268872967856623e-08,0.0
1896,2.0049897742069334e-08,0.0
1897,1.5732126712464378e-08,0.0
1898,2.8857609635224435e-08,0.0
1899,1.1055156790007459e-08,3.8693048765026106e-09
1900,1.9206897405865675e-08,5.191053142894475e-10
1901,1.2295225282343836e-08,0.0
1902,9.329538919189417e-09,4.419255628107521e-09
1903,1.5660639007819555e-08,0.0
1904,1.1824175416563776e-08,2.6873125946735854e-09
1905,3.1996705729397945e-08,6.708986699521802e-09
1906,2.211999294843281e-08,2.572092316910357e-09
1907,2.2114226894132116e-08,1.028568674676933e-09
1908,1.7680999775393502e-08,2.9468334439286537e-09
1909,1.5952851484257735e-08,1.6502950117569526e-09
1910,1.1757131268552712e-08,5.344150677544235e-10
1911,9.044636151145369e-09,0.0
1912,4.532196484774431e-08,2.0837684910901544e-09
1913,2.1742257771961704e-08,0.0
1914,9.37544086809794e-09,0.0
1915,1.4136913861761968e-08,2.3561523843085297e-09
1916,1.648119329900055e-08,8.789969641043172e-09
1917,9.869782324756216e-09,4.386569774084137e-09
1918,2.986458014220261e-08,9.189101035644853e-09
1919,4.327688785110695e-08,1.8415696745321952e-09
1920,2.3473917920568965e-08,4.543339038320937e-09
1921,1.1359120755116692e-08,7.572747429129834e-10
1922,1.8444838545406128e-08,1.4755870969551665e-09
1923,3.1847843473542525e-08,3.1847844361720945e-09
1924,2.5783249313349188e-08,0.0
1925,2.969508017258704e-08,6.598906754362588e-09
1926,1.2260752413340015e-08,5.57306911730393e-09
1927,1.6723836537835268e-08,2.2298449753321847e-09
1928,2.5137291359556002e-08,0.0
1929,2.33948540540041e-08,1.1140406375176326e-09
1930,1.8906487042613662e-08,1.0503603542488804e-09
1931,1.3686427990933225e-08,1.1405356659111021e-09
1932,3.1782654730250215e-08,2.1919073223131136e-09
1933,2.1794258842078307e-08,1.1470662197865522e-09
1934,3.354842448288764e-08,1.1981580172459871e-09
1935,3.7101681726881e-08,5.98414207075848e-09
1936,2.66743711563322e-08,4.849885826274658e-09
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,3.1116513810047763e-08,0.0
1939,2.2941076593951948e-08,4.588215141154706e-09
1940,2.028626333583361e-08,0.0
1941,2.9515025090631752e-08,1.1806010391524069e-08
1942,3.034211815133858e-08,9.102635090130207e-09
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,3.485606470121638e-08,2.178504043826024e-09
1946,2.7842208538686464e-08,1.3921104269343232e-09
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,9.784699273041042e-09,0.0
1949,6.8719057111366055e-09,1.9634016634739737e-09
1950,1.701657836861159e-08,1.0635361480382244e-09
1951,1.1727541604500402e-08,3.1984206394497505e-09
1952,1.0544804140977249e-08,0.0
1953,1.8315507332999914e-08,1.0773827385790469e-09
1954,8.795282724349818e-09,0.0
1955,2.815682353940474e-09,2.815682353940474e-09
1956,1.5698054411927842e-08,2.616342476002842e-09
1957,1.8553580005686854e-08,8.835037701437898e-10
1958,1.0753916868111446e-08,3.3088973783179654e-09
1959,3.8753737996444215e-09,6.200598257066758e-09
1960,2.145458388724819e-08,6.920833350854139e-10
1961,1.876002997391879e-08,0.0
1962,1.7123282347597524e-08,5.0735651235811474e-09
1963,1.0345685197421517e-08,6.466053470433053e-09
1964,1.8860301764789256e-08,0.0
1965,1.9699356812452606e-08,1.6416130677043839e-09
1966,1.0524241922382771e-08,2.769537488234164e-09
1967,1.3804939413830652e-08,9.860671168482327e-10
1968,2.110965446888713e-08,1.7965663401398047e-09
1969,2.043791091921321e-08,9.083515606356229e-10
1970,1.4715920038099739e-08,2.7592350626548523e-09
1971,1.4387513402880359e-08,0.0
1972,1.128632298730281e-08,2.565073486948677e-09
1973,1.2129047988196362e-08,1.6539611902288698e-09
1974,1.0688586016271984e-08,5.625571675160757e-10
1975,1.1422960355389478e-08,2.8557400888473694e-09
1976,1.1427053969725876e-08,3.9994687561772935e-09
1977,5.876781727920388e-09,1.7630346071939584e-09
1978,1.485147826940647e-08,3.5643548113029055e-09
1979,1.462993370893173e-08,5.851973350345929e-10
1980,1.0233271119375331e-08,1.1370301367108482e-09
1981,1.0753434587229549e-08,5.69299452024552e-09
1982,7.449002747961231e-09,4.345251713999687e-09
1983,8.841442245000053e-09,2.5261264191556165e-09
1984,1.1018116197192285e-08,2.8995041922996734e-09
1985,8.421781494405423e-09,3.0077789148208467e-09
1986,9.591176741707841e-09,2.3977941854269602e-09
1987,6.110816741511371e-09,1.8332451112712533e-09
1988,7.795519785247507e-09,1.798966087207532e-09
1989,1.4817929994137558e-08,4.939309850016116e-09
1990,1.3076762783725826e-08,4.90378582185258e-09
1991,1.1136783939491579e-08,1.1722930404189924e-09
