year,plus_ADV ouverts_ADJ,plus_ADV couverts_ADJ
1800,4.842013368033804e-07,6.917161954334006e-08
1801,2.1668761007731518e-07,7.381665767525192e-08
1802,1.3427040812530322e-07,9.175144555229053e-08
1803,3.393590191080875e-07,5.851017803593095e-08
1804,1.2606439270257397e-07,8.404293083685843e-08
1805,2.4733034820201283e-07,1.0802935435094696e-07
1806,1.4696512096179504e-07,6.339671898558663e-08
1807,1.1103124819555887e-07,2.2775640928784924e-08
1808,1.3369836437959748e-07,5.891792298484688e-08
1809,1.5135503872443223e-07,7.454800510231507e-08
1810,1.5210824244604737e-07,8.424456154898508e-08
1811,1.4541045345595194e-07,2.5070768572277302e-08
1812,1.9203899626063503e-07,1.3336041604361526e-08
1813,1.8979895344273245e-07,4.3136125782439194e-08
1814,7.866692897096073e-08,5.664018942752591e-08
1815,2.6972236000233352e-08,1.294667271167782e-07
1816,2.201723674488676e-07,5.3304887615013286e-08
1817,1.2766362544880394e-07,8.56280379935015e-08
1818,9.536941547594324e-08,7.27191817873063e-08
1819,5.693077653745604e-08,6.107119787657211e-08
1820,9.493184904840746e-08,3.085285271708926e-08
1821,8.875339574387908e-08,6.607196922914227e-08
1822,1.8246620925310708e-07,9.223566621585633e-08
1823,1.1167436042569534e-07,6.621399961659336e-08
1824,1.4231680722787132e-07,5.726356633317664e-08
1825,9.15766094067294e-08,5.0191026446100295e-08
1826,1.1362299545680798e-07,5.725189922145546e-08
1827,8.111200600069424e-08,1.8434546333878643e-08
1828,9.997808092521154e-08,2.659967357487858e-08
1829,5.915491385621863e-08,2.743416338546467e-08
1830,8.140732177253085e-08,1.5655253093882493e-08
1831,1.0602020239502963e-07,5.456922025359745e-08
1832,9.065079353831607e-08,1.352996914505411e-08
1833,9.961920710566119e-08,6.370995464521911e-08
1834,1.344172488870754e-07,6.534171603789218e-08
1835,1.0890846624533879e-07,4.9160071569076536e-08
1836,1.2164557006144605e-07,4.838939915430274e-08
1837,9.045258053674843e-08,5.914207434898344e-08
1838,1.0351945434194931e-07,6.817134590164642e-08
1839,6.571986688186371e-08,3.915226187700682e-08
1840,5.5416290223320175e-08,9.745623685830651e-08
1841,9.951850188372191e-08,3.0818632978935057e-08
1842,7.312009131510422e-08,4.360372329870188e-08
1843,6.497602100807853e-08,8.210606239344997e-08
1844,9.934296230085238e-08,4.335963410539989e-08
1845,8.760957825870719e-08,4.464182268293371e-08
1846,1.1182097381379208e-07,2.985795788390533e-08
1847,7.981971350545791e-08,3.235934187273415e-08
1848,5.309846429213394e-08,4.585776380849893e-08
1849,1.0222886004385145e-07,3.9383248662261394e-08
1850,1.0522943938440221e-07,3.6660580349234806e-08
1851,6.513933215046563e-08,4.1921353499674296e-08
1852,9.114763344086896e-08,4.687592536356533e-08
1853,8.002388796057858e-08,4.359510086260343e-08
1854,1.3196988390973274e-07,5.143707682009335e-08
1855,9.65862554380692e-08,2.9718847827098216e-08
1856,9.681343726697378e-08,3.2616291889553395e-08
1857,5.564920257938866e-08,5.662550606189143e-08
1858,6.997957058274551e-08,2.7893953813418193e-08
1859,9.98065985413632e-08,2.8516170758052795e-08
1860,8.010071894659632e-08,3.4328881071132855e-08
1861,1.009216248348821e-07,5.7063161307269183e-08
1862,1.2198563581478084e-07,3.072230825296174e-08
1863,1.3235745655038045e-07,2.447364266799923e-08
1864,9.589455629566146e-08,2.2535221688713136e-08
1865,7.436813831418476e-08,2.7770381549885315e-08
1866,1.1044941317095436e-07,3.503241430280468e-08
1867,7.327745521479301e-08,4.998396008204509e-08
1868,9.879747864260935e-08,4.643481688049178e-08
1869,7.325278517100742e-08,5.518376511304268e-08
1870,1.0091925872757201e-07,4.300536460277726e-08
1871,1.667524855974989e-07,3.717412155879174e-08
1872,1.1187577797500126e-07,3.8702971494330995e-08
1873,9.338167217265436e-08,2.6937019725892242e-08
1874,1.7206873792474653e-07,3.1067965977626955e-08
1875,6.923048090357042e-08,3.6045619822289154e-08
1876,9.129482236858166e-08,4.897271921322499e-08
1877,7.545475710912797e-08,4.886004489890183e-08
1878,5.857916107743222e-08,4.1065803202400275e-08
1879,5.864952257184086e-08,3.848874996492668e-08
1880,7.187988160239911e-08,4.171599954361227e-08
1881,6.554157039317943e-08,2.5101027034679646e-08
1882,7.720246486542237e-08,4.326000180299161e-08
1883,7.204046426068089e-08,2.9700892412165558e-08
1884,7.591951600716129e-08,3.9610181801208455e-08
1885,5.9299846810745294e-08,2.8360796378024133e-08
1886,7.615087582735214e-08,2.9040586824180536e-08
1887,5.7454535351553204e-08,2.546280519766242e-08
1888,6.974676125537371e-08,3.6775563927449184e-08
1889,1.0400127337106824e-07,2.944614330147033e-08
1890,8.127439343752485e-08,2.6872983838188702e-08
1891,7.967774706685304e-08,3.1233678754460925e-08
1892,7.710270466532165e-08,1.5044429702015805e-08
1893,9.422377189594044e-08,2.7097032173628577e-08
1894,7.246769939683873e-08,2.7726773765834878e-08
1895,7.342709551494409e-08,4.513960760732516e-08
1896,8.314810884257895e-08,5.6611476395573845e-08
1897,7.39992600529149e-08,1.9228155068162778e-08
1898,5.714938566825367e-08,3.055511754723739e-08
1899,7.517506617205072e-08,1.4371703827009696e-08
1900,9.655359178850631e-08,2.803168719367477e-08
1901,8.27133348479947e-08,2.6825947685438223e-08
1902,8.838510723307991e-08,2.6024505217492333e-08
1903,1.3932567810570617e-07,2.2680925582108102e-08
1904,7.309490257512152e-08,1.5586412160928376e-08
1905,8.3604298595219e-08,3.715746643706552e-08
1906,9.5167415281594e-08,4.3211148437194424e-08
1907,6.274268571360153e-08,3.1371342856800766e-08
1908,8.103791770963653e-08,1.964555629285769e-08
1909,1.0396858840522327e-07,2.9155213354670195e-08
1910,9.672912426594849e-08,2.1911017000775246e-08
1911,8.086968961151797e-08,1.1704822888702893e-08
1912,8.699733200501214e-08,2.4484279492753558e-08
1913,1.1242337905059685e-07,2.3863453435524207e-08
1914,9.777245679742919e-08,2.0759905794420774e-08
1915,1.2369800117539853e-07,2.1205371680821372e-08
1916,8.350470892537487e-08,3.955486249651585e-08
1917,9.211796481167767e-08,3.180263163926611e-08
1918,1.504715356759334e-07,9.189101035644853e-09
1919,8.471220525052559e-08,3.6831394822911534e-08
1920,1.0752569323813077e-07,1.2872794385998532e-08
1921,7.421292735898533e-08,2.8019165654313838e-08
1922,4.648099505288883e-08,2.87739485571592e-08
1923,7.643483002084395e-08,1.8047112249064412e-08
1924,5.1566498626698376e-08,2.836157442231979e-08
1925,1.0008341888578798e-07,3.409435223034052e-08
1926,9.474217677052366e-08,1.7833821530643945e-08
1927,8.361918446553318e-08,1.8953683067479687e-08
1928,8.455270261720216e-08,1.82816659588525e-08
1929,8.021092412491271e-08,1.7824650200282122e-08
1930,6.722306267192835e-08,2.8359728787563654e-08
1931,9.58049923838189e-08,7.983749661377715e-09
1932,7.562080384104775e-08,3.9454331357546835e-08
1933,8.02946331646126e-08,3.4411986149507356e-08
1934,8.866369682891673e-08,1.7972370258689807e-08
1935,6.582556011380802e-08,1.555876849579363e-08
1936,8.123559069872499e-08,3.273672888326473e-08
1937,9.191516170403702e-08,2.2664012888640173e-08
1938,9.723910920911294e-08,2.074434313215079e-08
1939,7.647025057622159e-08,6.117620188206274e-09
1940,7.86092684279538e-08,2.028626333583361e-08
1941,7.67390702094417e-08,1.4757512545315876e-08
1942,1.0923162108156248e-07,4.8547388331598995e-08
1943,1.2774235358392616e-07,1.4516175816936538e-08
1944,1.6708568750800623e-07,1.927911696952833e-08
1945,6.971212940243277e-08,4.1391576388605245e-08
1946,1.7819013464759337e-07,3.3410650246423756e-08
1947,9.417487945029279e-08,3.337843779149807e-08
1948,9.0236667915633e-08,1.7395020535104777e-08
1949,1.0896879132360482e-07,2.9451024730065e-08
1950,1.595304155443955e-07,2.4461330738745346e-08
1951,1.3326751968634198e-07,2.8785784422780125e-08
1952,1.0544803785705881e-07,2.1089608281954497e-08
1953,8.295847209183194e-08,4.201792691560513e-08
1954,9.186184257714558e-08,1.9545073115523337e-08
1955,1.5392396335300873e-07,2.815682265122632e-08
1956,1.290729017000558e-07,3.314033847345854e-08
1957,9.718541349457155e-08,2.03205861026845e-08
1958,1.579998496481494e-07,2.1507833736222892e-08
1959,1.4571405415608751e-07,2.4802393028267034e-08
1960,1.4741374343429925e-07,2.629916728835724e-08
1961,1.5216468796097615e-07,2.987708569435199e-08
1962,1.8581931726657785e-07,3.107558654846798e-08
1963,1.713504076406025e-07,1.8751554975438012e-08
1964,1.600083692210319e-07,1.5818317322668918e-08
1965,1.548588244304483e-07,2.407699106754535e-08
1966,1.9054417066399765e-07,3.212663202134536e-08
1967,1.4199366660250234e-07,3.303324902503846e-08
1968,1.5764869942813675e-07,3.188905139950293e-08
1969,1.594157055251344e-07,3.951329219376021e-08
1970,1.8532861645326193e-07,1.609553734738256e-08
1971,2.0039750836531312e-07,3.1858064630796434e-08
1972,1.8058116779684497e-07,2.7702792948502974e-08
1973,2.0233457576068758e-07,3.748978727458052e-08
1974,1.9633245074146544e-07,3.206575982517279e-08
1975,2.1418050266674982e-07,2.1132477101559743e-08
1976,2.1654267357007484e-07,1.8854638739185248e-08
1977,1.8923238087609207e-07,2.056873604772136e-08
1978,2.2099000318576145e-07,2.3762364520507617e-08
1979,2.2296018187262234e-07,1.9896710057309974e-08
1980,2.507151464214985e-07,2.2740602290127754e-08
1981,2.7136607627653575e-07,2.7199863694704618e-08
1982,2.396095908352436e-07,1.9864007327896616e-08
1983,2.7850543915519665e-07,2.084054351314535e-08
1984,2.737131978847174e-07,1.797692661398287e-08
1985,2.9656700917257695e-07,2.285912081845254e-08
1986,2.733485473527253e-07,1.558566253834215e-08
1987,2.615429650631995e-07,2.199894133525504e-08
1988,3.0522460292559117e-07,2.5185526553173077e-08
1989,3.232503900107986e-07,2.689179900983163e-08
1990,3.2147039519259124e-07,3.0512445903241314e-08
1991,3.36448096049935e-07,2.3445860364290638e-08
1992,3.322496411328757e-07,2.0937788391961476e-08
1993,3.4232300549774664e-07,3.10195602537533e-08
1994,3.1702307978775934e-07,2.9012095836833396e-08
1995,3.432411403991864e-07,2.4943274112843028e-08
1996,3.4590837572068267e-07,1.6014276127407356e-08
1997,3.2557332474425493e-07,2.6851409984374186e-08
1998,3.528415675191354e-07,2.765514928171342e-08
1999,3.6927224300598027e-07,3.0163327835452947e-08
2000,3.9099577975321154e-07,2.7391795498488136e-08
2001,3.8116542100397055e-07,3.1544725942467267e-08
2002,3.6802259728574427e-07,2.1906107150471144e-08
2003,3.500215370877413e-07,2.083461403401543e-08
2004,3.585500110148132e-07,2.114299846311951e-08
2005,3.431857180657971e-07,2.38698731891418e-08
2006,3.4672632409638027e-07,3.953174143589422e-08
2007,3.28346203559704e-07,2.077129401811817e-08
2008,3.2228817303803226e-07,1.5326783397995314e-08
2009,3.3663440035525127e-07,2.6701878041990312e-08
2010,2.9523707212320005e-07,2.9287516412068726e-08
2011,3.1471290640183724e-07,2.2179037273417634e-08
2012,2.7846786565532966e-07,1.974466634635519e-08
2013,2.666403418061236e-07,2.2312999448104165e-08
2014,2.756611650056584e-07,2.3386807157521616e-08
2015,2.3606527577157976e-07,1.795426030071212e-08
2016,2.0961961411103402e-07,1.8434926474242275e-08
2017,2.6992509560841427e-07,2.6917041040519507e-08
2018,2.4420674549219257e-07,2.0135439982027492e-08
2019,2.627517403652746e-07,2.5509876877549686e-08
