year,chemins_NOUN ouverts_ADJ,chemins_NOUN couverts_ADJ
1800,6.288328968651058e-09,3.018398047061055e-07
1801,4.0480102825313224e-08,3.786080355894228e-07
1802,1.1189200677108602e-08,1.9021641151084623e-07
1803,9.751696339321825e-09,4.5052834707348666e-07
1804,9.887403784603066e-09,3.9302429399867833e-07
1805,3.695740957709859e-08,1.7455269016863895e-06
1806,1.4408345627714425e-08,1.593563069945958e-06
1807,5.693910232196231e-09,5.608501396636711e-07
1808,1.5862518409903714e-08,6.186381824591081e-07
1809,1.3554183553310395e-08,8.290642199426657e-07
1810,3.510190182964834e-08,2.340126741273707e-07
1811,1.0028307073639553e-08,1.0178731599808089e-06
1812,2.9339290108509886e-08,1.1282290870440193e-06
1813,6.039057609541487e-08,3.4796474324139126e-07
1814,0.0,1.4600582289858721e-06
1815,1.3486118000116676e-08,3.209696046724275e-07
1816,2.3176038865813098e-09,2.0394914201915526e-07
1817,1.8682481339737933e-08,3.238296812924091e-07
1818,2.1458118837358597e-08,4.208175710118667e-07
1819,1.1386155129855524e-08,2.3289862838282716e-07
1820,3.085285271708926e-08,3.607410121730936e-07
1821,2.9584464655840748e-08,2.435787678223278e-07
1822,2.5064039732569654e-08,4.3210405920035555e-07
1823,2.8659792761231984e-08,3.310699980829668e-07
1824,1.3473780313688621e-08,4.7747710141266e-07
1825,5.107157008410468e-08,4.543608724816295e-07
1826,2.9947145208097936e-08,5.275982744024077e-07
1827,1.1982455028203276e-08,5.558015914175485e-07
1828,1.1923991571904935e-08,3.5863698144567024e-07
1829,2.4004892296147773e-08,4.432332048054377e-07
1830,2.5048406016026092e-08,3.4963400707965775e-07
1831,1.091384405071949e-08,2.977920416924462e-07
1832,2.1647950987357945e-08,7.116763640624413e-07
1833,5.791814139399776e-09,5.282134338813194e-07
1834,1.5868701908061666e-08,3.677805295865255e-07
1835,2.193295500774184e-08,2.6017022491942043e-07
1836,1.68018754465038e-08,4.65747973521502e-07
1837,7.653680356156656e-09,3.9938294094099547e-07
1838,1.4517972601879592e-08,3.0550864948963863e-07
1839,6.292327547896548e-09,4.593399296481948e-07
1840,1.6561189752906103e-08,2.713487390337832e-07
1841,6.420548537278137e-09,3.595507109821483e-07
1842,2.0124795163667386e-09,2.455225001085637e-07
1843,1.4767277289884362e-08,3.172011133756314e-07
1844,1.0428266250528395e-08,4.5829486339243886e-07
1845,2.7343117658951144e-08,2.3492759737564484e-07
1846,1.8734404250153602e-08,3.389756386695808e-07
1847,1.1325769655456952e-08,3.769863212710334e-07
1848,8.04522137798358e-09,2.0998028560370585e-07
1849,1.5920887719289567e-08,1.8183330041665613e-07
1850,3.394498016007219e-09,2.6748645609586674e-07
1851,1.483370937194195e-08,2.870000344046275e-07
1852,1.5625309046640723e-08,2.3242647273491457e-07
1853,1.5527023222716707e-08,2.484323715634673e-07
1854,1.454786069388092e-08,2.940745957857871e-07
1855,1.2736649068756378e-08,3.8263016222117585e-07
1856,2.019103817474388e-08,2.2365458107742597e-07
1857,7.322263684272912e-09,2.0502338315964153e-07
1858,1.8595969208945462e-08,4.5217566935207287e-07
1859,1.5785737161877478e-08,1.797537123593429e-07
1860,1.6935581020893764e-08,2.3160551165801735e-07
1861,1.9335450573976232e-08,3.37663010441247e-07
1862,1.671654992208005e-08,3.1896982477519487e-07
1863,3.0467187883687075e-08,2.637159752794105e-07
1864,1.6781548595190543e-08,2.219959043259223e-07
1865,1.0825742080555756e-08,2.612298715121142e-07
1866,1.216403244796993e-08,2.739340061452822e-07
1867,6.308654931785895e-09,1.6159862070708186e-07
1868,1.7289560005906424e-08,1.7635350957334595e-07
1869,8.790334682373668e-09,2.2171177249674656e-07
1870,1.0894693147633916e-08,1.2041502372994728e-07
1871,8.496941816815706e-09,2.3579013941343874e-07
1872,8.4662747923403e-09,3.1446163006876304e-07
1873,1.1972009161809183e-08,3.052862211916363e-07
1874,8.961913877669758e-09,2.0612401385733392e-07
1875,9.7265964171811e-09,1.5219262650134624e-07
1876,6.04601479992084e-09,2.0254150001619564e-07
1877,2.040989244278535e-08,8.65874270061795e-08
1878,1.1474268646338714e-08,1.6486711729157832e-07
1879,1.4662380642960215e-08,1.4418007765470975e-07
1880,1.1552122813895949e-08,1.1038695646448105e-07
1881,2.7890030285249168e-09,1.2829413265080802e-07
1882,9.317538740560849e-09,1.1646923780972429e-07
1883,5.687405213450347e-09,1.232271102935556e-07
1884,1.9805090900604227e-09,1.8286701219949464e-07
1885,1.160214413431504e-08,1.4760506417133001e-07
1886,1.2261581083805595e-08,1.3165066548026516e-07
1887,1.3710741875172516e-08,2.0957847368663352e-07
1888,1.3315291091942072e-08,1.4963850958338298e-07
1889,3.759082101151279e-09,1.4221861022178928e-07
1890,5.243509182406569e-09,1.2715510422367515e-07
1891,3.824531802365527e-09,2.0843700099248963e-07
1892,1.191017329205124e-08,1.1283322010058328e-07
1893,9.853466487186324e-09,1.2871090859789547e-07
1894,6.301539290376468e-09,1.2035940244459198e-07
1895,8.426059849853118e-09,1.221778802573681e-07
1896,1.2973464080801023e-08,1.3268315512959816e-07
1897,4.078699600285063e-09,1.0954221352221793e-07
1898,3.960848538042683e-09,9.732370642723254e-08
1899,4.9748205555033564e-09,1.221594772005119e-07
1900,4.15284251431558e-09,9.13625370912996e-08
1901,7.824234593556412e-09,1.307764847524595e-07
1902,6.874397495693074e-09,8.101968518303693e-08
1903,4.860198243861191e-09,8.532347806067264e-08
1904,6.449550227216605e-09,8.599400302955473e-08
1905,1.2385822145688508e-08,8.618467717269596e-08
1906,5.144184633820714e-09,1.548399524153865e-07
1907,4.114274698707732e-09,8.177121202379567e-08
1908,7.367083387777029e-09,8.152905905944863e-08
1909,9.351672325408344e-09,7.206288188399412e-08
1910,8.550641084070776e-09,1.0260769300884931e-07
1911,9.044636151145369e-09,8.565802289695057e-08
1912,1.3023552902780011e-08,1.0679313788841682e-07
1913,1.2196876397752021e-08,6.469647217954844e-08
1914,6.696743604095445e-09,7.969124737883249e-08
1915,0.0,1.201637758185825e-07
1916,4.394984820521586e-09,5.6036057571873243e-08
1917,0.0,4.276905585243185e-08
1918,4.020231614276781e-08,5.513460621386912e-08
1919,3.6831393490643904e-09,5.7088659133341935e-08
1920,6.815008557481406e-09,4.619061400035207e-08
1921,1.2873670462987263e-08,8.02711213054863e-08
1922,1.3280283595040743e-08,6.56636274243283e-08
1923,1.0615948120573648e-08,3.503262746562541e-08
1924,9.02413699321869e-09,5.672314884463958e-08
1925,8.798542339150117e-09,4.179307566687385e-08
1926,2.229227691330493e-09,4.681378129589575e-08
1927,6.689534814974252e-09,4.6826745148109694e-08
1928,9.14083297942625e-09,3.313552099371009e-08
1929,3.342121912552898e-09,5.904415445456834e-08
1930,4.201441416995522e-09,4.7266215830177316e-08
1931,3.4216069977333063e-09,5.7026781519198266e-08
1932,8.767629289252454e-09,7.890866271509367e-08
1933,5.735331320977366e-09,6.194157720074145e-08
1934,1.7972370258689807e-08,6.82950087593781e-08
1935,2.393656828303392e-09,5.2660450222674626e-08
1936,8.487299751891442e-09,4.4861444337129797e-08
1937,3.777335444432595e-09,3.5255130370615007e-08
1938,1.5558256905023882e-08,4.408173026604345e-08
1939,9.176430282309411e-09,2.7529290846928234e-08
1940,1.0143131667916805e-08,4.564409294971483e-08
1941,0.0,2.9515025978810172e-09
1942,1.2136847082899749e-08,4.247896612241675e-08
1943,1.7419411690866582e-08,1.1612940831184915e-08
1944,9.639558484764166e-09,5.462416652335378e-08
1945,1.3071024262956144e-08,1.742803235060819e-08
1946,5.568441707737293e-09,2.227376683094917e-08
1947,2.3841741914054637e-09,3.9338875268413176e-08
1948,8.697510267552389e-09,5.109787437618252e-08
1949,7.853606653895895e-09,2.3560819073509265e-08
1950,5.317680518146517e-09,3.722376362702562e-08
1951,1.7058242818279723e-08,1.4925962688039363e-08
1952,8.435843135146115e-09,1.687168627029223e-08
1953,1.1851209791302608e-08,1.508335856215126e-08
1954,5.863521668203475e-09,3.322662323057557e-08
1955,6.569925492527773e-09,2.0648336374051723e-08
1956,5.232684952005684e-09,3.314033847345854e-08
1957,1.6786571688243157e-08,3.003912851795576e-08
1958,1.6544487113634432e-08,2.7298403537656668e-08
1959,1.007597205671118e-08,2.40273188012452e-08
1960,5.536666680683311e-09,2.7683332959327345e-08
1961,1.1117054998788234e-08,2.709782087606527e-08
1962,3.805173953708163e-09,6.532214769094935e-08
1963,1.2932106052687686e-08,2.3277792138287623e-08
1964,9.369310927098695e-08,2.068549243006146e-08
1965,1.8604947360501e-08,3.447387442179206e-08
1966,8.364002646032986e-08,4.265087483190655e-08
1967,4.1907853187694855e-08,3.69775179365206e-08
1968,2.3804503146429568e-08,5.210042530734427e-08
1969,2.2708789515490935e-08,8.175164367685284e-08
1970,3.081145685812636e-08,3.081145649730388e-08
1971,1.84982313911064e-08,3.9051819555879774e-08
1972,8.413441010546308e-08,3.385897073826527e-08
1973,4.9067512719602746e-08,2.7014698034122375e-08
1974,1.2938814464291681e-08,2.6440186928766707e-08
1975,4.740528636304475e-08,2.1132477101559743e-08
1976,1.7711933253394818e-08,2.399681342524218e-08
1977,6.699531318599128e-08,3.408533544302372e-08
1978,1.1881182593320716e-08,2.1386128423728223e-08
1979,2.282269673248294e-08,2.867466974976196e-08
1980,1.4212877152974812e-08,3.183684427199296e-08
1981,8.855769451088236e-09,2.783241725978769e-08
1982,1.6760255849845862e-08,2.0484757001781873e-08
1983,1.705135410645653e-08,3.599730291625747e-08
1984,1.6817124803836236e-08,2.7835241667162336e-08
1985,1.0226448687866707e-08,2.045289804186723e-08
1986,1.8582904992570093e-08,2.038125046510686e-08
1987,1.2221633760578499e-08,2.13878585952898e-08
1988,2.4585870894711093e-08,7.195864348830128e-09
1989,1.3171492896368875e-08,1.3720305780395847e-08
1990,4.413407206360631e-08,3.9775152060883556e-08
1991,1.6998248919541936e-08,2.5790447111262438e-08
1992,1.4876849196987507e-08,2.0937788391961476e-08
1993,1.0524494165053966e-08,2.1048988330107932e-08
1994,1.4769794887126153e-08,2.4264663167627987e-08
1995,3.524593061854375e-08,1.6809597269684673e-08
1996,4.2704737523990843e-08,2.829188794351012e-08
1997,2.6371919759071716e-08,3.116681313031222e-08
1998,3.957547145549967e-08,1.6688451509594415e-08
1999,1.553868367309974e-08,2.6050146928469076e-08
2000,3.57860545641131e-08,2.2531960297555997e-08
2001,2.3220422473713143e-08,2.5849150375734098e-08
2002,1.883925315748769e-08,2.9792305511477934e-08
2003,2.6668307118171697e-08,3.83356919542166e-08
2004,1.3214373428827031e-08,2.642874719072097e-08
2005,9.457873817453333e-09,1.8014997493764895e-08
2006,1.2765458190511225e-08,2.635449547483404e-08
2007,1.038564678701448e-08,6.63083596919023e-08
2008,8.089135444810935e-09,2.299017509699297e-08
2009,7.629108011997232e-09,2.2887324035991696e-08
2010,9.919965515692297e-09,2.692562084405381e-08
2011,1.6825476539805706e-08,1.7972668686638826e-08
2012,8.851056998437912e-09,2.4170194734551842e-08
2013,7.809550117698905e-09,3.7374274342028e-08
2014,8.661780626084692e-09,2.3170263929728208e-08
2015,2.5490616742396277e-08,4.078498605508685e-08
