year,nombreux_ADJ anneaux_NOUN,nombreux_ADJ canots_NOUN
1800,3.144164484325529e-09,3.772997558826319e-08
1801,4.7623651688866175e-09,1.904946067554647e-08
1802,1.1189200677108602e-08,2.2378401354217203e-09
1803,7.801356893821776e-09,5.851017448321727e-09
1804,7.4155526164076946e-09,7.4155526164076946e-09
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,8.540865792383556e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,6.7770917766551975e-09
1810,4.212228077449254e-08,0.0
1811,7.521229861140455e-09,2.5070767684098882e-09
1812,5.3344164641089264e-09,0.0
1813,2.0130190847567064e-08,0.0
1814,3.4613449884091096e-08,1.2586708564299443e-08
1815,0.0,0.0
1816,1.8540831092650478e-08,2.3176038865813098e-09
1817,3.113746815941454e-09,0.0
1818,2.384235475716423e-09,0.0
1819,3.1053151161586356e-09,0.0
1820,5.933240565525466e-09,0.0
1821,0.0,0.0
1822,1.5038423839541792e-08,0.0
1823,7.906149512848515e-09,9.882686891060644e-10
1824,1.0105335235266466e-08,6.736890156844311e-09
1825,6.163809906922779e-09,0.0
1826,3.52319382557198e-08,1.6735169694470642e-08
1827,1.2904182611350734e-08,2.7651818612639545e-09
1828,1.834460228167245e-08,0.0
1829,1.3717081692732336e-08,0.0
1830,8.349468672008697e-09,1.0436835840010872e-09
1831,1.4032085715598441e-08,6.236482441579483e-09
1832,2.705993829010822e-08,1.6235963684607668e-08
1833,7.52935847003755e-08,9.266902800675325e-09
1834,2.6136685704614138e-08,2.0535967593104942e-08
1835,1.0588323107185715e-08,1.5126175867408165e-08
1836,2.2850549896702432e-08,1.2769425516978572e-08
1837,5.4967337348443834e-08,1.461157062010443e-08
1838,1.7042836475411605e-08,0.0
1839,2.1673573158409454e-08,1.3982950353153e-09
1840,3.503328827036967e-08,1.4013314952876499e-08
1841,8.346713542550788e-09,7.0626033910059505e-09
1842,3.4212153110502186e-08,5.366612043644636e-09
1843,1.8311423488626133e-08,1.1813822142769936e-09
1844,2.195424464446205e-08,1.0977122322231025e-08
1845,2.0088821273134272e-08,1.0044410636567136e-08
1846,4.2152407786488766e-08,4.0981511517657054e-09
1847,1.240441438454809e-08,1.240441438454809e-08
1848,7.24069959545659e-09,1.930853166243196e-08
1849,9.217356655710773e-09,1.6758829879393033e-09
1850,1.8330290174617403e-08,3.394498016007219e-09
1851,2.4507867735223954e-08,8.384270167027807e-09
1852,1.2370036550635177e-08,5.859490670445666e-09
1853,1.7318601663873778e-08,1.7915795513800958e-09
1854,2.5978321716024766e-08,0.0
1855,2.175844215912548e-08,7.429711956774554e-09
1856,1.65670055451983e-08,4.659470143053568e-09
1857,1.4156376515472857e-08,1.9526036343364694e-09
1858,4.208561321661364e-08,1.0766087576996597e-08
1859,5.092173438470127e-08,1.7313389832906978e-08
1860,4.073693560258107e-08,1.0985241161165504e-08
1861,1.744906619194353e-08,7.073945429425521e-09
1862,2.981871105589562e-08,1.0843167252971853e-08
1863,2.6471489888990618e-08,6.99246927027275e-09
1864,3.068625886726295e-08,1.4384183621984903e-08
1865,1.1767110841276462e-08,3.294791106611683e-09
1866,8.271541673821048e-09,5.352174259343201e-09
1867,4.367530337390235e-08,2.91168689159349e-09
1868,3.655506830568811e-08,9.87974813071446e-10
1869,2.7347706321734222e-08,4.395167341186834e-09
1870,2.981705193860762e-08,5.734048791339319e-10
1871,2.1242353653860846e-08,8.496941816815706e-09
1872,1.8746751706544273e-08,2.4189357183956872e-09
1873,2.5141218884527916e-08,0.0
1874,2.5093358502203955e-08,4.182226565063729e-09
1875,2.803548326824057e-08,9.7265964171811e-09
1876,1.813804395567331e-08,1.813804439976252e-09
1877,1.855444864418132e-08,1.36065949618569e-08
1878,1.872117572077059e-08,2.0532901601200138e-08
1879,1.3440515367335593e-08,1.3440515367335593e-08
1880,2.0537108014195837e-08,1.0268554007097919e-08
1881,4.811030152040985e-08,4.183504653809678e-09
1882,1.9966154951589488e-08,9.983077475794744e-09
1883,2.7805091562527195e-08,8.21514056781325e-09
1884,4.8192386969958534e-08,1.1883054540362536e-08
1885,1.6114089618213256e-08,8.379326565943757e-09
1886,1.7424351739236954e-08,7.098810428374236e-09
1887,2.154545164501087e-08,9.140494583448344e-09
1888,1.7119660356001987e-08,2.0924028731883482e-08
1889,2.0674951528576457e-08,8.14467782106476e-09
1890,2.5562106653609362e-08,9.831579994568074e-09
1891,2.230977069750395e-08,4.461953917456185e-09
1892,1.191017329205124e-08,1.3790726782758611e-08
1893,2.8328715817593775e-08,1.23168328869383e-08
1894,1.6384001710889606e-08,7.561847148451761e-09
1895,1.8657704714541978e-08,5.416753268150387e-09
1896,2.240870955461105e-08,3.5382172747233653e-09
1897,1.8645483379486905e-08,1.1653427112179315e-09
1898,2.8857609635224435e-08,4.52668391659472e-09
1899,1.5477219506010442e-08,6.633094074004475e-09
1900,1.2977633190303095e-08,2.595526460424935e-09
1901,2.1237207548097103e-08,1.1177477832191585e-09
1902,1.3257766440233354e-08,5.4013122863239005e-09
1903,2.4841012802312434e-08,4.860198465905796e-09
1904,2.0961039126632386e-08,4.837162670412454e-09
1905,1.0837593933388234e-08,6.708986699521802e-09
1906,2.623534101076075e-08,5.144184522798412e-10
1907,2.0571373937627868e-08,1.0285686968813934e-08
1908,2.9468335327464956e-08,4.911389073214423e-09
1909,1.9253442729016967e-08,2.2003934230241384e-09
1910,2.0307773240801907e-08,5.878565634276356e-09
1911,1.1704822888702893e-08,5.320374141248863e-10
1912,8.335073964360618e-09,4.167536982180309e-09
1913,1.484837142129436e-08,7.954484182448596e-09
1914,2.54476265060255e-08,5.357394972094198e-09
1915,2.591767689352764e-08,8.246533234057551e-09
1916,1.4283700888739759e-08,3.2962386153911893e-09
1917,1.6449636319748606e-08,1.0966424435210342e-09
1918,2.412139110674616e-08,0.0
1919,1.0128633542993981e-08,1.8415696745321952e-09
1920,1.4387240288016301e-08,7.572231730534895e-10
1921,2.044641889131782e-08,3.0290989716519334e-09
1922,1.4018077365562931e-08,5.164555005876537e-09
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,2.0896537833436923e-08,0.0
1926,2.2292276136148814e-08,1.1146138456652466e-09
1927,1.8953683067479687e-08,3.3447675740205796e-09
1928,1.9424270192303084e-08,3.4278122562625413e-09
1929,2.2280811862174232e-08,4.4561625500705304e-09
1930,1.1553964007759987e-08,3.1510811737689437e-09
1931,1.9389105432310316e-08,0.0
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,2.523545639121494e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,7.188948103475923e-09
1935,1.0771455727365264e-08,3.590485242455088e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,2.8959572406783707e-08,5.0364472592434595e-09
1938,2.074434313215079e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.066051862925633e-08,8.854508237732261e-09
1942,9.102635090130207e-09,2.1239483061208375e-08
1943,2.3225881884414434e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.9606536394434215e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,3.0994263822137214e-08,2.3841741914054637e-09
1948,2.7179719586101214e-08,1.0871887834440486e-09
1949,1.6688914139528777e-08,6.8719057111366055e-09
1950,1.4889505850490536e-08,4.2541445921528975e-09
1951,1.1727541604500402e-08,8.529121409139861e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,1.1851209791302608e-08,6.464296653518886e-09
1954,5.863521668203475e-09,1.9545072227344917e-09
1955,9.385607846468247e-09,2.815682353940474e-09
1956,6.976913269340912e-09,0.0
1957,1.236905244894615e-08,8.835037701437898e-10
1958,1.0753916424022236e-08,0.0
1959,1.0075972278755785e-08,3.8753737996444215e-09
1960,1.7302083321624195e-08,1.3841666701708277e-09
1961,1.320150300188061e-08,3.47407969059077e-09
1962,1.268391242037481e-08,6.341956404476434e-10
1963,7.1126584622049904e-09,1.939815863494232e-09
1964,1.8251904876365188e-08,3.6503808864551957e-09
1965,1.91521518644322e-08,5.472043373977442e-10
1966,4.985167390003653e-09,5.539074976468328e-09
1967,1.4297972972254769e-08,2.465167847631733e-09
1968,1.0779397818794223e-08,2.245707841908029e-09
1969,1.0446043141598693e-08,1.3625273131978588e-09
1970,5.978342709767048e-09,4.598724956395017e-09
1971,8.221435976452085e-09,1.541519245584766e-09
1972,1.2312352026810913e-08,2.565073486948677e-09
1973,3.3079223804577396e-09,0.0
1974,7.313243344242437e-09,1.6876715580593782e-09
1975,6.282628195464213e-09,0.0
1976,8.570290255249802e-09,5.713526873840635e-10
1977,8.815172591880582e-09,4.7014254711541525e-09
1978,1.0693064211864112e-08,1.7821774056514528e-09
1979,7.607565244427406e-09,0.0
1980,5.6851505725319385e-09,2.2740602734216964e-09
1981,1.0753434587229549e-08,1.8976649140967083e-09
1982,8.690503427999374e-09,1.2415004579935385e-09
1983,1.2630632539867293e-08,1.89459470334441e-09
1984,1.1018116197192285e-08,1.739702604197646e-09
1985,9.02333674446254e-09,6.015558051686298e-10
1986,5.395036861699509e-09,4.196139880008332e-09
1987,1.4054879038383206e-08,1.8332451112712533e-09
1988,8.395175166153734e-09,2.99827696004229e-09
1989,9.329808037250586e-09,1.0976244357863152e-09
1990,7.083246433836621e-09,1.6345953479657283e-09
1991,3.5168792322792797e-09,2.344586080837985e-09
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,9.970573700002205e-09,7.754890063438324e-09
1994,4.2199412852994556e-09,2.1099706426497278e-09
1995,6.506940763983948e-09,1.0844901643380922e-09
1996,4.804283193493575e-09,5.338092190498855e-10
1997,5.274384040632185e-09,0.0
1998,5.72175506974304e-09,9.536258449571733e-10
1999,5.484241505371301e-09,9.140402323914998e-10
2000,5.3016377954406835e-09,1.7672125984802278e-09
2001,3.943090742808408e-09,2.190605918883648e-09
2002,6.571832411594869e-09,4.81934359086722e-09
2003,7.083769126836614e-09,8.333845835650777e-10
2004,5.726228824443069e-09,8.809582507929292e-10
2005,3.602999676388663e-09,2.251874686720612e-09
2006,3.294311934354255e-09,2.0589450144825605e-09
2007,9.98619853476157e-09,1.1983438685803094e-09
2008,1.0643598891135753e-08,1.2772318758180745e-09
2009,5.721831008997924e-09,1.907277002999308e-09
2010,4.723792912386671e-09,5.668551850135373e-09
2011,6.883149605840799e-09,2.2943831279320648e-09
2012,6.808505315092361e-09,1.7021263287730903e-09
2013,5.857162754807632e-09,2.7891249310130206e-09
2014,7.795602385840539e-09,1.5158115873603606e-09
2015,1.1526192444932803e-08,4.211493376260478e-09
2016,1.2635174684305639e-08,6.8354220061905835e-09
2017,8.301517695485927e-09,1.509366853724714e-09
2018,1.058401366549333e-08,2.0651733656507076e-09
2019,1.1734543448049806e-08,1.2754939326953263e-09
