year,six_DET anneaux_NOUN,six_DET canots_NOUN
1800,1.006132621661493e-07,5.0306631749208464e-08
1801,7.619784270218588e-08,3.809892135109294e-08
1802,7.384872446891677e-08,4.0281122437590966e-08
1803,1.014176405078615e-07,1.1702034896643454e-08
1804,6.673997887673977e-08,7.4155526164076946e-09
1805,1.7057265822018053e-08,1.1371510844071508e-08
1806,2.5935023018064385e-08,1.152667650217154e-08
1807,2.306033621835013e-07,8.540865792383556e-09
1808,4.078933102391602e-08,9.064295980465431e-09
1809,6.777091243748146e-08,3.388545621874073e-08
1810,6.31834211617388e-08,3.7442028144596406e-08
1811,2.5070767684098882e-09,2.2563691359778204e-08
1812,6.934741492159446e-08,2.6672082320544632e-09
1813,2.8757416448144113e-09,0.0
1814,2.5173417128598885e-08,1.8880061958270744e-08
1815,1.8880564667256294e-08,1.3486118000116676e-08
1816,2.201723674488676e-07,3.7081662185300956e-08
1817,1.5257359109455138e-07,7.784367150875937e-09
1818,1.1563542301473717e-07,1.5497530370112145e-08
1819,4.554462162964512e-08,1.2421260464634543e-08
1820,6.051905643289501e-08,1.779972080839798e-08
1821,2.7612166553225848e-08,4.3390548487565184e-08
1822,3.408709403629473e-08,3.0076847679083585e-09
1823,6.81905376609393e-08,2.9648061783404955e-09
1824,5.894779064874456e-08,8.421112696055388e-10
1825,8.277116303467835e-08,9.685987789609385e-09
1826,8.631824499616414e-08,1.7615968905815294e-08
1827,2.488663675137559e-08,1.3825909306319772e-08
1828,1.0639869429951432e-07,8.255071293206129e-09
1829,8.830371456269859e-08,1.2002446148073886e-08
1830,4.5922078584226256e-08,2.7135772739939057e-08
1831,2.182768810143898e-08,0.0
1832,3.6530916958099624e-08,2.705993873419743e-09
1833,2.6642346329097677e-08,4.2859426230279496e-08
1834,7.094243414940138e-08,1.4935249481595747e-08
1835,1.0739584865859797e-07,3.100866052818674e-08
1836,4.0996577133078915e-08,2.083432448785061e-08
1837,5.0792603900617905e-08,1.948209416013924e-08
1838,7.574594462766981e-08,5.680945491803868e-09
1839,4.754203075663099e-08,1.6080392128969834e-08
1840,1.5669434105802793e-07,1.528725279698051e-08
1841,3.0818634311202686e-08,1.926164605592362e-08
1842,4.62870293205242e-08,1.6770663080478698e-08
1843,3.1306628400784575e-08,5.906910960362666e-09
1844,5.762989485624814e-08,4.390849017710252e-09
1845,2.5669048664411775e-08,8.37034175305007e-09
1846,3.33706573485415e-08,2.0490753982471688e-08
1847,3.88312111354594e-08,7.550513103637968e-09
1848,1.1263310673026439e-08,3.218088684420195e-09
1849,3.5193542968769975e-08,8.379414939696517e-10
1850,5.091746846375145e-08,1.2220192857625989e-08
1851,2.5152811389261842e-08,8.384270167027807e-09
1852,2.864639925270751e-08,1.9531636308300904e-09
1853,4.419229693297666e-08,8.957897978945084e-09
1854,1.454786069388092e-08,5.195664343204953e-09
1855,1.326734277995456e-08,5.837630823180007e-09
1856,2.4332790005132665e-08,4.141751386299575e-09
1857,1.2691924067276261e-08,1.0739319655783675e-08
1858,6.410715513993637e-08,1.3212924976357954e-08
1859,1.171199848215565e-08,7.638259802433822e-09
1860,2.9751694774482473e-08,8.238931314963338e-09
1861,1.5091083938045813e-08,6.13075279431996e-09
1862,2.0330938266255316e-08,7.228778020618165e-09
1863,1.6482248454963155e-08,8.490855407661257e-09
1864,3.5960461275408306e-08,8.151037400594419e-09
1865,4.5185707620021276e-08,1.1296426460916109e-08
1866,7.930948964229856e-08,2.4328064562872953e-09
1867,7.910082544526631e-08,9.220341823379385e-09
1868,4.841076650663467e-08,3.457911734727759e-09
1869,4.0533209677562354e-08,1.2208797861568144e-08
1870,3.4404292303946704e-08,9.747882945276842e-09
1871,2.230447138096281e-08,5.310588635509816e-09
1872,5.382131884612562e-08,9.071008832961525e-09
1873,3.831042683088981e-08,4.1902031844287535e-09
1874,6.512324146612514e-08,9.559374625212058e-09
1875,2.6319025181464895e-08,9.726595862069587e-09
1876,5.078652520751348e-08,1.0278225381910033e-08
1877,5.7518788176835756e-08,1.7317485334622518e-08
1878,6.703388732987037e-08,2.294853773676664e-08
1879,2.7491963261461194e-08,5.070740094481607e-08
1880,2.823852285338546e-08,1.3477476690226808e-08
1881,4.60185487494158e-08,2.5101028033880368e-08
1882,2.3293848183669752e-08,1.4641847068119773e-08
1883,1.8326082540376376e-08,1.4534479397809719e-08
1884,6.733731083841121e-08,2.77271263726675e-08
1885,3.609556076256126e-08,0.0
1886,2.4523162944767307e-08,3.872078213618124e-09
1887,4.113222606960676e-08,3.9173548849191775e-09
1888,1.5851536971922542e-08,6.974676169946292e-09
1889,4.573549761133222e-08,4.38559560889118e-09
1890,3.211649257650606e-08,8.520702587944129e-09
1891,2.7409146396983886e-08,5.099375810502238e-09
1892,2.3193495124473884e-08,6.268512375839919e-09
1893,2.894455697344256e-08,6.15841644346915e-09
1894,1.7014156306061068e-08,0.0
1895,4.1528439798099726e-08,1.1435367319734269e-08
1896,2.4767522144308884e-08,9.435246250966145e-09
1897,1.8062811357744124e-08,1.2236098023699071e-08
1898,3.8476814734345055e-08,8.487532454637403e-09
1899,3.814029270188257e-08,5.527578395003729e-09
1900,1.972600260913282e-08,2.5955265714472375e-09
1901,3.5209055337936945e-08,3.3532433496574754e-09
1902,1.4239823542538943e-08,4.419255628107521e-09
1903,5.940242298052567e-09,7.020286574288548e-09
1904,3.2247750247904605e-08,3.7622376325430196e-09
1905,2.167518786677647e-08,5.160758931310738e-09
1906,1.4918134283448126e-08,5.144184522798412e-10
1907,1.5942815068115124e-08,1.028568674676933e-09
1908,3.830883343880487e-08,5.402527980535865e-09
1909,8.251475669407426e-09,1.6502950117569526e-09
1910,1.9238942883248455e-08,2.67207544979442e-09
1911,2.1813533868098034e-08,2.6601871816467337e-09
1912,8.335073964360618e-09,1.0418842455450772e-09
1913,1.537867055922959e-08,2.6514948014977335e-09
1914,2.343860305842327e-08,4.687720545071272e-09
1915,2.591767644943843e-08,2.3561523843085297e-09
1916,1.2086208478478966e-08,2.197492410260793e-09
1917,6.57985488317081e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,1.033773866510046e-08
1919,2.025726569820918e-08,3.6831393490643904e-09
1920,1.2115570768855832e-08,2.2716695191604686e-09
1921,9.844571380313027e-09,3.7863738810983705e-09
1922,1.623145884366295e-08,5.164554894854234e-09
1923,1.1677542932631013e-08,9.554353308516284e-09
1924,1.1602462102189293e-08,1.2891624656674594e-08
1925,6.598906754362588e-09,6.598906754362588e-09
1926,2.3406890647947876e-08,6.687682962969177e-09
1927,2.2298450641500267e-08,2.0068604111855848e-08
1928,3.6563331695660395e-08,4.570416489713125e-09
1929,2.785101571589621e-08,4.4561625500705304e-09
1930,6.512234307365361e-08,5.2518016602221e-09
1931,1.8248570654577634e-08,7.983749661377715e-09
1932,1.0959536500543265e-08,4.383814644626227e-09
1933,5.735331320977366e-09,3.4411986593596566e-09
1934,1.4377896206951846e-08,1.1981580172459871e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,1.9399543305098632e-08,1.2124714565686645e-09
1937,2.2664012444550963e-08,3.777335333410292e-09
1938,1.9447821131279852e-08,2.5930428915188486e-09
1939,1.5294050470515685e-08,6.117620188206274e-09
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,1.1806010835613279e-08,5.9030051957620344e-09
1942,3.034211815133858e-08,9.102635090130207e-09
1943,0.0,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,1.1920870957027319e-08,4.7683483828109274e-09
1948,1.4133454184772631e-08,6.523132922708896e-09
1949,1.276211036849162e-08,1.1780409980843842e-08
1950,1.2762433998503298e-08,2.1270722960764488e-09
1951,3.1984206394497505e-09,1.2793681891665187e-08
1952,1.687168627029223e-08,3.163441175679793e-09
1953,1.2928593307037772e-08,7.541679392097933e-09
1954,5.863521668203475e-09,1.9545072227344917e-09
1955,1.0324169075204281e-08,0.0
1956,6.976913269340912e-09,2.616342476002842e-09
1957,1.0602045463770082e-08,3.5340151360863103e-09
1958,9.099467845885556e-09,4.963346011965797e-09
1959,1.3176271629333769e-08,5.425523363911111e-09
1960,1.1765417085030094e-08,1.0381250303836964e-08
1961,1.111705483225478e-08,6.948159270159238e-10
1962,5.7077609305622445e-09,1.9025869768540815e-09
1963,9.052474325699222e-09,5.1728425987107585e-09
1964,9.125952327160292e-09,1.825190498738749e-09
1965,1.2038495533772675e-08,1.6416130121932326e-09
1966,9.416426749453422e-09,4.431259803538978e-09
1967,5.4233690871541285e-09,2.4651677921205817e-09
1968,7.186265332803643e-09,1.0779397680016345e-08
1969,1.0446042586487181e-08,6.3584607856714825e-09
1970,6.898087434592526e-09,5.058597540852361e-09
1971,1.1304474689666222e-08,4.1107179882260425e-09
1972,1.128632298730281e-08,2.565073486948677e-09
1973,1.3231689299786353e-08,1.102640756478479e-09
1974,1.012602890426706e-08,9.563471792262135e-09
1975,1.028066431985053e-08,3.4268881066168433e-09
1976,5.1421741309454205e-09,3.4281161798155324e-09
1977,8.22749424145286e-09,5.876781838942691e-10
1978,1.6039596317796168e-08,5.940591241149207e-09
1979,1.1703946700691858e-08,7.607565355449708e-09
1980,1.0233271174886482e-08,5.116635559687666e-09
1981,8.223214109648325e-09,3.795329828193417e-09
1982,1.4898005495922462e-08,2.483000915987077e-09
1983,4.420721011477724e-09,2.526126308133314e-09
1984,8.118612115914914e-09,3.479405208395292e-09
1985,4.812446552371341e-09,6.617113745832626e-09
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,7.94406213033838e-09,2.4443267410134695e-09
1988,4.197587610832443e-09,4.7972429917386705e-09
1989,4.390497743145261e-09,1.6464366536794728e-09
1990,5.993515961311147e-09,2.724325431913144e-09
1991,5.275318515352012e-09,6.4476117778156095e-09
1992,6.060938417817852e-09,2.754972083796048e-09
1993,6.093128224193833e-09,3.323524566667402e-09
1994,3.692448513614721e-09,3.6924485691258724e-09
1995,7.591431261388948e-09,3.79571546416102e-09
1996,1.6014276571496566e-09,6.939519625603907e-09
1997,4.794894259418925e-09,2.3974471297094624e-09
1998,8.58263260461456e-09,1.9072516899143466e-09
1999,6.855301576402795e-09,1.3710603763428253e-09
2000,9.277865808954289e-09,2.6508188977203417e-09
2001,3.94309060403053e-09,3.94309060403053e-09
2002,9.200564754507923e-09,8.76244299341522e-10
2003,1.0000615224825538e-08,2.5001538617175356e-09
2004,5.285749615779878e-09,1.3214373761893938e-09
2005,3.1526246058177776e-09,3.1526248278623825e-09
2006,5.353256948836815e-09,2.470733950765691e-09
2007,5.991719037590215e-09,3.1955834922658966e-09
2008,3.83169571072095e-09,2.9802077194940324e-09
2009,4.291373478793048e-09,4.76819250749827e-10
2010,4.723792912386671e-09,2.3618964561933353e-09
2011,9.177532456217108e-09,7.64794394481072e-10
2012,2.723402198201441e-09,5.4468042298694286e-09
2013,5.020425131174733e-09,3.3469499394200852e-09
2014,6.279790826235754e-09,3.2481677902929107e-09
