year,beaux_ADJ anneaux_NOUN,beaux_ADJ canaux_NOUN
1853,5.971931837933653e-10,2.9859659189668264e-09
1854,5.7152309551611324e-09,5.195664454227256e-09
1855,6.8990182455763716e-09,9.552486801567284e-09
1856,1.0354378465748937e-09,7.248064815001953e-09
1857,1.1715622250108026e-08,3.905207268672939e-09
1858,2.5936483183386372e-08,6.361778659424999e-09
1859,1.018434669930457e-09,5.092173349652285e-09
1860,8.238931314963338e-09,8.238931398230065e-09
1861,4.2443675241088386e-09,3.3011746669586728e-09
1862,1.8071945717679228e-08,2.1686334505943705e-08
1863,3.995696662428827e-09,3.995696662428827e-09
1864,3.16452037907311e-08,5.274200631788517e-09
1865,1.0825742080555756e-08,9.88437331983505e-09
1866,6.3252967308358166e-09,2.919367858567057e-09
1867,1.3102591012170706e-08,7.279217228983725e-09
1868,2.7169306804353255e-08,8.397785578040384e-09
1869,2.24641887314192e-08,7.325278605918584e-09
1870,8.601073631098188e-09,3.4404292748035914e-09
1871,1.5931766128574054e-08,1.0621177271019633e-09
1872,1.8142017887967654e-09,2.4189357183956872e-09
1873,1.1972009161809183e-08,2.9930022904522957e-09
1874,5.974609140757536e-10,1.9118749250424116e-08
1875,1.0298748520654044e-08,1.602027666081085e-08
1876,6.04601479992084e-09,9.069021977836655e-09
1877,3.0924081073635534e-09,2.4739263970730008e-09
1878,2.294853729267743e-08,7.850815109122777e-09
1879,1.649517855639715e-08,1.3440515367335593e-08
1880,1.9253539207397807e-08,8.984985200299889e-09
1881,4.8807553554297556e-09,5.5780060570498335e-09
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,1.2638677659992936e-08,1.8958017378167824e-09
1884,2.0465261485469455e-08,2.6406787867472303e-09
1885,6.445635580831777e-09,3.86738152613475e-09
1886,9.680196200179125e-09,1.2906927748801422e-09
1887,1.2404957061562527e-08,5.876032105334161e-09
1888,8.876860135842435e-09,6.340614699951175e-10
1889,1.0024218788373673e-08,1.2530273485467092e-09
1890,5.243509182406569e-09,2.6217545912032847e-09
1891,1.3385862196457765e-08,1.2748440081367107e-09
1892,1.0656471260972467e-08,3.761107425503951e-09
1893,2.463366621796581e-09,8.621783287310336e-09
1894,4.411077725308132e-09,3.150769645188234e-09
1895,1.2037228991346183e-09,8.426059849853118e-09
1896,7.076434549446731e-09,2.358811590497112e-09
1897,1.631479840114025e-08,1.7480140668268973e-09
1898,4.52668391659472e-09,5.6583548957434e-10
1899,1.2160672469008205e-08,3.8693048765026106e-09
1900,3.633737311048435e-09,2.595526460424935e-09
1901,6.147612641171918e-09,2.235495566438317e-09
1902,1.3257766440233354e-08,2.9461704187383475e-09
1903,9.720396931811592e-09,2.7001101354784396e-09
1904,3.2247751136083025e-09,1.6123875568041512e-09
1905,2.0643036169332163e-09,4.1286072338664326e-09
1906,3.600929110447737e-09,3.600929110447737e-09
1907,8.228549397415463e-09,1.028568674676933e-09
1908,1.0313916831705683e-08,2.4556945366072114e-09
1909,6.0510818578052294e-09,7.151278680339601e-09
1910,1.2825961626106164e-08,0.0
1911,7.448523575703803e-09,2.6601871816467337e-09
1912,4.688478938419394e-09,4.167536982180309e-09
1913,1.060597942803554e-09,4.242391771214216e-09
1914,1.0045115850232378e-08,3.3483718020477227e-09
1915,3.534228465440492e-09,1.0602685840410686e-08
1916,2.197492410260793e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,3.44591288836682e-09,3.44591288836682e-09
1919,7.366278698128781e-09,9.207848372660976e-10
1920,1.514446346106979e-09,7.572231730534895e-10
1921,8.330022005509363e-09,1.5145494858259667e-09
1922,4.426761179843197e-09,5.164555005876537e-09
1923,8.492758496458919e-09,0.0
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,8.916910765321973e-09,5.57306911730393e-09
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,0.0
1930,1.470504518152893e-08,5.2518016602221e-09
1931,0.0,7.983749661377715e-09
1932,8.767629289252454e-09,5.4797681947604815e-09
1933,1.9500125958415992e-08,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,5.98414207075848e-09,2.154291145473053e-08
1936,6.0623572828433225e-09,0.0
1937,7.554670666820584e-09,1.2591118370153254e-08
1938,9.075650453382877e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,0.0,1.1806010391524069e-08
1942,1.517105907566929e-08,3.034211770724937e-09
1943,0.0,0.0
1944,9.639558484764166e-09,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,5.890204768377316e-09,2.945102384188658e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,5.330700991734716e-09
1952,6.326882129314981e-09,0.0
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,9.593255967388359e-09,0.0
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,7.750747821333448e-10,0.0
1960,6.920833350854139e-10,3.4604167309382206e-09
1961,2.08444772553662e-09,3.47407969059077e-09
1962,7.610347907416326e-09,0.0
1963,0.0,7.759264120110743e-09
1964,0.0,6.083968329129164e-10
1965,5.47204326295514e-09,1.6416130677043839e-09
1966,5.539074976468328e-09,1.6617224263271169e-09
1967,2.465167847631733e-09,4.930335584241163e-10
1968,5.838840522187638e-09,8.982831700699023e-10
1969,2.7250546263957176e-09,4.541757636644661e-09
1970,2.7592350626548523e-09,1.8394900047624674e-09
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,3.0780880067027283e-09
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,0.0,1.6876715580593782e-09
1975,1.7134440533084216e-09,5.140332159925265e-09
1976,2.285410749536254e-09,4.570821499072508e-09
1977,2.3507127355770763e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,2.8425752862659692e-09,0.0
1981,6.325549528618524e-10,0.0
1982,6.207502289967692e-10,1.2415004579935385e-09
1983,0.0,6.315316047889041e-10
1984,1.1598016991243298e-09,5.799008495621649e-10
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,1.7983456945813714e-09
1987,1.2221633705067347e-09,3.055408481777988e-09
1988,1.798966087207532e-09,0.0
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,1.6345953479657283e-09,2.179460389939436e-09
1991,5.861465202094962e-10,5.861465202094962e-10
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,1.661762283333701e-09,0.0
1994,3.6924485691258724e-09,5.274926717646622e-09
1995,0.0,1.0844901643380922e-09
1996,5.338092190498855e-10,2.135236876199542e-09
1997,4.315404922294874e-09,0.0
1998,2.3840645013706308e-09,4.291316191284977e-09
1999,0.0,1.3710603763428253e-09
2000,8.836062992401139e-10,4.4180314962005696e-10
2001,0.0,1.3143635069212678e-09
2002,2.1906108038649563e-09,4.38122149670761e-10
2003,1.2500769308587678e-09,2.083461403401543e-09
2004,1.3214374039449694e-09,1.3214374039449694e-09
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,8.235779835885637e-10,2.4707338397433887e-09
2007,1.1983438685803094e-09,2.3966877371606188e-09
2008,8.514879357157668e-10,5.5346713878634546e-09
2009,4.76819250749827e-10,4.76819250749827e-09
2010,1.4171379625338432e-09,2.3618964561933353e-09
2011,0.0,3.059177577924288e-09
2012,1.7021263287730903e-09,4.765953853791416e-09
2013,2.2313000336282585e-09,3.0680376017500066e-09
2014,4.547434873103384e-09,4.114345752981308e-09
2015,1.994917786518613e-09,2.21657536769726e-09
2016,3.72841224560716e-09,5.799752234025846e-09
2017,1.0062445321423752e-09,3.018733707449428e-09
2018,2.8396134332808742e-09,3.0977600484760615e-09
2019,2.04079020349468e-09,4.591778068885333e-09
