year,tes_DET hôtes_NOUN,tes_DET côtes_NOUN
1912,6.251305417759312e-09,5.2094213387476884e-09
1913,9.545381374209683e-09,2.6514948570088848e-09
1914,9.37544086809794e-09,4.018046340092951e-09
1915,8.246533234057551e-09,1.295883844676382e-08
1916,5.493730803607377e-09,5.493730803607377e-09
1917,1.6449636319748606e-08,3.289927441585405e-09
1918,1.4932290071101306e-08,2.2972752589112133e-09
1919,6.4454939163738345e-09,1.1970202606903513e-08
1920,1.1358347151713133e-08,5.300562211374427e-09
1921,9.087297137000405e-09,6.058197998815018e-09
1922,1.696925089333945e-08,1.0329109456641561e-08
1923,6.369568872344189e-09,1.1677542488541803e-08
1924,7.734974438733389e-09,1.2891624656674594e-08
1925,1.0998177701893042e-08,5.499089184013428e-09
1926,1.3375366592072169e-08,5.57306911730393e-09
1927,1.1149224876660924e-09,6.689534925996554e-09
1928,1.1426041446327417e-08,4.5704163786908225e-09
1929,1.5596569369336066e-08,4.4561625500705304e-09
1930,1.2604324695075775e-08,2.100720708497761e-09
1931,1.9389105432310316e-08,7.983749661377715e-09
1932,1.4247398039124448e-08,9.863582950409011e-09
1933,1.605892663292252e-08,3.4411986593596566e-09
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,1.4361940969820353e-08,7.180970484910176e-09
1936,6.0623572828433225e-09,1.2124714565686645e-08
1937,1.0072894518486919e-08,6.295559185076627e-09
1938,6.482607339819424e-09,1.1668692678767911e-08
1939,1.3764645423464117e-08,1.3764645423464117e-08
1940,1.2678914806940611e-08,7.607348528892999e-09
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,8.344609447874518e-09,7.152522796260996e-09
1948,9.784699273041042e-09,4.348755133776194e-09
1949,6.8719059331812105e-09,3.9268033269479474e-09
1950,3.190608444114673e-09,5.317680518146517e-09
1951,9.595261585282344e-09,5.330700769690111e-09
1952,3.163441175679793e-09,9.49032352703938e-09
1953,2.1547654771580937e-09,8.61906213067698e-09
1954,3.9090144454689835e-09,8.795282724349818e-09
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,8.72114158667614e-10,7.849027428008526e-09
1957,7.068030161150318e-09,4.417518795207798e-09
1958,6.617794756635931e-09,5.790570523078742e-09
1959,1.5501495198577686e-08,3.8753737996444215e-09
1960,8.997083189576927e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,1.320150300188061e-08
1962,1.0781325887609938e-08,8.244543714397423e-09
1963,8.405868778815773e-09,4.526237051827309e-09
1964,1.1559539880856562e-08,9.734349326606662e-09
1965,9.302474013317408e-09,9.302474013317408e-09
1966,5.5390746434014204e-09,7.754704434148607e-09
1967,3.944268467392931e-09,8.874603940611792e-09
1968,9.88111459321317e-09,8.533689727086013e-09
1969,4.087581828571274e-09,6.358460868938209e-09
1970,8.277705021431103e-09,7.817832603507213e-09
1971,9.24911525146399e-09,3.083038491169532e-09
1972,9.234264020108185e-09,1.0773308467548759e-08
1973,9.37244681864513e-09,9.37244681864513e-09
1974,3.3753431161187564e-09,7.875800456247362e-09
1975,7.4249242310031605e-09,5.711480177694739e-09
1976,1.1998406490576485e-08,1.314111219841152e-08
1977,4.7014254711541525e-09,6.464459911814657e-09
1978,6.534650598410963e-09,5.940591130126904e-09
1979,7.022368020415115e-09,4.681578680276743e-09
1980,2.8425752862659692e-09,5.116635559687666e-09
1981,1.8976649140967083e-09,1.012087885721158e-08
1982,5.586751949948621e-09,3.7245013739806154e-09
1983,8.84144257806696e-09,6.315316269933646e-09
1984,7.538710988796993e-09,8.698512410365566e-09
1985,4.210890636180409e-09,6.617113967877231e-09
1986,1.2588419251446936e-08,8.991728250862252e-09
1987,2.4443267410134695e-09,3.0554083707556856e-09
1988,9.594486094499644e-09,1.0793796523245192e-08
1989,4.390497743145261e-09,8.232182935330457e-09
1990,7.628111475810329e-09,5.993515961311147e-09
1991,8.20605094986604e-09,2.9307325455363298e-09
1992,2.2039776670368383e-09,9.366904696328504e-09
1993,7.754890063438324e-09,3.323524566667402e-09
1994,8.43988251508776e-09,1.2659824188965274e-08
1995,6.506940763983948e-09,5.422450655157007e-09
1996,3.2028553142993132e-09,8.007137841659073e-09
1997,7.67183128136395e-09,6.7128524960935465e-09
1998,3.814503490850996e-09,8.105819793158275e-09
1999,5.484241422104574e-09,5.0272213059088244e-09
2000,5.3016377954406835e-09,4.859834756842929e-09
2001,1.2267392601739147e-08,3.066848330846028e-09
2002,6.133709984368352e-09,9.638686904178684e-09
2003,7.91715315529018e-09,7.91715359937939e-09
2004,5.285749615779878e-09,6.6071867144135155e-09
2005,6.305249322657858e-09,7.656374201303606e-09
2006,4.941468012553685e-09,6.588624035241963e-09
2007,1.2782334662952977e-08,1.1583990655594789e-08
2008,9.79211112195344e-09,1.6178270362265934e-08
2009,6.198650037703146e-09,1.43045770784056e-08
2010,1.6060896168568206e-08,1.4171379181249222e-08
2011,6.5007523253335364e-09,3.020937805464641e-08
2012,1.599998850077e-08,1.6680838044180746e-08
2013,4.0442312165822614e-08,3.346949895011164e-08
2014,1.6457383816836924e-08,3.7029111554787164e-08
2015,1.4851055163411786e-08,2.726387759999227e-08
2016,1.6984988970847326e-08,3.707698525978742e-08
2017,1.3081178806828575e-08,3.949509697065423e-08
2018,1.7812120889360017e-08,4.569196176973378e-08
2019,1.2754938494285994e-08,4.3366791491195045e-08
