year,autres_ADJ anneaux_NOUN,autres_ADJ canots_NOUN
1840,7.96211097053856e-08,1.2739377552861697e-08
1841,5.778493772368165e-08,2.5040138851295524e-08
1842,3.5553803456878086e-08,2.6162233268678392e-08
1843,2.8943864194275193e-08,2.7171790151214736e-08
1844,5.927646284931143e-08,1.866110821424627e-08
1845,4.575786860527842e-08,1.4508592549589139e-08
1846,6.264316709803097e-08,1.5807152919933287e-08
1847,5.2853593501822616e-08,2.2651539310913904e-08
1848,4.666228647920434e-08,1.6090443422100975e-09
1849,7.0387088157986e-08,1.6758828991214614e-08
1850,8.418355434969271e-08,1.8330290174617403e-08
1851,5.288539739467524e-08,1.3543821175687754e-08
1852,1.2955985084772692e-07,1.1067927019325907e-08
1853,5.1358615138497044e-08,2.20961471342207e-08
1854,4.7800114089113777e-08,6.234797567117312e-09
1855,5.200798369742188e-08,1.5920811335945473e-08
1856,4.141751475117417e-08,9.318940286107136e-09
1857,4.490988203542656e-08,8.298565390418844e-09
1858,5.236233491245912e-08,5.627727261980908e-08
1859,5.244938705573077e-08,2.64793023063703e-08
1860,5.813023662426531e-08,1.785101666484934e-08
1861,7.356903353183952e-08,1.6977470096435354e-08
1862,2.936691068100572e-08,1.7620147119146168e-08
1863,2.3474717281146695e-08,1.9479021062807078e-08
1864,4.9865171547480713e-08,2.8768367243969806e-08
1865,6.966129717511649e-08,1.3649848362717876e-08
1866,1.3331779769032437e-07,2.432806489593986e-08
1867,9.268870115874961e-08,2.0867089389753346e-08
1868,8.694178177393042e-08,1.778354707937524e-08
1869,7.471784613244381e-08,8.30198221279943e-09
1870,5.045962936378601e-08,2.465641024684828e-08
1871,2.442870794538976e-08,2.549082545044712e-08
1872,8.224381531363179e-08,9.675742873582749e-09
1873,9.338167217265436e-08,6.584604861359367e-09
1874,6.034355237716227e-08,3.5847653734322193e-09
1875,6.40811066432434e-08,2.460256709468922e-08
1876,5.683254045152353e-08,1.4510435519810017e-08
1877,6.926993734168718e-08,3.0924081073635534e-08
1878,4.227361927178208e-08,2.1740719446938783e-08
1879,6.781350947449027e-08,5.5594860270957724e-08
1880,7.508879917850209e-08,1.6044616302224313e-08
1881,7.181682804002776e-08,2.4403776777148778e-08
1882,7.121261802467416e-08,4.791877472598571e-08
1883,6.445725375670008e-08,2.274962085380139e-08
1884,6.601696611596708e-08,4.885255577846692e-08
1885,7.928132106371777e-08,7.090199094506033e-09
1886,8.324968092665586e-08,8.38950331427668e-09
1887,6.202478175509896e-08,1.9586773092328258e-08
1888,4.5018364147608736e-08,1.2047167707862627e-08
1889,5.951880055476977e-08,1.1277245803853475e-08
1890,4.915789730830511e-08,1.2453334363726754e-08
1891,5.736798058819659e-08,1.7210394887001712e-08
1892,5.641661005029164e-08,1.5044429702015805e-08
1893,8.621783109674652e-08,6.774258043407144e-09
1894,6.553600684355843e-08,1.449354058991048e-08
1895,5.657497581523785e-08,9.629783193076946e-09
1896,4.599682768002822e-08,1.1204354777305525e-08
1897,3.8456310136325556e-08,1.3401440845939305e-08
1898,7.355861697533328e-08,1.3580051749784161e-08
1899,5.140648084989152e-08,8.844125432005967e-09
1900,6.956010878411689e-08,1.245852754294674e-08
1901,4.806315345717849e-08,6.147612641171918e-09
1902,7.414528369054096e-08,7.365425602756659e-09
1903,4.104167317109386e-08,9.720396931811592e-09
1904,3.708491291831706e-08,1.289910045443321e-08
1905,3.818961857859904e-08,9.28936660926638e-09
1906,3.395161840558103e-08,1.388929860013377e-08
1907,5.6056993713582415e-08,6.1714118260169926e-09
1908,5.206072373198367e-08,8.840499887696751e-09
1909,4.015717891547865e-08,4.950885035270858e-09
1910,2.8858414324872683e-08,1.3894791983659616e-08
1911,4.0434844805758985e-08,1.276889793899727e-08
1912,3.64659484830554e-08,1.82329742415277e-08
1913,4.1363318104004065e-08,9.545381374209683e-09
1914,3.281404303834279e-08,1.2723813114234872e-08
1915,4.358881966481931e-08,1.4136913861761968e-08
1916,4.0653610255958483e-08,1.7579939282086343e-08
1917,1.7546279096336548e-08,1.5352993543160665e-08
1918,2.412139110674616e-08,3.9053681177847466e-08
1919,2.762354434082681e-08,2.762354567309444e-09
1920,2.8017257847068322e-08,9.086678076641874e-09
1921,3.0290991048786964e-08,1.5145495524393482e-08
1922,2.5822775029382683e-08,7.377935595798135e-09
1923,3.503262746562541e-08,8.492758496458919e-09
1924,2.9650736976805092e-08,5.156649773851996e-09
1925,3.8493624288094e-08,1.2097995494286806e-08
1926,2.5636119005412183e-08,6.687683296036084e-09
1927,3.0102906833917586e-08,1.1149224654616319e-08
1928,3.5420729460611255e-08,1.7139061725401916e-08
1929,3.5649300400564243e-08,1.2254447234738564e-08
1930,2.7309368988426286e-08,7.352522590764465e-09
1931,3.307553342324354e-08,1.3686427990933225e-08
1932,3.1782654730250215e-08,7.6716757391182e-09
1933,1.9500125958415992e-08,2.2941324395731044e-09
1934,3.9539216345474415e-08,3.4746584276490466e-08
1935,4.188899538348778e-08,1.6755597798123745e-08
1936,1.576212937948185e-08,7.274828739411987e-09
1937,2.392312481447334e-08,1.510934133364117e-08
1938,1.4261735792331365e-08,1.0372171566075394e-08
1939,4.7411557346777045e-08,2.141167065872196e-08
1940,4.564409294971483e-08,1.7750480196809804e-08
1941,2.6563522936839945e-08,2.3612020783048138e-08
1942,5.461581054078124e-08,1.2136847082899749e-08
1943,3.4838823381733164e-08,0.0
1944,5.1410978585408884e-08,0.0
1945,4.7927088075994106e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,1.2528993842408909e-08
1947,2.8610090296865565e-08,1.3112957830685446e-08
1948,2.6092530802657166e-08,3.2615663503321457e-09
1949,2.0615717133409817e-08,2.945102384188658e-09
1950,2.6588404367089424e-08,1.3825969702452312e-08
1951,2.7719645245838365e-08,1.4925962688039363e-08
1952,2.9525450528922192e-08,1.8980646387944944e-08
1953,2.3702419582605216e-08,5.386913581872932e-09
1954,2.5408594339637602e-08,5.863521668203475e-09
1955,1.0324168187025862e-08,4.6928039232341234e-09
1956,2.1802854632824165e-08,5.232684952005684e-09
1957,1.0602045463770082e-08,7.068030161150318e-09
1958,8.272243334772611e-09,6.617794756635931e-09
1959,1.007597205671118e-08,1.0851047171911432e-08
1960,2.145458388724819e-08,4.152500121534786e-09
1961,1.598076693198891e-08,1.320150300188061e-08
1962,1.9025868880362395e-08,6.341956293454132e-09
1963,1.8751554975438012e-08,4.526237162849611e-09
1964,1.8251904876365188e-08,9.734349326606662e-09
1965,2.7907420374617686e-08,1.094408652591028e-08
1966,2.2710207048248776e-08,6.6468897053084675e-09
1967,1.824224149515885e-08,7.395503320850594e-09
1968,2.110965446888713e-08,1.3025106326836067e-08
1969,1.8167030546578644e-08,4.541757636644661e-09
1970,2.9431840076199478e-08,4.598724956395017e-09
1971,1.5929032315398217e-08,2.0553589941130213e-09
1972,1.1799337507056862e-08,1.3851396474251487e-08
1973,1.0475087464101307e-08,1.929621262775072e-08
1974,2.3627400480563665e-08,1.1813700240281833e-08
1975,1.4278700888326057e-08,7.4249242310031605e-09
1976,1.656922776760439e-08,7.998937512354587e-09
1977,9.990529292736028e-09,4.11374712072643e-09
1978,1.4257419245211622e-08,2.970295565063452e-09
1979,2.750427441355896e-08,4.681578680276743e-09
1980,1.591842213599648e-08,3.411090521154847e-09
1981,2.277197808098208e-08,1.3283654176632353e-08
1982,2.855450986771757e-08,4.966001831974154e-09
1983,1.5788289786655696e-08,5.052252838311233e-09
1984,2.667543874679268e-08,2.8995041922996734e-09
1985,2.1054452403745927e-08,3.609334831011779e-09
1986,1.0790073723399018e-08,5.395036861699509e-09
1987,2.13878585952898e-08,4.888653482026939e-09
1988,8.994830658082265e-09,5.396898483667201e-09
1989,1.2622680678475717e-08,9.878619700032232e-09
1990,1.0897301727652575e-08,9.262707045820662e-09
1991,1.4653663171770859e-08,7.6199047072123e-09
1992,1.0468894195980738e-08,7.162927584403178e-09
1993,9.970573700002205e-09,6.093128224193833e-09
1994,1.0549853435293244e-08,1.0549853435293244e-08
1995,2.1689803730851054e-08,5.964695848348356e-09
1996,1.3879040139386234e-08,7.473328622609188e-09
1997,1.054876808126437e-08,5.753873377756236e-09
1998,8.10582001520288e-09,5.2449422582867555e-09
1999,1.1425503210205079e-08,6.8553016596695215e-09
2000,1.6346715980830595e-08,4.859834756842929e-09
2001,1.0076787404500465e-08,8.762423675534592e-09
2002,9.63868718173444e-09,7.886198361006791e-09
2003,2.1251306492331423e-08,1.12506919336397e-08
2004,1.4095332012686868e-08,6.607186797680242e-09
2005,6.7556245042510454e-09,7.205999352777326e-09
2006,6.58862386870851e-09,7.823991232669414e-09
2007,1.757570977645173e-08,3.595031605740928e-09
2008,9.79211112195344e-09,4.6831836186811415e-09
2009,8.582746957586096e-09,1.4781396551200032e-08
2010,1.4171378737160012e-08,1.0392344762522043e-08
2011,1.0324724186716594e-08,1.414869643667771e-08
2012,1.2595735121578855e-08,2.0425515501187874e-08
2013,1.840822605458925e-08,1.2272150407000026e-08
2014,1.7107016248019136e-08,1.8622827724357194e-08
2015,1.662431614590787e-08,1.7510945582444037e-08
2016,1.7192121504194802e-08,2.60988848310717e-08
2017,2.8677968444412727e-08,1.3081178806828575e-08
2018,1.4972506789945328e-08,1.9102854409425163e-08
2019,1.632632162795744e-08,1.198964216797549e-08
