year,endroits_NOUN ouverts_ADJ,endroits_NOUN couverts_ADJ
1924,5.156649773851996e-09,1.4180787211159895e-08
1925,2.1996355847875293e-09,9.898360353588487e-09
1926,0.0,1.7833821530643945e-08
1927,1.1149224876660924e-09,1.3379070296082318e-08
1928,7.998228745975666e-09,1.4853853258500749e-08
1929,4.4561625500705304e-09,1.1140405931087116e-08
1930,3.1510811737689437e-09,1.3654684494213143e-08
1931,5.7026783295555106e-09,1.8248570654577634e-08
1932,1.0959536611565568e-09,7.6716757391182e-09
1933,5.735331320977366e-09,1.261772819560747e-08
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,9.574627313213568e-09
1936,0.0,1.2124714565686645e-08
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,6.482607339819424e-09
1939,0.0,1.5294050470515685e-09
1940,7.607348528892999e-09,2.5357829613881222e-08
1941,0.0,1.4757512545315876e-08
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,2.3963544037997053e-08
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,6.523132700664291e-09,7.610321262063735e-09
1949,1.9634016634739737e-09,4.908504269707237e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,2.1322803522849654e-09,8.529121409139861e-09
1952,7.381362632230548e-09,1.0544804140977249e-08
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,0.0,6.976913269340912e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,5.790570245522986e-09,1.1581140491045971e-08
1959,0.0,3.100299128533379e-09
1960,0.0,7.612916519406099e-09
1961,6.948159270159238e-10,2.779263708063695e-09
1962,1.2683912808952869e-09,4.43936931660005e-09
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,3.041984220075733e-09,7.300761772910391e-09
1965,2.188817349590977e-09,8.20806533852192e-09
1966,2.769537488234164e-09,6.6468897053084675e-09
1967,2.465167847631733e-09,5.916402479044791e-09
1968,1.3474247273492779e-09,8.084548142051062e-09
1969,3.1792304344691047e-09,9.083515273289322e-09
1970,1.8394900047624674e-09,2.2993624781975086e-09
1971,2.0553589941130213e-09,5.652237344833111e-09
1972,5.130146862875051e-10,6.156176013405457e-09
1973,1.4334330167287135e-08,4.9618833486420044e-09
1974,5.06301445213353e-09,7.875800456247362e-09
1975,5.711480177694739e-09,6.282628195464213e-09
1976,5.713526984862938e-09,8.570290255249802e-09
1977,4.7014254711541525e-09,3.526069214387917e-09
1978,5.346532105932056e-09,1.0099005187669263e-08
1979,2.3407893401383717e-09,8.777959692451986e-09
1980,1.7055452605774235e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,5.69299452024552e-09
1982,4.966001831974154e-09,8.069752865935698e-09
1983,1.136756910824488e-08,1.2630632095778083e-09
1984,2.3196033982486597e-09,7.538710988796993e-09
1985,4.210890747202711e-09,4.812446441349039e-09
1986,5.395036861699509e-09,4.7955883708539204e-09
1987,1.2221633705067347e-09,4.888653482026939e-09
1988,2.398621523624911e-09,4.797243047249822e-09
1989,2.7440609784434855e-09,7.683371272548811e-09
1990,2.179460389939436e-09,3.2691906959314565e-09
1991,4.10302547493302e-09,3.5168792322792797e-09
1992,1.1019888335184191e-09,4.958949695321735e-09
1993,2.2156829704300662e-09,2.7696036575264316e-09
1994,2.1099706426497278e-09,3.164955852952289e-09
1995,3.795715741716776e-09,1.626735190995987e-09
1996,2.135236876199542e-09,3.2028553142993132e-09
1997,4.315404922294874e-09,7.192341833217597e-09
1998,3.814503379828693e-09,5.72175506974304e-09
1999,4.570201106446348e-09,3.656160929565999e-09
2000,1.3254094488601709e-09,3.092622158362701e-09
2001,3.943090742808408e-09,4.8193329327261836e-09
2002,4.381221607729913e-09,5.6955880012310445e-09
2003,8.333845835650777e-10,6.250384210204629e-09
2004,3.9643119897903034e-09,5.726228824443069e-09
2005,3.602999676388663e-09,3.1526248278623825e-09
2006,2.4707338397433887e-09,7.823991232669414e-09
2007,1.5977917877663117e-09,6.391167151065247e-09
2008,6.3861596011349775e-09,4.257439734089985e-09
2009,1.430457752249481e-09,8.105927484791664e-09
2010,5.196172381261022e-09,4.723792912386671e-09
2011,2.6767803529281764e-09,2.2943831279320648e-09
2012,4.425528388196653e-09,2.0425516833455504e-09
2013,3.0680376017500066e-09,2.5102124823206395e-09
2014,2.5985342766432495e-09,6.063246349441442e-09
2015,2.21657536769726e-09,4.876465897751814e-09
2016,3.935546111222266e-09,9.113896304313585e-09
2017,3.773417134311785e-09,5.534344982294215e-09
2018,3.872199894061623e-09,7.744399788123246e-09
2019,3.3162841361900064e-09,7.397864543179367e-09
